,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,RPM/SPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
1274,63.8,-4.26,-6.43,6.9,-1.37,0.66,-0.644,-0.387,-1.04,-0.327,0.0,0.0,0.0,1.0,30.0,63800000000.0,-3.81214765404264,-5.830677608690601,7.220861245780454,-1.328655482313165,0.6967366330864737,-0.5826698360203905,-0.04549477598530788,-0.2952985548663404,-0.26392922250599626
1275,63.8,-3.43,-6.2,6.92,-1.35,0.5660000000000001,-0.8170000000000001,0.46,-0.213,0.205,0.0,0.0,0.0,1.0,30.0,63800000000.0,-3.590539271002762,-6.106030363734249,7.036464896048803,-1.344874725104633,0.6045682648515,-0.7519328209023988,0.23309769042165035,-0.24905391303349034,0.03255975774977382
1276,63.9,-4.1,-7.25,6.05,-1.29,0.5720000000000001,-0.95,-0.303,-0.6859999999999999,-0.163,0.0,0.0,0.0,1.0,30.0,63900000000.0,-3.885976821827449,-6.958931138564552,6.431865468646934,-1.3031766119310295,0.5816078983097566,-0.8950020842832251,-0.062360904410524276,-0.49457966646436236,-0.09108643731515444
1277,63.9,-4.13,-8.42,6.1,-1.14,0.27699999999999997,-0.91,-0.514,-1.31,0.386,0.0,0.0,0.0,1.0,30.0,63900000000.0,-4.0274865659665515,-8.048249237196673,6.228466676073175,-1.1791823197482303,0.36686159441480104,-0.9058355027471419,-0.31127197741858925,-0.9527750559726798,0.2105600953283699
1278,64.0,-4.41,-8.58,6.25,-0.992,0.28800000000000003,-0.794,-1.02,-1.02,0.998,0.0,0.0,0.0,1.0,30.0,64000000000.0,-4.249307016004122,-8.444702567916929,6.241664345737468,-1.0369466221981352,0.31126474603065946,-0.8250537205050597,-0.7018720164885678,-0.990549626422512,0.7084332319730574
1279,64.0,-4.38,-8.1,6.14,-0.866,0.165,-0.54,-1.19,-0.192,1.29,0.0,0.0,0.0,1.0,30.0,64000000000.0,-4.325096284817213,-8.18770557028139,6.179354680108601,-0.907048080211497,0.20814918862365095,-0.619151736203379,-0.9708931795261828,-0.5418340781544155,1.0761393144151685
1280,64.1,-3.27,-8.91,5.9,-0.5429999999999999,0.10800000000000001,-0.287,-0.22699999999999998,-0.755,1.37,0.0,0.0,0.0,1.0,30.0,64100000000.0,-3.7132431850306027,-8.72622104227524,6.008139611726761,-0.6304160208532561,0.13754475479328937,-0.37922956819119313,-0.5609126167522454,-0.6616148136132661,1.2619380502813209
1281,64.1,-3.07,-8.31,5.21,-0.138,-0.0812,-0.192,-0.129,-0.0383,0.851,0.0,0.0,0.0,1.0,30.0,64100000000.0,-3.3402247448447304,-8.415902585987688,5.518963743017357,-0.2562400263976083,-0.016668678841841644,-0.2439885964174196,-0.32287335938225337,-0.3113660130311225,1.0021150432227772
1282,64.2,-2.72,-8.66,5.28,0.185,-0.0586,-0.0781,0.149,-0.36,0.91,0.0,0.0,0.0,1.0,30.0,64200000000.0,-2.9805548134906137,-8.597892331871538,5.372504153971935,0.07904846628356793,-0.04622995024959117,-0.12416278601886477,-0.06281060860184995,-0.3386940986874959,0.9438736578516641
1283,64.2,-3.71,-9.16,5.33,0.335,-0.0776,-0.00909,-0.897,-0.917,0.813,0.0,0.0,0.0,1.0,30.0,64200000000.0,-3.403562002677743,-9.016978573624826,5.346453517651672,0.2735403553671901,-0.06834560446359603,-0.04104260517526949,-0.522555973583843,-0.6636517964993423,0.8611264356335422
1284,64.3,-3.38,-8.19,5.23,0.40700000000000003,-0.0806,0.131,-0.5489999999999999,-0.0387,0.569,0.0,0.0,0.0,1.0,30.0,64300000000.0,-3.3898984022069936,-8.400414110946878,5.275079733896369,0.37495337758301295,-0.07698486315038669,0.08322841233425878,-0.5371300378021744,-0.31248315329832965,0.6764242172952853
1285,64.3,-3.32,-8.04,5.28,0.423,-0.195,0.35600000000000004,-0.436,-0.0193,0.425,0.0,0.0,0.0,1.0,30.0,64300000000.0,-3.349364097662115,-8.13170286435699,5.278095469687932,0.4114629442492027,-0.16018465501357299,0.2802587004012152,-0.4813944091566026,-0.14773967967533058,0.5174567165092513
1286,64.4,-3.47,-8.16,6.17,0.578,-0.131,0.462,-0.473,-0.32799999999999996,1.09,0.0,0.0,0.0,1.0,30.0,64400000000.0,-3.419321188805421,-8.152800031631337,5.824739471795915,0.5380107590294921,-0.13960968757440176,0.411535357728366,-0.4767680074346244,-0.2490303321576322,0.8794575828894375
1287,64.4,-2.84,-7.51,4.93,0.631,-0.0953,0.5589999999999999,0.32799999999999996,0.0837,-0.413,0.0,0.0,0.0,1.0,30.0,64400000000.0,-3.0833712699673455,-7.673552652640192,5.276357889369332,0.608671203439218,-0.10837168368684744,0.518053061941123,-0.03323760207578225,-0.06206477692126661,0.06227791020385043
1288,64.5,-3.63,-7.93,6.17,0.672,-0.376,0.46399999999999997,-0.33899999999999997,-0.581,0.5770000000000001,0.0,0.0,0.0,1.0,30.0,64500000000.0,-3.4003627632467834,-7.864750030544569,5.824066846016521,0.6567933417753927,-0.29704765430132063,0.4790090660289817,-0.2017518963736246,-0.35366129472749835,0.38772027395439373
1289,64.5,-4.18,-7.99,7.05,0.865,-0.203,0.634,-0.774,-0.943,1.14,0.0,0.0,0.0,1.0,30.0,64500000000.0,-3.8524763316726602,-7.958131530713772,6.575435439598065,0.8150049618602884,-0.23074475085861745,0.5909632053624629,-0.5171339981729561,-0.6848184832092654,0.8633627264754795
1290,64.6,-4.01,-7.31,6.5,0.8290000000000001,-0.33799999999999997,0.5579999999999999,-0.479,-0.618,0.26,0.0,0.0,0.0,1.0,30.0,64600000000.0,-3.943824850705939,-7.474908973036827,6.529201424999151,0.825639477447667,-0.3063589063319989,0.5671530123250265,-0.4961172748822306,-0.6472722813827236,0.4818757249814326
1291,64.6,-3.64,-6.29,7.01,0.963,-0.40700000000000003,0.521,-0.07,0.018,0.40399999999999997,0.0,0.0,0.0,1.0,30.0,64600000000.0,-3.7676360878174795,-6.591485338611534,6.823880677036317,0.9300166857615758,-0.37731013524608525,0.5338154652016562,-0.2612719981651196,-0.2734470275888325,0.4326373983946243
1292,64.7,-3.63,-5.99,7.37,0.982,-0.556,0.489,-0.0444,-0.0867,0.40299999999999997,0.0,0.0,0.0,1.0,30.0,64700000000.0,-3.687820627710133,-6.143040300997646,7.158594487867436,0.9695176460108109,-0.5032851616488607,0.5014440391683229,-0.14174770831663874,-0.1685114139046378,0.41389861546643275
1293,64.7,-3.38,-5.66,7.59,1.13,-0.629,0.39,0.136,-0.201,0.23800000000000002,0.0,0.0,0.0,1.0,30.0,64700000000.0,-3.509314708840773,-5.782903489602611,7.423000924775791,1.0914646169616073,-0.5919131967678749,0.42094498995237584,0.011326909971360849,-0.1867671810065995,0.30268353822647553
1294,64.8,-3.41,-4.93,7.53,1.19,-0.504,0.32299999999999995,-0.0151,0.0509,-0.207,0.0,0.0,0.0,1.0,30.0,64800000000.0,-3.4517218998063917,-5.147010568596211,7.488580266960676,1.1663395083699855,-0.5299350502585786,0.3501966888297162,-0.003237707459704451,-0.053218862143245144,-0.019573097736894307
1295,64.8,-2.66,-3.54,9.02,1.03,-0.77,0.23600000000000002,0.564,0.9690000000000001,0.9309999999999999,0.0,0.0,0.0,1.0,30.0,64800000000.0,-2.992600353968909,-3.9488838454727895,8.427180264997594,1.062738123941756,-0.6991790473333088,0.2677093377981265,0.3093830351899906,0.5211793653776767,0.5814439305442874
1296,64.9,-2.37,-3.32,7.75,1.09,-0.826,-0.0598,0.531,0.728,-0.696,0.0,0.0,0.0,1.0,30.0,64900000000.0,-2.6315527177290505,-3.480011631547464,8.012139769113766,1.0834538431114935,-0.7885868616522199,0.03114049989445969,0.4315224197811219,0.6373945947736674,-0.22624308410445315
1297,64.9,-2.16,-3.18,8.07,0.877,-0.5720000000000001,-0.0231,0.376,0.442,-0.682,0.0,0.0,0.0,1.0,30.0,64900000000.0,-2.358098116025284,-3.2563342821180394,8.047601836601443,0.9265741359606869,-0.635894748070271,-0.00803887777835919,0.40092243747868134,0.5275998002414313,-0.5144036246607142
1298,65.0,-1.86,-2.88,8.26,0.669,-0.218,0.0422,0.519,0.389,-0.68,0.0,0.0,0.0,1.0,30.0,65000000000.0,-2.0692497271043013,-2.9757536678853995,8.177779779777763,0.7308492962948219,-0.341282043870253,0.028250019617737605,0.46599831691980637,0.4497187468050008,-0.6191049322565396
1299,65.0,-2.48,-2.89,8.11,0.46799999999999997,0.0593,-0.0195,-0.14400000000000002,0.102,-0.932,0.0,0.0,0.0,1.0,30.0,65000000000.0,-2.3074448932259677,-2.911819033614954,8.13623767148433,0.5311159530644418,-0.058874670324043754,-0.0062411092658161,0.12981100271619966,0.2543310036579103,-0.8169384857011318
1300,65.1,-2.49,-2.08,7.41,0.0339,0.235,0.0703,-0.0861,0.765,-1.66,0.0,0.0,0.0,1.0,30.0,65100000000.0,-2.4133090815325398,-2.2916459618227396,7.691130035877736,0.15329259952981927,0.14830479402087357,0.049046599345089766,0.010816346697305926,0.5412826283975024,-1.3499793535496365
1301,65.1,-2.26,-2.04,7.42,-0.275,0.26,0.0447,0.273,0.8540000000000001,-1.6,0.0,0.0,0.0,1.0,30.0,65100000000.0,-2.3244047395778686,-2.1040281601320183,7.524955800314302,-0.1721574339084344,0.22704907977456557,0.045906933578539685,0.15531317123601257,0.7170026213596769,-1.508059443897442
1302,65.2,-2.34,-2.8,8.07,-0.562,0.327,-0.00115,0.345,0.27,-0.848,0.0,0.0,0.0,1.0,30.0,65200000000.0,-2.333448422017378,-2.622918576447316,7.859010556408903,-0.4683901190858257,0.29751373228171885,0.011916439729108053,0.2598549445170423,0.4658259689777004,-1.0907249171672182
1303,65.2,-2.72,-2.96,7.89,-0.7020000000000001,0.401,-0.0598,0.11199999999999999,0.39,-0.8859999999999999,0.0,0.0,0.0,1.0,30.0,65200000000.0,-2.55761070734544,-2.874233848068547,7.878003754064144,-0.6459050930055331,0.37047077924430716,-0.03988628056689772,0.17836790651534856,0.42321835060681307,-0.9612838717240432
1304,65.3,-3.42,-2.95,7.93,-0.914,0.59,-0.0818,-0.41100000000000003,0.758,-0.635,0.0,0.0,0.0,1.0,30.0,65300000000.0,-3.057712552711039,-2.93072227949988,7.909871895482838,-0.8496244360495275,0.5252372345254674,-0.07016169112586737,-0.14644941605004336,0.6113365764198947,-0.7549849870420176
1305,65.3,-2.58,-3.25,7.81,-1.03,0.614,-0.237,0.6759999999999999,0.89,-0.46299999999999997,0.0,0.0,0.0,1.0,30.0,65300000000.0,-2.780685752611292,-3.1687637506787056,7.848660860670697,-0.9866877970681588,0.5878143421917358,-0.19067350935990224,0.30682570794628217,0.7679212151186727,-0.5703721982144554
1306,65.4,-3.68,-4.82,7.26,-1.18,0.8909999999999999,-0.397,-0.203,-0.196,-0.6559999999999999,0.0,0.0,0.0,1.0,30.0,65400000000.0,-3.302200470048542,-4.39986357906346,7.4878736181101,-1.1335814044551857,0.8015579649709191,-0.33970871578733774,0.02584635031479532,0.22628119573655947,-0.6245119359053575
1307,65.4,-3.76,-5.16,7.12,-1.32,0.8220000000000001,-0.556,-0.0572,0.0191,-0.336,0.0,0.0,0.0,1.0,30.0,65400000000.0,-3.567679606515675,-4.966592617753233,7.262405593903648,-1.27523679249219,0.8159694670022223,-0.4959417468870738,-0.019922840963042025,0.10986335355821768,-0.44209504390547427
1308,65.5,-3.6,-5.25,6.45,-1.38,0.519,-0.691,0.18100000000000002,0.501,-0.536,0.0,0.0,0.0,1.0,30.0,65500000000.0,-3.586422231730005,-5.177890512599406,6.764486033716147,-1.3548440222168747,0.606608189143385,-0.6368375793662704,0.09081141379581686,0.3296481778676565,-0.5014681590834159
1309,65.5,-4.59,-7.18,6.49,-1.42,0.462,-0.715,-0.862,-0.8370000000000001,0.00765,0.0,0.0,0.0,1.0,30.0,65500000000.0,-4.168399686764204,-6.670587986863715,6.596254736334245,-1.4043545692344814,0.5046604961837213,-0.6932963875139859,-0.4343098868199609,-0.32590680093841623,-0.17956899571272283
1310,65.6,-4.44,-8.63,6.45,-1.4,0.21,-0.7,-0.809,-1.73,0.504,0.0,0.0,0.0,1.0,30.0,65600000000.0,-4.325901450303759,-8.131452042030178,6.50661580177901,-1.4010456107230864,0.29692702538874116,-0.6981385792235818,-0.6408122094076772,-1.1148852672289897,0.25262986911058144
1311,65.6,-3.54,-8.2,6.45,-1.16,-0.00183,-0.7390000000000001,-0.141,-0.794,0.988,0.0,0.0,0.0,1.0,30.0,65600000000.0,-3.870155126425721,-8.18255868151969,6.471916134906709,-1.2178803822614914,0.08630553650950851,-0.7276539030446997,-0.3653515721369521,-0.9345756272432981,0.7175809179574895
1312,65.7,-3.39,-8.94,5.66,-0.735,0.0238,-0.759,-0.28800000000000003,-1.16,0.564,0.0,0.0,0.0,1.0,30.0,65700000000.0,-3.591711976532459,-8.747278154003014,5.974296585141608,-0.8509503211688438,0.04223959686589035,-0.7502960377444086,-0.32272092710551464,-1.0612445315937715,0.6204766117426603
1313,65.7,-3.55,-8.36,5.96,-0.45799999999999996,-0.0183,-0.478,-0.688,-0.318,1.13,0.0,0.0,0.0,1.0,30.0,65700000000.0,-3.5675230648464558,-8.458537858830066,5.965534300915707,-0.552356107474921,-0.00044037069213494207,-0.5536092460274143,-0.5240365638014113,-0.6436056370511345,0.942631985544814
1314,65.8,-4.23,-8.23,5.63,-0.273,0.165,-0.25,-1.5,-0.0451,0.9620000000000001,0.0,0.0,0.0,1.0,30.0,65800000000.0,-3.951695179265114,-8.2881482775668,5.759887027451576,-0.34007961067649733,0.11619386924123638,-0.3343040890752521,-1.0619176047976655,-0.30729743921875147,0.9548777707880697
1315,65.8,-3.15,-9.06,5.37,-0.0632,-0.0922,-0.0158,-0.47200000000000003,-0.8190000000000001,0.7859999999999999,0.0,0.0,0.0,1.0,30.0,65800000000.0,-3.4867901081756996,-8.863612231450851,5.52092709156159,-0.12968494499442626,-0.030722266744853885,-0.10423998422396857,-0.7367973369036028,-0.5948298486786783,0.8481017545406334
1316,65.9,-2.88,-9.03,5.55,0.19699999999999998,-0.133,0.0783,-0.235,-0.799,0.927,0.0,0.0,0.0,1.0,30.0,65900000000.0,-3.134911007455634,-8.98766450038346,5.538745852859659,0.118555682792711,-0.10282731166587808,0.0276135750689899,-0.46024263797475956,-0.709555758849306,0.8979865883423636
1317,65.9,-2.27,-8.21,5.32,0.455,-0.0672,0.18899999999999997,0.40399999999999997,-0.0668,0.5539999999999999,0.0,0.0,0.0,1.0,30.0,65900000000.0,-2.633346846279042,-8.407867098972877,5.404677687129367,0.3742122529721372,-0.07771031927506726,0.14418734462720978,0.016065920431963365,-0.34838283413117893,0.6804948596219218
1318,66.0,-3.13,-7.84,5.2,0.615,0.0336,0.21600000000000003,-0.381,0.149,0.217,0.0,0.0,0.0,1.0,30.0,66000000000.0,-2.9213573724494326,-7.984486841999204,5.279231609746232,0.557181518425054,0.0007626300832525995,0.1960595688512053,-0.20276834040698957,-0.06889686862166272,0.3874418478502871
1319,66.0,-3.61,-7.69,5.76,0.586,-0.0232,0.26899999999999996,-0.758,0.11800000000000001,0.552,0.0,0.0,0.0,1.0,30.0,66000000000.0,-3.320702968270717,-7.764928560946429,5.573892361698496,0.5790800613764618,-0.016130846337875825,0.24874640744752857,-0.5087722138098595,0.03612294303999192,0.4914867067930099
1320,66.1,-4.37,-7.97,6.3,0.579,-0.233,0.382,-1.42,-0.365,0.848,0.0,0.0,0.0,1.0,30.0,66100000000.0,-3.929192988633758,-7.917821963685329,6.0189203239789,0.5790192216169004,-0.16902198924253753,0.34499907515996464,-1.0109755843033241,-0.18927332540597858,0.7168986775374159
1321,66.1,-3.11,-7.67,6.24,0.752,-0.305,0.56,-0.0727,-0.319,0.505,0.0,0.0,0.0,1.0,30.0,66100000000.0,-3.4541407760947873,-7.733055276637599,6.15441884352115,0.7104634515830699,-0.2648854841785135,0.5003000506958374,-0.493865384669948,-0.26216845512441894,0.5829219035197759
1322,66.2,-3.44,-7.21,6.65,0.838,-0.306,0.519,-0.29,-0.174,0.588,0.0,0.0,0.0,1.0,30.0,66200000000.0,-3.4459405363208786,-7.343084945218707,6.458158186128453,0.8073756402588194,-0.29387090911183594,0.5138075245668062,-0.38150940313347376,-0.2126254365049592,0.5861326215538968
1323,66.2,-4.06,-7.39,6.33,0.8079999999999999,-0.11,0.682,-0.799,-0.701,-0.0561,0.0,0.0,0.0,1.0,30.0,66200000000.0,-3.8020351884482735,-7.378062947633394,6.379610609453886,0.8078500987296249,-0.1642432803776181,0.6352974779438441,-0.6116002875424547,-0.4870495199930101,0.1800694321670599
1324,66.3,-4.51,-5.61,6.71,0.746,-0.40399999999999997,0.679,-1.09,0.7070000000000001,0.0264,0.0,0.0,0.0,1.0,30.0,66300000000.0,-4.212585962754371,-6.0598617504117405,6.582104685857663,0.7608515769717101,-0.3332700008662057,0.666865004217154,-0.8752599122359457,0.1839026364130099,0.08290915451927174
1325,66.3,-3.95,-6.5,7.71,0.752,-0.491,0.6759999999999999,-0.442,-0.539,0.754,0.0,0.0,0.0,1.0,30.0,66300000000.0,-4.060311705415177,-6.388012290605863,7.273386269973058,0.7541254407634822,-0.4444684790146422,0.6734634576601292,-0.6364781269003823,-0.2223058588981089,0.507218483194458
1326,66.4,-3.44,-6.11,7.74,0.83,-0.602,0.6709999999999999,0.067,-0.5479999999999999,0.45799999999999996,0.0,0.0,0.0,1.0,30.0,66400000000.0,-3.7005913619904907,-6.180736872903722,7.5593714188492465,0.8117808195689056,-0.5555270325477905,0.6716840384254196,-0.24877144232745302,-0.40531767271617175,0.4760992098053338
1327,66.4,-3.11,-5.26,7.51,1.05,-0.649,0.616,0.332,-0.152,-0.125,0.0,0.0,0.0,1.0,30.0,66400000000.0,-3.3581058292533235,-5.49427022885506,7.529112056275351,0.9927982448628031,-0.6214247741708201,0.6314619513894927,0.07130811147220179,-0.262975134358528,0.09604336369084576
1328,66.5,-2.51,-3.64,7.77,1.04,-0.7909999999999999,0.38299999999999995,0.779,0.993,-0.221,0.0,0.0,0.0,1.0,30.0,66500000000.0,-2.8662870402979395,-4.1117961007611585,7.6767510954904115,1.02866578069202,-0.7409740577623974,0.4519911647141775,0.4613371096124423,0.4427738141139897,-0.10441303717295364
1329,66.5,-1.91,-2.92,8.2,1.04,-0.7759999999999999,0.12,1.13,1.25,-0.139,0.0,0.0,0.0,1.0,30.0,66500000000.0,-2.311733670944585,-3.223237768019165,7.9974476911545045,1.0372783730892725,-0.7656671036095972,0.21218497954278784,0.8298561295393561,0.8963648363225075,-0.12628126901166492
1330,66.6,-3.28,-3.39,7.74,0.9279999999999999,-0.45799999999999996,0.10800000000000001,-0.54,0.348,-0.898,0.0,0.0,0.0,1.0,30.0,66600000000.0,-2.8732338251595815,-3.347569500114802,7.839659111186773,0.9542401454604699,-0.5487640786150683,0.13692935747171187,0.07488967773933641,0.5882314091099184,-0.6142143942075102
1331,66.6,-2.06,-2.88,7.78,0.76,-0.297,0.0624,0.536,0.479,-1.06,0.0,0.0,0.0,1.0,30.0,66600000000.0,-2.4016373747209934,-2.9989673356115976,7.80309446024841,0.8066413680626456,-0.3712722625491711,0.08309478878523863,0.3290206196721887,0.5268528433393322,-0.8960703692020909
1332,66.7,-2.15,-2.84,7.83,0.455,0.033,0.00924,0.38,0.23399999999999999,-1.13,0.0,0.0,0.0,1.0,30.0,66700000000.0,-2.2557122598034307,-2.880447199567179,7.819584688142876,0.539436916574108,-0.08626331351344213,0.029747480194278406,0.3571167947728211,0.36229497334066707,-1.0439766058126732
1333,66.7,-1.97,-2.13,7.73,0.192,0.23,-0.0341,0.607,0.794,-1.27,0.0,0.0,0.0,1.0,30.0,66700000000.0,-2.090026991399137,-2.320942051805861,7.764678679512692,0.2754273256447146,0.136699981726431,-0.0163712787292229,0.4948344899027266,0.6048757284854652,-1.1868839722994171
1334,66.8,-2.21,-2.25,7.46,-0.182,0.21600000000000003,-0.0842,0.46,0.66,-1.52,0.0,0.0,0.0,1.0,30.0,66800000000.0,-2.159599674264977,-2.2680503237082683,7.5779426198047375,-0.07216153140204545,0.19260591089160686,-0.06536579735108264,0.47563622231597824,0.6358507971810272,-1.3975025930659501
1335,66.8,-1.96,-2.42,7.46,-0.35700000000000004,0.325,-0.0928,0.8079999999999999,0.63,-1.44,0.0,0.0,0.0,1.0,30.0,66800000000.0,-2.0438513244463503,-2.3813383495501452,7.505656184261269,-0.28860394896602304,0.2859427541776456,-0.08518226189451487,0.6588113119062926,0.6325631545309631,-1.4243723833326727
