,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,RPM/SPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
2625,131.0,-2.94,-2.38,7.35,0.973,-0.17300000000000001,-0.039,-0.16399999999999998,1.1,-1.39,0.0,0.0,0.0,1.0,30.0,131000000000.0,-2.7411572060594716,-2.4101277443483142,7.530755279360008,1.0236374428268282,-0.235982575430531,-0.047417400467028144,0.16248966860976793,1.1700361149785383,-1.0473428531683098
2626,131.0,-1.78,-2.68,6.58,0.536,-0.191,-0.0121,0.929,0.449,-2.31,0.0,0.0,0.0,1.0,30.0,131000000000.0,-2.183779617638022,-2.6113344071747417,6.948041938952453,0.6530925963968113,-0.20427019285168793,-0.021906688364922454,0.5849351931682298,0.7648764289720447,-1.8456806328836795
2627,131.0,-1.67,-2.22,7.14,0.237,0.113,0.0483,0.977,0.741,-1.82,0.0,0.0,0.0,1.0,30.0,131000000000.0,-1.8858374518303263,-2.3195701993545694,7.0656920205484814,0.3369130813883021,0.01940294053183464,0.028805499754003677,0.8010131911638745,0.751459947287602,-1.8294436214795209
2628,131.0,-3.05,-0.5429999999999999,8.67,-0.48700000000000004,0.467,-0.047,-0.28600000000000003,2.42,-0.256,0.0,0.0,0.0,1.0,30.0,131000000000.0,-2.5609383236190437,-0.9950262025775856,8.048964637049469,-0.28916015155160346,0.33495555583365577,-0.0259508585782271,0.20192948337791972,1.6890346146421038,-0.8346054441888306
2629,132.0,-3.47,-2.35,7.89,-1.03,0.467,0.121,-0.488,0.92,-0.863,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.0881055784422378,-2.0052436801408735,7.95153590113803,-0.8521078677810657,0.4280459158094925,0.08019571430333623,-0.1783101628206199,1.2569039485435352,-0.8525584002322958
2630,132.0,-3.49,-3.5,7.11,-1.21,0.618,0.141,-0.303,0.23199999999999998,-1.37,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.32116520773426,-3.1196778250469532,7.435762715840422,-1.1240621749994657,0.5619621169672899,0.12411629369180971,-0.24703025888493824,0.6809969216881124,-1.1797202124903488
2631,132.0,-2.17,-2.77,7.08,-1.34,0.672,-0.0121,1.32,1.49,-1.03,0.0,0.0,0.0,1.0,30.0,132000000000.0,-2.6536015441703484,-2.8589711640162845,7.2177174282020005,-1.2881485550331009,0.6395380026618274,0.025723586473505755,0.6166044469578074,1.1355864085050407,-1.0850568824048323
2632,132.0,-2.2,-3.7,6.65,-1.55,1.1,-0.332,1.58,1.15,-0.997,0.0,0.0,0.0,1.0,30.0,132000000000.0,-2.3905568527334022,-3.486010697055062,6.86976623186532,-1.4871236129940275,0.9641603152536369,-0.23266981073811416,1.1475589958938035,1.1436855819458354,-1.0293813127541924
2633,132.0,-3.83,-6.34,6.46,-1.65,1.31,-0.645,0.264,-0.831,-0.537,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.225293645662413,-5.61383799317745,6.618622521648225,-1.6108897419408061,1.207974689750019,-0.5305070270695091,0.6606046535123689,0.034083770326960305,-0.7180643234852577
2634,132.0,-5.16,-8.13,6.62,-1.58,0.922,-1.17,-0.9540000000000001,-1.88,0.34,0.0,0.0,0.0,1.0,30.0,132000000000.0,-4.347234820464936,-7.489793923117651,6.619466701300413,-1.5874173460790424,1.0063646463581275,-0.9924300390390015,-0.22924961516748854,-1.0414650993612817,-0.04908401789617456
2635,132.0,-4.57,-8.52,6.81,-1.37,0.47,-1.28,-0.541,-1.57,1.18,0.0,0.0,0.0,1.0,30.0,132000000000.0,-4.476417028905991,-8.257877204159136,6.736243599732519,-1.4222067398426494,0.6282315446659734,-1.2001495666031048,-0.401064070424646,-1.3384558484686744,0.7280265469037357
2636,132.0,-4.33,-8.87,6.46,-1.08,0.361,-1.22,-0.6459999999999999,-1.34,1.37,0.0,0.0,0.0,1.0,30.0,132000000000.0,-4.39150936754085,-8.714252874200028,6.566935262334962,-1.1621714753292807,0.43983528705441094,-1.2144880913450435,-0.5360552010006746,-1.3393235463011026,1.1339258755533321
2637,132.0,-5.12,-6.72,5.28,-0.9640000000000001,0.368,-0.884,-1.76,1.26,0.655,0.0,0.0,0.0,1.0,30.0,132000000000.0,-4.813962919857325,-7.227412711107327,5.778179018275158,-1.0115853648270476,0.38919194253416,-0.9757676210050493,-1.2106057764221463,0.12127057305034539,0.8311163114017249
2638,132.0,-4.64,-8.99,5.27,-0.813,0.162,-0.5920000000000001,-1.52,-0.698,1.08,0.0,0.0,0.0,1.0,30.0,132000000000.0,-4.71308129126917,-8.541531391823675,5.466718554111016,-0.8606847767928938,0.22902330703221646,-0.6985619107517282,-1.3811216693588921,-0.33908835665875975,0.9884775516455319
2639,132.0,-3.02,-10.2,6.15,-0.535,-0.204,-0.222,-0.0905,-1.65,2.25,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.7312590214877717,-9.778023125017553,5.885498492584764,-0.6132041721698582,-0.07625491273578472,-0.3543283757889752,-0.6698235788382978,-1.075706855798622,1.7860979339066358
2640,132.0,-2.68,-9.85,5.76,0.134,0.0996,-0.0299,0.16699999999999998,-1.27,1.95,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.1216312104922705,-9.831686662800436,5.808581216207834,-0.04542032349515479,0.04772149906671061,-0.11998499885666197,-0.2086264491992823,-1.1848827209721693,1.8897280094671651
2641,132.0,-4.02,-8.52,4.81,0.45799999999999996,-0.0214,0.14,-1.13,-0.00457,0.8859999999999999,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.64259760466383,-8.853742716436647,5.196555603049342,0.33711759663569246,-0.0010086461720106993,0.06780918678232145,-0.7164214584228101,-0.5216494623766638,1.25510280916461
2642,132.0,-3.24,-7.66,4.19,0.5760000000000001,-0.0898,0.366,-0.266,0.713,0.0502,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.409130208714483,-7.963732889547626,4.579642597061312,0.5186390076906895,-0.06360589275024017,0.2832004609877228,-0.46818146033791747,0.17211632630083695,0.49328121798827285
2643,132.0,-3.05,-8.68,5.22,0.619,-0.128,0.392,0.0751,-0.503,0.804,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.200869635917366,-8.497754960071388,4.972114411018465,0.5949011089414877,-0.10900326544284467,0.3617892985916331,-0.16876369005266112,-0.20724043816916132,0.6897387998420458
2644,132.0,-3.75,-9.01,6.07,0.8240000000000001,-0.0452,0.396,-0.499,-1.04,1.36,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.519311766945545,-8.879665784293731,5.645003262146822,0.7689882659697556,-0.06402243715280259,0.3865006104814897,-0.3507662636184372,-0.6751789790714795,1.1135235741773548
2645,132.0,-2.97,-8.39,5.56,0.903,-0.127,0.484,0.436,-0.698,0.521,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.200764456514959,-8.514589631245602,5.592905140501039,0.8708208024904703,-0.10842115511046006,0.4569270504721069,0.08284286102412947,-0.6880024189749193,0.7388898462630422
2646,132.0,-3.35,-8.3,5.97,1.16,-0.379,0.484,0.17,-0.9440000000000001,0.519,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.2873064822922213,-8.354599807844824,5.824024620043589,1.0905616232042008,-0.2991772412971745,0.47648257108917597,0.13087762530485147,-0.8318508335653004,0.599860510396054
2647,132.0,-4.19,-7.45,7.1,1.34,-0.22899999999999998,0.401,-0.597,-0.528,1.16,0.0,0.0,0.0,1.0,30.0,132000000000.0,-3.8107808418749607,-7.680164040284929,6.606063675557411,1.2801043281012738,-0.24970280775701637,0.42195946669506257,-0.2702763132901188,-0.6611130479194425,0.9540188115636355
2648,132.0,-4.23,-5.62,7.56,1.28,-0.392,0.40299999999999997,-0.57,0.8079999999999999,1.12,0.0,0.0,0.0,1.0,30.0,132000000000.0,-4.0538871366397675,-6.144183059549263,7.19072658121791,1.2800250297552065,-0.3500212665407228,0.4082645298605248,-0.4354625065346749,0.16440093262033817,1.058963422691884
2649,133.0,-4.79,-6.58,7.77,1.38,-0.633,0.293,-1.2,-0.644,0.836,0.0,0.0,0.0,1.0,30.0,133000000000.0,-4.48076088478823,-6.46911173714669,7.545760434822937,1.3559937843874363,-0.5495191879922369,0.3250058565109766,-0.8568207595812425,-0.28985019176229,0.9179907824412388
2650,133.0,-3.18,-5.03,7.89,1.58,-0.919,0.332,0.22399999999999998,0.33299999999999996,0.419,0.0,0.0,0.0,1.0,30.0,133000000000.0,-3.7264462922164996,-5.396164258627291,7.756743110788168,1.5262111623989734,-0.8100004431932339,0.3300579060927843,-0.2611498794535043,0.06013753416949108,0.6024948359799813
2651,133.0,-1.47,-2.77,6.78,1.61,-1.2,0.13,1.62,1.93,-1.25,0.0,0.0,0.0,1.0,30.0,133000000000.0,-2.4179272159972416,-3.438194854304462,7.158102130051507,1.5898804490152822,-1.084947274193857,0.18555067479138346,0.7756050034306097,1.1108378438264097,-0.5687785259316054
2652,133.0,-3.27,-2.99,8.01,1.35,-0.722,0.0911,-0.615,1.08,-0.51,0.0,0.0,0.0,1.0,30.0,133000000000.0,-2.912046435772018,-3.104037619480327,7.680226337823991,1.4076006445239004,-0.8290721375929901,0.11732640176816388,0.009203267210964539,1.0935096774679807,-0.5316147338879789
2653,133.0,-2.91,-2.93,8.02,0.9259999999999999,-0.49700000000000005,0.21,-0.47100000000000003,0.614,-0.7959999999999999,0.0,0.0,0.0,1.0,30.0,133000000000.0,-2.910859752101311,-2.97428175983036,7.888472245918725,1.0416430161050343,-0.5949637476918311,0.18426703955704946,-0.255450321346701,0.8240668888185225,-0.6987771021345569
2654,133.0,-1.46,-2.65,6.63,0.536,-0.27,0.21,0.851,0.511,-2.37,0.0,0.0,0.0,1.0,30.0,133000000000.0,-2.069502418116718,-2.732509536061791,7.11716078794766,0.6574161346588885,-0.3658667213376001,0.20285464703195102,0.35434573707303596,0.6481504693969253,-1.7554379305623864
2655,133.0,-2.37,-1.77,8.17,0.23199999999999998,0.145,0.154,-0.066,1.2,-0.894,0.0,0.0,0.0,1.0,30.0,133000000000.0,-2.243761683602386,-2.0148985791519674,7.7624408749607845,0.3341518624120444,-0.005709471609640304,0.16756561562603803,0.12268131804165017,0.9582420133744047,-1.2107782161752223
2656,133.0,-2.34,-2.74,7.66,-0.228,-0.0165,0.315,0.0211,0.172,-1.4,0.0,0.0,0.0,1.0,30.0,133000000000.0,-2.2995704846314644,-2.555506959130043,7.699655266651892,-0.09301484584512992,-0.013316714096579542,0.2740614509982368,0.06669698162993844,0.516442277270949,-1.3304170959482815
2657,133.0,-2.23,-2.68,7.24,-0.613,0.21899999999999997,0.242,0.18600000000000003,0.35700000000000004,-1.76,0.0,0.0,0.0,1.0,30.0,133000000000.0,-2.259226390117741,-2.648324342205733,7.417934645625343,-0.4881399909520701,0.15046484544583125,0.2509025982200087,0.1324482502812385,0.4268495586214043,-1.6020286498947147
2658,133.0,-2.06,-2.57,7.12,-1.24,0.863,0.113,0.625,0.836,-1.68,0.0,0.0,0.0,1.0,30.0,133000000000.0,-2.143694453446319,-2.589928606012352,7.235331878016087,-1.05946171131929,0.6527968318867076,0.15129182623652893,0.4039074444034916,0.6567565929201038,-1.6513274129255753
2659,133.0,-2.37,-2.43,7.01,-1.51,1.05,0.0428,0.743,1.56,-1.39,0.0,0.0,0.0,1.0,30.0,133000000000.0,-2.27492956404821,-2.470691896641765,7.097227204520718,-1.401815737825927,0.9328220882413876,0.07292525177483475,0.5907909221937757,1.1643009237771342,-1.4860984210238113
2660,133.0,-3.16,-4.26,7.76,-1.43,0.976,-0.368,0.298,0.335,-0.185,0.0,0.0,0.0,1.0,30.0,133000000000.0,-2.7881842691262606,-3.8047329538498174,7.503437572583112,-1.4232322924870815,0.9632622037850347,-0.24556696467360575,0.42942557186332697,0.6983058203890999,-0.663455415829301
2661,133.0,-3.87,-6.51,6.78,-1.34,0.833,-0.575,-0.147,-1.31,-0.6559999999999999,0.0,0.0,0.0,1.0,30.0,133000000000.0,-3.4155319679772216,-5.821678580597087,7.060046326106087,-1.3599859483691679,0.8714283184745614,-0.4835253333612229,0.11174114323940632,-0.43018763033198204,-0.6587416057986448
2662,133.0,-3.73,-6.51,7.44,-1.44,0.769,-0.889,0.0702,-0.6779999999999999,0.5379999999999999,0.0,0.0,0.0,1.0,30.0,133000000000.0,-3.597892811378523,-6.334865337083825,7.292918122768944,-1.4207868916200443,0.7992171086440811,-0.7764106333220643,0.08884664682722831,-0.5694366486700929,0.09791990937398032
2663,133.0,-3.41,-6.88,5.73,-1.51,0.927,-1.1,0.0437,-0.0321,1.12,0.0,0.0,0.0,1.0,30.0,133000000000.0,-3.488933329547463,-6.741297343017591,6.335013206880885,-1.4885779429467814,0.889303090342104,-1.0101479881771602,0.06396505254997492,-0.2675001106409673,0.7441485337265077
2664,133.0,-4.8,-9.62,6.09,-1.4,0.6629999999999999,-1.2,-1.19,-2.49,0.40700000000000003,0.0,0.0,0.0,1.0,30.0,133000000000.0,-4.249224423438085,-8.887549788191086,6.184845895740864,-1.421269514354476,0.7297610799720543,-1.1472832574502738,-0.6271305700928587,-1.5163520664183519,0.5309802793551348
2665,133.0,-4.8,-8.07,6.37,-1.14,0.40399999999999997,-1.08,-1.45,-0.39399999999999996,1.28,0.0,0.0,0.0,1.0,30.0,133000000000.0,-4.5686207280836495,-8.27801515895797,6.298325876952802,-1.207539049868317,0.500101942622213,-1.0986827747018124,-1.0806372024054167,-0.8856876593444845,1.004561525460627
2666,133.0,-4.84,-8.69,6.05,-0.977,0.0666,-0.731,-1.81,-0.584,1.44,0.0,0.0,0.0,1.0,30.0,133000000000.0,-4.725994364489097,-8.585175262786155,6.146128269792837,-1.0323575474388622,0.19448628727657047,-0.8330955822489858,-1.4826096283237247,-0.7161653865594853,1.2798754119527214
2667,133.0,-4.67,-9.39,5.53,-0.532,-0.00916,-0.331,-1.86,-1.01,1.27,0.0,0.0,0.0,1.0,30.0,133000000000.0,-4.693523130653652,-9.185222600609956,5.768506373878887,-0.6521469700192594,0.05091716397637458,-0.470418384968004,-1.6906001391816987,-0.8812749192720024,1.273631492091928
2668,133.0,-3.23,-8.83,5.33,-0.0101,-0.161,0.0654,-0.531,-0.358,1.19,0.0,0.0,0.0,1.0,30.0,133000000000.0,-3.8448222593420667,-8.920381920609382,5.499747900049713,-0.1642697447038044,-0.09848286508256468,-0.08338229868632557,-1.0515117295937455,-0.5872398581844654,1.2207540049427794
2669,134.0,-2.93,-8.36,4.68,0.42100000000000004,-0.0586,0.21,-0.175,0.0447,0.43799999999999994,0.0,0.0,0.0,1.0,30.0,134000000000.0,-3.3143144827319255,-8.502581961627037,4.997328287771156,0.2804637313918174,-0.070365741489966,0.12853565330089595,-0.5684413340483236,-0.23214453117776895,0.7258436253551759
2670,134.0,-3.42,-9.24,5.24,0.501,0.0434,0.252,-0.5820000000000001,-0.963,0.8170000000000001,0.0,0.0,0.0,1.0,30.0,134000000000.0,-3.3756018342137373,-9.052372971064756,5.146060461449554,0.448044331389986,0.009838263728582583,0.21771728783276242,-0.5759139076299268,-0.6428218416636866,0.783478873974663
2671,134.0,-3.8,-8.71,5.24,0.622,-0.168,0.299,-0.845,-0.584,0.609,0.0,0.0,0.0,1.0,30.0,134000000000.0,-3.6217114103226753,-8.797112577336382,5.203635408155928,0.580229362399058,-0.115536392699491,0.27642998214151543,-0.7242148761931366,-0.6097690695310073,0.6731614676862601
2672,134.0,-3.24,-8.24,5.24,0.7909999999999999,-0.0892,0.298,-0.205,-0.332,0.294,0.0,0.0,0.0,1.0,30.0,134000000000.0,-3.4003559729720427,-8.381750203171917,5.225922949622305,0.7403892927108711,-0.09696942924384501,0.2920105941922458,-0.4380608782963498,-0.45368696500927647,0.43342977255927306
2673,134.0,-2.64,-7.39,5.49,1.01,-0.121,0.34600000000000003,0.496,0.249,0.19699999999999998,0.0,0.0,0.0,1.0,30.0,134000000000.0,-2.9594236210125784,-7.6423384182934955,5.387774351103203,0.9452604706719752,-0.11391080308165649,0.3310085897554488,0.07672647395185123,-0.0588379085678159,0.28394277113112043
2674,134.0,-4.07,-7.5,5.83,0.903,-0.15,0.35100000000000003,-0.877,-0.184,0.141,0.0,0.0,0.0,1.0,30.0,134000000000.0,-3.603449860663951,-7.536216242142974,5.658812257008877,0.9131476759421052,-0.139353423665414,0.34544893313733643,-0.44889913430148426,-0.12916813589361037,0.1935646206606764
2675,134.0,-4.27,-7.76,6.44,0.845,-0.35200000000000004,0.523,-0.976,-0.753,0.418,0.0,0.0,0.0,1.0,30.0,134000000000.0,-3.989984014695103,-7.7030611737158345,6.137598466142369,0.8613637931045566,-0.2892676827793203,0.4736988646302521,-0.7393993290171115,-0.4797074858186866,0.33546795608996827
2676,134.0,-3.54,-6.75,6.41,0.9129999999999999,-0.667,0.535,-0.205,-0.0907,0.0345,0.0,0.0,0.0,1.0,30.0,134000000000.0,-3.7290370882669657,-6.992494574958593,6.304551949882824,0.9006009898491885,-0.5555661641382645,0.5179783490037321,-0.44487674989177933,-0.2611190579573258,0.1451755223823373
2677,134.0,-4.46,-6.41,7.42,1.0,-0.637,0.687,-1.13,-0.156,0.645,0.0,0.0,0.0,1.0,30.0,134000000000.0,-4.152924410271629,-6.55820839400654,6.9882046897038865,0.9761320888283064,-0.6129764320845841,0.6400672348363908,-0.8224675394089643,-0.20205127704759968,0.4611985754857373
2678,134.0,-3.29,-6.63,8.19,1.15,-0.775,0.7140000000000001,0.0272,-0.8590000000000001,0.99,0.0,0.0,0.0,1.0,30.0,134000000000.0,-3.6525122709250883,-6.611733603106283,7.724778942026504,1.1082504327361076,-0.7272018299506011,0.6934708579217329,-0.354191737425959,-0.5711994294752449,0.7955428453940194
2679,134.0,-3.87,-6.38,8.16,1.27,-0.7709999999999999,0.7559999999999999,-0.654,-1.17,0.501,0.0,0.0,0.0,1.0,30.0,134000000000.0,-3.778633906161894,-6.438961821608662,7.9915237214109,1.2311603200243304,-0.7580792347585456,0.7386373330136174,-0.5194245380899124,-0.9076733300576858,0.6093127965265225
2680,134.0,-2.22,-3.73,8.32,1.41,-1.09,0.596,0.85,0.8590000000000001,0.20800000000000002,0.0,0.0,0.0,1.0,30.0,134000000000.0,-2.874778053482116,-4.4192616939811415,8.19284505036586,1.3670565933173835,-0.9920809380243948,0.6356065470208196,0.23530405277485789,0.08504369031289394,0.35557552600369113
2681,134.0,-3.21,-3.12,6.29,1.13,-1.04,0.18,-0.575,0.856,-2.28,0.0,0.0,0.0,1.0,30.0,134000000000.0,-3.0691741571150026,-3.450580910872343,7.026600536241873,1.1869225522791291,-1.0258634947106733,0.30650964025132404,-0.21127741211651374,0.5182541950204559,-1.3108147458864927
2682,134.0,-1.39,-2.22,7.79,0.7120000000000001,-0.321,0.368,1.03,1.33,-1.03,0.0,0.0,0.0,1.0,30.0,134000000000.0,-2.0954166734839688,-2.533106045543929,7.4944843369669405,0.8260394679026551,-0.5289399613541049,0.35092578807631464,0.47282564588945397,0.9743848748199794,-1.1332645262524261
2683,134.0,-3.4,-2.81,8.04,0.44,0.168,0.27699999999999997,-0.9840000000000001,0.39299999999999996,-0.9129999999999999,0.0,0.0,0.0,1.0,30.0,134000000000.0,-2.8519480040044,-2.739547730717445,7.828828214318271,0.532696652960714,-0.03760245500046333,0.2975272023185055,-0.3300721682260619,0.6476970625946239,-0.9939982882668088
2684,134.0,-2.07,-2.74,8.3,0.12300000000000001,0.133,0.233,0.47100000000000003,0.278,-0.677,0.0,0.0,0.0,1.0,30.0,134000000000.0,-2.398494277360307,-2.7398849328102193,8.117607230551416,0.2213772731940119,0.08267101241785293,0.2509174582580388,0.11142134291473432,0.4399594138915427,-0.7935703789394606
2685,134.0,-1.92,-2.67,7.99,-0.29,0.35200000000000004,0.096,0.728,0.368,-0.955,0.0,0.0,0.0,1.0,30.0,134000000000.0,-2.121014172452961,-2.6877814097952184,8.039397238354079,-0.16720694659253083,0.2725459514056573,0.1390163954299355,0.45123526388490487,0.39952447217278353,-0.8956371657134895
2686,134.0,-2.01,-2.3,7.48,-0.706,0.513,-0.0958,0.807,0.9279999999999999,-1.34,0.0,0.0,0.0,1.0,30.0,134000000000.0,-2.0566367586375565,-2.3986661264313733,7.696545399210367,-0.576623792408619,0.44206428180287355,-0.030597826037444986,0.6473072574771139,0.6964818144374412,-1.1765936249758748
2687,134.0,-2.97,-2.78,7.59,-0.838,0.5820000000000001,-0.209,0.0587,0.7979999999999999,-1.03,0.0,0.0,0.0,1.0,30.0,134000000000.0,-2.586298502217986,-2.6829743121763316,7.631244334962114,-0.775237763920023,0.5407179382139797,-0.15946253835757826,0.32290915691064576,0.7535262072209045,-1.083907136389866
2688,134.0,-2.81,-3.2,7.6,-1.03,0.825,-0.29600000000000004,0.44799999999999995,0.8190000000000001,-0.731,0.0,0.0,0.0,1.0,30.0,134000000000.0,-2.7160235513244957,-3.068449272736399,7.612094775342817,-0.9688259040769597,0.7411346766434558,-0.25808723666212263,0.39185026458169003,0.7903167966607285,-0.8607752210975368
2689,135.0,-2.45,-3.85,7.41,-1.04,0.847,-0.5720000000000001,1.05,0.6579999999999999,-0.564,0.0,0.0,0.0,1.0,30.0,135000000000.0,-2.561755827403469,-3.651144056217963,7.488231775430577,-1.0229094889584711,0.8157689470919984,-0.4848349216880375,0.7545751639374585,0.7159662421783489,-0.6731337270925428
2690,135.0,-4.05,-4.55,7.0,-1.29,1.25,-0.792,-0.3,0.528,-0.507,0.0,0.0,0.0,1.0,30.0,135000000000.0,-3.424792617113041,-4.321297414564916,7.188996891227819,-1.2258656040542857,1.1218986214415343,-0.7067085492197563,0.17336897079468971,0.6103455342295299,-0.5680926920460186
2691,135.0,-4.58,-6.17,6.85,-1.38,0.797,-0.894,-0.6609999999999999,-0.469,-0.1,0.0,0.0,0.0,1.0,30.0,135000000000.0,-4.094700348595625,-5.699620652029973,6.98122728438596,-1.3429889027515103,0.8928474946602158,-0.8419942171865472,-0.28647536468120155,0.003847060757575904,-0.27213262311356373
2692,135.0,-4.36,-6.54,6.47,-1.45,0.55,-1.06,-0.48100000000000004,-0.201,0.0737,0.0,0.0,0.0,1.0,30.0,135000000000.0,-4.248548386141297,-6.326175887218865,6.667898435825072,-1.4243042937949406,0.6511425600645491,-0.9994656397245965,-0.3936833939968237,-0.11125920261826953,-0.05347369075857619
2693,135.0,-4.41,-8.83,6.07,-1.49,0.376,-0.977,-0.727,-1.86,0.237,0.0,0.0,0.0,1.0,30.0,135000000000.0,-4.342174509822475,-8.192933004767541,6.301449493241872,-1.4742250083037618,0.45716908513805327,-0.9832381001203517,-0.5773835976547805,-1.093899689534783,0.1301835555467053
2694,135.0,-3.75,-9.06,6.4,-1.27,0.303,-0.988,-0.306,-1.53,1.13,0.0,0.0,0.0,1.0,30.0,135000000000.0,-3.9987709663606905,-8.83938588822778,6.361850678701681,-1.3190389482671463,0.34848102479971027,-0.9866777314258727,-0.4278164215910867,-1.338950179831885,0.7623355809447874
2695,135.0,-4.22,-8.31,5.68,-0.997,0.247,-0.935,-1.13,-0.33,0.9,0.0,0.0,0.0,1.0,30.0,135000000000.0,-4.1270621385731,-8.444695975096725,5.943947603728729,-1.0743286918521453,0.2769376500739444,-0.9493495122536703,-0.8148096403446137,-0.7720077967906972,0.8493763844414259
2696,135.0,-5.63,-9.44,5.53,-0.639,0.0916,-0.49,-2.8,-1.15,1.13,0.0,0.0,0.0,1.0,30.0,135000000000.0,-4.998619792533947,-9.186756943525358,5.690241256212617,-0.7435320916556798,0.1462759808563072,-0.6175489623450641,-1.9089041442720394,-0.9844065792185953,1.026805737364902
2697,135.0,-3.06,-9.14,5.66,-0.151,-0.41100000000000003,-0.058,-0.382,-0.71,1.43,0.0,0.0,0.0,1.0,30.0,135000000000.0,-3.874409083041249,-9.151896979347107,5.6717064436175795,-0.2932801171392511,-0.24659946526194984,-0.213371635794118,-1.0673841031051026,-0.8302138973187925,1.2817325684103005
2698,135.0,-2.33,-8.69,4.72,0.35,0.134,0.21600000000000003,0.348,-0.28600000000000003,0.441,0.0,0.0,0.0,1.0,30.0,135000000000.0,-2.978802181573075,-8.80752363500354,5.088410057425287,0.195534144441665,0.021720339597218613,0.09677509537250856,-0.2873259153035912,-0.5244129505149222,0.7501642068093811
2699,135.0,-3.53,-8.97,4.51,0.33399999999999996,0.0965,0.27399999999999997,-0.7190000000000001,-0.682,0.0861,0.0,0.0,0.0,1.0,30.0,135000000000.0,-3.2984432181791616,-8.928660106596023,4.733905482393694,0.3007512645844941,0.07443944731513598,0.22478942177572708,-0.5252336971828914,-0.6129631780438163,0.3302976008404483
2700,135.0,-4.26,-8.66,5.28,0.45299999999999996,-0.0134,0.32299999999999995,-1.31,-0.494,0.715,0.0,0.0,0.0,1.0,30.0,135000000000.0,-3.8560526377653055,-8.728357112565472,5.068604288872538,0.41644170225556665,0.012513288198596886,0.2957295844560975,-0.957740561133025,-0.5461161951375169,0.5735326333650217
2701,135.0,-3.03,-7.62,4.89,0.637,-0.257,0.424,0.0519,0.369,0.11,0.0,0.0,0.0,1.0,30.0,135000000000.0,-3.3770225410384915,-7.902007611901879,4.959138505733119,0.5840390699672039,-0.17749158219842698,0.38838276575156994,-0.40129910484639386,-0.03190036302718424,0.2804557426820291
2702,135.0,-4.1,-8.99,5.72,0.732,-0.21899999999999997,0.514,-0.9179999999999999,-1.24,0.62,0.0,0.0,0.0,1.0,30.0,135000000000.0,-3.796279000718415,-8.71317368326192,5.425466692071503,0.6964712876539687,-0.20675470687350098,0.47911948513508457,-0.686067566273699,-0.7107474608682365,0.49513874295137883
2703,135.0,-3.48,-8.0,6.0,0.882,-0.26899999999999996,0.466,-0.13699999999999998,-0.536,0.5870000000000001,0.0,0.0,0.0,1.0,30.0,135000000000.0,-3.6128679939665145,-8.181458183339885,5.77759536644341,0.8374504554685497,-0.25063717287710485,0.46964292003208363,-0.38346090487616913,-0.6125545692929057,0.5532196918448303
2704,135.0,-3.79,-7.75,5.42,0.879,-0.327,0.49,-0.35600000000000004,-0.613,-0.363,0.0,0.0,0.0,1.0,30.0,135000000000.0,-3.715587284350734,-7.859779174377119,5.55842694967054,0.8690230372080793,-0.304472394550953,0.48434739549626454,-0.36832642727241416,-0.612804849006999,-0.02607678137411895
2705,135.0,-3.84,-7.3,6.73,0.995,-0.519,0.484,-0.35600000000000004,-0.512,0.57,0.0,0.0,0.0,1.0,30.0,135000000000.0,-3.7877344930239114,-7.442428998509961,6.276478394496482,0.9647501354100515,-0.4557127622253355,0.4840964604540012,-0.36153298814049983,-0.5561612907659697,0.3508035390131531
2706,135.0,-4.79,-6.2,6.99,0.9640000000000001,-0.608,0.5329999999999999,-1.32,0.196,0.419,0.0,0.0,0.0,1.0,30.0,135000000000.0,-4.368950853701924,-6.516120480708945,6.7137921812144485,0.9641801140359216,-0.5630741225205221,0.5194208021294111,-0.8897712839526783,-0.1335119610187745,0.393921984635717
2707,135.0,-3.96,-5.98,8.06,1.1,-0.9209999999999999,0.5,-0.551,-0.007690000000000001,1.07,0.0,0.0,0.0,1.0,30.0,135000000000.0,-4.131799208648412,-6.116409209853991,7.538876673054076,1.067386645321518,-0.8154092163560864,0.505392632319514,-0.7030648514916269,-0.06281094441881334,0.8213845696998554
