,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
14,14,0.746,-14.2,-3.2,6.55,-1.75,2.71,-3.21,-9.81,-0.999,-1.93,,,,,150,746000000.0,-6.957443391502642,-4.140883346662552,7.620059997808807,-1.8348736276719029,1.953140410875251,-3.0537969999538537,-4.101948578231516,-3.0508434337092454,-1.3537703310328593,,,,,,,,,
15,15,0.7959999999999999,-13.3,-3.16,5.48,-2.43,0.6829999999999999,-0.8,-8.47,0.383,-2.27,,,,,150,796000000.0,-9.4937754847814,-3.5916429148267905,6.773134337939429,-2.272867197756393,1.5314587344203336,-1.48138653413307,-6.015317778170368,-1.134255166363315,-1.7584154317800835,,,,,,,,,
16,16,0.846,-11.6,-5.61,7.77,-2.91,2.09,-0.737,-6.45,-0.952,0.833,,,,,150,846000000.0,-10.336036289497192,-4.721811442197159,7.1676425880928925,-2.7417761386779453,1.7168930070555786,-0.9620490777886608,-6.2057246910046775,-1.0325300645609978,-0.6139386207463606,,,,,,,,,
17,17,0.8959999999999999,-12.0,-5.58,6.82,-1.74,2.0,0.652,-6.31,-0.00403,1.14,,,,,150,896000000.0,-11.001440790555458,-5.202349576565731,7.030063551547344,-2.004501713595501,1.810883993555964,0.16402735743801464,-6.2514011339203845,-0.4584761792542485,0.1606736053080332,,,,,,,,,
18,18,0.946,-12.6,-1.86,8.04,-1.92,2.1,1.06,-6.13,3.93,3.51,,,,,150,946000000.0,-11.64069077604885,-3.3308184879244696,7.429744593532042,-1.9423111880502384,1.906870008796637,0.7891221098758242,-6.198222966907611,1.990937220210504,1.6398754223590393,,,,,,,,,
19,19,0.996,-5.03,-0.905,5.59,-0.474,1.09,2.38,-5.3,3.58,4.44,,,,,150,996000000.0,-8.997133465673414,-1.9724941461621932,6.7016680758672225,-0.8616822426966648,1.6356703971389608,1.8990327351471432,-5.8047679443730456,2.877867275276887,2.876526908319609,,,,,,,,,
20,20,1.05,-3.19,-0.828,4.69,-0.0565,0.211,0.883,4.74,4.0,1.54,,,,,150,1050000000.0,-6.674911622424211,-1.3316406631691415,5.905553017681337,-0.2690944792960914,1.1626818740665223,1.190175420423507,-1.185767034439464,3.5041819179534683,2.286261027219576,,,,,,,,,
21,21,1.1,-10.1,-3.74,11.5,1.04,-0.852,0.7070000000000001,-2.1,0.795,8.05,,,,,150,1100000000.0,-8.04457465281039,-2.680188834264418,8.119548294865691,0.6943561594252061,0.4938103428067661,0.8530775961992577,-1.5862350744837803,1.9920610635734048,4.831767936034206,,,,,,,,,
22,22,1.15,-12.0,-2.46,0.541,1.19,0.18,-0.22,-3.92,1.55,-3.35,,,,,150,1150000000.0,-9.626314645921141,-2.5568952739625868,5.1203474484969576,1.0591338369547028,0.3896257519250595,0.10442168353885173,-2.6085110467223847,1.7453261267533988,1.2183590057561688,,,,,,,,,
23,23,1.2,-17.1,-5.78,3.0,-0.131,-0.462,1.35,-9.03,-1.96,-1.11,,,,,150,1200000000.0,-12.614976190078735,-4.361655960127871,4.281222642087242,0.1832343092401688,0.1068871896280708,0.9734264912884296,-5.421362205656332,-0.3227893303930989,0.1900588339731488,,,,,,,,,
24,24,1.25,-8.45,-5.55,4.22,-0.982,-0.701,1.87,-0.204,-2.42,-0.0738,,,,,150,1250000000.0,-10.949438571438847,-5.027063072747385,4.256993776301363,-0.6743399785860241,-0.1613302205790806,1.5989404943060688,-3.1359632811105285,-1.4933405227758882,0.07352780097383835,,,,,,,,,
25,25,1.3,3.74,-8.2,2.5,-0.458,0.364,0.78,12.2,-5.54,-1.66,,,,,150,1300000000.0,-5.075260588923559,-6.803732339103174,3.5616657235256546,-0.5151208421637401,0.01307867688627512,1.0275888348816655,3.581759611509544,-3.7519700099827813,-0.692070152716056,,,,,,,,,
26,26,1.35,6.55,-2.83,3.33,-0.338,0.0128,-1.36,15.0,-0.0306,-0.715,,,,,150,1350000000.0,-0.4264205031037481,-4.5786617368742535,3.4699842778325496,-0.3847657022984107,0.012986156441565715,-0.6381644314828256,8.583374078054739,-1.6748997342392524,-0.7021969152684439,,,,,,,,,
27,27,1.4,-5.85,-8.83,3.82,-0.463,-1.35,-6.04,1.99,-4.71,-0.402,,,,,150,1400000000.0,-2.595262459289871,-6.959176233270532,3.608502528382917,-0.4423435830546191,-0.4395233536577304,-4.406872424126832,5.695230721247492,-3.368930859477687,-0.5696174777402792,,,,,,,,,
28,28,1.45,-22.6,-7.82,2.59,-1.97,1.13,-4.03,-16.4,-1.41,-1.51,,,,,150,1450000000.0,-10.594982149195623,-7.4411900778834115,3.205431413930347,-1.566648699594034,0.08155620837513844,-4.143939330676989,-3.9833029187073175,-2.2755601064857407,-0.9849295026670168,,,,,,,,,
29,29,1.5,-9.64,-10.3,1.93,-0.0828,1.69,-2.12,-4.29,-2.73,-1.27,,,,,150,1500000000.0,-10.213093279385657,-9.041965790614642,2.7006810329410382,-0.47458465014176504,0.6155573221531213,-2.7318939767303108,-4.1176476439585645,-2.5292042300368154,-1.1108284809774132,,,,,,,,,
30,30,1.55,3.32,-12.4,1.1,0.636,-0.211,-0.96,8.11,-4.48,-2.17,,,,,150,1550000000.0,-4.801327693673189,-10.922279201460805,2.067213559006956,0.3427692666632667,0.3411414458689122,-1.495693608254569,1.2385171896639935,-3.618034401928449,-1.5786027048111348,,,,,,,,,
31,31,1.6,0.462,-7.96,0.304,-1.51,-0.921,-1.97,4.69,0.3,-2.87,,,,,150,1600000000.0,-2.6965689885854776,-9.26356653717936,1.3694240312537835,-1.0208082324626333,-0.07788775456629454,-1.8266037937474329,2.750395207121648,-1.4311965441249943,-2.1489374046431293,,,,,,,,,
32,32,1.65,0.306,-7.38,1.56,-0.8959999999999999,-1.99,-6.28,2.76,1.72,-1.13,,,,,150,1650000000.0,-1.4958679193704878,-8.20887340828584,1.4448442059048583,-0.9289534809196336,-0.7127063555651687,-4.933612619406872,2.754602459874695,0.3276333268631686,-1.6989322705079304,,,,,,,,,
33,33,1.7,-0.0311,-6.58,3.35,-2.7,-5.51,-6.04,-1.04,2.97,1.39,,,,,150,1700000000.0,-0.9101200422059762,-7.296794252868813,2.198807151091221,-2.232385756177191,-2.3054012286495684,-5.705507801515689,1.0924253010863298,1.8024615001824915,-0.3347313279888784,,,,,,,,,
34,34,1.75,-1.04,-6.98,-0.563,-1.21,2.57,-4.56,-4.91,2.01,-1.17,,,,,150,1750000000.0,-0.9620578858591308,-7.119406984958582,1.1058254736984223,-1.4799433485911495,-0.6867748447246866,-4.9063193407445445,-1.5368604238271886,1.91829841725833,-0.7036206905771654,,,,,,,,,
35,35,1.8,15.2,-23.3,-5.71,2.3,-3.14,2.79,10.8,-14.6,-7.12,,,,,150,1800000000.0,5.501007597733422,-16.179644661583094,-1.5915288056495287,1.3019711360451207,-1.5012422085343653,0.4631851372364837,3.8671439080269554,-7.301335037690826,-3.5373605784548623,,,,,,,,,
36,36,1.85,0.285,-9.97,5.06,-1.36,-0.847,0.517,-3.55,-0.972,4.33,,,,,150,1850000000.0,3.4151717885745985,-12.702586886106904,1.0408052384952402,-0.6571524569107368,-1.2840347090041238,0.5007302598080822,0.6181587080184263,-3.768637769907292,-0.0628070039525177,,,,,,,,,
37,37,1.9,0.654,-8.0,-0.175,0.469,3.6,0.199,-2.97,1.07,-1.01,,,,,150,1900000000.0,2.311003339275594,-10.069398049797696,0.5596518625511817,0.17165888095677972,0.3374579688575077,0.2902215851596296,-0.9535884294367608,-1.0679681860127346,-0.4811268173283616,,,,,,,,,
38,38,1.95,2.64,-12.1,-1.24,0.243,-2.12,-0.654,-0.919,-3.02,-2.53,,,,,150,1950000000.0,2.4425662677255486,-11.20642316389799,-0.15255807740055427,0.22416360883421396,-0.4784146103344119,-0.3685351199470949,-0.9384374223382296,-2.1574882304677567,-1.3859944078233717,,,,,,,,,
39,39,2.0,0.919,-11.1,2.89,1.33,-0.908,-0.638,-3.1,-2.2,1.8,,,,,150,2000000000.0,1.8333054575256156,-11.146832285641818,1.0515304543469042,1.0380230106062711,-0.6210363578427675,-0.5565331596156751,-1.8852822788087644,-2.1812160596474253,0.021073196276757637,,,,,,,,,
40,40,2.05,1.93,-11.3,5.33,2.15,1.35,-0.159,-2.24,-2.62,3.42,,,,,150,2050000000.0,1.871972738184144,-11.232597849902508,2.7447293063684035,1.8564017301860227,0.03334497102360323,-0.2791855046052677,-2.040661853347916,-2.4261217905679238,1.5221806562936275,,,,,,,,,
41,41,2.1,2.75,-17.1,4.76,3.88,0.573,-0.0635,-1.32,-8.86,1.42,,,,,150,2100000000.0,2.223088159038463,-14.51801909111335,3.5422702113460787,3.3457038726001174,0.21250969234555975,-0.12870782476925907,-1.7249851495642998,-6.017169291416257,1.4770534101754198,,,,,,,,,
42,42,2.15,11.0,-8.13,-8.23,2.84,0.13,-0.0482,7.04,-0.6809999999999999,-13.2,,,,,150,2150000000.0,5.732898422181267,-10.941081404921961,-1.1165905740830573,2.9735223198877185,0.18511658801552727,-0.07253979064818429,2.1144047074327808,-3.0388041720640673,-5.004943660222113,,,,,,,,,
43,43,2.2,5.31,-1.21,4.4,3.58,-0.0935,0.5660000000000001,1.46,5.56,-1.56,,,,,150,2200000000.0,5.563785019863095,-5.492213485881468,1.06659316848673,3.4198699754900383,0.09261626843227656,0.37295136538599455,1.827751094484296,1.7605897035250564,-3.483513251114536,,,,,,,,,
44,44,2.25,0.35700000000000004,-5.66,0.448,-2.22,1.11,1.52,-3.36,0.746,-5.98,,,,,150,2250000000.0,3.4816372376743483,-5.5861645780713225,0.8217857141301762,-0.7308896541863161,0.4303862526789936,1.17321476863747,-0.4446770131317033,1.1942998353987253,-4.586065628233528,,,,,,,,,
45,45,2.3,3.65,-10.5,-0.29,-4.37,0.8640000000000001,2.18,1.16,-2.78,-5.83,,,,,150,2300000000.0,3.5489640715962087,-8.337640922869939,0.3817979348059193,-3.4091556116184285,0.5743454192823516,1.8756204191923809,0.2582312567061356,-1.023942364063526,-5.135438744108028,,,,,,,,,
46,46,2.35,5.05,-3.16,1.61,-3.3,-0.255,0.804,3.26,5.73,-2.12,,,,,150,2350000000.0,4.149215284296521,-5.4384481209699524,0.8678573459929639,-3.3288206209798763,0.2990038987087695,1.1279811508902693,1.5731177377368415,2.7457480808849497,-3.803695542333212,,,,,,,,,
47,47,2.4,4.0,0.594,-3.36,-2.35,1.57,-0.504,2.42,9.93,-5.91,,,,,150,2400000000.0,4.0895453974694105,-2.0606104786781603,-0.8053117810487607,-2.6084406279744443,0.7209728485460877,-0.010605983644912829,1.9440837370390731,6.755614530386697,-4.73392711748366,,,,,,,,,
48,48,2.45,-0.0958,-1.07,-7.34,-4.77,2.34,-0.649,-1.85,8.51,-8.53,,,,,150,2450000000.0,2.41586238822176,-1.5059233716357956,-3.3914063946128943,-4.199277525431288,1.2584875755790044,-0.4559954400684893,0.2821337710147662,7.7348190644501935,-6.410430650223755,,,,,,,,,
49,49,2.5,6.49,-29.3,-19.5,-5.06,-0.532,-0.421,4.42,-19.8,-18.3,,,,,150,2500000000.0,4.0450742863302205,-17.069070221848797,-9.766361830349053,-4.832741037833029,0.6640481967091486,-0.43158011317187583,2.094673292776704,-7.633648056879673,-11.661358584864313,,,,,,,,,
50,50,2.55,-10.5,-45.0,9.18,2.64,-5.97,-1.41,-12.6,-35.7,11.2,,,,,150,2550000000.0,-1.7713736777572926,-32.708847701952145,-2.2683631073011723,0.6669517273805168,-1.5384464795794202,-1.1141959945932212,-4.342140956147981,-23.298789335660558,-1.5648319919258196,,,,,,,,,
51,51,2.6,2.84,-5.49,7.49,1.17,3.34,1.37,0.499,3.86,9.3,,,,,150,2600000000.0,0.07267428050003644,-17.467796713523764,1.5934965931546792,1.0371787507193646,0.08119091707594084,0.6189573503118735,-2.221540944112964,-8.140201587685246,3.2335297313310374,,,,,,,,,
52,52,2.65,-2.43,-3.52,5.7,3.92,-2.31,0.8079999999999999,-4.3,6.09,6.21,,,,,150,2650000000.0,-0.9281232971073254,-9.657801164926859,3.2186400191243147,3.158840840282716,-0.7126811123728471,0.7508470842460642,-3.131983488877483,-0.19766188466205128,4.548062800091113,,,,,,,,,
53,53,2.7,3.52,-6.19,0.371,4.44,-1.67,0.362,2.03,3.37,-1.21,,,,,150,2700000000.0,0.8506422887684053,-7.716024142086412,2.0916900993906498,4.101732068801609,-1.0305096332324764,0.4795594544756204,-0.8708425185955601,1.7936166491302232,2.0050627924883035,,,,,,,,,
54,54,2.75,3.62,-7.34,0.764,4.53,0.996,-1.67,1.73,1.62,-2.74,,,,,150,2750000000.0,1.9580841648695064,-7.505471483451399,1.5662584302738378,4.416923395742646,-0.357711264935892,-1.0201274000138525,0.26842335942238593,1.6967130973662974,-0.09055427189889233,,,,,,,,,
55,55,2.8,-2.74,-33.8,-0.6659999999999999,1.33,2.5,2.23,-4.14,-25.7,-6.02,,,,,150,2800000000.0,0.07936140323887497,-22.228954241713872,0.6828449916233212,2.145048898013896,0.5910448881427595,1.247394651066894,-1.6626301681933064,-13.594671490106714,-2.7092440824726856,,,,,,,,,
56,56,2.85,0.91,-8.18,1.85,1.64,-3.39,0.17600000000000002,0.316,-0.266,-3.91,,,,,150,2850000000.0,0.41152652199023104,-14.362316247888314,1.1447451114761225,1.7733494377884589,-0.7306564954716441,0.499912880167949,-0.7959164707048134,-6.155317894838303,-3.2395478689111936,,,,,,,,,
57,57,2.9,2.1,4.8,-4.1,-1.39,-2.13,-0.983,0.279,12.6,-9.79,,,,,150,2900000000.0,1.086732256629613,-3.6324777683319627,-0.9308560594610312,-0.5547721451573735,-1.1952366247025201,-0.5346735152866396,-0.3250630241456398,4.312900530401945,-6.132499924163523,,,,,,,,,
58,58,2.95,4.11,-1.08,-4.63,-2.74,4.65,0.866,2.38,7.11,-9.75,,,,,150,2950000000.0,2.2957106324859806,-2.203231267570517,-2.3947876154088306,-2.163028291933005,0.7453738114928423,0.44253681070126616,0.8598553578944297,5.874092357230165,-7.730138397169528,,,,,,,,,
59,59,3.0,-4.13,-9.16,21.4,-0.325,3.52,1.6,-4.37,-0.302,17.2,,,,,150,3000000000.0,-0.2738748818969801,-6.098637307880964,7.021969175106782,-0.8102996516819243,1.666545828779305,1.2500661843798115,-1.4310159807371423,2.4269269872425494,3.2800478155768493,,,,,,,,,
60,60,3.05,3.05,-4.02,2.09,-0.28600000000000003,-3.2,-0.7809999999999999,3.96,4.6,-2.49,,,,,150,3050000000.0,1.0553135864294536,-4.934715250376286,5.070148611554774,-0.42443228753099066,0.05085938726002559,-0.1669513067885764,0.9304497786114759,3.6398203979584105,0.7317547393550003,,,,,,,,,
61,61,3.1,1.13,-25.9,-2.69,-2.76,2.91,-3.11,0.95,-16.7,-6.16,,,,,150,3100000000.0,1.0851800279388442,-16.67411615573066,1.99907964364778,-2.1433336321824155,1.0000901103111746,-2.220233135739978,0.9390134983415048,-7.712783034613992,-2.311930690779724,,,,,,,,,
62,62,3.15,-2.43,-14.2,4.01,-2.21,-0.464,-0.621,-3.2,-4.74,1.38,,,,,150,3150000000.0,-0.3205097404806436,-15.28874769768256,2.794898908179006,-2.192397923794123,0.5140142407172502,-1.1044933659100429,-0.8740285575865375,-6.053533957914307,-0.6814205650047271,,,,,,,,,
63,63,3.2,-13.5,-35.5,18.1,-4.51,-1.23,-1.02,-14.8,-25.8,17.1,,,,,150,3200000000.0,-5.590872598629622,-26.605932306758422,8.851873354354034,-3.898077323959233,-0.06499606040583761,-1.045544719006099,-6.974122688664067,-17.074957781451587,7.171594393739563,,,,,,,,,
64,64,3.25,0.445,-6.55,9.67,0.0754,1.11,-1.33,-1.25,3.11,9.93,,,,,150,3250000000.0,-3.1771799522343382,-15.375718420501272,9.175645964236477,-0.9737281344772736,0.3251009971253707,-1.2440011597362453,-4.466743804193845,-5.8087908868462375,8.389821156943897,,,,,,,,,
65,65,3.3,-6.18,0.366,5.07,1.32,1.16,1.09,-8.06,9.99,4.88,,,,,150,3300000000.0,-4.3779813514614965,-6.561225843477692,7.550841862540665,0.7143806965481634,0.6022862902050591,0.3843655133841684,-6.0407240023885365,3.0092514958913146,6.8397382230624935,,,,,,,,,
66,66,3.35,-0.407,0.493,-2.11,1.63,-1.86,1.89,-1.46,10.2,-3.21,,,,,150,3350000000.0,-2.7900206499932136,-2.611249119685483,3.7275760216273235,1.388246515860465,-0.21518932768166546,1.4348041351999767,-4.0341963354900106,7.0227437158773975,2.4013558725006563,,,,,,,,,
67,67,3.4,3.0,2.75,2.22,2.34,-2.43,1.23,2.61,12.4,0.344,,,,,150,3400000000.0,-0.4746420442387969,0.3907541760612676,3.1309547394158463,2.0887058491847386,-0.9505034031047928,1.2919180911816392,-1.123790979252675,10.024041187245258,1.4927419659349666,,,,,,,,,
68,68,3.45,0.136,-10.3,11.1,4.41,-0.912,-0.109,-0.22,-1.0,7.95,,,,,150,3450000000.0,-0.2304516298023272,-5.5954776006526865,6.284694418865664,3.7971022146058035,-0.9377203271495818,0.3145371310045396,-0.7278968757196256,3.8710093177351776,4.344535564927114,,,,,,,,,
69,69,3.5,-4.61,-52.7,9.66,-0.273,4.2,1.56,0.157,-1.7,6.37,,,,,150,3500000000.0,-1.9817947633316693,-31.971408026743326,7.620467250193781,0.8016402701501968,0.767995590350188,1.1834613377649863,-0.34027909131070755,0.7615689964833221,5.239064841085968,,,,,,,,,
70,70,3.55,0.476,-8.72,-1.51,0.428,-0.957,1.82,1.84,-0.384,-6.49,,,,,150,3550000000.0,-0.9989441343354836,-18.951904331397532,4.0070964499538455,0.5266532694980104,0.1952994552487033,1.627556410297529,0.6147643514728474,0.12217347492287599,0.05902213645724519,,,,,,,,,
71,71,3.6,1.8,-1.38,-4.02,-1.17,-3.88,-0.229,2.95,6.97,-9.04,,,,,150,3600000000.0,0.12032912023294995,-9.112608758277196,0.8303832446430004,-0.7220279436043362,-1.1576943163136404,0.3322894679717185,1.6376845426378626,3.944264923879756,-3.9594844195186902,,,,,,,,,
72,72,3.65,0.35700000000000004,2.21,-0.8190000000000001,-3.16,2.91,-2.18,0.6609999999999999,11.0,-5.07,,,,,150,3650000000.0,0.21497173194134275,-2.7725734111955163,0.17764192065737094,-2.516295602055993,0.19277455023386736,-1.42046394263053,1.2098603504046497,7.882399955198205,-4.449934358235584,,,,,,,,,
73,73,3.7,-2.6,-2.39,11.7,-0.118,0.153,-0.465,-2.64,6.89,8.57,,,,,150,3700000000.0,-0.9107107996289672,-2.5583534970090414,4.737600403309296,-0.7512285783766777,0.1795694540970548,-0.7538637539442767,-0.4765218847132269,7.328495151194186,1.3002099743417972,,,,,,,,,
74,74,3.75,0.996,-6.5,-0.345,-0.121,2.96,0.957,1.12,2.58,-4.05,,,,,150,3750000000.0,-0.14823383435976956,-4.765457761050716,2.7261677571771066,-0.287400982809073,1.1026685289381954,0.4397575498252229,0.22281415191790374,4.678138356377816,-1.0626653315883066,,,,,,,,,
75,75,3.8,13.1,3.34,45.5,-2.84,1.19,-0.949,14.1,12.7,42.7,,,,,150,3800000000.0,5.149619130532717,-0.2268492928857846,19.65385747631305,-2.166030204287972,1.131662474489031,-0.5291393468017758,6.3015384596178725,9.15551360689102,18.26474795609936,,,,,,,,,
76,76,3.85,7.62,-22.0,-9.89,-2.11,-0.498,-2.39,7.4,-12.5,-12.3,,,,,150,3850000000.0,6.137502783117307,-12.418610713101618,7.961913311993348,-2.1247937315919763,0.5906168078960778,-1.8274093094523187,6.782705559046671,-2.9314391820713066,4.766084090603774,,,,,,,,,
77,77,3.9,4.12,-20.6,-4.95,-1.51,0.994,-1.11,3.14,-11.0,-6.82,,,,,150,3900000000.0,5.330721023874473,-16.999736902154794,2.852040112970413,-1.6723256712644254,0.72453947075984,-1.3268931183506842,5.1870649281864205,-7.434879527634945,-0.35081254542575024,,,,,,,,,
78,78,3.95,-7.7,-30.3,6.99,-3.85,-0.527,-2.16,-9.57,-20.6,6.75,,,,,150,3950000000.0,0.11984975787213335,-24.447148964593293,4.489632385876477,-3.2750225929806014,0.3090301092039305,-1.9081283058007783,-1.2770788795234456,-14.782947881490507,2.785201573261637,,,,,,,,,
79,79,4.0,3.17,-12.2,21.0,-2.8,0.7759999999999999,-0.873,0.65,-2.82,22.2,,,,,150,4000000000.0,1.3395781869265555,-17.589422097770505,11.023589374676533,-2.925421485398645,0.4640634690631466,-1.185948557730061,-0.43294658288101373,-8.105868330660925,11.359584290846747,,,,,,,,,
80,80,4.05,-4.13,-5.88,5.06,1.01,2.44,0.0276,-7.06,3.3,6.89,,,,,150,4050000000.0,-0.8476583269017115,-11.032792737613661,8.66350644026962,-0.029080155564243707,1.12007165964203,-0.33929002433638145,-3.3358427234151846,-1.7397209394672537,9.385629934244113,,,,,,,,,
81,81,4.1,-4.49,-1.36,3.41,1.91,0.91,1.85,-7.24,8.01,4.33,,,,,150,4100000000.0,-2.304198806563265,-5.616563238442218,6.584437980829143,1.3980193137541217,1.0503281704252596,1.188115772526128,-5.046008887821895,3.702053456032778,7.1528534751443305,,,,,,,,,
82,82,4.15,1.8,1.71,1.57,1.71,-1.21,2.12,0.114,11.4,1.59,,,,,150,4150000000.0,-0.6629656271816551,-1.5140925992662195,4.599980547004604,1.6276269102245329,0.2999023586320381,1.838264982967672,-2.7857328537712838,7.998636466120017,4.69606605511815,,,,,,,,,
