,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Time (s).1,Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Time (s).2,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Sitting,Walking,Running,Biking,SPM,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
131,131,6.5326512,2.863610506,-8.720044136,1.121635556,6.69465818,-0.14683750269999998,-0.038380622860000005,-0.5711378455,6.706099377999999,-0.5868715047999999,0.3958290219,0.02504473738,0.0,1.0,0.0,0,30.0,,,,,,2.4288237493714036,-8.825512074276205,1.0649065826938164,-0.5802187344523777,0.3806182313586513,0.006664353809281813,0.5655260180569928,-0.000675204905625601,-0.6781601977905218,,,,,,,,,
132,132,6.5826512,0.04576273263,-9.914959908,0.4175475538,6.74465818,0.08193513751,-0.009044647217,-0.4210776687,6.756099377999999,-0.6623111367,0.5074613689999999,-0.03558185324,0.0,1.0,0.0,0,30.0,,,,,,1.2533023219613002,-9.319378902044178,0.6361898781072843,-0.6431973201406285,0.4693311405685066,-0.022649972557159663,0.2518708142098265,-0.006368997957520863,-0.4829437830009625,,,,,,,,,
133,133,6.6326512000000015,0.3978067636,-10.1709919,0.6451647878,6.79465818,0.08193513751,-0.009044647217,-0.4210776687,6.806099378,-0.7496622801,0.5426614285,-0.07108735293,0.0,1.0,0.0,0,30.0,,,,,,0.8313016460309303,-9.705430804443157,0.6421335562246823,-0.7248737288835496,0.5206176609931596,-0.056260307680215935,0.1416511813337063,-0.008189261792954651,-0.4359655574543402,,,,,,,,,
134,134,6.6826512000000005,0.4935196638,-9.682557106,0.7193422914000001,6.84465818,-0.1011630893,0.3131561279,-0.07217404246,6.856099378,-0.6936933994,0.5736619234,-0.04436278343,0.0,1.0,0.0,0,30.0,,,,,,0.6646798285018829,-9.69506173440998,0.693265421251485,-0.7009532076657883,0.5577163241282999,-0.04800470479610877,-0.01583723006642157,0.21042436612095808,-0.15971934372098362,,,,,,,,,
135,135,6.7326512,0.9098708034,-10.13270664,0.15912270550000002,6.89465818,-0.130233407,-0.3239345551,0.4666621685,6.906099378,-0.6682668924,0.5563291311,-0.008017370477,0.0,1.0,0.0,0,30.0,,,,,,0.78562815618772,-9.893454255535962,0.3395267775245111,-0.6758773437882071,0.5567461342616221,-0.020257793283854242,-0.09003415487469467,-0.1531039311637372,0.3159253977696459,,,,,,,,,
136,136,6.7826512,0.7782655358,-9.579665184,0.07058826834,6.94465818,-0.2744545937,0.1109619141,0.1044742316,6.956099377999999,-0.6523848771999999,0.33886751530000003,-0.05657972767999999,0.0,1.0,0.0,0,30.0,,,,,,0.7819963070953723,-9.751207872912696,0.16142092552581358,-0.6578546976135221,0.404363857268735,-0.04546131126769929,-0.209648549287818,0.026542002088604463,0.15535929978053745,,,,,,,,,
137,137,6.8326512,0.2659024298,-10.28584766,0.31465616820000003,6.99465818,-0.2744545937,0.1109619141,0.1044742316,7.006099377999999,-0.5000548363,0.2916795611,-0.08353336155,0.0,1.0,0.0,0,30.0,,,,,,0.5274164171848269,-9.993569966354324,0.2629017195535149,-0.5367958442459785,0.3255535099773529,-0.07187922154814885,-0.2516815029171732,0.08397348800696644,0.11671956564442618,,,,,,,,,
138,138,6.8826512000000015,0.332901448,-10.13270664,0.02991028316,7.04465818,-0.8841745256999999,-0.07748603821000001,1.101399541,7.056099378,-0.3619270027000001,0.2365505993,-0.1126249656,0.0,1.0,0.0,0,30.0,,,,,,0.43146565780076096,-10.056643191711512,0.10860199352144756,-0.4026422317441379,0.2633057031541977,-0.10015238789426699,-0.6619140692973144,-0.025868613096717008,0.8644393548496141,,,,,,,,,
139,139,6.9326512000000005,0.09601201117,-10.1279211,-0.7052844762999999,7.09465818,-0.5020942688000001,-0.1220397949,0.8463227749,7.106099378,-0.2938175201,0.2817533016,-0.1605001241,0.0,1.0,0.0,0,30.0,,,,,,0.26599236662366565,-10.088954786236952,-0.4303983287960528,-0.31915549929230297,0.276207781720098,-0.14202722963863626,-0.5582555552089248,-0.09129457417153666,0.8506824737399226,,,,,,,,,
140,140,6.9826512,-0.3637090325,-9.96042347,0.13519448039999998,7.14465818,-0.5020942688000001,-0.1220397949,0.8463227749,7.156099378,-0.3087832928,0.3171824515,-0.2544178963,0.0,1.0,0.0,0,30.0,,,,,,-0.04462808429219872,-10.030689166069923,-0.055831705834804624,-0.3111982842620148,0.3048650841600459,-0.22001427065975365,-0.5218295586777989,-0.1122107735763168,0.8473719229120845,,,,,,,,,
141,141,7.0326512,-0.014057832769999995,-10.14467049,-0.3125624657,7.19465818,-0.5020942688000001,-0.1220397949,0.8463227749,7.206099377999999,-0.3763582706,0.2970244884,-0.2607554197,0.0,1.0,0.0,0,30.0,,,,,,-0.029548325338033882,-10.082359004131648,-0.2258529157124952,-0.3611868784850068,0.29938144453882337,-0.24828424857774,-0.5090293248045429,-0.11889752896138828,0.8465752491096208,,,,,,,,,
142,142,7.0826512,-0.014057832769999995,-10.14467049,-0.3125624657,7.24465818,-1.017380595,-0.033697128300000004,-0.06555271149,7.256099377999999,-0.3410818279,0.3633013964,-0.299238801,0.0,1.0,0.0,0,30.0,,,,,,-0.02190714208387453,-10.110605950122832,-0.283276742140355,-0.3457629462166747,0.3440864635666796,-0.2836412305161949,-0.8387440232369514,-0.06093507085586505,0.1539480569627626,,,,,,,,,
143,143,7.1326512000000015,0.4384847581,-9.754341125,-0.932602644,7.29465818,-0.6152682304,-0.4730443954,1.026418328,7.306099378,-0.27350685,0.3737621605,-0.4405735731,0.0,1.0,0.0,0,30.0,,,,,,0.20519595763303625,-9.949104523972114,-0.7132960179968243,-0.2903304503830295,0.3648413696615057,-0.3925354065749384,-0.693798474913235,-0.3412960700403622,0.8164610599218343,,,,,,,,,
144,144,7.1826512000000005,0.005084747914,-9.797411919,-1.660319805,7.34465818,-0.6152682304,-0.4730443954,1.026418328,7.356099378,-0.284807533,0.1051420867,-0.3103103936,0.0,1.0,0.0,0,30.0,,,,,,0.10648467276187208,-9.880339463815632,-1.3404671843140896,-0.28609345019280114,0.1832101097536525,-0.33548008646527805,-0.6428640573511643,-0.43092542309732856,0.9758927619850659,,,,,,,,,
145,145,7.2326512,0.32093733550000003,-10.28106117,-0.8297112584,7.39465818,-2.581346035,-1.158787727,0.0304557085,7.406099377999999,-0.1062110662,-0.1070509851,-0.02664821222,0.0,1.0,0.0,0,30.0,,,,,,0.2122703402004837,-10.061994016734511,-1.0022165573510835,-0.14809361320529765,-0.01979579680068749,-0.12118396413778805,-1.9001560872738523,-0.9260954925764591,0.25797220698290696,,,,,,,,,
146,146,7.2826512,0.7878368497,-10.20209885,-0.7148557901,7.39465818,-0.6152682304,-0.4730443954,1.026418328,7.456099377999999,0.5079958439,0.0016798300199999995,-0.09681928903,0.0,1.0,0.0,0,30.0,,,,,,0.4961870171337971,-10.125506124140935,-0.8119104742595811,0.35523659702137605,-0.004775943403366548,-0.10427749873330217,-1.0667827155491303,-0.6178815049434523,0.8414941494148975,,,,,,,,,
147,147,7.3326512,-0.313459754,-10.30020428,-1.5358930830000002,7.49465818,-0.01692116261,-1.271803856,1.845269442,7.506099377999999,1.083719373,-0.02428117767,-0.01389677543,0.0,1.0,0.0,0,30.0,,,,,,0.09680272885859836,-10.204700023981612,-1.2913715216375201,0.9141045756023748,-0.018417722598163544,-0.0415629923882693,-0.3858465096644351,-1.0627496813287372,1.6037140266798589,,,,,,,,,
148,148,7.3826512000000015,-0.9406784177,-11.87079334,-1.662712693,7.54465818,-0.01692116261,-1.271803856,1.845269442,7.556099378,1.539869547,-0.143625468,0.3204657435,0.0,1.0,0.0,0,30.0,,,,,,-0.4149681866668194,-10.95997090241174,-1.5372940410504323,1.394170839655071,-0.10598685369066076,0.209646033466262,-0.14656293424752612,-1.204970771141611,1.7871398792080508,,,,,,,,,
149,149,7.4326512,0.9771689177,-11.24835968,-0.6212365627,7.59465818,-0.01692116261,-1.271803856,1.845269442,7.606099378,1.723505497,-0.04825693369,0.5297572613,0.0,1.0,0.0,0,30.0,,,,,,0.2717481770872092,-11.090702862667797,-0.9306304652362304,1.6468255356171482,-0.06561108527699475,0.4317688146777384,-0.062477774772256585,-1.2504378093818198,1.8312807424671158,,,,,,,,,
150,150,7.4826512,1.429412484,-10.11595726,-0.06340979785,7.64465818,0.8533723354,-0.6493501663,-0.4847514629,7.656099377999999,1.511083364,0.1634016484,0.5292227864,0.0,1.0,0.0,0,30.0,,,,,,0.8428032986973597,-10.648832674935454,-0.35630930794145704,1.5426886152732648,0.09455828787587142,0.499391395094689,0.5315391196022518,-0.8415134726822617,0.07259451350710511,,,,,,,,,
151,151,7.5326512,0.375972271,-9.184550285,-0.09242277592,7.69465818,0.8533723354,-0.6493501663,-0.4847514629,7.706099377999999,1.2786560059999998,0.1940203607,0.578014195,0.0,1.0,0.0,0,30.0,,,,,,0.6125238924118129,-9.98504641860287,-0.18154915269866528,1.3401314984558426,0.16412113533028336,0.5539471665163457,0.7402789180086379,-0.7107833645208511,-0.3506278800548567,,,,,,,,,
152,152,7.5826512,1.618744493,-10.14945602,0.3242274821,7.74465818,0.8533723354,-0.6493501663,-0.4847514629,7.756099377999999,1.105022669,-0.09147437662,0.6462764143999999,0.0,1.0,0.0,0,30.0,,,,,,1.1088745388406138,-10.059576329882189,0.15340391419903554,1.1597637523228077,-0.014639985380696637,0.6180137394576929,0.8136308779467804,-0.6689899087489815,-0.452475038156638,,,,,,,,,
153,153,7.6326512000000015,2.71286273,-12.39751339,-0.03230310604,7.79465818,0.8533723354,-0.6493501663,-0.4847514629,7.806099378,0.8971819282,-0.8060129285,0.5441885591,0.0,1.0,0.0,0,30.0,,,,,,1.900093259134144,-11.119406386863888,0.03041852559842685,0.958319630138088,-0.5681188517779061,0.5667870002189613,0.8394070359571075,-0.6556288477820724,-0.4769842412876642,,,,,,,,,
154,154,7.6826512,1.994417667,-11.49482059,-0.116351001,7.84465818,0.9642490149,0.2205018997,-2.171683311,7.856099378,0.7622610331,-0.9371923804,0.4633276463,0.0,1.0,0.0,0,30.0,,,,,,1.94662180466952,-11.289588582198816,-0.06678031608173922,0.8079099355176612,-0.8262454405555284,0.4949973301035808,0.920379068133266,-0.059590667792916115,-1.7638592294652875,,,,,,,,,
155,155,7.7326512,0.06490531563999999,-9.797411919,0.214157626,7.89465818,0.9642490149,0.2205018997,-2.171683311,7.906099377999999,0.6404733658,-0.6982747912,0.1826433241,0.0,1.0,0.0,0,30.0,,,,,,1.0184046765206172,-10.61315733619874,0.11927221946154035,0.6794581170456963,-0.7367439602080038,0.2782572269757818,0.9488329485415068,0.1309583622971215,-2.0735417093432487,,,,,,,,,
156,156,7.7826512,1.226022482,-9.48873806,0.8676972985,7.94465818,0.9642490149,0.2205018997,-2.171683311,7.956099377999999,0.5305972099,-0.7057576776000001,0.08933641016,0.0,1.0,0.0,0,30.0,,,,,,1.1208188309387417,-10.10343730732941,0.6149204134227487,0.5652569347787371,-0.715072442694014,0.14716648846628716,0.9588317504552968,0.19187548822505215,-2.148065838900832,,,,,,,,,
157,157,7.8326512,0.7447660565,-9.572486877000001,1.782353759,7.99465818,0.1334372014,0.580034256,-0.7760655879999999,8.006099378,0.15935477609999998,-0.7992172837,0.1682884246,0.0,1.0,0.0,0,30.0,,,,,,0.9353187153147321,-9.86274766941691,1.3880588950125976,0.25386217507262976,-0.7739225608755536,0.16182284161313815,0.4234839886206397,0.4559427477524415,-1.10623319867937,,,,,,,,,
158,158,7.8826512000000015,1.791027784,-8.552546501,2.2492532730000003,8.04465818,-0.3101113737,0.8274173737,-1.46419096,8.056099377999999,-0.26312246920000004,-0.4261423051,0.2076880634,0.0,1.0,0.0,0,30.0,,,,,,1.3574247122692606,-9.268809277000717,1.9583891124836843,-0.14275140691077226,-0.5306882888685701,0.19364837516322345,-0.05232317018738858,0.7086596630848868,-1.3780495334405245,,,,,,,,,
159,159,7.9326512,0.5318048596,-8.727222442999999,2.969791889,8.09465818,-0.3101113737,0.8274173737,-1.46419096,8.106099378,-0.5315134525,-0.2181488276,0.2293731421,0.0,1.0,0.0,0,30.0,,,,,,0.95016118823745,-9.02329796045259,2.628195581647291,-0.4409968367592288,-0.3121011002862839,0.21843752314024212,-0.2195236174313776,0.7894514054944414,-1.4434612924641237,,,,,,,,,
160,160,7.9826512,-0.1794617027,-8.672187805,2.335394859,8.14465818,-0.3101113737,0.8274173737,-1.46419096,8.156099378,-0.4660001099,-0.29778802390000003,0.1961583197,0.0,1.0,0.0,0,30.0,,,,,,0.392938396263744,-8.86413324114197,2.4342868614901425,-0.4601785239449773,-0.30209066799261025,0.20297815090083768,-0.2782784912097043,0.8152799323779119,-1.4592024296637007,,,,,,,,,
161,161,8.0326512,0.4265206456,-8.188538551,2.517249346,8.19465818,0.13273541630000002,0.1931219101,1.102037668,8.206099378,-0.08551861346,-0.4017084241,0.1618745178,0.0,1.0,0.0,0,30.0,,,,,,0.40950391994092217,-8.55787368824809,2.4892291752296467,-0.1727517874375275,-0.3717623988736476,0.17445664803114186,-0.011696435741479385,0.3920212619972368,0.4856831719757604,,,,,,,,,
162,162,8.0826512,0.4408775866,-8.214859009,3.264109135,8.24465818,0.13273541630000002,0.1931219101,1.102037668,8.256099378,-0.08544225991,-0.5784723759,0.1905079931,0.0,1.0,0.0,0,30.0,,,,,,0.4249799892310997,-8.402378797670302,3.0023972439895297,-0.10577079517908296,-0.5163334317066357,0.18559455604434308,0.08198151356296267,0.2567085725992123,0.9537138678303556,,,,,,,,,
163,163,8.1326512,0.318544507,-8.983553886000001,3.903591156,8.29465818,0.13273541630000002,0.1931219101,1.102037668,8.306099377999999,-0.4475219846,-0.5091412067000001,0.04245388508,0.0,1.0,0.0,0,30.0,,,,,,0.3724772672744231,-8.665836201222811,3.5992173498278097,-0.3679510453651098,-0.5113032565466791,0.08627031753841137,0.1149003016279441,0.21345009925084865,1.066344005087521,,,,,,,,,
164,164,8.1826512,-0.13848461210000002,-9.835697174,5.471487999,8.34465818,1.162291408,-0.4545927048,-0.1120545864,8.356099378,0.1543152928,-0.2974826097,0.09048175067,0.0,1.0,0.0,0,30.0,,,,,,0.12042890024478214,-9.19615579060989,4.839137806540977,0.03271447815294687,-0.3617590874756147,0.08919259941471183,0.7942341850033444,-0.2410243250297596,0.17152338460637928,,,,,,,,,
165,165,8.2326512,-0.6628118753,-9.498309135,4.547559261,8.39465818,1.799463749,-4.171229362,3.164761305,8.406099378,-0.2965663373,0.2811424434,-0.006337540224,0.0,1.0,0.0,0,30.0,,,,,,-0.26592978216200885,-9.333127483383226,4.646038479195992,-0.219898912136322,0.08788025592687565,0.022904951676500168,1.4462222527493012,-2.9147716671833868,2.4444478707430477,,,,,,,,,
166,166,8.2826512,1.192523003,-9.378668785,2.098206282,8.44465818,1.799463749,-4.171229362,3.164761305,8.456099378,-0.7790593505,0.2853420377,-0.457295537,0.0,1.0,0.0,0,30.0,,,,,,0.4534989220695037,-9.353772196716324,2.958724060495315,-0.6488683734571257,0.22598318713326965,-0.3103025675115618,1.6753333422040335,-3.769549062085268,2.9914201080688585,,,,,,,,,
167,167,8.3326512,1.91066885,-12.74716473,6.321538447999999,8.49465818,1.799463749,-4.171229362,3.164761305,8.506099378,-0.6647545099000001,0.4367557764,-0.3516189456,0.0,1.0,0.0,0,30.0,,,,,,1.172294815904416,-10.892059715199895,5.185764447811927,-0.6610556938324932,0.3733955731571916,-0.3389716925312126,1.7558438513803882,-4.042815119545557,3.1230472827638365,,,,,,,,,
168,168,8.3826512,0.4959124923,-9.87398243,3.084647417,8.54465818,0.2801282406,-2.193112373,-1.2979002,8.556099377999999,-0.6000810862,0.6844543815,-0.373685807,0.0,1.0,0.0,0,30.0,,,,,,0.8386474988780606,-10.430546475041718,3.7942893480065556,-0.6142779842272922,0.5909472068155799,-0.3630595563139323,0.7987003250154854,-2.7844487609781994,-0.2340128818396772,,,,,,,,,
169,169,8.432651199999999,2.997608662,-4.353441715,0.18065811690000005,8.59465818,0.6587296724,0.9816083908,-0.7337994576000001,8.606099378,-0.7195017337999999,0.4656946659,-0.1835595965,0.0,1.0,0.0,0,30.0,,,,,,1.9036244717511903,-7.675682627391348,1.4011442712025346,-0.6950021772631808,0.5033467461750726,-0.23850587987642616,0.7079158926889705,-0.22237243060435088,-0.6135273661677438,,,,,,,,,
170,170,8.4826512,0.5748756528,-12.88116264,0.08255238086,8.64465818,0.6587296724,0.9816083908,-0.7337994576000001,8.656099378,-0.8908443451000001,0.3796415627000001,0.07047650218,0.0,1.0,0.0,0,30.0,,,,,,1.248176416767171,-10.035422877504724,0.5279002988913258,-0.8452458344951241,0.41682849291203145,-0.02410532130407217,0.6760138975071174,0.5967045617088955,-0.7048563512953177,,,,,,,,,
171,171,8.532651199999998,1.307378531,-9.112766266,1.4327025409999998,8.69465818,0.6587296724,0.9816083908,-0.7337994576000001,8.706099378,-0.8490777016,0.5748836398,-0.06352811307,0.0,1.0,0.0,0,30.0,,,,,,1.277379761857618,-9.617165591567533,1.1271100393338478,-0.8481855166357299,0.5273707906957361,-0.05146050096910317,0.6648034149331603,0.8585574625703701,-0.7268343886795835,,,,,,,,,
172,172,8.582651199999999,0.6083751321,-10.06809998,-0.8057830334,8.74465818,0.5655766128999999,0.3547811508,0.4318363667,8.756099378,-0.7888329029000001,0.5927509069,-0.1156028435,0.0,1.0,0.0,0,30.0,,,,,,0.9473717294114776,-9.821582477781524,-0.15295791590203445,-0.8026521473337758,0.5730970351187146,-0.09596839157240986,0.6004452889731678,0.515834739010026,0.1530058383037265,,,,,,,,,
173,173,8.632651199999998,-0.4402793646,-10.79581738,-0.527916491,8.79465818,0.5655766128999999,0.3547811508,0.4318363667,8.806099377999999,-0.7624900937000001,0.4308763742,-0.07414158434,0.0,1.0,0.0,0,30.0,,,,,,0.2628682344107226,-10.263221153442393,-0.4012760786303363,-0.7718411433219807,0.4736292293962289,-0.08082293365980038,0.5778295984668439,0.4062688005236227,0.364736663668848,,,,,,,,,
174,174,8.682651199999999,1.226022482,-9.605986595,1.037886858,8.84465818,0.5655766128999999,0.3547811508,0.4318363667,8.856099378,-0.6321505307999999,0.3432198167,-0.06978929788,0.0,1.0,0.0,0,30.0,,,,,,0.7379750184544067,-9.965284587327496,0.5518166627846731,-0.6646751088739644,0.3824221006411363,-0.07316677650676888,0.5698823587135331,0.37124137441164334,0.41568903096796894,,,,,,,,,
175,175,8.7326512,0.4791627228,-9.71605587,0.209371984,8.89465818,-0.8916333914,-0.1411724091,1.120951653,8.906099378,-0.5283828974,0.159202069,-0.0542890504,0.0,1.0,0.0,0,30.0,,,,,,0.6103075365685401,-9.8523046058816,0.32503098801709623,-0.5601162156873402,0.22630408937745056,-0.06006766388140373,-0.3780511920666215,0.022642515426935902,0.9512323871622532,,,,,,,,,
176,176,8.782651199999998,-0.1049850956,-10.03460121,0.03469592705,8.94465818,-1.019397259,0.004696846008,0.8599032759999999,8.956099378,-0.4829511046,0.10590564460000003,-0.09315420687,0.0,1.0,0.0,0,30.0,,,,,,0.2574664594716877,-9.934943024725602,0.13275516424344005,-0.5009176854484135,0.14209853836080846,-0.08302616802391947,-0.7940258089936881,0.010433944766134691,0.8818813436887922,,,,,,,,,
177,177,8.832651199999997,0.08165507019,-10.14227772,0.8198408484,8.99465818,-1.019397259,0.004696846008,0.8599032759999999,9.006099378,-0.4146889448,0.2150945961,-0.1374406368,0.0,1.0,0.0,0,30.0,,,,,,0.170741841916309,-10.028931671015684,0.5877810419129779,-0.4347658372810531,0.19315130136877295,-0.1207839599488344,-0.9402008732079152,0.00653095435997701,0.8651922298880808,,,,,,,,,
178,178,8.882651199999998,-0.17706887420000006,-9.857233047000001,0.1471585929,9.04465818,-1.019397259,0.004696846008,0.8599032759999999,9.056099377999999,-0.3161898255,0.1908897758,-0.2297549248,0.0,1.0,0.0,0,30.0,,,,,,-0.0008269709052440842,-9.951097513246363,0.29597665539335205,-0.3437982287104955,0.19156961141457374,-0.1963980955225777,-0.9915673473353012,0.0052831969824922356,0.8611760463455839,,,,,,,,,
179,179,8.932651199999997,0.043369911610000006,-10.2906332,-0.2503490746,9.09465818,-0.6589618325,0.4383678436,1.1325907709999998,9.106099378,-0.3272614181,0.1316375881,-0.26251161100000003,0.0,1.0,0.0,0,30.0,,,,,,0.020974561685641758,-10.10501531288961,-0.06583024948082256,-0.3311117325795502,0.149653712482153,-0.24227376827109626,-0.7758406768259252,0.29991386175939216,1.0672756579930924,,,,,,,,,
180,180,8.9826512,0.4624129832,-9.699306488,0.1543370634,9.14465818,-1.251512051,-0.1680593491,0.09172546864,9.156099378,-0.35841462020000003,0.35742199420000004,-0.2504473627,0.0,1.0,0.0,0,30.0,,,,,,0.23872824893957875,-9.921100008079984,0.07997663763031032,-0.3520576081726321,0.2949649137880949,-0.24794536414382204,-1.0843593187525349,-0.01845174937342553,0.326488599989508,,,,,,,,,
181,181,9.032651199999998,0.3568296731,-9.246764183,0.09451649338,9.19465818,-1.251512051,-0.1680593491,0.09172546864,9.206099378,-0.3155026138,0.3189386129,-0.3159607351,0.0,1.0,0.0,0,30.0,,,,,,0.2969855716333764,-9.615411121843524,0.08960572869688146,-0.32401382113700256,0.31173189570781096,-0.2951407201499705,-1.1927739442122784,-0.12023089784422344,0.1482204890295458,,,,,,,,,
182,182,9.0826512,0.3568296731,-9.246764183,0.09451649338,9.24465818,-1.251512051,-0.1680593491,0.09172546864,9.256099378,-0.08773294091,0.10796725,-0.3700207174,0.0,1.0,0.0,0,30.0,,,,,,0.32650559777922256,-9.44829665461196,0.09285790678961828,-0.14274691640257745,0.16922080018250424,-0.34709938887949976,-1.2308712563882231,-0.15276894435804458,0.10532082030304436,,,,,,,,,
183,183,9.132651199999998,0.7016952634,-9.730413437000001,-0.6861419082,9.29465818,-1.6891220809999998,-1.261517525,1.027370334,9.306099377999999,0.1420219839,-0.4266768098,-0.07353074104,0.0,1.0,0.0,0,30.0,,,,,,0.5115799572538657,-9.57618540345388,-0.4230385565711495,0.07571839939644481,-0.24754443867063924,-0.15727215499270458,-1.5280909963106033,-0.9070587438985612,0.8054819742788709,,,,,,,,,
184,184,9.1826512,0.584446907,-10.08006477,-1.124028444,9.34465818,-1.6891220809999998,-1.261517525,1.027370334,9.356099378,0.7354601026,-0.4514924884000001,-0.020310672,0.0,1.0,0.0,0,30.0,,,,,,0.5475239218547504,-9.80460322989372,-0.8872725614857808,0.5818504924485001,-0.3901838052839192,-0.062235608698129816,-1.6325351445854182,-1.1481996548916609,0.973973587271135,,,,,,,,,
185,185,9.2326512,0.2060818523,-10.55653572,-0.4202394783,9.39465818,-1.6891220809999998,-1.261517525,1.027370334,9.406099378,1.598739982,-0.2953446507,0.114457503,0.0,1.0,0.0,0,30.0,,,,,,0.3790966486374492,-10.145468118194339,-0.5779776024423693,1.3619745972403299,-0.3238541838312462,0.06037041687360783,-1.669237215960961,-1.2252906337037892,1.0145205720438937,,,,,,,,,
186,186,9.282651199999998,0.2060818523,-10.55653572,-0.4202394783,9.44465818,-0.9507077932,0.010092735290000002,1.6682555680000002,9.456099378,1.967004538,-0.299238801,0.5810684562,0.0,1.0,0.0,0,30.0,,,,,,0.2937515404322339,-10.331812655961548,-0.4735147530372999,1.8261336288688643,-0.3066384143224625,0.42167888284589694,-1.2032017681868523,-0.3848502577162506,1.5109362657914125,,,,,,,,,
187,187,9.3326512,0.1223330572,-12.16062355,-0.4992026389,9.49465818,-1.123452187,0.7671079636,-0.6018675565999999,9.506099378,1.797494411,-0.2785463631,0.6940752268000001,0.0,1.0,0.0,0,30.0,,,,,,0.20919386496840844,-11.160846417341668,-0.4905266819171342,1.8041625650771556,-0.28699109532783224,0.6106926638408896,-1.1514764932065988,0.3988353777809949,-0.09342786101793353,,,,,,,,,
188,188,9.382651199999998,1.068096161,-10.20209885,2.1029920580000003,9.54465818,-1.123452187,0.7671079636,-0.6018675565999999,9.556099377999999,1.378605962,-0.3509317636,0.6559736133,0.0,1.0,0.0,0,30.0,,,,,,0.6328750237011771,-10.726228432872652,1.2270438743114682,1.4776895631481055,-0.3317106032758937,0.6421127751883203,-1.1333000346342172,0.6493739217081835,-0.4795131187018592,,,,,,,,,
189,189,9.4326512,-0.390030086,-9.369096756,0.0466600433,9.59465818,-1.123452187,0.7671079636,-0.6018675565999999,9.606099378,1.0609653,-0.4818821251,0.8355627059999999,0.0,1.0,0.0,0,30.0,,,,,,0.12829420673563974,-10.11101557396334,0.44532886984773146,1.1579924411969011,-0.4367391671283989,0.7763462319452781,-1.1269127578848983,0.7294692547728616,-0.5724233400848988,,,,,,,,,
190,190,9.4826512,2.030309916,-10.98485088,-0.7722834945,9.64465818,-0.6043914557,-0.7112874985,-2.682188034,9.656099378,0.7736380695999999,-1.065164924,0.9171871543,0.0,1.0,0.0,0,30.0,,,,,,1.0665245773645171,-10.507141261794539,-0.3610409141177349,0.8631284336273304,-0.8762542887593271,0.8740746921255284,-0.7880074307588094,-0.25068814235254044,-2.1744796953372623,,,,,,,,,
191,191,9.532651199999998,2.391925335,-12.74237919,-0.7962117195,9.69465818,0.2335616201,0.01240539551,-2.479391098,9.706099378,0.6227588058,-1.222763538,0.9289459586,0.0,1.0,0.0,0,30.0,,,,,,1.7203210934736584,-11.520415904682679,-0.6492349228329086,0.6787247764388304,-1.11859963090981,0.9121494525907496,-0.12542163399205342,-0.07170367693979293,-2.4060151134131567,,,,,,,,,
192,192,9.5826512,-0.2991028428,-10.81974602,-0.4298107624000001,9.74465818,0.2335616201,0.01240539551,-2.479391098,9.756099378,0.6557445526,-0.9604045749,0.4049153626,0.0,1.0,0.0,0,30.0,,,,,,0.7241753416688064,-11.202789301595946,-0.5039201921143869,0.6610951060263272,-1.0079594819777378,0.5601835201065825,0.10741353779150983,-0.014483657433318718,-2.46173339460445,,,,,,,,,
193,193,9.632651199999998,-0.2991028428,-10.81974602,-0.4298107624000001,9.79465818,3.2784969810000004,1.517586231,-0.9650189877,9.806099377999999,0.5750363468999999,-0.8880955576999999,0.0200816039,0.0,1.0,0.0,0,30.0,,,,,,0.21941049360132855,-11.029148705083212,-0.454840857364361,0.5950736620777889,-0.9241277696164704,0.18541084941239405,2.16416618491982,1.0277947361288415,-1.325198673694422,,,,,,,,,
194,194,9.6826512,0.2730808854,-10.077672,0.8844470978,9.84465818,1.6895010469999998,1.017627716,-1.266391754,9.856099378,0.3177169263,-0.9331455231,0.01557660475,0.0,1.0,0.0,0,30.0,,,,,,0.2458851390869444,-10.597826740534108,0.4321091857709783,0.3822947146348881,-0.930434702400953,0.06756414023377989,1.8563001838427915,1.0208780377337972,-1.2805434571873493,,,,,,,,,
