,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
0,0.0562,-3.05,5.6,9.28,0.10300000000000001,-0.39799999999999996,0.0789,-5.46,-0.358,1.87,,,,,110,56200000.0,-1.7581659756755694,3.5284139252390343,6.431742063414129,-0.06564176304301607,-0.3215166452540998,0.18206455103068034,-3.68418559495659,-0.4739357464216201,1.3186816380770259
1,0.106,-1.67,5.66,7.97,-0.495,-1.32,0.265,-4.51,-0.158,0.602,,,,,110,106000000.0,-1.7391171302582153,3.919379587677781,6.670524667368714,-0.30091871025881606,-0.6348619381851155,0.22630007530073493,-3.875161357508169,-0.4150970742970106,1.19221866044133
2,0.156,-1.7,3.45,13.0,-0.444,0.701,0.7559999999999999,-4.7,-2.11,5.52,,,,,110,156000000.0,-1.7266988840497777,3.7865285591288096,8.22915562995587,-0.3897228585941153,-0.0873562537889464,0.5456537487112354,-4.152334615626452,-0.9006529166051458,2.381337135412359
3,0.20600000000000002,-0.618,3.08,10.4,-0.11599999999999999,0.586,0.738,-3.59,-2.28,2.7,,,,,110,206000000.0,-1.325741828432611,3.552787545484184,8.868777186764762,-0.21704927287824394,0.20993278866264903,0.663670481717636,-3.9390862343028847,-1.3615046125750838,2.484274650315475
4,0.256,0.0958,2.19,9.73,0.0058,2.04,0.805,-2.72,-2.97,1.87,,,,,110,256000000.0,-0.7867543597103166,3.0736738852852947,9.142580253619991,-0.07616048830425082,1.0356672986156794,0.7506094375223393,-3.4570256963981736,-1.9318423657288606,2.2726882688284
5,0.306,0.91,0.172,10.6,-0.512,1.4,0.562,-1.31,-4.85,2.48,,,,,110,306000000.0,-0.13208931283745395,2.0285692768549985,9.62146789487366,-0.35178646877276043,1.2011146900033982,0.6345419014987137,-2.595436149684275,-2.9911169806672433,2.3459785133845346
6,0.35600000000000004,-0.898,0.855,5.8,-1.5,1.77,-0.18899999999999997,-2.56,-3.75,-2.69,,,,,110,356000000.0,-0.4295245285173802,1.6017702195078145,8.347550585650389,-1.077948479752605,1.4599435329320716,0.12771751356984817,-2.581141537852582,-3.2691649545841366,0.5466316133390261
7,0.406,-4.0,4.31,9.4,-0.32799999999999996,0.42100000000000004,0.605,-4.92,0.314,0.488,,,,,110,406000000.0,-1.8194350974308389,2.590521427041354,8.700618030474663,-0.6036577560635648,0.9869829962598208,0.42144930064854375,-3.526356072356788,-1.9514495028132162,0.5255915126336768
8,0.456,-0.601,1.92,2.89,0.609,0.142,1.09,-1.71,-2.41,-5.84,,,,,110,456000000.0,-1.3446985423952178,2.345337654870619,6.7458998302670485,0.1632652782075601,0.6022551676869303,0.8328929250714054,-2.7918228543717105,-2.1203315249178347,-1.7627798910717996
9,0.506,1.03,0.862,7.96,-1.45,1.08,0.19399999999999998,0.121,-3.15,-0.9390000000000001,,,,,110,506000000.0,-0.41914033200646306,1.8025983404813641,7.154826768493077,-0.8570147032647211,0.8197872057092194,0.43970142368295195,-1.613606010252841,-2.499776844580694,-1.466423025358691
10,0.556,-1.65,-1.93,9.12,-1.01,2.96,-0.355,-1.6,-5.37,-0.0669,,,,,110,556000000.0,-0.8989375916880469,0.436531640905218,7.817080707955695,-0.9537674354777583,1.7943067431685469,-0.04937873465091541,-1.6081020297329298,-3.5577368522944237,-0.9627910016720992
11,0.606,-3.13,-1.13,2.36,-2.62,0.813,-0.0885,-1.94,-3.95,-6.96,,,,,110,606000000.0,-1.76866081195982,-0.13685000409389603,5.977637887865888,-2.0075455162933364,1.347478869977627,-0.07345499106376582,-1.742367452906707,-3.7023380087357487,-3.121208822474784
12,0.6559999999999999,-4.48,-3.53,10.7,-3.26,0.578,-1.2,-3.13,-4.63,1.08,,,,,110,656000000.0,-2.825625940553357,-1.3788607113951226,7.569590245217549,-2.7996373233852467,0.9971041690797928,-0.7667604617813714,-2.303723642224196,-4.044317611448402,-1.609102480934932
13,0.706,-7.49,-4.63,4.87,-2.88,0.9329999999999999,-2.11,-5.67,-4.31,-4.76,,,,,110,706000000.0,-4.643956929702782,-2.5689100793153834,6.659491761102584,-2.850461293202203,0.9679149619611471,-1.593425353886139,-3.665530039483393,-4.142261989063277,-2.7432022806142227
14,0.7559999999999999,-13.4,-6.74,6.77,-3.34,0.18600000000000003,-1.62,-11.5,-4.64,-2.61,,,,,110,756000000.0,-8.05736725125417,-4.095708735099516,6.696747550670019,-3.16006099437661,0.611877428176902,-1.6097800933017021,-6.834920724364039,-4.3257552420129395,-2.695258462866381
15,0.8059999999999999,-15.6,-6.35,9.2,-3.25,2.07,-1.22,-13.4,-2.53,0.428,,,,,110,806000000.0,-10.997750890171492,-4.920878671908005,7.540679859590209,-3.2169412650484768,1.2758196551531216,-1.369899185150822,-9.490787628276937,-3.66374061825007,-1.5710935368968773
16,0.856,-16.8,-6.04,3.1,-3.34,2.25,-0.733,-14.0,-0.8490000000000001,-4.75,,,,,110,856000000.0,-13.259672086606264,-5.330526829508784,6.043568366745491,-3.294767445380268,1.7194034225514216,-0.9779346557558692,-11.314965227651395,-2.6260707031603556,-2.71528964643052
17,0.9059999999999999,-11.8,-3.48,7.85,-3.05,2.73,0.993,-8.23,3.01,1.43,,,,,110,906000000.0,-12.690640392250781,-4.653151438050665,6.652581856097145,-3.1399687441865534,2.1795689856436016,0.23503037498708212,-10.06695888859031,-0.5483008705825023,-1.2232586539304713
18,0.956,-5.3,-1.86,11.4,-1.52,3.57,0.379,-0.583,5.17,6.42,,,,,110,956000000.0,-9.809507501329678,-3.6307331986782376,8.25310949678537,-2.115449281295745,2.8126885139596727,0.32363307550261106,-6.230274057377613,1.5597839321789335,1.527811289083531
19,1.01,-9.19,-1.72,2.73,0.446,3.38,-0.961,-3.78,5.45,-1.19,,,,,110,1010000000.0,-9.568001403205715,-2.931319424812954,6.391067285000845,-0.49550776672670116,3.071008464058024,-0.46696393745290404,-5.239028776671807,2.99393465887497,0.5495780388208832
20,1.06,-5.56,-2.84,3.8,0.504,0.9690000000000001,0.9790000000000001,0.342,4.23,0.43200000000000005,,,,,110,1060000000.0,-8.005540670406281,-2.8978923998698347,5.517523593839398,0.13661255056033517,2.113878862258802,0.42292030049552515,-2.9812534160133666,3.4496173594422332,0.5072576839379158
21,1.11,-10.2,-3.51,-0.436,0.489,0.525,1.06,-3.86,3.12,-3.84,,,,,110,1110000000.0,-8.861018463059429,-3.1219511555743398,3.510372629852559,0.359473510009117,1.3903979493653589,0.8149958759268761,-3.3367456070112955,3.3281019550703,-1.0574690855439086
22,1.16,-12.7,-0.991,1.07,0.585,-0.242,1.28,-5.9,5.19,-2.39,,,,,110,1160000000.0,-10.35758918193401,-2.341927717528591,2.687633584909499,0.5021035789644754,0.6471010448605872,1.101171631995488,-4.373696509390071,4.014501553277748,-1.5370926008289096
23,1.21,-15.0,-5.26,-2.8,1.05,0.18100000000000002,0.9570000000000001,-7.93,0.389,-6.56,,,,,110,1210000000.0,-12.167365127954296,-3.410072779110515,0.8375511539631912,0.8486105677885012,0.4348663575417304,1.0124446266207272,-5.812380008392033,2.677939250904676,-3.345008850336874
24,1.26,-12.4,-4.1,1.34,1.13,-0.113,1.23,-4.93,0.929,-2.63,,,,,110,1260000000.0,-12.258054281027981,-3.6626169669752873,1.00694509088056,1.026570138124308,0.18540061503233796,1.146333939703003,-5.455417822917836,2.033182598270648,-3.087652736514876
25,1.31,-6.77,-4.7,0.682,-0.359,-2.0,2.01,0.872,-0.456,-3.76,,,,,110,1310000000.0,-10.118616593654284,-4.042345488721366,0.8973941818012511,0.15029177818541084,-0.8097008026074821,1.6778567531119237,-2.8956947714733516,1.1155309085731693,-3.3296535230892097
26,1.36,-2.76,-13.9,0.0599,-0.741,-2.25,-0.402,4.62,-10.1,-5.17,,,,,110,1360000000.0,-7.249967555729098,-7.6506878271879675,0.6150441900391663,-0.4133893193489552,-1.4655273651572767,0.39785817350940866,0.14473933032302844,-3.0191401462169836,-3.9920572302704342
27,1.41,-12.4,-6.29,3.67,-0.86,-3.66,1.65,-5.84,-2.15,-2.37,,,,,110,1410000000.0,-9.257632218666567,-7.152615205699952,1.644981817266782,-0.6958400429030163,-2.464759679952732,1.1684591866497538,-2.276355038807109,-2.6987265948649166,-3.408223279752288
28,1.46,5.04,-3.42,4.62,0.512,-3.31,-0.213,10.7,0.303,-2.45,,,,,110,1460000000.0,-3.683909464606436,-5.786311110611627,2.647969475652886,0.0680362027337944,-2.849631807287073,0.31827285294140795,2.973159955827481,-1.5921225688323455,-3.0633259449579726
