,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
32,1.82,-2.96,-6.59,5.74,0.428,1.12,-0.317,3.35,0.21,1.76,1820000000.0,-4.697389581750516,-5.405152783663558,5.830008636094338,0.2725072352062187,0.5354159437806456,0.08612528394259555,1.188209683364784,0.3509731121501662,0.5892509282932454
33,1.87,-9.96,-6.21,4.74,0.8340000000000001,0.7959999999999999,0.8740000000000001,-8.6,-3.24,-3.45,1870000000.0,-8.062959096613548,-5.9242063801792275,5.155652901766837,0.6465036542348266,0.7073648925181818,0.6167823309870925,-4.603825261614655,-1.9582468284289534,-1.8468404768005307
34,1.92,-9.38,-4.36,6.28,0.10099999999999999,-0.759,1.36,0.215,-0.0143,-3.97,1920000000.0,-8.905239393844434,-4.915434997161006,5.851252799085155,0.28315718238994336,-0.2602303712716485,1.1173615305197497,-1.752353527266708,-0.7081676360500815,-3.1273280638723824
35,1.97,-5.93,-4.22,2.41,-0.131,-0.502,1.16,-1.24,1.43,-1.75,1970000000.0,-7.002500123277694,-4.466942263527034,3.722253141358568,0.007297342008919405,-0.4197644159232019,1.1460797845281852,-1.4491755755044649,0.6668076291573899,-2.2966549815733983
36,2.02,-7.03,-2.08,5.7,0.58,0.324,0.5529999999999999,-1.2,0.973,0.512,2020000000.0,-7.020087108605703,-2.927580602965964,4.945825581367168,0.3887603878735966,0.07101583200774841,0.7466229042241272,-1.3017294791281224,0.8637084360749417,-0.6027418376711553
37,2.07,-9.02,-2.37,5.75,-0.386,0.511,1.01,-2.35,-0.777,-2.95,2070000000.0,-8.299081147032519,-2.5679915317407813,5.443344131930872,-0.12728832376000637,0.36134368737976763,0.9240151998652045,-1.9220286856320103,-0.1913695419535809,-2.018384387479384
38,2.12,-9.0,-4.49,3.51,-0.502,-0.08,1.38,-1.77,-0.198,-1.03,2120000000.0,-8.747336085049616,-3.8075127994400786,4.247242200910648,-0.3768744740740502,0.07011872619252729,1.2311345122644444,-1.8320678486187434,-0.19563333979878655,-1.4222850623112637
39,2.17,-8.65,-3.23,5.26,-0.243,0.129,1.42,-2.02,-0.302,-0.52,2170000000.0,-8.685087007882254,-3.4350693525459937,4.873805163463719,-0.2877040028939366,0.10897210794511013,1.3583410027847005,-1.9432740314040644,-0.26403373503803745,-0.8781126539171326
40,2.22,-7.45,-2.87,4.83,-0.5579999999999999,-0.278,1.04,-0.379,1.24,-1.37,2220000000.0,-7.895218204499516,-3.0706507159824605,4.846704177798967,-0.46774149117684244,-0.14637523237672379,1.1439288500267824,-1.0176369898559772,0.7031538758356435,-1.1747722462053352
41,2.27,-7.58,0.802,4.55,-0.6970000000000001,-0.632,0.937,-1.08,2.59,-0.684,2270000000.0,-7.693628319563885,-0.5731416994520644,4.6631423357777235,-0.6204449238927308,-0.46681951920037495,1.0045561034847175,-1.0545394449731955,1.9165136947128152,-0.8787851880160602
42,2.32,-8.63,1.37,6.45,-0.6940000000000001,-1.2,0.611,0.0107,0.456,-2.35,2320000000.0,-8.292461235951476,0.6800087393384167,5.768617366660639,-0.6694381422401401,-0.9506158845308852,0.739484371528646,-0.4241990607973408,0.9773121934816368,-1.7660817555015942
43,2.37,-7.13,-1.62,4.05,-0.77,-1.69,0.332,-0.213,-1.27,-2.69,2370000000.0,-7.549038604695508,-0.8032886242245203,4.705360557529445,-0.7364198924829204,-1.4385057853580183,0.46503152759650473,-0.29922500168497396,-0.46784985869536866,-2.3233012615962316
44,2.42,-7.12,-2.12,6.64,0.33299999999999996,-1.82,0.395,-0.691,-0.405,0.701,2420000000.0,-7.274657735013927,-1.6524481535156421,5.902263769760192,-0.024105784406526776,-1.6902385205362565,0.41786321951862115,-0.5310523099875177,-0.4274334759236308,-0.4993308539137251
45,2.47,-7.09,-4.73,7.29,0.292,-1.35,0.0897,-0.977,-1.54,-2.07,2470000000.0,-7.15656464504448,-3.6371904203033902,6.760814455852152,0.1864444470783583,-1.465728810237796,0.1968355365372303,-0.7949355507464497,-1.142883195948631,-1.446608818852424
46,2.52,-6.7,-3.28,7.33,-0.15,-0.354,-0.0783,-1.77,-1.54,-0.28600000000000003,2520000000.0,-6.8645801431344555,-3.406834925994524,7.112952403052748,-0.03765287073519197,-0.7321436484758728,0.011523575651135542,-1.3719161443178116,-1.3982540727247663,-0.7466401482814506
47,2.57,-6.98,-3.5,7.79,-1.21,0.7340000000000001,0.33899999999999997,-2.0,-1.98,-0.846,2570000000.0,-6.938394007772209,-3.4669179622014736,7.53182138509482,-0.8185242846948023,0.23530564099418472,0.23208867166860125,-1.7435758876613117,-1.7723530409254706,-0.8065645551964803
48,2.62,-5.29,-2.73,7.09,-0.428,0.115,-0.634,0.214,2.1,0.095,2620000000.0,-5.884205255746252,-2.9916726201980195,7.258479863514439,-0.5584057324163213,0.15592078478030558,-0.35124779272163065,-0.58520802646327,0.7178116959919227,-0.2628267002799308
49,2.67,-5.02,0.38799999999999996,7.71,-0.136,0.266,0.0799,0.38299999999999995,1.48,0.17,2670000000.0,-5.331524613389009,-0.8120898177128986,7.537821829173277,-0.27705174024232937,0.22855763671729706,-0.060856942150273374,-0.012284620914483235,1.2079463794032244,-0.0017868651535471458
50,2.72,-9.38,0.462,7.42,-0.11599999999999999,0.27399999999999997,0.46299999999999997,-1.08,-1.36,-1.23,2720000000.0,-7.920624802525957,0.009582748005727337,7.464929050742129,-0.16977916243778013,0.2585432187509066,0.29197627807372095,-0.644090129231086,-0.4434034964498861,-0.7425280386241577
51,2.77,-6.98,-3.96,6.16,-0.0648,0.596,0.826,-1.98,0.904,0.18100000000000002,2770000000.0,-7.319071994781186,-2.5504386850570233,6.657608560576895,-0.09985514336283734,0.4812173972032505,0.651657110273179,-1.4345959228398009,0.42306107463814113,-0.1855439055023368
52,2.82,-6.65,0.52,7.54,0.217,0.324,-0.573,2.41,4.1,-1.4,2820000000.0,-6.8911839710378615,-0.5702837878617175,7.203517608192618,0.11119421557922514,0.37747595574733517,-0.17318586190668883,0.8403894201442976,2.7875623334289865,-0.9179881168633299
53,2.87,-6.55,0.5870000000000001,7.01,0.46299999999999997,0.621,0.128,0.225,3.31,0.49700000000000005,2870000000.0,-6.672988507119794,0.17605946592692456,7.083794220040992,0.34552333547121666,0.5381676803379687,0.02967177198877477,0.4762414260615933,3.123522337678211,-0.06460207281915897
54,2.92,-8.7,-1.18,6.86,0.23399999999999999,0.0354,0.23,0.0643,1.63,-1.57,2920000000.0,-7.9693123565301764,-0.6984760583382555,6.945339542829639,0.27124040194472704,0.20641149320494823,0.16459879049369394,0.23248091056767586,2.1630942147136123,-0.9725147282199086
55,2.97,-6.64,-0.498,5.26,-0.166,-0.784,-0.0453,-0.815,-0.7490000000000001,-1.35,2970000000.0,-7.119184149381023,-0.5691871521266914,5.902670747036754,-0.01999459692255362,-0.4471212344924772,0.02322571690544703,-0.38735111022172986,0.29043579280009735,-1.20017789886295
56,3.02,-9.16,-1.56,5.69,0.147,-0.624,0.109,-1.94,-1.51,-0.594,3020000000.0,-8.424336251300137,-1.2081716794357633,5.771097781156207,0.09123636823372568,-0.5638364318564751,0.08099724417515683,-1.3061091771956646,-0.8673568365390028,-0.8345891245327812
57,3.07,-7.49,-3.14,7.14,-0.102,-0.579,0.536,-0.852,-0.496,-0.919,3070000000.0,-7.826804968987042,-2.45402607790069,6.61799637128366,-0.037473589700343354,-0.5738422585563707,0.3874551327476843,-1.0373964895051957,-0.6285511976033167,-0.8854977413692898
58,3.12,-8.23,-1.48,6.37,-0.364,-0.831,0.9309999999999999,-0.73,2.92,-0.425,3120000000.0,-8.084657868328406,-1.8258674725032709,6.464568396874394,-0.2549647399518185,-0.7435302978466131,0.7535487521570137,-0.8554989733188283,1.6533888459917656,-0.6077693785004732
59,3.17,-6.78,1.13,7.08,0.12300000000000001,-0.423,0.251,0.584,-1.28,0.65,3170000000.0,-7.250297035576528,0.08039937677139597,6.845317391254299,-0.003211785050560134,-0.5320252411167801,0.4150672222201007,-0.0036958089215582968,-0.23296332681066945,0.15079727969860246
60,3.22,-6.26,2.33,7.17,0.7140000000000001,-1.78,0.0806,-0.495,-0.473,0.106,3220000000.0,-6.61697774073363,1.5311880178527504,7.046188813064361,0.4745052136705655,-1.3555136114085389,0.18979360768243372,-0.29441812200136813,-0.3873218893206353,0.12377982726902126
61,3.27,-3.07,-1.04,7.6,-0.139,-1.39,-0.55,0.977,0.794,-3.16,3270000000.0,-4.348597727108022,-0.12699539614266198,7.388815095595886,0.06586458581701476,-1.3782697838449174,-0.30847938316883017,0.4579255784798016,0.37234186724067336,-1.8566833997249277
62,3.32,-6.05,-1.92,9.03,-0.373,-1.22,-0.24600000000000002,-0.354,0.826,-0.0416,3320000000.0,-5.436686672991417,-1.2833209731284243,8.404166719665868,-0.22645224321183755,-1.2738339329874415,-0.26639766617722316,-0.022519906910945686,0.6640723574492067,-0.7619979999762929
63,3.37,-4.54,-0.622,8.71,0.203,-0.7659999999999999,-0.28600000000000003,-0.337,1.29,-0.0411,3370000000.0,-4.863233348943446,-0.8568288175901059,8.593376604734692,0.05959525632197249,-0.938734711751299,-0.2796004296174361,-0.20860906401071005,1.0665828905186445,-0.3272209994064445
64,3.42,-3.97,-2.95,9.4,-0.324,-0.0324,-0.682,-0.882,0.6709999999999999,-0.695,3420000000.0,-4.291988553707003,-2.2067347147041594,9.092410027555038,-0.19590804446079257,-0.34068086024135324,-0.5506284878116601,-0.6070786489012165,0.812198393845085,-0.5490302532072576
65,3.47,-3.94,-2.09,8.55,-0.569,-0.469,-0.9490000000000001,0.524,0.40399999999999997,-0.205,3470000000.0,-4.066883206622514,-2.1314513392330676,8.75683735877374,-0.444415359892134,-0.4253535113249093,-0.8189435422583837,0.06222114677537083,0.5497013474028284,-0.3415439761051519
66,3.52,-3.22,-1.15,8.2,-0.588,0.12,-0.9179999999999999,1.38,-0.851,0.0908,3520000000.0,-3.5252804734952443,-1.4985040849913696,8.412338697647522,-0.5400535323450049,-0.06549664790361842,-0.8856609991284319,0.8419981529345099,-0.3510370869814956,-0.08079527395731967
67,3.57,-1.95,-3.17,9.02,0.8440000000000001,-0.12300000000000001,-1.14,-0.000715,-3.28,0.5870000000000001,3570000000.0,-2.5178496894006797,-2.5764676377203735,8.788280770811143,0.3818302361250733,-0.10344080122119143,-1.056965866010755,0.3433345568426221,-2.234543108523205,0.3219552278379519
68,3.62,-4.74,-6.45,9.39,0.8,-0.0629,-0.33299999999999996,-1.89,-3.37,-0.58,3620000000.0,-3.938969613522867,-5.0745451221865805,9.160546591042952,0.6603627674244719,-0.07668955532039279,-0.5693533405249933,-0.9782095894849745,-2.9647127150183983,-0.2220182342535762
69,3.67,-4.74,-1.96,8.36,0.562,0.142,0.69,0.131,0.627,-0.0383,3670000000.0,-4.451248206290814,-3.065945579384424,8.665272256003837,0.594845748524365,0.06761489650112526,0.27885856304667533,-0.32185049572136815,-0.6550171863046592,-0.11121689663764651
70,3.72,-2.97,-1.66,8.01,0.193,0.154,0.96,-0.812,3.89,-0.0641,3720000000.0,-3.5039533700011805,-2.1592379740034913,8.259875141142954,0.32718624997246465,0.1246169540628517,0.7376275511783209,-0.6118895225618863,2.2677127265847905,-0.0828004713554496
71,3.77,-4.11,2.34,9.04,0.0964,0.27,-0.074,-1.92,0.937,0.373,3770000000.0,-3.891535260920422,0.7423630371530723,8.74251492806666,0.17346524460228496,0.22054939043174934,0.1909722717303538,-1.3859453814433964,1.41198133756135,0.1920949504533871
