,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
488,24.4,-1.6,-8.73,2.64,-0.24600000000000002,-0.385,-0.0775,0.256,0.36700000000000005,-0.519,60.0,24400000000.0,-1.4474761138249177,-8.773226545465914,2.6698202669626205,-0.19189847666090404,-0.3293933020917345,-0.07886816377574182,0.4458064856874534,0.30541522767152857,-0.4916023689238148
489,24.5,-3.22,-9.3,3.72,-0.321,-0.466,0.0606,-1.45,-0.153,0.652,60.0,24500000000.0,-2.26992535957267,-8.98240415125503,3.1928996533723275,-0.28580299764875905,-0.4197313011888185,0.0169322792415689,-0.5061935850833218,0.12391271180082111,0.0798479695813169
490,24.5,-2.01,-8.29,3.42,-0.452,-0.20600000000000002,0.221,-0.179,0.8859999999999999,0.486,60.0,24500000000.0,-2.1493202596969736,-8.707455979723939,3.306015097235819,-0.40668962680114285,-0.2783907982548299,0.15710604659852723,-0.34188973561761804,0.4256495402639193,0.28279938028092244
491,24.6,0.723,-8.82,1.41,-0.799,-0.14400000000000002,-0.0793,2.59,0.42100000000000004,-1.3,60.0,24600000000.0,-0.81656666286653,-8.752146189803202,2.3616373179598735,-0.6920442551587621,-0.18951816328406723,-0.005280861512862917,1.1303908504852018,0.4238086272281117,-0.5081146918276013
492,24.6,-1.47,-15.5,3.12,-0.76,0.156,-0.10099999999999999,0.308,-6.13,0.856,60.0,24600000000.0,-1.1197590623143043,-11.431665024712423,2.7393667705952334,-0.7414731861575784,0.038972989902975624,-0.07103017570188827,0.7174182524533914,-2.171071976137711,0.1735241542470044
493,24.7,-1.39,-10.8,3.31,0.32299999999999995,0.221,0.149,0.397,-1.38,1.15,60.0,24700000000.0,-1.2451505686012336,-11.180835965933019,3.02359092009027,0.03279218109112181,0.1593474467945188,0.08010817665991574,0.5565167155243931,-1.8578590918391358,0.6614624877538671
494,24.7,1.55,-5.68,-3.17,-0.763,0.9179999999999999,-0.163,3.44,3.71,-5.26,60.0,24700000000.0,0.05179635465564614,-8.99649788555549,-0.061347388927004864,-0.5460428090383739,0.6610443462151185,-0.08688241392742954,2.0044895424138782,0.34664980186942085,-2.2974521981452174
495,24.8,-2.35,-10.5,0.848,-0.612,0.542,-0.19699999999999998,-0.498,-1.02,-0.843,60.0,24800000000.0,-1.0626346019109514,-9.59352656271683,0.39158541968954386,-0.5940180514611147,0.5823203207811225,-0.16252199248056837,0.7478369380016645,-0.19445433356620778,-1.5706723144418682
496,24.8,-1.47,-10.3,0.414,-0.28800000000000003,0.33899999999999997,-0.132,0.321,-0.7559999999999999,-0.9690000000000001,60.0,24800000000.0,-1.251651734564483,-9.874061595912186,0.4027498009822808,-0.3714298373082541,0.4214125910876433,-0.14155648779366226,0.5334960869040413,-0.41678976772181064,-1.2700207379463575
497,24.9,-1.57,-9.74,-0.354,-0.414,0.456,-0.061,0.165,-0.158,-1.51,60.0,24900000000.0,-1.3993650216731865,-9.820826716396116,0.025823643059699253,-0.4023940796754506,0.4442852437258673,-0.08622237520173254,0.3484517332769935,-0.3143259094966022,-1.3899367398808882
498,24.9,-1.56,-10.2,-0.115,-0.424,0.795,-0.0164,0.187,-0.569,-0.9670000000000001,60.0,24900000000.0,-1.473899457345764,-9.971393322106813,-0.044318582666788495,-0.41810956406573063,0.6762129126101498,-0.03826150569154264,0.26737697555678785,-0.41516023324997275,-1.1785981284345395
499,25.0,-1.29,-9.26,-0.512,-0.355,0.187,0.027,0.19899999999999998,-0.55,-0.696,60.0,25000000000.0,-1.3885702834487152,-9.688904808582679,-0.27726396065682274,-0.372205582541467,0.3526964323716517,0.006566510924392872,0.2330407268334003,-0.4685479868490043,-0.9374471126797135
