,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
67,3.4,-2.31,-9.92,0.146,-0.32299999999999995,0.674,-0.35,-0.888,-0.237,-0.413,60.0,3400000000.0,-1.9977944429131635,-9.661329875410328,0.3249835677071963,-0.3596898820246243,0.6444243582038324,-0.32305466790861675,-0.38191085730783314,-0.09725107520511747,-0.5146431310882221
68,3.45,-4.37,-9.54,-0.0359,-0.174,0.5920000000000001,-0.185,-3.06,0.175,-0.408,60.0,3450000000.0,-2.876426992304787,-9.61837852845014,0.1439179701825802,-0.22472443593910643,0.6104347521455148,-0.22827078326841838,-1.4623770538770753,-0.001687946362057005,-0.4607481958881928
69,3.5,-4.17,-11.4,1.33,-0.11199999999999999,0.139,0.0013,-2.87,-1.73,1.05,60.0,3500000000.0,-3.3555488239038502,-10.249080581620893,0.7390092354616062,-0.14279265409629058,0.3047775264351704,-0.07065488122156946,-2.0302778363424956,-0.6083445443904796,0.3027484015501414
70,3.55,-3.65,-12.2,2.53,0.62,0.161,0.326,-2.32,-2.54,2.2,60.0,3550000000.0,-3.4646095598193223,-10.939714953483982,1.637600460848621,0.4116298463439758,0.2115586027347009,0.20167558175424763,-2.14716525946748,-1.2863768989770934,1.2615747804067743
71,3.6,-2.71,-10.5,1.58,1.69,0.185,0.9,-1.11,-0.899,0.757,60.0,3600000000.0,-3.1851124825836155,-10.784053839279414,1.6087006853806907,1.3407908713824208,0.1943391931763025,0.6811226079679455,-1.7287243667676748,-1.150403331441389,1.0065745632999394
72,3.65,-1.02,-10.7,-0.105,1.92,-0.9329999999999999,0.762,1.0,-1.29,-1.83,60.0,3650000000.0,-2.383184334687277,-10.754298326391488,0.7488880883719501,1.761778863126753,-0.536577176917767,0.7366504358198057,-0.6278295331934651,-1.199403288242533,-0.42696355673635034
73,3.7,-1.87,-11.7,1.72,1.59,-0.305,0.516,0.387,-2.52,-0.8959999999999999,60.0,3700000000.0,-2.1931078564875,-11.08908099721641,1.2361226959336935,1.6369244256791966,-0.3864328892695453,0.5851589382213263,-0.2183999119313787,-1.6629472914354189,-0.6640035624101427
74,3.75,-2.55,-11.1,0.778,1.06,-0.858,0.345,-0.174,-2.22,-2.5,60.0,3750000000.0,-2.3252958223265825,-11.09294650942115,1.006269448214794,1.2175969575169923,-0.6921759167681987,0.42027354936320316,-0.20048691208293495,-1.858478945580912,-1.591872998937184
75,3.8,-2.22,-9.31,1.6,0.804,-0.813,0.335,0.174,-0.596,-2.2,60.0,3800000000.0,-2.2862956961106917,-10.46177540025907,1.304161042403286,0.9169812586207163,-0.7705128678333897,0.36172748397627563,-0.049401406246495194,-1.4153349180900026,-1.8992061127192639
76,3.85,-1.34,-8.05,1.31,0.42100000000000004,-1.09,0.33899999999999997,1.0,0.515,-2.86,60.0,3850000000.0,-1.9358006859916899,-9.607995892987507,1.3070905855543244,0.5564859598453742,-0.9776540680310172,0.3461235166877566,0.37397612523015256,-0.7377660783673926,-2.3847687027222704
77,3.9,-0.369,-7.49,0.831,0.10400000000000001,-0.996,0.263,1.89,0.9790000000000001,-3.56,60.0,3900000000.0,-1.3554790717433312,-8.858215532781621,1.0682223208267363,0.2276044569015515,-0.9895487451808158,0.2890535965805641,0.985610944740287,-0.135162261395259,-2.9787029425579323
78,3.95,-0.67,-8.1,1.54,-0.204,-1.14,0.222,1.44,0.355,-2.97,60.0,3950000000.0,-1.1015869767041653,-8.58980388490644,1.3049266432197326,-0.08609968969803372,-1.0870946058357287,0.24301675988489302,1.1689327314527893,0.03689009429114154,-2.974304694448367
79,4.0,-1.42,-8.48,3.5,-0.418,-0.574,0.335,0.579,0.0176,-0.9740000000000001,60.0,4000000000.0,-1.219522802868971,-8.55093264300506,2.406257665159024,-0.3273356334395294,-0.7544269943251942,0.30616949418562156,0.9309263177886669,0.030119058422713264,-1.9633977161135518
80,4.05,-3.02,-8.28,3.66,-0.273,-0.6970000000000001,0.32,-1.0,0.264,-0.701,60.0,4050000000.0,-1.8863949989438797,-8.455021147804809,3.035296060227652,-0.28784273016236567,-0.7171939149409366,0.31566506888929924,0.15190047217565583,0.1122138477454179,-1.3254115759726923
81,4.1,-0.9309999999999999,-7.49,2.64,-0.457,-0.726,0.22399999999999998,1.06,1.1,-1.66,60.0,4100000000.0,-1.532529716648032,-8.11339914578722,2.836964784828525,-0.41079172346394466,-0.7229033940583034,0.2527307911755721,0.5182702043972793,0.4589376892505307,-1.4945046826604391
82,4.15,-2.29,-9.0,6.12,-0.762,-0.504,0.0752,-0.366,-0.289,2.04,60.0,4150000000.0,-1.8130863668724042,-8.427259922474475,4.484157299548702,-0.6660613331965362,-0.5809762214407233,0.13084387000728498,0.16151431227209068,0.1964033101819121,0.29175087086996476
83,4.2,-2.44,-11.8,4.96,-0.0467,0.19899999999999998,0.22699999999999998,-0.498,-2.96,1.07,60.0,4200000000.0,-2.0452866494013233,-9.62122547656871,4.722901197543763,-0.21588938330526825,-0.07527449612517645,0.1968615689910157,-0.1045645571912226,-0.9115290751416729,0.6850597111312049
