,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Time (s).1,Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Time (s).2,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Sitting,Walking,Running,Biking,SPM,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
3991,199.53265119999998,-0.7636095285,-9.742377281,0.9035896659,199.6946582,-0.44094139340000005,0.5638008118,1.124519944,199.706097,-0.6028298736,0.17111359539999998,-0.44790375229999996,0.0,1.0,0.0,0,30.0,,,,,,-0.48126328023118414,-9.822503842325872,0.5893885483335266,-0.6674060094932628,0.20729971300503963,-0.43537550435333977,-0.3649970692453959,0.5697421361261839,1.1350613886898846
3992,199.5826512,-0.25124636289999996,-9.376275063,0.3050848842,199.7446582,-0.44094139340000005,0.5638008118,1.124519944,199.756097,-0.441413492,0.39491274950000005,-0.09139802307,0.0,1.0,0.0,0,30.0,,,,,,-0.36780004405693784,-9.620220093444852,0.40110704678786235,-0.49403199756880545,0.338514523520435,-0.1966921087731913,-0.414254268717607,0.5657002095444172,1.1270567101580757
3993,199.6326512,-0.25124636289999996,-9.376275063,0.3050848842,199.7946582,-2.467042923,-0.8012809753,1.046774864,199.806097,-0.3356605768,0.6629983186999999,-0.2440334857,0.0,1.0,0.0,0,30.0,,,,,,-0.31030619532549475,-9.509635304641941,0.3375158967653866,-0.3725346626589544,0.5654554679507072,-0.22954193528638434,-1.74568517386193,-0.36426712677233564,1.0660944417586062
3994,199.68265119999998,-0.2679961324,-9.955637932,0.1686939895,199.8446582,0.2348555923,-0.8584651946999999,1.818222284,199.856097,0.020845163610000002,-0.004581354558,-0.26067906620000003,0.0,1.0,0.0,0,30.0,,,,,,-0.2894353971187911,-9.711816534379436,0.22571275738622426,-0.07074662367096884,0.16677702300782143,-0.25114775698972025,-0.46111397388302966,-0.7004737007376014,1.637225048681414
3995,199.7326512,-2.664407969,-10.67139053,-0.8249256015,199.89465819999998,0.2348555923,-0.8584651946999999,1.818222284,199.906097,0.7168292403000001,-0.3863608837,0.18569757039999998,0.0,1.0,0.0,0,30.0,,,,,,-1.460966938936552,-10.146809154000447,-0.47007766926543965,0.5334556248299193,-0.2200824776111554,0.051975940833920486,-0.009710763197256056,-0.8079564740393745,1.774665860190641
3996,199.78265119999998,0.7734799385,-10.50150013,-0.5183451772,199.9446582,-2.496881962,-3.684605598,2.866571903,199.956097,2.073597431,-0.38628453020000003,0.2400629669,0.0,1.0,0.0,0,30.0,,,,,,-0.35875421152986986,-10.30759712535569,-0.5020430640536203,1.7150016636974095,-0.3363226453356596,0.18248811822588798,-1.6228805327051008,-2.764961993444878,2.60380809609266
3997,199.8326512,-0.2895315289,-11.20050335,-0.8895317912,199.9946582,1.2084777359999999,-1.031115532,2.728884697,200.006097,2.487751722,0.09071081877,0.4182012975,0.0,1.0,0.0,0,30.0,,,,,,-0.3246078988404649,-10.712368010986795,-0.758659381661994,2.30783004291069,-0.037659417479883606,0.34604772627699976,0.2135276596503184,-1.585413515943745,2.6987854003797493
3998,199.8826512,-3.4519457819999997,-13.33849049,-1.521536112,200.0446582,0.8629311323000001,-0.5944604874,0.9083342552,200.056097,2.1720201969999997,0.1389677525,0.37070792909999994,0.0,1.0,0.0,0,30.0,,,,,,-1.8672678081872518,-11.902837840332326,-1.2638782527290835,2.203641204640154,0.08587198025509804,0.3631592561705076,0.6347282794137212,-0.9112608951244383,1.339200777474152
3999,199.93265119999998,1.578066587,-11.57617664,2.0072791580000002,200.0946582,0.8629311323000001,-0.5944604874,0.9083342552,200.106097,1.570717335,-0.3539859951,0.5777087808,0.0,1.0,0.0,0,30.0,,,,,,-0.167745899934987,-11.754756285462639,0.9024618499256594,1.7180828694973487,-0.22176059130431655,0.5120335628815982,0.7827397809226767,-0.6957392518093862,1.0120209492131393
4000,199.9826512,1.513460279,-10.36002445,2.804687262,200.14465819999998,0.3539043665,-1.843987465,-3.320307493,200.156097,1.473898053,-1.001407743,0.6773532629000001,0.0,1.0,0.0,0,30.0,,,,,,0.6615630740147483,-11.122498581101139,2.1622199956199304,1.5307523254565663,-0.7670385480418653,0.6267476633792606,0.5045987639173604,-1.476900941501322,-2.2777460726981937
