,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Time (s).1,Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Time (s).2,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Sitting,Walking,Running,Bikking,Unnamed: 16,Unnamed: 17,Unnamed: 18,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
0,0.031360282,3.141177893,4.686941147,11.73709393,0.154233876,0.17824363710000002,-0.2588305473,-1.467961311,0.14130372,0.3967452943,0.41736137869999995,0.10208784789999999,0,0,0,1,,COUNT,TIME,2.1154370122201898,3.973934070885116,9.69424290103643,0.34003160540386035,0.45344709268880656,0.11549969433641052,0.009809712018233045,-0.1713540497917992,-1.3017102369379159
1,0.050985282,0.9915258884,4.358825684,10.15693378,0.193499709,-0.7435727715,0.05869579315,-1.653717995,0.19130372,0.1791309565,0.37299859520000006,0.1915006191,0,0,0,1,ACC,3401,2.8319937503,1.6555966993773468,4.220845547866763,9.849631832852026,0.2151693614782868,0.39841131419247966,0.17056954786428202,-0.48026514512158885,-0.019809727701013108,-1.5346255822499977
2,0.100985282,1.350449324,3.568894863,8.466703415,0.24349970899999998,0.0,0.0,0.0,0.24130372,0.07811209559,1.062568784,0.1843231618,0,0,0,1,LA,3398,2.8306544304,1.5015780333096278,3.764527196591622,9.252061134141563,0.10595495408093213,0.8740590288140859,0.18089578008064094,-0.1427180569172259,-0.005739790413418348,-0.4424829565902748
3,0.150985282,1.202094316,5.100899696,8.143373489,0.293499709,1.278730869,-0.4985482693,-0.7150907516,0.29130372,-0.4296546876,1.325233102,0.2368560284,0,0,0,1,GYR,3398,2.83083335466667,1.3437132740509348,4.706799835910048,8.740354384339263,-0.321305381910907,1.1983296523140903,0.2230012924949461,0.8627945619655402,-0.3578586572006628,-0.6376058294814584
4,0.200985282,1.041775107,4.0402808189999995,7.305586815,0.343499709,-0.5126196742,0.01370573044,-0.872382164,0.34130372,-0.2544178963,1.924550653,-0.182490617,0,0,0,1,,,,1.1830589999065366,4.236539875844142,8.066093165443018,-0.2679463267430194,1.7204306343963942,-0.08213839458070615,-0.11068900103909463,-0.09224159680366323,-0.8057279198294733
5,0.250985282,2.013560295,3.698107481,8.322834969,0.393499709,-0.5126196742,0.01370573044,-0.872382164,0.39130372,0.4098021686,1.177178979,-0.4087331593,0,0,0,1,,,,1.6258481202518096,3.8566299917166678,8.18735094782469,0.2727240835973897,1.329862848290347,-0.32790859496068553,-0.39517876563891957,-0.016500948543288194,-0.8534604472565372
6,0.30098528199999997,-0.471386075,4.349254131,9.093922615,0.44349970899999996,-0.5126196742,0.01370573044,-0.872382164,0.44130372,0.9759812354999999,-0.34963369369999997,-0.332377255,0,0,0,1,,,,0.5071947785431001,4.204219914449891,8.616112464466486,0.8337439360077716,0.1223959378028574,-0.3312713678068948,-0.47830471886035614,0.0050935630169746185,-0.8670107332561882
7,0.350985282,3.553042412,3.5590245719999998,10.07557774,0.493499709,-0.2986725569,-1.0845985409999999,-0.6588668823,0.49130372,0.8689302206,-1.9973942040000001,-0.7138513923,0,0,0,1,,,,2.131989679922059,3.7489773187193567,9.30662896322377,0.8618136174846286,-1.4016183990107043,-0.61917193666413,-0.35115907612401986,-0.7739187504451973,-0.7179539944457916
8,0.40098528200000005,1.752742529,2.48195529,10.72672462,0.543499709,0.6098927259,-0.9157481194,0.08327102661,0.54130372,-0.05558710173,-0.7542436719,-0.729809761,0,0,0,1,,,,1.9296776098819253,2.854980756167146,9.978590070174821,0.1299618100648008,-0.9361910169762575,-0.7024295314139656,0.32908410136347355,-0.8753114527485683,-0.1441777791849509
9,0.45098528200000004,1.752742529,2.48195529,10.72672462,0.5934997089999999,0.6098927259,-0.9157481194,0.08327102661,0.59130372,-2.045192957,-0.3454341292,-1.485046029,0,0,0,1,,,,1.8352899116836423,2.591778161360135,10.332602966412086,-1.6052569599985975,-0.5114687959816553,-1.2913670632097056,0.5278435762597787,-0.9042193082786845,0.018703698215723374
10,0.500985282,0.7663014531,3.1857442860000003,9.115457535,0.643499709,0.055760383610000006,-0.4879312515,-7.418509482999999,0.64130372,-4.825082302,-0.3004604876,-1.8430788519999999,0,0,0,1,,,,1.2650273072148068,3.0108740121201634,9.756652142906976,-4.173856424607488,-0.35976524542014987,-1.7065433084623085,0.1936978297065342,-0.6066182443097511,-5.307260826712737
11,0.5509852820000001,-0.7636095285,5.8193445210000005,8.916853905,0.693499709,-2.636665344,-2.69180727,-7.130287647,0.69130372,-3.7373161319999997,0.100026235,-1.608971715,0,0,0,1,,,,0.18283042661877325,4.9924993760906915,9.359260364563756,-3.825608602509543,-0.02920006231425798,-1.6331183632768929,-1.8096647777932702,-2.0973035103831084,-6.612773515032853
12,0.600985282,-0.10019944609999999,1.7587246890000001,0.8653044701,0.7434997090000001,-2.636665344,-2.69180727,-7.130287647,0.74130372,-2.30319953,0.37887802719999997,-1.161831498,0,0,0,1,,,,0.03184526537748186,2.7107841431616384,5.339925462012353,-2.6111144253427465,0.2641859923020283,-1.2784637860428933,-2.395024998153446,-2.522309581401976,-6.983377643497288
13,0.650985282,-2.6883361339999996,-3.9583268169999997,3.2497522830000003,0.7934997090000001,-2.636665344,-2.69180727,-7.130287647,0.79130372,-1.8695744280000002,0.6170321107,-1.346078277,0,0,0,1,,,,-1.4192631546132075,-1.9948659226619103,4.350856577364222,-2.0195546235502553,0.517863249720774,-1.3293452986623906,-2.5660607289270985,-2.643482148484579,-7.088583377048013
14,0.700985282,-5.980261802999999,-3.30239439,13.51825142,0.843499709,-4.1209445,2.024466038,1.209766388,0.84130372,-1.788942575,1.4997063880000001,-1.247044683,0,0,0,1,,,,-3.8523742545278226,-2.917443378046363,8.6888633624956,-1.8355850226137094,1.2237553126672074,-1.267412127191352,-3.6666247959681346,0.6935973671486244,-1.1459385468736247
15,0.750985282,-4.785645485,0.03020938672,9.958030701,0.8934997090000001,-4.785246372,1.239790201,0.42114830020000005,0.89130372,-2.4444580080000002,2.297243834,-1.033095479,0,0,0,1,,,,-4.350237281076817,-0.8376125714623188,9.289432738410193,-2.321310382728707,1.9955354447239135,-1.091083275386771,-4.45839761807269,1.0840663366694152,-0.0237105360327865
16,0.8009852820000001,-5.843871117000001,-0.7740781307,10.37707329,0.943499709,-4.785246372,1.239790201,0.42114830020000005,0.94130372,-2.0527522559999998,1.680822611,-0.7388961315000001,0,0,0,1,,,,-5.147031436716949,-0.7927833810264076,9.804103726905995,-2.10706948881974,1.7692739544889657,-0.8260540716082203,-4.689744809981252,1.1953921050037206,0.2948634139683698
17,0.850985282,-6.748657227000001,-2.593520641,8.500203133,0.9934997090000001,-4.785246372,1.239790201,0.42114830020000005,0.99130372,-1.060507178,1.304769754,-0.1737860441,0,0,0,1,,,,-6.001434998364378,-2.0633634416435496,9.187098587910725,-1.2721796718724163,1.4353205810649963,-0.33520686442456593,-4.757341880390559,1.2271319554467237,0.3852990122950392
18,0.900985282,-4.754538536,-2.7924239639999997,7.156932353999999,1.043499709,-1.842512608,1.2787714,2.729658127,1.04130372,-1.192450166,2.129260778,-0.3620797098,0,0,0,1,,,,-5.336265403101781,-2.5777803877108267,8.226424894522038,-1.2085758595581952,1.9342260157716717,-0.355429319811285,-2.694193226475316,1.2640485893187117,2.064150105177445
