,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
197,9.9,-5.09,-11.3,0.359,-2.13,1.91,-0.732,-0.0916,-3.07,-1.46,0,1,0,0,9900000000,-1.662186442,-10.79079236,-0.336922053,-1.972404251,2.031698187,-0.775696173,3.210429056,-3.001623537,-3.253649113
198,9.95,-1.47,-7.23,-0.0646,-1.89,1.07,-0.803,3.27,1.33,-0.672,0,1,0,0,9950000000,-1.596034014,-9.108730391,-0.220923351,-1.907996264,1.461496158,-0.796650402,3.233350217,-0.992677069,-1.978395968
199,10,-0.69,-8.24,-0.761,-1.55,0.427,-0.967,3.69,0.525,-0.44,0,1,0,0,10000000000,-1.284168313,-8.69835579,-0.450975185,-1.628182814,0.848131324,-0.927384754,3.409055803,-0.28879967,-1.218476936
200,10,-1.1,-9.36,1.52,-0.838,0.663,-1.07,2.81,-0.427,2.53,0,1,0,0,10000000000,-1.2207758,-9.010905885,0.388584295,-1.010568128,0.738364798,-1.036834486,3.17855652,-0.352895045,0.63315229
201,10.1,-4.36,-9.37,-0.553,-1.08,0.499,-1.1,-1.04,-0.262,0.949,0,1,0,0,10100000000,-2.301327281,-9.18053621,-0.012494324,-1.064836798,0.596442628,-1.08531071,1.5553786,-0.310739191,0.789171086
202,10.1,-1.19,-11.3,0.809,-0.34,0.688,-0.616,1.72,-2.12,2.8,0,1,0,0,10100000000,-1.918797665,-10.18173746,0.337430612,-0.498297206,0.650728074,-0.725139451,1.618720141,-1.149849011,1.78245705
203,10.2,-4.52,-12.1,1.83,0.104,0.692,-0.315,-1.96,-2.91,3.92,0,1,0,0,10200000000,-2.814156746,-11.08789452,0.973207681,-0.027535764,0.675198663,-0.410379018,0.241732634,-1.966182476,2.838335807
204,10.2,-7.94,-13.3,1.98,1.31,0.491,1.07,-5.36,-4.08,3.91,0,1,0,0,10200000000,-4.578521758,-12.13285824,1.402062426,1.017895344,0.565985128,0.725733963,-1.913651318,-2.946541461,3.367704121
205,10.3,-1.55,-11.8,5.8,2.79,-0.668,1.94,1.72,-2.59,6.88,0,1,0,0,10300000000,-3.536075162,-11.97562136,3.275414462,2.402989802,-0.165659022,1.657619248,-0.515527894,-2.781182475,5.102667434
206,10.3,4.63,-21.3,-6.53,1.78,-3.1,1.03,8.7,-12.4,-7.13,0,1,0,0,10300000000,-0.725232804,-16.38030995,-0.901314387,1.916054802,-1.905463922,1.175954503,3.030339312,-7.242255412,-0.939884063
207,10.4,-0.362,-14.4,0.737,2.37,-0.505,1.39,4.09,-5.82,-1.02,0,1,0,0,10400000000,-0.600204544,-15.44484268,-0.203455587,2.270862759,-1.075112542,1.34022314,3.438066004,-6.582633312,-0.979458797
208,10.4,-2.38,-9.84,-0.965,1.56,-0.44,1.37,2.61,-1.85,-3.7,0,1,0,0,10400000000,-1.212827451,-12.79720374,-0.527844154,1.715245367,-0.698546914,1.363075316,3.119450233,-4.387704147,-2.323320268
209,10.5,0.96,-4.56,-0.943,0.976,-1.82,1.07,2.96,-2.38,-4.44,0,1,0,0,10500000000,-0.464919164,-8.906078985,-0.704684556,1.137443901,-1.363469547,1.138155484,3.058098433,-3.456559081,-3.368893245
210,10.5,0.962,-1.65,-1.62,0.421,-2.47,0.474,6.15,5.44,-5.97,0,1,0,0,10500000000,0.026240264,-5.478422057,-1.09457367,0.577464281,-2.019544362,0.628451129,4.247772325,0.669540689,-4.653757743
211,10.6,2.3,-1.48,-1.46,-0.463,-1.34,0.113,7.1,5.51,-6.39,0,1,0,0,10600000000,0.808890415,-3.589630744,-1.250231223,-0.235772869,-1.616634612,0.232869529,5.345226596,2.914478163,-5.511406527
212,10.6,2.23,-7.08,4.53,-1.98,0.159,-0.623,6.85,0.23,-0.1,0,1,0,0,10600000000,1.298050132,-5.238425925,1.211924656,-1.599078023,-0.563840165,-0.423965285,5.924219628,1.669454717,-2.83834258
213,10.7,-13.4,-24,14.5,0.762,-1.52,-0.692,-9.2,-16.2,10.2,0,1,0,0,10700000000,-3.76116123,-14.1010967,6.872132765,0.24636388,-1.130758461,-0.629667793,0.104859583,-6.618148951,3.602186848
214,10.7,2.73,-7.66,3.67,1.03,-0.907,0.593,6.79,-0.237,-1.27,0,1,0,0,10700000000,-1.526840534,-11.05842445,5.508147617,0.858861583,-0.998089465,0.30866535,2.677107293,-3.658661266,1.195480404
215,10.8,6.66,-10.1,2.57,0.0693,1.19,-0.819,10.8,-2.89,-2.62,0,1,0,0,10800000000,1.291149375,-10.60568008,4.25660991,0.24173246,0.299254308,-0.556758429,5.802560384,-3.302166964,-0.689246377
216,10.8,-2.11,-11,-2.44,-1.05,1.97,-0.0934,2.12,-3.56,-7.27,0,1,0,0,10800000000,0.120440789,-10.79195057,1.404112084,-0.767898341,1.289858913,-0.201155236,4.38561814,-3.421746296,-3.939930857
217,10.9,1.69,-9.19,-2.33,-1.61,1.61,-0.635,6.26,-1.41,-6.19,0,1,0,0,10900000000,0.660698321,-10.03521427,-0.186475757,-1.426093319,1.479674302,-0.534108239,5.106825888,-2.488726469,-5.051393991
218,10.9,-2.33,-11.4,-1.31,-1.99,2.19,-0.778,2.23,-3.1,-3.96,0,1,0,0,10900000000,-0.368729038,-10.67991728,-0.665053771,-1.866848353,1.900834719,-0.72128232,3.99990691,-2.772226544,-4.512279841
219,11,-1.53,-10.1,0.769,-1.99,1.8,-0.811,2.91,-1.42,-0.542,0,1,0,0,11000000000,-0.768449763,-10.40597371,-0.054202121,-1.963104903,1.841048611,-0.790135907,3.580542443,-2.145082755,-2.551086967
220,11,-1.32,-7.08,-0.34,-1.73,1.61,-0.586,2.84,1.81,-0.403,0,1,0,0,11000000000,-0.958298725,-8.834836312,-0.175941007,-1.780907825,1.704057206,-0.633472367,3.295603202,-0.310770685,-1.489999834
221,11.1,-2.03,-9,-0.376,-1.4,0.839,-0.697,1.82,-0.0267,0.515,0,1,0,0,11100000000,-1.327188694,-8.912857025,-0.261158424,-1.483186491,1.191154701,-0.682226501,2.727833999,-0.179022672,-0.499593235
222,11.1,0.242,-10.1,1.94,-0.793,1.09,-0.982,3.69,-1.09,3.49,0,1,0,0,11100000000,-0.787058718,-9.473644765,0.676450278,-0.943729905,1.13117892,-0.91228687,3.098047533,-0.601521238,1.471139848
223,11.2,-5.13,-9.76,0.742,-1.01,0.966,-0.724,-2.24,-0.629,2.84,0,1,0,0,11200000000,-2.281941293,-9.608914556,0.704371927,-0.995527258,1.033242426,-0.767786595,1.044121992,-0.614265508,2.147313496
224,11.2,-3.88,-12.1,1.06,-0.124,0.401,-0.639,-1.39,-2.95,3.51,0,1,0,0,11200000000,-2.832008648,-10.78566409,0.85585576,-0.314332951,0.658378521,-0.668949664,0.107542604,-1.697546538,2.820437595
225,11.3,-2.07,-12.5,3.72,0.223,0.479,-0.0384,0.157,-3.23,6.21,0,1,0,0,11300000000,-2.569717853,-11.59548925,2.075870863,0.10565179,0.552022907,-0.185036002,0.126572374,-2.408277041,4.494774409
226,11.3,-7.59,-12.2,2.49,2.05,0.833,1.19,-5.27,-2.91,4.66,0,1,0,0,11300000000,-4.29774774,-11.88105048,2.252273923,1.625373502,0.718617502,0.870231765,-1.949871813,-2.640969176,4.576390558
227,11.4,-0.697,-12.4,2.31,3.43,-0.7,1.8,2.32,-3.08,3.34,0,1,0,0,11400000000,-3.058335434,-12.12619384,2.276862983,3.035887434,-0.122497337,1.583779888,-0.306949272,-2.8445855,3.965652622
228,11.4,-2.23,-21.9,-0.546,1.73,-2.18,1.39,1.57,-12.9,-1.22,0,1,0,0,11400000000,-2.773214345,-16.74318506,1.074432115,2.015192943,-1.342414679,1.435064017,0.415246274,-7.508146011,1.40410396
229,11.5,-0.436,-15.4,0.546,2.13,-1.51,1.6,3.95,-6.83,-1.33,0,1,0,0,11500000000,-1.968722482,-16.10868551,0.849340396,2.104927361,-1.441777963,1.561643717,1.775316786,-7.193631335,0.053542918
230,11.5,-0.656,-8.51,-1.43,1.44,-1.4,1.33,4.17,-0.493,-4.38,0,1,0,0,11500000000,-1.516870671,-12.5191868,-0.121570768,1.585213618,-1.417007308,1.383869395,2.696721313,-4.085972185,-2.136487342
231,11.6,2.05,-3.99,-1.16,1.06,-1.98,0.779,7.03,3.54,-5,0,1,0,0,11600000000,-0.289119188,-8.490133896,-0.563901596,1.174701426,-1.750812246,0.919663974,4.364041083,-0.549152901,-3.550972174
232,11.6,1.07,-2.09,-1.2,0.395,-1.96,0.456,5.84,5.11,-5.84,0,1,0,0,11600000000,0.178702844,-5.466811857,-0.834855028,0.565279105,-1.874842125,0.56382629,4.931947234,2.075483172,-4.681679714
