,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq,0,1,2,3,4,5,0_max_freq,1_max_freq,2_max_freq,3_max_freq,4_max_freq,5_max_freq
20,20,20,20,1.32,1.86,5.02,7.17,0.19,0.16399999999999998,0.0777,10.5,5.76,1.01,90.0,1320000000.0,0.9311409876734168,2.9955357139771737,7.365531835603466,-0.07653806159616637,0.4487090261944995,0.16946017084322065,9.784627218840562,3.5039188282620533,1.80060379852218,,,,,,,,,,1.93319392086808,1.9641339107390001,4.222943342631583,2.369982782405977,0.17883113499034492,-0.6760539481905262,,,,,,
21,21,21,21,1.37,1.19,5.62,4.53,-0.402,1.24,0.35700000000000004,10.0,5.51,4.26,90.0,1370000000.0,1.0327906520008034,4.118976839694153,6.028716295477469,-0.3329753149017653,0.9763961396622772,0.3054860984302916,9.879578467097195,4.340109250638547,3.0970317507403005,,,,,,,,,,2.319165103604542,1.731433681304522,4.437443183016915,2.1803310589147618,-0.14384717902584582,-0.4740981125050426,,,,,,
22,22,22,22,1.42,0.539,5.62,7.57,-1.06,2.52,0.982,10.6,2.59,4.65,90.0,1420000000.0,0.8388872407129524,4.761512195573281,6.7553568374799875,-0.905810939972726,2.0057770785099014,0.796173510101437,10.19719037550297,3.6106150910199055,3.9156519398369154,,,,,,,,,,2.771511883761042,1.871549170612796,4.205383188158471,2.592559008383529,-0.349639392481742,-0.8522282500272043,,,,,,
23,23,23,23,1.47,1.23,3.22,6.85,-0.715,0.622,1.42,10.1,3.54,7.38,90.0,1470000000.0,0.9924707436676172,4.101644866060567,6.799976450177714,-0.7554675885900797,1.0829795758404457,1.248645790290405,10.154342290419445,3.5811807446982487,5.741822684142576,,,,,,,,,,2.041390387718642,2.336585676575189,4.557569434927769,2.3172708298441704,-0.3569779497634433,-0.5782853426306008,,,,,,
24,24,24,24,1.52,0.737,4.68,9.03,-0.838,1.3,1.33,10.7,1.63,7.95,90.0,1520000000.0,0.8921516141297424,4.349218354386174,7.851324194696176,-0.8204963419398412,1.2277036513537574,1.3076534587954656,10.39490594130332,2.7678744377571944,6.905824759252923,,,,,,,,,,2.194229080996082,2.711891294196651,4.467343983976752,2.610092170068874,-0.3514414686799532,-0.7663590459476759,,,,,,
25,25,25,25,1.57,1.24,3.28,9.59,-0.923,1.52,0.669,9.8,1.01,11.0,90.0,1570000000.0,1.0287459112904662,3.891523440144909,8.671025522876125,-0.9012607785497576,1.4226268966281983,0.8444269079296574,10.132630256746808,2.03514356431384,9.063997861345218,,,,,,,,,,2.7218812056288386,2.9115652143980726,4.2173705107223896,2.698166140802775,-0.459477872658334,-1.0360835442483471,,,,,,
26,26,26,26,1.62,0.175,2.7,11.0,-0.289,1.38,-0.156,7.97,4.58,10.3,90.0,1620000000.0,0.6934940468145367,3.3814740380750834,9.769023952963442,-0.4188496335300221,1.394200354398407,0.11879969568378425,9.179192866846543,3.095910347675029,9.715534941356822,,,,,,,,,,3.1456722159522523,3.2489754858541073,3.9940850209910304,2.4495651082829046,-0.3964278692767028,-1.379724948839355,,,,,,
27,27,27,27,1.67,-1.82,6.75,10.7,1.06,0.206,0.691,6.63,1.66,9.73,90.0,1670000000.0,-0.29351340944045196,4.823421937384032,10.207933884656137,0.7463622299305797,0.6018268428745299,0.533826616659395,8.055332030798121,2.49738303571706,9.723159703540905,,,,,,,,,,2.2289529375410755,4.1920881665511045,4.037394610998155,2.3442823391497223,0.11081753235696,-0.945401111487585,,,,,,
28,28,28,28,1.72,-3.02,4.06,10.4,0.375,2.13,2.19,5.76,0.78,14.7,90.0,1720000000.0,-1.3641594778858783,4.496627739016855,10.298483556341592,0.4537593290756274,1.6209176192478785,1.7350783055914467,7.0433906954574095,1.7815300948532076,12.34661420121118,,,,,,,,,,2.117480872338697,4.827008649999777,3.458373556762457,2.2179166410121427,-0.3848521941817438,-1.1384831209038997,,,,,,
29,29,29,29,1.77,-3.26,4.26,13.2,0.166,0.614,0.767,5.54,1.21,11.9,90.0,1770000000.0,-2.108624612033057,4.395335795592748,11.666407645624542,0.2270286346266113,0.9494358870406878,1.0329141193747022,6.380591868188787,1.5433004998469635,12.111189110035006,,,,,,,,,,2.4769588159305616,5.268158354206422,3.190488823335984,2.266298959265113,0.07193952233242401,-0.905657731287576,,,,,,
30,30,30,30,1.82,-3.45,4.7,10.3,1.03,0.0935,0.8220000000000001,6.54,-0.0569,8.23,90.0,1820000000.0,-2.6353605041182195,4.525751781538999,11.022212848702047,0.8597040213620898,0.37863911903026537,0.8799344230237178,6.4508700035904045,0.8762925058874858,10.065287692338023,,,,,,,,,,1.9174642139137457,5.2260695478206065,3.04576800753658,2.2974518217802715,0.3215822979708101,-0.4437810927780605,,,,,,
31,31,31,31,1.87,-2.04,3.88,6.2,0.256,0.486,1.07,6.99,-3.55,4.56,90.0,1870000000.0,-2.401572290909832,4.249328126096741,8.748773444854628,0.3840349034135352,0.4502347208073126,1.0177923627582277,6.688555769290379,-0.9687090777109582,7.163271231946527,,,,,,,,,,1.6270254430276452,4.1988421756057885,2.7595427783487176,2.446864441426083,0.3972963770054991,0.11390686996433608,,,,,,
32,32,32,32,1.92,-2.1,0.194,2.54,-0.73,1.57,0.495,8.03,-6.78,8.79,90.0,1920000000.0,-2.283149815223916,2.513384294794959,5.8216380880419685,-0.4937330107719203,1.196971064397562,0.6386018820901314,7.279957236720326,-3.3910165602631466,8.020772922236741,,,,,,,,,,2.165143908426445,3.0537738028413823,1.9454290772853315,2.4795167385101773,-0.3408734314367393,0.5958523933848466,,,,,,
33,33,33,33,1.97,0.455,-2.01,6.4,-1.34,2.49,1.36,7.33,-5.61,10.0,90.0,1970000000.0,-1.2079237792018094,0.5770820244188941,6.0943077039193145,-1.1605218378394628,2.059251472053452,1.1618446195307848,7.3020195213321175,-4.315950519165834,9.064087971297017,,,,,,,,,,2.265564734582952,2.627641627694645,1.7327998625322776,2.5893613149082286,-0.7492886011460725,-0.20243794125821665,,,,,,
34,34,34,34,2.02,-0.611,0.11,7.41,-1.2,1.94,0.527,4.34,-4.93,12.6,90.0,2020000000.0,-0.9735217093303438,0.3771405804792816,6.714592692966225,-1.1916274209870767,1.979726447511433,0.7013806725098729,5.996156102017442,-4.571903319060825,10.927982554763016,,,,,,,,,,2.692697262659783,2.8265097685452987,1.6056395693897108,2.3955877341103293,-0.5951479858111293,-0.3670539121930521,,,,,,
35,35,35,35,2.07,-2.73,0.804,8.96,-1.41,2.55,-0.017,3.27,-4.26,12.6,90.0,2070000000.0,-1.6632616172049326,0.5598641453600468,7.773193276240834,-1.3636870306345832,2.3600239435938195,0.1803265509282068,4.794277548676742,-4.441893451718482,11.80935760288108,,,,,,,,,,3.4669261799669444,3.168350834360309,1.1436839138424255,2.349528371873281,-0.4821915304023565,-0.5589034367369411,,,,,,
36,36,36,36,2.12,-3.69,1.75,9.18,-1.89,-0.524,0.0893,3.22,-4.29,13.3,90.0,2120000000.0,-2.459128197024312,1.069319591121218,8.43643451154795,-1.7783783616215136,0.4367589295636079,0.1143033939627098,4.100226913155119,-4.378580028128351,12.595123855854721,,,,,,,,,,3.0193597901378806,4.006283534233411,1.514840524627978,2.072984672293624,0.1978513269486088,0.4989684559833707,,,,,,
37,37,37,37,2.17,-3.88,1.86,10.5,-1.26,-0.057999999999999996,-0.6579999999999999,1.22,-7.78,9.54,90.0,2170000000.0,-3.01708103935906,1.407782167370251,9.40930548499925,-1.3699388303053508,0.10681973397159232,-0.44586181849628814,2.8304232894710384,-5.796386393374728,10.984668556830735,,,,,,,,,,3.0600798230393886,4.233705527857986,1.0352043207132242,2.2591833471797385,0.8429000732228923,0.5607742191678259,,,,,,
38,38,38,38,2.22,-6.09,-1.7,7.11,-1.22,0.0208,-0.4920000000000001,0.379,-7.29,15.3,90.0,2220000000.0,-4.223765422711601,0.07744952717100229,8.325294607671175,-1.25179938371998,0.04945587409398863,-0.4793266618653815,1.7496660121316132,-6.4189659958632825,13.259420396031553,,,,,,,,,,2.996155252117878,4.548345196262884,0.3378400910533728,1.7701961169448557,0.4301060984555352,1.0409052669665966,,,,,,
39,39,39,39,2.27,-7.26,-1.52,13.1,-2.24,1.86,-2.4,-4.33,-8.65,12.1,90.0,2270000000.0,-5.4160444869487945,-0.6063626175147719,10.576336641516894,-2.0304202192172145,1.2568509174680451,-1.8724248419084355,-0.9306720812110528,-7.348922749907594,12.648252348178726,,,,,,,,,,4.868015621381742,4.61228458966741,-1.13325420577822,1.9459830367376345,0.8071697194130187,0.3681493891798551,,,,,,
40,40,40,40,2.32,-12.5,-4.02,9.2,-0.833,2.95,-2.95,-4.95,-7.83,11.5,90.0,2320000000.0,-8.197796357072452,-2.0676211266704683,9.927460625086676,-1.0869515511862455,2.3859589144026643,-2.654009067441204,-2.7026703016441047,-7.5494490720773255,12.042971140967513,,,,,,,,,,5.428048547073465,4.8660972806437695,-2.9089047049500603,1.5791256798177349,0.2965085772917111,0.4041539170892087,,,,,,
41,41,41,41,2.37,-13.2,-3.71,8.18,-1.53,1.03,-1.18,-3.18,-7.01,13.2,90.0,2370000000.0,-10.162078710658632,-2.7706659741917945,9.103617896560282,-1.4360372753725443,1.4817124669111477,-1.5848843602044929,-2.9131103432551515,-7.324591817532079,12.65287863232686,,,,,,,,,,4.451295299323025,5.662045022069733,-3.1099949464286363,1.1315352030828263,0.1259513195778163,1.4680486349009925,,,,,,
42,42,42,42,2.42,-11.3,-2.7,9.87,-2.28,1.16,0.085,1.4,-6.95,12.8,90.0,2420000000.0,-10.608921607882381,-2.7404163678557256,9.464929808319427,-2.101010482567496,1.2671725009338353,-0.3736878997593174,-1.0115923960655149,-7.168451468700204,12.730431196988485,,,,,,,,,,3.8025016789653936,6.073271095637198,-2.7456841223634187,1.4304749670917998,-0.13699014960176356,1.716457511902448,,,,,,
43,43,43,43,2.47,-6.66,-2.19,8.92,-0.924,1.58,0.269,-1.5,-6.83,6.76,90.0,2470000000.0,-9.058245510055118,-2.5048024370631428,9.208021887623453,-1.173623024922513,1.4757873671669886,0.092464918953989,-1.226916316774235,-7.027375468326981,9.583222598043553,,,,,,,,,,2.9808189329272543,5.447849527370079,-2.276952943513071,1.503850885383294,0.1945301094154176,1.0270674866613598,,,,,,
44,44,44,44,2.52,-9.0,-2.23,2.44,-0.512,2.49,-0.667,1.07,-6.62,6.71,90.0,2520000000.0,-9.03537346403173,-2.3871691535960875,6.017228077913543,-0.6523185043060138,2.1521339362054834,-0.4583883244803739,-0.21427639434544066,-6.857570015473755,8.068653416104464,,,,,,,,,,3.1785392752382733,4.343013044869373,-2.5120395453120143,1.383966129545621,-0.3865713631347371,1.4217723622178655,,,,,,
45,45,45,45,2.57,-6.12,-1.73,2.19,-1.63,0.458,0.773,4.72,-6.74,8.27,90.0,2570000000.0,-7.890554599897968,-2.105858080525375,4.212875819190309,-1.4226511264752264,1.0223692059370566,0.4347592593278482,1.9610945158435635,-6.808563473527326,8.174789998918508,,,,,,,,,,2.2398685447132016,3.916704967200045,-1.4091167387831187,1.3942606432163762,-0.4894225354026187,2.25999521513706,,,,,,
46,46,46,46,2.62,-2.06,-0.898,4.26,-1.91,0.0177,1.67,0.44,-6.84,7.42,90.0,2620000000.0,-5.600992463120591,-1.5888163718334396,4.235092691194843,-1.8066419388465416,0.35238685485350274,1.3307010357611728,1.2904906333592203,-6.821667154135307,7.776915649885657,,,,,,,,,,1.4556262361213947,3.5505814026345015,-0.31083461427678244,1.2780768326624912,0.1084193332932027,2.0016566881919453,,,,,,
47,47,47,47,2.67,-6.08,-0.5579999999999999,3.64,-0.41,0.301,-0.0421,-1.62,-8.6,8.03,90.0,2670000000.0,-5.7890907504167055,-1.1475600246439996,3.954535419347589,-0.7062029311289144,0.3181185740542685,0.3349843289587973,0.007344649678500792,-7.56292581509808,7.9103245121265475,,,,,,,,,,1.7092690270639437,3.550849640113717,-0.7123661765428105,1.1475240655120136,0.3374179345643913,2.028326285963573,,,,,,
48,48,48,48,2.72,-8.06,-2.11,4.48,-0.204,-0.418,0.78,-5.71,-8.25,5.68,90.0,2720000000.0,-6.680839323306612,-1.5595468001938322,4.202266474896985,-0.310508313478,-0.17277580027561024,0.6577619915991846,-2.5132571270106516,-7.849317410584312,6.734647737576642,,,,,,,,,,1.0929151301586404,3.989469237464193,-1.1208960195416244,0.7033159076975414,0.8669964988047842,2.2133180868754643,,,,,,
49,49,49,49,2.77,-11.9,-1.52,2.12,0.0761,-0.069,0.92,-3.46,-11.9,9.19,90.0,2770000000.0,-8.730317031765594,-1.5426181929598597,3.2205788400287125,-0.005892753032609943,-0.10357097605775872,0.8479678376940175,-2.9306470158797966,-9.537754213819676,8.028943655977816,,,,,,,,,,0.8873134598263129,4.56899864439834,-1.9940075673824933,0.6480118045264281,0.5701295248098257,2.9977826767937628,,,,,,
50,50,50,50,2.82,-10.1,-5.24,6.25,0.425,-0.183,1.52,-1.72,-15.5,5.43,90.0,2820000000.0,-9.26816897232297,-3.1253376553691607,4.648803885169419,0.3336153143505092,-0.15653969726311992,1.3354045561582255,-2.396909920484265,-12.022983787142975,6.65895572609228,,,,,,,,,,0.12164484893127984,4.9395024477599865,-2.6166163382813488,1.202892463034287,0.6419352947941329,2.677145886374076,,,,,,
51,51,51,51,2.87,-7.02,-8.15,1.68,0.5489999999999999,-0.0941,0.87,-9.09,-11.4,6.81,90.0,2870000000.0,-8.385350286540817,-5.276219330147258,3.249156918333164,0.5033207555522132,-0.1149006224936889,0.9978384596965352,-5.347687956747417,-11.763306689775208,6.738576051679897,,,,,,,,,,0.08518121085961967,4.240174118527009,-2.9633425689842587,0.3060850188986193,0.7063793908865001,2.4040173375171867,,,,,,
52,52,52,52,2.92,-14.8,-4.35,3.52,0.546,-0.527,0.7290000000000001,-5.41,-11.7,6.49,90.0,2920000000.0,-10.904276941896756,-4.879737257568246,3.37684627708251,0.5369484937587776,-0.3897167657836176,0.8028451823780471,-5.375159356653169,-11.736918624391668,6.607543398952362,,,,,,,,,,0.2068197325187365,5.01991597228025,-3.6406751213091058,0.28063298044452994,0.6522662936192176,3.2189893634136437,,,,,,
53,53,53,53,2.97,-10.4,-4.22,2.56,0.174,0.277,0.202,-8.29,-11.0,1.5,90.0,2970000000.0,-10.706255598488932,-4.5973267712213985,2.991742875779954,0.25097492121854503,0.05489571979654606,0.3670416221996029,-6.660223107292079,-11.429750482696493,3.915190938881148,,,,,,,,,,0.7021243552632438,4.363241172835441,-3.886562499658767,0.19537019028566133,1.023000539272479,3.0649224343203536,,,,,,
54,54,54,54,3.02,-13.1,-3.31,-2.17,-1.52,0.0452,0.8740000000000001,-2.06,-11.6,3.3,90.0,3020000000.0,-11.64623948381792,-4.046267276066059,0.5582315970773459,-1.1444076781530372,0.04842994963634109,0.7347474482333259,-4.632125919741356,-11.500715367147794,3.5909037352851327,,,,,,,,,,0.8991223880614262,3.891618005252532,-3.8738990249386585,0.3060692917778053,0.5175739671467047,4.273159407358991,,,,,,
55,55,55,55,3.07,-6.83,-3.78,-0.129,-0.534,2.11,-1.75,-0.828,-7.49,5.12,90.0,3070000000.0,-9.75498206716397,-3.9322875754574067,0.2342352567789485,-0.6634566041446983,1.4232262213397475,-1.0674835232697084,-2.9550035748823738,-9.828937757350953,4.3969401133059085,,,,,,,,,,2.5599484435662543,2.730581515413012,-3.646144005796703,0.528978876576209,-0.1286680367676231,3.2108358681115203,,,,,,
