,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Time (s).1,Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Time (s).2,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Sitting,Walking,Running,Bikking,Unnamed: 16,Unnamed: 17,Unnamed: 18,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq,0,1,2,3,4,5,0_max_freq,1_max_freq,2_max_freq,3_max_freq,4_max_freq,5_max_freq,RPM
419,419,419,419,20.95098528,-3.710669756,-4.235894203,6.103791237,21.09349971,1.453099251,2.95177412,0.16391325,21.0913037,0.67231375,0.118504368,0.345815897,0,0,0,1,,,,-4.77439815,-5.798045348,6.738154411,0.591689665,0.086773897,0.266264909,1.336879905,2.769281932,0.20000565,0.103912307,0.431867217,0.030097554,2.198089656,2.584804022,2.591496968,3.07410999,3.047158883,2.008951018,-0.59379618,-1.012340266,0.181147759,-0.534243845,-2.006111798,0.032449252,2.531978225,2.720593932,2.315938146,1.699901158,3.092283336,3.119044301,64
420,420,420,420,21.00098528,-3.849453449,-6.632605076,8.054839134,21.14349971,-2.323218822,-2.278791904,0.825656891,21.1413037,0.817160904,-0.292977631,0.300918639,0,0,0,1,,,,-4.280976995,-6.386901353,7.361208994,0.771558212,-0.186246894,0.292342665,-1.253778777,-0.839546427,0.648049323,0.118807061,0.470642767,0.034929035,2.102171588,2.271021791,2.549476371,3.044654278,3.085730156,2.028657194,1.453459868,0.261344216,-0.224279196,0.713209279,-0.1335867,0.031298808,2.168174879,3.037330577,2.518260995,1.828200632,3.064107605,3.159585271,64
421,421,421,421,21.05098528,-6.526124477,-10.6857481,11.39462185,21.19349971,-0.962540627,-2.210288048,1.285772324,21.1913037,1.033782601,-0.376740038,0.49280104,0,0,0,1,,,,-5.478673746,-9.420119514,9.269818033,0.980746399,-0.323201152,0.443192361,-1.047637167,-1.819478852,1.10473787,0.124901716,0.473813666,0.035590971,1.645148882,2.089808288,2.079237738,2.962318883,2.930177344,2.022339825,2.803767105,0.124361485,-2.245260005,0.885333997,-0.504406841,-0.301292006,1.625793557,2.941542083,2.427099469,1.883211234,3.013563388,3.128489958,64
422,422,422,422,21.10098528,-5.939583778,-7.851150036,6.649653912,21.24349971,-0.962540627,-2.210288048,1.285772324,21.2413037,1.450609565,-0.303209305,0.709575474,0,0,0,1,,,,-5.724550889,-8.313072207,8.029957621,1.355577375,-0.308828096,0.643651991,-0.987404887,-2.098865278,1.23438093,0.1392194,0.482822158,0.041177376,1.201673201,1.993164983,1.580704482,2.96865736,2.825678287,2.317426464,2.875959412,0.053438364,-0.985792662,0.407258547,-0.154813802,-0.393711353,1.368986027,2.855752918,2.535215066,1.833122815,3.137837755,3.307700863,64
423,423,423,423,21.15098528,-4.881358147,-8.011468887,7.45872736,21.29349971,-0.962540627,-2.210288048,1.285772324,21.2913037,1.974029303,-0.751800239,0.688272178,0,0,0,1,,,,-5.274741148,-8.10026428,7.759651734,1.848944288,-0.627301086,0.677229743,-0.969805686,-2.178520542,1.271183524,0.150137595,0.498286421,0.041337748,0.866210406,1.918273025,1.271116747,3.065590497,2.774045405,2.67108375,3.247173916,-0.228116202,-0.493407396,0.653564437,-0.194385735,0.092348575,1.425459081,2.938434666,2.391217159,1.981462161,3.221757973,3.516586042,64
424,424,424,424,21.20098528,-6.008975983,-7.065706253,8.794520378,21.34349971,-0.995390415,-2.440012693,-0.04889679,21.3413037,2.048094511,-0.558314383,1.073334932,0,0,0,1,,,,-5.666426186,-7.370291713,8.249351083,2.007815376,-0.577703381,0.975308321,-0.987914843,-2.365459228,0.325842743,0.138914442,0.498429217,0.040513445,0.764563311,2.025251063,1.190054043,3.134672362,2.790984178,2.84478764,3.349315103,-0.881607897,-1.075331627,0.650507662,0.27668468,0.028341149,1.52758976,2.724760795,2.356151232,1.908886052,3.386936873,3.135121154,64
425,425,425,425,21.25098528,-2.717050076,-3.912863255,4.502095699,21.39349971,-1.638953686,-3.628636122,-0.260404587,21.3913037,1.752902508,-0.664525449,0.897029221,0,0,0,1,,,,-4.093051513,-4.930768881,6.476151623,1.804459918,-0.640123748,0.916401436,-1.448727394,-3.268494474,-0.093982856,0.128822563,0.456386507,0.040724718,0.904125559,2.383888934,1.272765843,3.160985619,2.875719389,2.908184209,2.809069346,-0.576108729,0.965031318,0.998896695,1.412535764,0.227965083,1.798083668,2.503373231,2.644457413,1.679727223,3.387994585,2.964086972,64
426,426,426,426,21.30098528,-6.119045734,-7.032206535,8.373383522,21.44349971,-1.638953686,-3.628636122,-0.260404587,21.4413037,1.21696043,-0.068720318,0.75958854,0,0,0,1,,,,-5.173838729,-6.413519775,7.373920852,1.335785158,-0.229315616,0.798396001,-1.583371684,-3.525956911,-0.2131614,0.116499787,0.365890855,0.033726022,1.233444722,2.68296422,1.388572416,3.062546615,2.796417254,3.006345697,2.755383877,-0.22062576,-0.267509271,0.669649388,1.453392307,-0.573674816,2.129034823,2.22759714,2.547085664,1.6525742,3.379284138,2.932100708,64
427,427,427,427,21.35098528,-5.695217133,-6.084349632,8.071588516,21.49349971,1.266399384,-1.09013772,-3.45638752,21.4913037,0.295497358,0.221737549,0.420873761,0,0,0,1,,,,-5.451973339,-6.181261006,7.704056858,0.5059008,0.094967191,0.514301535,0.433728047,-1.784608892,-2.535712447,0.09953443,0.294516388,0.028276541,1.732339428,2.773824416,1.686651288,3.098212055,2.822951013,2.700166967,0.696630942,-1.582836403,-0.84726836,0.022486913,1.09870638,-0.847500134,2.453588496,2.112504245,2.390339148,1.835104098,3.305835953,3.111894226,64
428,428,428,428,21.40098528,-2.958725214,-1.16919291,9.40977478,21.54349971,3.390577316,0.799694538,-4.797171593,21.5413037,-0.184017733,0.409802169,-0.08880192,0,0,0,1,,,,-4.121924778,-2.644801843,8.511201765,-0.044478238,0.321316496,0.060451838,2.526618923,0.062889344,-4.155196908,0.09584523,0.307170428,0.028524451,2.084727713,2.901166756,2.078429403,3.136446261,2.686351658,2.23282951,-1.825989389,-2.793320023,-1.838421651,0.332032867,0.787862438,-0.402636832,2.412016858,2.433673366,2.53389426,1.705002598,2.856148647,3.234522663,64
429,429,429,429,21.45098528,-2.958725214,-1.16919291,9.40977478,21.59349971,3.390577316,0.799694538,-4.797171593,21.5913037,-0.951700032,0.448056459,-0.330850154,0,0,0,1,,,,-3.501404144,-1.603628692,8.936406087,-0.768209859,0.412435669,-0.23401222,3.138138305,0.589625593,-4.614930186,0.103473144,0.361473645,0.030572833,1.917254179,2.41910542,2.148746639,2.997306523,2.679809298,1.712571389,-2.901047739,-2.847547689,-2.34492565,0.547358619,0.725755804,-0.226036527,2.397381092,2.626602065,2.431884791,1.328303176,2.790409215,3.222185768,64
430,430,430,430,21.45098528,-2.113759756,-1.47308147,5.033601761,21.64349971,3.390577316,0.799694538,-4.797171593,21.6413037,-1.552315593,0.650017858,-0.68010205,0,0,0,1,,,,-2.761151137,-1.511516033,7.089600942,-1.393726262,0.583244401,-0.569705429,3.316817451,0.739802233,-4.745437574,0.126806094,0.422142342,0.032144096,2.017323076,1.786088619,2.21119677,2.784803516,2.674936077,1.483761957,-3.91483596,-2.321305494,-0.387938778,0.172997448,0.905833268,-0.526749751,1.764558475,2.765497183,2.531985608,1.400545629,2.547445783,2.96381366,64
431,431,431,431,21.55098528,-1.543968797,0.906580687,5.083850861,21.69349971,1.376053572,1.357735872,-0.468235016,21.6913037,-1.796959877,0.703619659,-1.050275564,0,0,0,1,,,,-2.111832842,0.194665954,6.14048096,-1.715403849,0.669787695,-0.931345888,1.943123142,1.181558141,-1.682431508,0.137062775,0.43216388,0.036349846,1.398466705,1.557814013,1.78116933,2.650805598,2.746039667,1.735565073,-3.994400891,-0.094793676,0.532114113,0.265067655,0.381505891,-0.083546613,1.111942138,2.998144023,2.622824717,1.611961327,2.933539099,2.948322045,64
432,432,432,432,21.60098528,-3.116950512,-0.415154725,4.968995094,21.74349971,0.263924599,1.139662743,-0.165807724,21.7413037,-1.901109338,0.476995349,-1.238492846,0,0,0,1,,,,-2.648023082,-0.235616693,5.586134407,-1.863549468,0.531180435,-1.162481281,0.754567693,1.15160745,-0.596341292,0.136710486,0.44735026,0.042114641,0.791230839,1.510067803,1.100051674,2.631117635,2.503955996,2.148375093,-3.498161791,1.012503831,1.106370906,-0.023653762,0.31962864,0.299628719,0.878046945,2.894303323,2.592087902,1.59888288,3.130006565,3.20876969,64
433,433,433,433,21.65098528,-3.179163933,-1.96151638,7.554440022,21.79349971,0.263924599,1.139662743,-0.165807724,21.7913037,-1.929361105,0.220897645,-1.192068458,0,0,0,1,,,,-2.931365569,-1.4533922,6.517535685,-1.91605037,0.308103906,-1.184746335,0.407285041,1.143068272,-0.288026006,0.132078498,0.488340337,0.049865691,0.45608706,1.315197861,0.700311795,2.758983705,2.341936247,2.374210251,-2.890150794,1.141945325,0.211443407,0.235497701,0.003352327,0.63261708,0.905317554,2.864484447,2.649056632,1.750109272,3.308931139,3.113684354,64
434,434,434,434,21.70098528,-4.632205486,-3.103491068,7.463512897,21.84349971,0.263924599,1.139662743,-0.165807724,21.8413037,-1.446028233,-0.040086851,-0.86503607,0,0,0,1,,,,-3.838695916,-2.617683496,6.965171651,-1.541092575,0.057773602,-0.944156755,0.305812922,1.140633686,-0.200502599,0.140392959,0.473455849,0.043968,0.455296621,1.565067933,0.642224164,2.934149449,2.516927668,2.737144565,-2.015336482,0.813973364,-0.210647787,0.040889722,-0.254750166,0.862573111,1.098842731,2.782875884,2.448819951,1.869288911,3.401132598,2.87963488,64
435,435,435,435,21.75098528,-4.505385876,-5.665306568,6.661618233,21.89349971,-1.244752407,-1.19417429,1.734921932,21.8913037,-1.002476692,0.045813546,-0.427593082,0,0,0,1,,,,-4.194348453,-4.768052233,6.821530318,-1.111414465,0.049174969,-0.555430303,-0.791694504,-0.528502208,1.185500752,0.128505151,0.45040977,0.042833082,0.62606471,2.030046779,0.768549185,2.840294767,2.591797778,2.66369308,-0.355514477,1.630237578,0.029307665,0.22594082,-0.028954349,0.210100822,1.395246207,2.026846826,2.578241442,1.654774431,3.427683735,2.81194952,64
436,436,436,436,21.80098528,-4.596313,-5.856732368,5.081458092,21.94349971,-1.927132607,-3.385773182,2.444280624,21.9413037,-0.402013838,0.205855534,-0.175389513,0,0,0,1,,,,-4.408780527,-5.536212754,5.998128971,-0.545493685,0.161819813,-0.269440568,-1.595370251,-2.571142798,2.086942835,0.117904804,0.366216112,0.041686654,0.959948322,2.371170119,1.024276459,2.94776459,2.580986601,2.855489654,0.848430798,2.285332714,0.906991149,0.218833646,0.748995055,-0.589929546,1.736905251,1.781215772,2.712247393,1.681450377,3.363281782,2.67589815,64
437,437,437,437,21.85098528,-6.085546017,-8.492725372,7.607082367,21.99349971,-1.927132607,-3.385773182,2.444280624,21.9913037,-0.066047862,0.152024612,-0.12216945,0,0,0,1,,,,-5.303268126,-7.622294974,6.75948495,-0.163018192,0.154777594,-0.158615548,-1.830195345,-3.153515665,2.34284089,0.091626144,0.278060407,0.031969728,1.442056024,2.555976856,1.382148459,3.041083021,2.674471407,2.458415052,1.811858688,2.284733811,0.086087455,0.158041769,0.604002496,-0.956728712,2.130124697,1.722594885,2.48250915,1.842947851,3.159001251,2.739623623,64
438,438,438,438,21.90098528,-5.692824364,-10.35045338,8.667700768,22.04349971,-1.927132607,-3.385773182,2.444280624,22.0413037,0.148435891,-0.250676453,0.070476502,0,0,0,1,,,,-5.511080862,-9.547253015,7.662451765,0.085442735,-0.136721916,0.013781669,-1.898808619,-3.319554741,2.415484287,0.09293814,0.336170307,0.035277195,1.738378135,2.594894388,1.852586627,3.11693014,2.754586136,1.912747695,2.713968521,1.980743215,-0.683768672,0.483176123,0.223165165,-0.769194455,2.353850484,1.904783962,2.737548378,1.405433449,2.999598228,2.946288814,64
439,439,439,439,21.95098528,-5.300401211,-6.70199728,8.950352669,22.09349971,-2.202824593,-0.734810352,0.339293003,22.0913037,0.661547601,-0.132553861,0.475620955,0,0,0,1,,,,-5.39869166,-7.539672407,8.271885858,0.545027493,-0.13372531,0.361326718,-2.113994514,-1.471741267,0.92867453,0.119115316,0.377682554,0.032404664,1.438860266,2.35066816,1.991248996,3.04939849,2.701378263,1.5402157,2.214653951,0.753537616,-1.317237374,0.610786277,0.080878476,-0.152092199,2.162029531,2.337193619,2.56907229,1.602015964,2.816045615,3.113836859,64
440,440,440,440,22.00098528,-5.300401211,-6.70199728,8.950352669,22.14349971,-2.202824593,-0.734810352,0.339293003,22.1413037,1.032179117,-0.471115947,0.477606207,0,0,0,1,,,,-5.34625762,-6.948618211,8.592936029,0.93365025,-0.376290913,0.4488298,-2.176869434,-0.944915141,0.506604458,0.123479202,0.398480033,0.031734256,1.620549297,1.640364412,2.077719782,2.834976877,2.830487931,1.430084596,2.37965506,0.212483475,-1.546315509,0.770993279,-0.03443182,0.443916289,1.534899478,2.595149289,2.570157822,1.613705223,2.821501802,2.776086151,64
441,441,441,441,22.05098528,-6.995417118,-7.774580002,7.11625433,22.19349971,-2.202824593,-0.734810352,0.339293003,22.1913037,1.448624253,-0.534873128,0.664907217,0,0,0,1,,,,-6.226018522,-7.531407608,7.894170953,1.34446817,-0.49030294,0.611433196,-2.195240785,-0.794712877,0.386788762,0.13932307,0.439159289,0.035336701,1.021447251,1.406924453,1.536580016,2.292964565,2.31370981,1.647957022,2.80177225,-0.060984343,-0.818741442,0.14866337,-0.091479236,0.47974079,0.793887046,2.715137758,2.474118727,1.492392983,2.754636179,2.803827973,64
442,442,442,442,22.10098528,-4.685146809,-9.646664619,8.801698685,22.24349971,0.878829002,1.068093777,-1.559874058,22.2413037,2.187825918,-0.467527211,0.814106703,0,0,0,1,,,,-5.40402484,-9.023909286,8.323612643,2.01725257,-0.473928424,0.763949831,-0.01937992,0.536992977,-1.007262594,0.142087678,0.452516691,0.041341111,0.563018419,1.407352681,0.868529587,2.595920566,2.501100545,2.043327607,2.126634043,-1.970373546,-1.077864547,0.343869586,-1.12299932,0.117504565,0.673996764,2.957352284,2.509654456,1.632240301,3.192534069,3.109512102,64
443,443,443,443,22.15098528,-3.760919094,-6.824030876,5.481059551,22.29349971,0.710902929,0.255647898,0.348108769,22.2913037,2.141630411,-0.307714313,1.313245296,0,0,0,1,,,,-4.527493374,-7.471699697,6.978517876,2.116474367,-0.354429476,1.177307736,0.497522422,0.335861588,-0.036649057,0.140391007,0.474985793,0.043007298,0.39036434,1.321528378,0.646084847,2.870617014,2.638537404,2.410244962,1.89670249,-1.839677101,0.360924453,0.32322828,-1.130756098,-0.21905557,0.921735475,3.0694244,2.448265411,1.632110256,3.300003228,3.079466432,64
444,444,444,444,22.20098528,-3.076272726,-3.754936934,6.611069679,22.34349971,0.710902929,0.255647898,0.348108769,22.3413037,1.629358649,-0.516853154,1.188021541,0,0,0,1,,,,-3.753324965,-4.849193482,6.804641565,1.727880254,-0.471203307,1.185370129,0.648555524,0.278517451,0.238885136,0.150998493,0.510017685,0.049180178,0.38681036,1.488667969,0.64036248,2.92449457,2.556538064,2.723563782,1.388846883,-1.679536412,0.554634809,0.628272767,-0.830175731,0.339341672,1.143073076,2.621557958,2.656526478,1.752437733,3.540974811,3.000202288,64
445,445,445,445,22.25098528,-4.61067009,-4.144967079,9.627820969,22.39349971,0.710902929,0.255647898,0.348108769,22.3913037,1.198558688,-0.165768668,0.761268377,0,0,0,1,,,,-4.210684438,-4.352299212,8.140568712,1.305616638,-0.251612337,0.866223472,0.692685712,0.262168187,0.317102766,0.128355112,0.427956686,0.044873316,0.558086918,1.970938782,0.684174128,3.088157675,2.725620792,2.803119187,1.01451478,-1.353958161,-1.093349407,0.719819321,-0.806932493,0.273414925,1.430170292,2.237522961,2.637279987,1.775185354,3.561254038,2.641601398,64
446,446,446,446,22.30098528,-7.016952515,-8.966803551,7.638188839,22.44349971,1.911648273,1.094635963,-1.610524178,22.4413037,0.534338653,0.191500619,0.409802169,0,0,0,1,,,,-5.707716676,-7.608241837,7.902842796,0.690333507,0.06696189,0.522755584,1.555481002,0.857292866,-1.063316548,0.108657372,0.344272361,0.036441498,0.904755406,2.364834992,0.83974828,3.09599668,2.794176368,3.014398287,0.335271633,-1.722156644,-1.067841795,-0.420641657,-1.110571504,-0.608033783,1.844347806,1.772278806,2.502460945,1.752496888,3.501753119,2.86128787,64
447,447,447,447,22.35098528,-4.266103745,-4.916054249,6.965506554,22.49349971,3.82335186,1.608734369,-4.476056099,22.4913037,-0.092467003,0.485241801,-0.122474879,0,0,0,1,,,,-4.9386736,-5.7086644,7.459295733,0.065858339,0.367682502,0.037204311,3.160705278,1.394492498,-3.507260178,0.108189105,0.276736667,0.031473939,1.338220188,2.548471687,1.244011432,3.109184945,2.913388753,2.341842312,-1.8176084,-2.765548236,-0.732424812,-0.62387124,-0.511476375,-0.820407071,2.204690869,1.619288261,2.54807398,1.776412419,3.402711556,2.748630181,64
448,448,448,448,22.40098528,-2.59740901,-0.21385853,6.659225464,22.54349971,3.82335186,1.608734369,-4.476056099,22.5413037,-0.720036209,0.665441752,-0.453325033,0,0,0,1,,,,-3.6897022,-1.831590865,7.080702863,-0.561085082,0.581755283,-0.331930689,3.629733916,1.54765233,-4.201037885,0.101486745,0.298446077,0.031796319,1.700341212,2.703868096,1.871954765,2.977803537,2.787369121,1.753134724,-3.473331571,-2.719114765,-0.460256434,-0.345374205,0.206448297,-0.54066136,2.143724091,1.819178845,2.522673835,1.912656287,3.151799272,2.76307786,64
449,449,449,449,22.45098528,0.136689991,0.61914283,4.559523582,22.59349971,3.82335186,1.608734369,-4.476056099,22.5913037,-1.320040941,0.645131051,-0.862058222,0,0,0,1,,,,-1.648474382,-0.102380593,5.88768203,-1.1665383,0.62731903,-0.730864269,3.766778855,1.5913194,-4.397984942,0.100004665,0.348898759,0.036371833,1.490024332,2.148973478,2.082387108,2.737926867,2.834374744,1.725574443,-4.720949146,-2.297785345,0.956467789,0.182583255,0.561813311,-0.360200153,2.124573833,2.145061183,2.705895929,1.627256317,2.872730867,3.126196403,64
450,450,450,450,22.50098528,-1.563111424,1.04536438,5.600999832,22.64349971,0.476399422,1.978322744,1.346205711,22.6413037,-1.879118919,0.612756133,-1.222916245,0,0,0,1,,,,-1.602936645,0.707455417,5.752024151,-1.734995903,0.616849095,-1.101145086,1.437811611,1.867985053,-0.284433952,0.139993771,0.40988478,0.034373581,1.564802102,1.506524112,2.142316332,2.493386792,2.804847074,1.66461462,-4.051911922,0.74070658,0.987341396,0.393347314,-0.195637667,0.31067346,1.344695809,2.406814597,2.734779913,1.52519232,2.720709606,2.932425899,64
451,451,451,451,22.55098528,-1.563111424,1.04536438,5.600999832,22.69349971,0.476399422,1.978322744,1.346205711,22.6913037,-2.022515297,0.530215442,-1.375780702,0,0,0,1,,,,-1.581691476,0.9458802,5.680559515,-1.964363053,0.554564189,-1.30781492,0.757313346,1.946864602,0.883305736,0.154266068,0.443969578,0.038849608,0.940244329,1.361595054,1.425074138,2.587939617,2.637939708,1.741309809,-3.898687628,1.677477026,1.046069753,0.446777578,-0.403415241,0.639306859,0.909996745,2.755262026,2.756587446,1.884047536,2.857221742,3.114899373,64
452,452,452,452,22.60098528,-5.034498692,-1.535593987,9.254241943,22.74349971,0.476399422,1.978322744,1.346205711,22.7413037,-1.644706249,0.036345411,-1.258574367,0,0,0,1,,,,-3.423626591,-0.805020218,7.371624336,-1.709358446,0.181992942,-1.270760232,0.558479339,1.969353781,1.214799373,0.142606898,0.486367767,0.042457249,0.594637805,1.389429334,0.885700551,2.738772127,2.717566759,2.105371428,-2.669964982,1.505185779,-0.787014637,0.194888219,-0.896678727,1.204487931,1.00058907,2.964534888,2.706266266,1.728298935,3.143488024,3.282330093,64
453,453,453,453,22.65098528,-3.940380573,-3.378964663,5.955137253,22.79349971,-0.727161408,1.73038435,-0.690039635,22.7913037,-1.380972981,-0.20211409,-0.772416353,0,0,0,1,,,,-3.699294257,-2.621166616,6.701343324,-1.447390594,-0.09415922,-0.895744608,-0.351511514,1.798516411,-0.14930096,0.170700051,0.526199307,0.047572965,0.523993735,1.379309387,0.803615797,2.709211061,2.530457532,2.418925507,-1.860278893,0.900996809,0.178965639,0.086202799,-0.45205262,1.301048532,1.050092253,3.05270763,2.711540584,1.85312126,3.129754613,3.073184136,64
454,454,454,454,22.70098528,-2.908475876,-2.363809586,6.364609241,22.84349971,-1.885530472,-3.528781891,1.986575127,22.8413037,-1.066615701,-0.020387027,-0.471345007,0,0,0,1,,,,-3.277424151,-2.439578375,6.542000917,-1.143629339,-0.041121007,-0.576373813,-1.437307234,-2.009927327,1.380250498,0.155501974,0.490758548,0.050110451,0.55041949,1.552596658,0.794809751,2.957791137,2.564799839,2.785062902,-0.208211314,2.104359763,0.392104959,0.837409487,1.070282287,0.465703023,1.110872621,2.643610859,2.805450479,1.930755028,3.639969864,3.016865446,64
455,455,455,455,22.75098528,-5.18046093,-5.002195835,6.579963207,22.89349971,-1.885530472,-3.528781891,1.986575127,22.8913037,-0.442406118,0.15889664,-0.130797669,0,0,0,1,,,,-4.292618469,-4.247732579,6.559964654,-0.584232043,0.102680853,-0.241067165,-1.754564638,-3.095744532,1.814453927,0.126266619,0.396227363,0.048352184,0.619104122,1.961134481,0.788138802,3.006936727,2.720687256,3.021740716,0.902033687,2.19374966,0.296026747,0.536276772,1.248830666,-0.343093904,1.284647374,2.14722968,2.875257829,1.740382551,3.569846628,2.653030709,64
456,456,456,456,22.80098528,-6.47108984,-10.85803127,8.550452232,22.94349971,-1.885530472,-3.528781891,1.986575127,22.9413037,0.086434886,-0.054212693,0.051005747,0,0,0,1,,,,-5.454746171,-8.911885368,7.501862427,-0.049210875,-0.010117113,-0.021275351,-1.847263715,-3.405319541,1.937713995,0.111065586,0.334553383,0.035312026,0.80430761,2.225283969,0.838380238,3.045566664,2.862110919,2.962641473,2.352782486,1.891857507,-0.581435304,0.414171774,0.551389429,-0.910992097,1.769533223,1.75644614,2.67261343,1.920853261,3.55216461,2.794398462,64
457,457,457,457,22.85098528,-6.834798813,-11.69133186,9.337990761,22.99349971,-0.357487202,1.532451153,0.966047764,22.9913037,0.268161953,-0.032527618,0.213185698,0,0,0,1,,,,-6.190949284,-10.87303171,8.370717479,0.203971701,-0.026229053,0.155162166,-0.792783291,0.124653967,1.241880791,0.095824919,0.274256976,0.032911631,1.119992261,2.549033395,1.142821671,3.115125664,2.948423797,2.396058497,1.754281045,0.549934087,-1.493273633,-0.133328712,-1.488366901,-0.582809472,2.296200003,1.91565608,2.721861009,1.855158455,3.303377629,2.965941104,64
458,458,458,458,22.90098528,-5.094319344,-7.946863174,8.437990189,23.04349971,0.399600267,2.334320068,-0.312153339,23.0413037,0.902526796,-0.260908127,0.417437732,0,0,0,1,,,,-5.605940893,-8.808359936,8.402550893,0.761240513,-0.194950602,0.352530769,0.051199084,1.704326917,0.12900014,0.109120352,0.312723479,0.030924755,1.56667922,3.123246898,1.710572232,3.101694913,2.859128202,2.103178718,1.061152546,-0.82070332,-1.422047966,-0.034494699,-1.850705009,0.122950949,2.545889997,2.109387346,2.552095953,1.624051908,3.096777488,3.074650134,64
459,459,459,459,22.95098528,-4.304389,-4.992624283,6.424429893,23.09349971,0.399600267,2.334320068,-0.312153339,23.0913037,1.159159064,-0.05413634,0.627492845,0,0,0,1,,,,-4.911614802,-6.116019557,7.46650498,1.078678035,-0.093712771,0.559446272,0.297801326,2.154704076,-0.186920316,0.121665462,0.362737288,0.032833602,1.677968194,2.268564135,2.133824579,2.955562888,2.942159714,1.8287556,0.419632616,-1.233155389,-0.453465997,-0.069905086,-1.558659044,0.246023881,2.270376855,2.253871898,2.757050057,1.719112693,3.035027843,3.047910373,64
460,460,460,460,23.00098528,-3.432803154,-4.528117657,5.909673691,23.14349971,0.399600267,2.334320068,-0.312153339,23.1413037,1.532004952,-0.583206415,0.534109592,0,0,0,1,,,,-4.122727693,-4.995613745,6.729813156,1.440317302,-0.445632202,0.540379818,0.369855752,2.283110139,-0.276602651,0.130920293,0.421746289,0.035210731,1.753231402,1.741604868,2.366377721,2.781534486,3.077574243,1.743848572,0.426276193,-1.509132422,0.550687409,0.153045315,-1.491034265,0.941479806,1.603827444,2.538381569,2.740196036,1.637591027,2.851349251,2.885137128,64
461,461,461,461,23.05098528,-8.448458672,-10.93220806,12.29013538,23.19349971,0.091853142,-1.866346359,0.550700665,23.1913037,1.941730738,-0.335355133,0.984685779,0,0,0,1,,,,-6.430332864,-9.184408264,9.360954982,1.840317347,-0.366348959,0.874730623,0.173082405,-0.683303739,0.31584885,0.151964862,0.502854511,0.043787632,1.133471686,1.555515811,1.493026763,2.82193377,3.051192695,1.836520237,2.802580856,-1.372959002,-2.413222578,0.24887578,-1.061002113,-0.271905981,1.372819938,2.863376124,2.863658367,1.756490037,3.02034983,3.216309393,64
462,462,462,462,23.10098528,-8.448458672,-10.93220806,12.29013538,23.24349971,0.091853142,-1.866346359,0.550700665,23.2413037,2.290371895,-0.580610335,0.942919076,0,0,0,1,,,,-7.506922595,-10.41763624,10.74704175,2.199346098,-0.520391289,0.926044056,0.115587427,-1.529051622,0.484031797,0.175796044,0.561683322,0.046501399,0.882451184,1.354459201,1.216412034,2.665340947,2.812520403,1.919304158,3.834570686,-1.518392206,-3.918497568,0.317880146,-1.032366821,-0.258457987,1.233264081,2.85954138,2.673917214,1.573448678,2.962356271,3.425165873,64
463,463,463,463,23.15098528,-5.197210789,-7.168896675,8.794520378,23.29349971,0.091853142,-1.866346359,0.550700665,23.2913037,1.619966984,-0.475926369,1.106626153,0,0,0,1,,,,-6.274783349,-8.125361957,9.823109569,1.737149325,-0.488423419,1.06193638,0.098788035,-1.770180982,0.531774952,0.194457627,0.574100081,0.053772392,0.77601239,1.308092505,1.086024384,2.571820768,2.461466042,2.440053271,3.19265979,-1.304940667,-2.885715031,0.631485419,-0.510502352,-0.131311547,1.068456405,2.985764785,2.626399139,1.731480868,3.172883268,3.341629923,64
464,464,464,464,23.20098528,-2.707478762,-3.460320711,6.429215431,23.34349971,0.091853142,-1.866346359,0.550700665,23.3413037,1.270867705,-0.097353779,0.479515106,0,0,0,1,,,,-4.371768447,-4.833761056,8.217120482,1.365175509,-0.207265519,0.623650516,0.09387944,-1.838928855,0.545328103,0.16359739,0.484545025,0.056817907,0.715520054,1.456322814,1.000391988,2.71205972,2.591945544,3.008322922,1.678062891,-0.668177312,-1.205207621,0.934777213,0.170353148,-0.146235653,1.042714086,2.653108495,2.685778445,1.807883354,3.439464001,2.894774553,64
