,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq,0,1,2,3,4,5,0_max_freq,1_max_freq,2_max_freq,3_max_freq,4_max_freq,5_max_freq
0,0,0,0,0.0519,-2.34,3.11,7.98,-1.49,-1.12,0.569,-4.55,-2.49,0.238,0,0,0,1,30,51900000,-2.082679012,2.537019732,8.144270589,-1.397321198,-0.614056814,0.549690478,-4.13519948,-2.508748083,0.635029025,,,,,,,,,,-0.741764703,0.534929719,1.39518388,-0.946889172,5.098545558,-0.938495962,,,,,,
1,1,1,1,0.102,-0.953,2.2,9.79,-1.32,0.853,0.0899,-3.43,-2.76,1.7,0,0,0,1,30,102000000,-1.542151587,2.301163482,9.010455109,-1.340691408,0.362368205,0.23258832,-3.823971803,-2.623105612,1.222474036,,,,,,,,,,-0.407478722,-0.620962664,1.711908872,-0.025201536,5.297236198,-1.848571453,,,,,,
2,2,2,2,0.152,-3.67,0.35,9.96,-1.2,1.86,1.28,-5.58,-4.03,1.4,0,0,0,1,30,152000000,-2.73631409,0.85229411,9.579681084,-1.234007575,1.41298845,0.986500321,-4.750907509,-3.383416761,1.332722449,,,,,,,,,,-1.499475904,-0.859887717,2.334625271,-0.775268958,6.133580462,-3.907190575,,,,,,
3,3,3,3,0.202,-4.57,-0.182,11.7,0.814,1.29,2.08,-6.12,-4.15,2.87,0,0,0,1,30,202000000,-3.793575263,0.08136402,10.87492705,0.322039458,1.326319673,1.776150206,-5.498966453,-3.810977537,2.302347414,,,,,,,,,,-2.23327836,1.134208183,3.697976648,-0.785206129,6.833315004,-4.794804019,,,,,,
4,4,4,4,0.252,-2.56,3.67,8.79,0.00458,1.43,1.11,-3.8,-0.456,-0.0156,0,0,0,1,30,252000000,-3.078946731,2.756871126,9.597717554,0.080810754,1.399410769,1.294982005,-4.564243294,-1.928457904,0.837261958,,,,,,,,,,-0.23390785,0.186911677,2.811982944,-1.849105886,5.112513176,-3.882033578,,,,,,
5,5,5,5,0.302,-2.21,3.24,8.62,-0.404,0.597,1.19,-3.14,-0.744,-0.291,0,0,0,1,30,302000000,-2.57513243,3.117073474,8.998523573,-0.287586027,0.833718964,1.219150832,-3.77957725,-1.263077508,0.123929437,,,,,,,,,,0.630100097,0.333007383,2.087811577,-1.957103065,4.281932459,-2.98374144,,,,,,
6,6,6,6,0.352,-2.87,2.43,7.74,-0.738,-0.00244,1.18,-3.78,-1.26,-1.3,0,0,0,1,30,352000000,-2.746121438,2.604817395,8.227189017,-0.62984557,0.244233258,1.190871094,-3.779810207,-1.261348301,-0.776370293,,,,,,,,,,0.46261803,0.547565968,1.398510224,-2.571230977,4.127651642,-2.051028148,,,,,,
7,7,7,7,0.402,-2.51,2.38,6.66,-1.67,0.599,1.34,-3.62,-0.781,-2.56,0,0,0,1,30,402000000,-2.609194757,2.437202079,7.266667985,-1.420235773,0.49434116,1.298590953,-3.691735472,-0.991436997,-1.904101484,,,,,,,,,,0.694008454,-0.268673678,0.465392655,-3.500016978,3.759405143,-2.250816995,,,,,,
8,8,8,8,0.452,-1.28,1.18,9.22,-2.05,0.985,0.626,-2.14,-0.974,-0.309,0,0,0,1,30,452000000,-1.838391991,1.499879411,8.463855556,-1.898779578,0.840252015,0.812760336,-2.83653269,-0.981638925,-0.895569825,,,,,,,,,,1.155747347,-1.229436856,0.927457038,-1.725149918,3.635972657,-2.400175092,,,,,,
9,9,9,9,0.502,-2.64,0.481,10.5,-0.937,0.47,0.371,-1.48,-0.225,-0.484,0,0,0,1,30,502000000,-2.303246547,0.740241212,9.711798551,-1.167944632,0.579227088,0.49366491,-2.088909616,-0.556473705,-0.635347362,,,,,,,,,,1.679340487,-0.795170069,1.795463432,-0.947678598,3.208629377,-1.544403255,,,,,,
10,10,10,10,0.552,-4.19,0.215,10.9,-0.747,-0.929,1.23,-4.55,-0.669,1.16,0,0,0,1,30,552000000,-3.397379797,0.348641104,10.44004121,-0.848078144,-0.484061846,1.025539643,-3.445286051,-0.619703724,0.499793453,,,,,,,,,,0.502818038,1.192068186,3.369584234,-1.260041447,3.746986757,-1.245738028,,,,,,
11,11,11,11,0.602,-3.04,0.426,9.46,-0.414,1.13,1.47,-3.64,-0.182,-0.31,0,0,0,1,30,602000000,-3.190134299,0.406316989,9.839378736,-0.518231812,0.653839791,1.346585382,-3.552598468,-0.37375224,-0.012213104,,,,,,,,,,0.761850434,0.493078008,2.797173693,-2.083242507,3.497605047,-2.778106618,,,,,,
12,12,12,12,0.652,-0.163,-0.967,9.42,-0.471,0.247,1.42,-0.417,-1.2,-0.382,0,0,0,1,30,652000000,-1.434691223,-0.61757656,9.582343592,-0.482341397,0.367020749,1.399614712,-1.824481512,-0.838031761,-0.246017556,,,,,,,,,,1.700909892,0.830115941,1.099950866,-0.535539545,3.21419809,-2.562540646,,,,,,
13,13,13,13,0.702,2.22,-3.17,8.13,0.105,2.04,0.233,2.21,-3.4,-1.67,0,0,0,1,30,702000000,0.68467377,-2.520567623,8.692209328,-0.036033724,1.546458696,0.556937399,0.399035326,-2.277635499,-1.146356181,,,,,,,,,,2.357210967,-1.04226143,-1.856921455,1.450636465,3.305220381,-2.690919171,,,,,,
14,14,14,14,0.752,-0.864,-5.16,7.04,-0.863,1.56,-0.859,0.41,-5.26,-2.68,0,0,0,1,30,752000000,-0.213406203,-4.48842911,7.679578231,-0.664427002,1.556005175,-0.465832439,0.405078266,-3.953465508,-2.116030263,,,,,,,,,,0.716911482,-2.631572649,-2.979200368,1.589957166,4.091986045,-1.156323811,,,,,,
15,15,15,15,0.802,-3.63,-5.98,4.42,-1.23,1.07,-1.89,-2.06,-5.46,-5.25,0,0,0,1,30,802000000,-2.194697928,-5.600488332,5.681798609,-1.09419337,1.213375165,-1.494547116,-0.953496025,-4.800007096,-4.097539306,,,,,,,,,,-1.357250649,-3.889522393,-3.825385633,-0.489144398,4.64133628,1.140023359,,,,,,
16,16,16,16,0.852,-8.5,-5.41,4.2,-1.23,0.968,-3.46,-6.53,-4.04,-5.31,0,0,0,1,30,852000000,-5.851159052,-5.458467276,4.773611321,-1.197389825,1.040387488,-2.914246836,-4.026865134,-4.372949081,-4.864139471,,,,,,,,,,-4.008354234,-5.307753387,-1.864181261,-3.510534012,4.996635909,3.5563086,,,,,,
17,17,17,17,0.902,-14.7,-3.09,3.16,-3.01,0.815,-2.07,-12.5,-0.694,-6.1,0,0,0,1,30,902000000,-10.9826249,-3.692627009,3.784636831,-2.57475201,0.881490978,-2.3044245,-8.696649301,-2.305699157,-5.64553458,,,,,,,,,,-6.573801213,-5.571758202,1.658760848,-9.403204965,4.659510524,3.409731504,,,,,,
18,18,18,18,0.952,-16.7,-0.706,6.87,-3.72,1.65,-0.756,-14.2,3.52,-1.61,0,0,0,1,30,952000000,-14.29814608,-1.465910115,5.675640864,-3.44500053,1.423284126,-1.185955658,-11.72970135,0.967837893,-3.093994869,,,,,,,,,,-7.153054059,-5.207118352,7.141127166,-12.06730787,3.309135031,0.90287273,,,,,,
19,19,19,19,1,-15.4,0.445,11.3,-0.636,2.22,0.871,-12.1,5.74,3.79,0,0,0,1,30,1000000000,-14.93711382,-0.041207343,9.122783382,-1.310503431,1.984962933,0.299838953,-11.93378362,3.649378485,1.258535358,,,,,,,,,,-5.879140304,-2.327469976,11.77631772,-10.90661352,1.650315962,-2.378107747,,,,,,
20,20,20,20,1.05,-11.9,-0.998,8.46,-0.619,3.4,1.4,-7.18,4.19,1.59,0,0,0,1,30,1050000000,-13.17588337,-0.754556015,8.716566689,-0.785045354,2.982553646,1.094514968,-9.313838977,3.953160865,1.468109893,,,,,,,,,,-4.101163339,-2.241186628,10.08701958,-9.414244874,0.132498036,-4.50144169,,,,,,
21,21,21,21,1.1,-6.6,-0.148,9.93,0.792,1.18,1.15,-0.79,4.88,3.84,0,0,0,1,30,1100000000,-9.36251139,-0.302330644,9.46027426,0.413316362,1.711766647,1.134593288,-4.616110352,4.473964042,2.967780254,,,,,,,,,,-0.677318985,0.023210239,8.33779151,-4.697093688,-1.845388665,-3.522327377,,,,,,
22,22,22,22,1.15,-4.8,-0.441,7.16,1.17,0.412,1.23,1.65,3.86,1.14,0,0,0,1,30,1150000000,-6.71669924,-0.405717316,8.050447243,0.988303411,0.795440793,1.203508146,-1.162679802,4.128969504,1.812133124,,,,,,,,,,1.458020295,1.159732989,4.921590972,-2.724544419,-3.063317808,-2.283289767,,,,,,
23,23,23,23,1.2,-9.51,-1.97,1.79,-0.163,0.16,0.444,-2.9,2.02,-4.25,0,0,0,1,30,1200000000,-8.336541772,-1.571987727,4.213449506,0.113453531,0.347459741,0.654894907,-2.120166131,2.943911761,-2.020760176,,,,,,,,,,-0.43526863,-0.098103858,1.95992317,-5.991550334,-2.693994203,-0.034290598,,,,,,
24,24,24,24,1.25,-9.42,-2.92,2.49,-0.0626,0.0415,0.332,-2.66,0.871,-3.52,0,0,0,1,30,1250000000,-8.96484207,-2.577015081,3.157155679,-0.020325636,0.13176039,0.421659187,-2.417683885,1.779115345,-2.968681656,,,,,,,,,,-1.597419152,-0.353994526,0.935502026,-6.500455338,-2.042615587,0.773740262,,,,,,
25,25,25,25,1.3,-11.2,-6.19,1.15,-1.46,-0.437,-0.442,-4.57,-2.27,-4.95,0,0,0,1,30,1300000000,-10.26101588,-5.270720917,1.926979696,-1.114302222,-0.269211475,-0.202185167,-3.603886238,-0.496135869,-4.22140589,,,,,,,,,,-4.276957778,-1.435340514,-0.19677803,-7.204716665,-0.342428735,2.240028849,,,,,,
26,26,26,26,1.35,-7.08,-7.91,1.74,-1.05,-0.613,-0.448,-4.74,-1.73,-4.76,0,0,0,1,30,1350000000,-8.416336424,-7.238468114,1.812380754,-1.065440356,-0.51157982,-0.379743869,-4.230030525,-1.189460381,-4.561941901,,,,,,,,,,-4.575217054,-1.250167128,-1.402617402,-6.803894296,0.780362102,2.508989724,,,,,,
27,27,27,27,1.4,-1.18,-6.32,3.44,0.0315,-1.97,-2.47,4.73,-1.54,-2.77,0,0,0,1,30,1400000000,-4.219966019,-6.553692929,2.809940721,-0.231899755,-1.539755259,-1.889592337,0.708095615,-1.386433187,-3.428954215,,,,,,,,,,-1.244566689,-1.022633743,-3.446782024,-1.125408035,-0.468174109,5.144393187,,,,,,
28,28,28,28,1.45,-10,-3.77,3.02,0.535,0.443,-2.11,-5.09,1.75,-3.4,0,0,0,1,30,1450000000,-7.571822807,-4.478276067,2.938685021,0.350850347,-0.141927503,-2.048798668,-2.487398879,0.375969917,-3.410647449,,,,,,,,,,-2.461417547,-2.236970928,-0.32516036,-4.793012258,-0.714221737,4.075110497,,,,,,
29,29,29,29,1.5,-8.52,-1.57,4.56,0.823,-1.22,-2.88,-4.05,4.21,-1.98,0,0,0,1,30,1500000000,-8.121673501,-2.309974752,3.932381063,0.709626387,-0.901960644,-2.649197918,-3.348592638,2.530361923,-2.506094739,,,,,,,,,,-1.725293885,-1.672778444,2.0154712,-5.303277941,-1.6464864,5.528429476,,,,,,
30,30,30,30,1.55,-7.14,-4.4,3.81,0.617,-0.815,-4.25,-4.05,1.8,-3.13,0,0,0,1,30,1550000000,-7.552398399,-3.868219113,3.857374269,0.639241641,-0.840654033,-3.805500489,-3.73515817,2.119961915,-2.900570196,,,,,,,,,,-2.248741754,-2.903676441,1.538600907,-4.909249261,-1.057290642,6.876675447,,,,,,
31,31,31,31,1.6,-6.56,-8.4,3.79,0.394,-1.01,-2.23,-4.94,-1.94,-3.41,0,0,0,1,30,1600000000,-6.976903945,-7.246944371,3.816080883,0.452887963,-0.960041678,-2.667473955,-4.399180596,-0.161384173,-3.222666457,,,,,,,,,,-3.774944042,-1.758740121,0.146374155,-4.713418559,0.917692199,5.47859686,,,,,,
32,32,32,32,1.65,-4.99,-14.1,4.68,-0.407,1.57,-0.156,-3.66,-7.57,-2.49,0,0,0,1,30,1650000000,-5.82469303,-12.35632542,4.345572609,-0.200521796,0.823618993,-0.853368501,-3.99179732,-4.324383048,-2.759424845,,,,,,,,,,-5.687081108,-2.0839558,-2.068736489,-2.858834824,3.73563748,0.790247325,,,,,,
33,33,33,33,1.7,-3.57,-8.72,3.77,0.903,2.05,0.205,-1.35,-2.14,-3.16,0,0,0,1,30,1700000000,-4.51719062,-9.645218025,3.99280694,0.638019892,1.688208481,-0.088880354,-2.535828144,-3.096949512,-3.012695785,,,,,,,,,,-3.35613711,-1.755693802,-2.823577172,-2.936649807,2.409882508,-0.999454104,,,,,,
34,34,34,34,1.75,-3.38,-7.41,3.97,0.375,0.0385,-0.296,-0.826,-1.04,-3.04,0,0,0,1,30,1750000000,-3.857730878,-7.978723343,3.978828695,0.438156921,0.525176227,-0.23848847,-1.593493502,-1.941122477,-3.029959345,,,,,,,,,,-1.98313387,-0.873302936,-2.787006258,-2.530437287,1.351470942,0.491481576,,,,,,
35,35,35,35,1.8,-4.46,-6.95,3.68,-0.742,-0.433,-0.554,-2.18,-0.585,-3.43,0,0,0,1,30,1800000000,-4.206988336,-7.211745732,3.79567808,-0.458618086,-0.150330911,-0.466390983,-1.916733851,-1.17909939,-3.282892326,,,,,,,,,,-1.848241367,-1.019847242,-2.332510034,-3.131372051,0.933820929,1.541039492,,,,,,
36,36,36,36,1.85,-5.64,-7.48,3.64,0.239,0.519,-1.93,-3.73,-0.873,-3.34,0,0,0,1,30,1850000000,-5.037995462,-7.411746048,3.700263805,0.07148639,0.321542417,-1.523595261,-2.916076099,-1.007098127,-3.318999631,,,,,,,,,,-2.652104761,-2.188035548,-1.646409833,-3.6887624,1.104117403,2.429098377,,,,,,
37,37,37,37,1.9,-4.05,-7.37,3.75,0.259,0.444,0.176,-2.21,-0.791,-3.28,0,0,0,1,30,1900000000,-4.465054426,-7.380621678,3.730746877,0.213973818,0.407874109,-0.295931709,-2.52693762,-0.885669749,-3.294341391,,,,,,,,,,-2.021590474,-0.975749099,-2.072070843,-3.841159441,0.909419046,0.775928305,,,,,,
38,38,38,38,1.95,-4.56,-6.94,3.7,0.429,-0.656,-0.128,-2.7,-0.518,-3.48,0,0,0,1,30,1950000000,-4.520113579,-7.052110754,3.711902295,0.377367428,-0.342149266,-0.174630105,-2.622317217,-0.67907128,-3.411727416,,,,,,,,,,-1.91773558,-0.008889374,-1.98106625,-4.032292632,0.855974453,1.526358568,,,,,,
39,39,39,39,2,-3.82,-8.25,3.83,-0.143,-1.08,-0.061,-2.23,-1.92,-3.49,0,0,0,1,30,2000000000,-4.114115849,-7.945211964,3.784283758,-0.018048222,-0.862328596,-0.092552012,-2.406100118,-1.376365442,-3.461216679,,,,,,,,,,-2.172616411,0.356247129,-2.485775955,-3.444891625,1.347928018,1.923231088,,,,,,
40,40,40,40,2.05,-2.87,-8.61,4.28,-0.073,-0.863,-0.818,-1.56,-2.2,-3.03,0,0,0,1,30,2050000000,-3.392649755,-8.440852687,4.088105964,-0.059804856,-0.862801914,-0.616562697,-1.939790391,-1.839176571,-3.188572117,,,,,,,,,,-2.099971874,-0.12443434,-2.799513071,-2.331363207,1.642855662,2.420621769,,,,,,
41,41,41,41,2.1,-3.55,-11.5,4.31,0.277,-0.271,-0.461,-2.65,-5.07,-3,0,0,0,1,30,2100000000,-3.483897545,-10.72163797,4.224103706,0.196125677,-0.445585949,-0.504195557,-2.331207038,-3.654618891,-3.069343986,,,,,,,,,,-3.502289149,-0.231976417,-3.383201378,-1.774821095,3.045050483,1.744232006,,,,,,
42,42,42,42,2.15,-2.22,-8.34,4.01,-0.745,-0.21,-0.432,-1.67,-1.79,-3.27,0,0,0,1,30,2150000000,-2.750960077,-8.945978307,4.092880725,-0.519014815,-0.279499596,-0.452046765,-1.966797123,-2.606864964,-3.196212368,,,,,,,,,,-2.297992712,-0.818888778,-3.393645967,-1.986462884,2.318269005,1.39589123,,,,,,
43,43,43,43,2.2,-2.85,-10.1,4.16,0.27,0.175,-0.123,-2.35,-3.45,-3.03,0,0,0,1,30,2200000000,-2.808393532,-9.806373802,4.134017709,0.080540018,0.040919249,-0.214367404,-2.177991009,-3.080633669,-3.091121574,,,,,,,,,,-2.722967225,-0.503847578,-3.544381592,-1.980864336,2.686395638,0.760542339,,,,,,
44,44,44,44,2.25,-2.73,-7.63,3.97,-0.234,-0.202,-0.392,-2.22,-0.915,-3.15,0,0,0,1,30,2250000000,-2.762932929,-8.18375136,4.033492069,-0.15847195,-0.130337026,-0.342676217,-2.201143367,-1.863735608,-3.128348584,,,,,,,,,,-1.918416403,-0.619324967,-3.045561701,-2.499318625,1.881231992,1.115199196,,,,,,
45,45,45,45,2.3,-1.05,-7.08,4.5,0.0156,-0.11,0.218,-0.613,-0.265,-2.54,0,0,0,1,30,2300000000,-1.769598626,-7.360835764,4.319412515,-0.026198544,-0.115999573,0.062315351,-1.325872646,-0.965385012,-2.756354528,,,,,,,,,,-0.585517384,-0.096131663,-3.089205227,-1.99265072,1.034216075,0.467532537,,,,,,
46,46,46,46,2.35,0.0982,-5.43,3.2,-0.524,0.222,-1.57,0.37,1.46,-3.78,0,0,0,1,30,2350000000,-0.686457329,-5.921277044,3.63333005,-0.4044668,0.122287623,-1.116750143,-0.391229284,0.397470781,-3.403572872,,,,,,,,,,0.896371659,-1.828415973,-3.702886994,-1.822883833,-0.252956441,1.755239862,,,,,,
47,47,47,47,2.4,0.551,-9.39,3.87,-0.29,0.439,-3.89,-0.213,-2.13,-2.67,0,0,0,1,30,2400000000,0.031147405,-8.507426795,3.778383843,-0.317486016,0.345567509,-3.119943478,-0.293002087,-1.022748393,-2.939758205,,,,,,,,,,-0.339876427,-3.840221682,-4.275028991,0.190004013,0.72054839,3.743260339,,,,,,
48,48,48,48,2.45,-2.75,-10.2,3.94,1.42,-0.706,-2.58,-4.99,-3.31,-2.7,0,0,0,1,30,2450000000,-1.581647232,-9.769345634,3.877437636,1.002790965,-0.395779771,-2.729927668,-2.881650299,-2.307985154,-2.788166774,,,,,,,,,,-2.802974192,-1.79724362,-3.399772808,-1.184454318,2.618020218,4.180201701,,,,,,
49,49,49,49,2.5,-0.139,-11.2,4.26,0.311,-0.519,-0.46,-3.12,-4.71,-2.44,0,0,0,1,30,2500000000,-0.745052337,-10.83598763,4.111908391,0.477114376,-0.482649115,-1.090297623,-3.013011494,-3.657708944,-2.568032071,,,,,,,,,,-3.175554306,-0.364366751,-4.22548698,-0.91547299,3.817076561,1.960202157,,,,,,
50,50,50,50,2.55,1.55,-12.1,4.2,0.146,0.453,0.711,-1.4,-5.63,-2.55,0,0,0,1,30,2550000000,0.585854474,-11.77838804,4.165899194,0.225507918,0.176976584,0.21082831,-2.124035245,-4.765965321,-2.556630938,,,,,,,,,,-2.775278617,0.098339192,-5.619213959,-0.144376541,4.380280946,-0.567575109,,,,,,
51,51,51,51,2.6,2.1,-11.3,3.87,0.0632,1.03,1.44,-0.301,-4.77,-3.01,0,0,0,1,30,2600000000,1.46391136,-11.42172004,3.984543945,0.102173736,0.778351751,1.098692255,-1.119308982,-4.768232449,-2.84328172,,,,,,,,,,-1.766425236,0.221647229,-6.559384618,0.023582892,4.03163379,-2.319622414,,,,,,
52,52,52,52,2.65,1.35,-6.21,3.77,-0.0742,-0.317,-0.266,-0.747,0.306,-3.25,0,0,0,1,30,2650000000,1.397853879,-7.536057442,3.853050991,-0.031848744,0.006136883,0.112938186,-0.914118965,-1.916954429,-3.100436708,,,,,,,,,,0.169651934,-0.112018489,-5.32433511,-0.847391368,2.088561685,-0.077356311,,,,,,
53,53,53,53,2.7,0.615,-8.49,3.58,-0.266,0.271,-0.154,-1.58,-1.94,-3.38,0,0,0,1,30,2700000000,0.943874877,-8.247280997,3.685699318,-0.209775082,0.192863416,-0.079878474,-1.281104852,-1.929904071,-3.277195728,,,,,,,,,,-0.303481673,-0.625082696,-5.220616172,-1.225056554,2.10834856,0.014278656,,,,,,
54,54,54,54,2.75,-0.211,-8.71,4.35,-0.432,-0.153,-0.0042,-2.4,-2.04,-2.5,0,0,0,1,30,2750000000,0.274159925,-8.592266927,4.092845922,-0.378638867,-0.050967727,-0.025213868,-1.897759653,-1.991768402,-2.785799673,,,,,,,,,,-0.937108895,-0.354683292,-4.394432674,-1.337870043,2.359943248,0.107303662,,,,,,
55,55,55,55,2.8,0.852,-9.38,4.27,-0.333,-0.27,-0.179,-1.44,-2.56,-2.38,0,0,0,1,30,2800000000,0.609250891,-9.179571192,4.201422784,-0.34395891,-0.205383864,-0.136297748,-1.645475398,-2.311065186,-2.529225563,,,,,,,,,,-1.041340555,-0.239218509,-4.592881732,-0.708845864,2.491636028,0.318548141,,,,,,
56,56,56,56,2.85,1.12,-9.32,4.33,-0.0119,-0.29,-0.128,-1.31,-2.42,-2.2,0,0,0,1,30,2850000000,0.905435635,-9.284269407,4.280227089,-0.091634723,-0.265037607,-0.130304065,-1.460585391,-2.372277135,-2.321066777,,,,,,,,,,-0.940192748,0.022816795,-4.689263799,-0.354084718,2.483586034,0.322149013,,,,,,
57,57,57,57,2.9,0.0431,-9,2.89,0.0425,0.0489,0.355,-2.37,-2.08,-3.62,0,0,0,1,30,2900000000,0.40536495,-9.072328819,3.428163722,0.010291273,-0.04371392,0.220244158,-1.961789429,-2.208042722,-3.142340726,,,,,,,,,,-1.153114336,0.075222029,-5.085219434,-1.698628369,2.365882711,-0.093223124,,,,,,
58,58,58,58,2.95,0.816,-9.62,3.27,-0.0785,0.00183,0.392,-1.43,-2.6,-3.2,0,0,0,1,30,2950000000,0.643493278,-9.480651787,3.331225933,-0.057179244,-0.011605794,0.344308033,-1.668705212,-2.428288624,-3.178796875,,,,,,,,,,-1.121549503,0.114211759,-5.452807743,-1.452212335,2.368847253,-0.29499157,,,,,,
59,59,59,59,3,0.702,-10.8,3.83,0.366,0.0623,0.198,-1.41,-3.75,-2.66,0,0,0,1,30,3000000000,0.677421491,-10.46430838,3.63692209,0.264385257,0.040497243,0.238625789,-1.526125437,-3.170975648,-2.850778223,,,,,,,,,,-1.576965468,0.213171396,-5.555968209,-0.736387907,2.84029761,-0.285902561,,,,,,
60,60,60,60,3.05,-0.45,-8.91,3.59,0.0907,-0.301,0.17,-2.54,-1.94,-3,0,0,0,1,30,3050000000,0.023626834,-9.305474343,3.608163716,0.13240569,-0.200255782,0.18905553,-2.084900351,-2.479274256,-2.94512639,,,,,,,,,,-1.520783505,0.300421363,-4.823597562,-1.57480833,2.570824559,0.117841384,,,,,,
61,61,61,61,3.1,0.441,-8.74,3,-0.135,-0.604,0.204,-1.69,-1.72,-3.5,0,0,0,1,30,3100000000,0.26566263,-8.883877751,3.235423128,-0.070789956,-0.484892444,0.199850321,-1.867259635,-2.052628071,-3.295955265,,,,,,,,,,-1.100938744,0.415646969,-5.12445371,-1.81544801,2.159576415,0.492507774,,,,,,
62,62,62,62,3.15,2.38,-10.3,3.13,0.062,-0.241,0.285,-1.74,-1.63,-3.39,0,0,0,1,30,3150000000,1.491772454,-9.93968543,3.170809875,0.03011418,-0.312950076,0.261356231,-1.797123258,-1.815147791,-3.355416816,,,,,,,,,,-0.710564481,0.422694985,-5.75191008,-1.566915555,2.093894522,0.095394788,,,,,,
63,63,63,63,3.2,1.59,-9.96,4.14,0.0956,0.134,0.0722,-0.543,-2.84,-2.25,0,0,0,1,30,3200000000,1.548734884,-9.954831238,3.764821714,0.079875401,0.002146418,0.124723578,-1.105940466,-2.391025693,-2.656497043,,,,,,,,,,-0.689664873,0.07389592,-5.571390694,-0.380251907,2.258515331,-0.242730941,,,,,,
64,64,64,64,3.25,-0.335,-8.87,4.89,0.13,0.0831,0.0954,-2.41,-1.78,-1.56,0,0,0,1,30,3250000000,0.456352104,-9.146021745,4.45443794,0.117963966,0.059218092,0.103542364,-1.824644589,-2.047682295,-1.963216921,,,,,,,,,,-1.069265077,0.104307023,-4.083407946,-0.720252109,2.310596033,-0.366875718,,,,,,
65,65,65,65,3.3,0.402,-8.91,3.99,0.158,-0.00977,0.161,-1.6,-1.83,-2.5,0,0,0,1,30,3300000000,0.424833183,-8.970052687,4.169786188,0.148386464,0.010581998,0.145045565,-1.700836618,-1.925363771,-2.30260773,,,,,,,,,,-0.913999941,0.153446129,-4.334437213,-0.983610237,2.127146606,-0.248737012,,,,,,
66,66,66,66,3.35,0.204,-8.52,3.73,0.144,0.159,0.284,-1.71,-1.43,-2.78,0,0,0,1,30,3350000000,0.296771442,-8.634510656,3.900243381,0.145053283,0.115215586,0.245416112,-1.705886838,-1.647012317,-2.604447608,,,,,,,,,,-0.736317714,0.089361097,-4.428317703,-1.435523337,1.873564623,-0.383950344,,,,,,
67,67,67,67,3.4,0.237,-8.68,3.74,-0.0308,0.0941,0.158,-1.5,-1.56,-2.77,0,0,0,1,30,3400000000,0.262109829,-8.668426029,3.802030997,0.011426281,0.100329253,0.182273099,-1.592416781,-1.598118918,-2.70912109,,,,,,,,,,-0.696089116,-0.063977148,-4.508214889,-1.447700431,1.755339235,-0.259667262,,,,,,
68,68,68,68,3.45,0.431,-9.29,4.89,-0.168,-0.022,0.0502,-1.22,-2.08,-1.55,0,0,0,1,30,3450000000,0.360049676,-9.131848197,4.468841834,-0.124915761,0.014088036,0.086873133,-1.38716738,-1.8688942,-1.976245788,,,,,,,,,,-0.830668757,-0.04476503,-4.076613002,-0.546506693,1.940903382,-0.264026648,,,,,,
69,69,69,69,3.5,-1.06,-10.1,4.71,0.00458,0.0562,-0.00298,-2.68,-2.79,-1.66,0,0,0,1,30,3500000000,-0.463440803,-9.853666086,4.616646526,-0.02651481,0.04377666,0.021969789,-2.099684023,-2.386475655,-1.776293648,,,,,,,,,,-1.817154541,-0.046003188,-3.604876564,-0.784105151,2.487423531,-0.217892263,,,,,,
70,70,70,70,3.55,-0.244,-9.28,4.49,0.16,0.0458,0.11,-1.83,-2.02,-1.91,0,0,0,1,30,3550000000,-0.33618651,-9.425962009,4.539025345,0.115213647,0.0452031,0.085556387,-1.951053557,-2.180548149,-1.860831886,,,,,,,,,,-1.51611386,0.086981989,-3.683111643,-0.859727723,2.301196493,-0.25951533,,,,,,
71,71,71,71,3.6,0.158,-8.88,3.46,0.193,0.0489,0.145,-1.36,-1.66,-3,0,0,0,1,30,3600000000,-0.049606459,-9.018913336,3.877695974,0.174321771,0.047809388,0.128494111,-1.62530724,-1.888045271,-2.581091528,,,,,,,,,,-1.036302444,0.04824145,-4.401621719,-1.307974681,1.905897999,-0.116589248,,,,,,
72,72,72,72,3.65,-0.0287,-8.36,2.73,-0.0651,-0.00428,0.192,-1.47,-1.12,-3.72,0,0,0,1,30,3650000000,-0.037482749,-8.527652056,3.174278697,-0.007609512,0.011086755,0.174366131,-1.539713045,-1.456470524,-3.301187024,,,,,,,,,,-0.702541791,-0.102527722,-4.890962229,-2.029836087,1.46149844,0.060456986,,,,,,
