,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq,0,1,2,3,4,5,0_max_freq,1_max_freq,2_max_freq,3_max_freq,4_max_freq,5_max_freq
1345,1345,1345,1345,67.3,-4.37,-7.69,6.02,-0.771,0.155,-0.658,-0.987,0.0517,1.04,0,0,0,1,30,67300000000,-4.15320704,-7.935384559,6.311775846,-0.84843891,0.193421868,-0.710232297,-0.620316872,-0.527971831,1.057144474,0.064788384,0.136213708,0.026836154,0.368309511,1.343660933,1.008682523,2.685691012,2.256633977,2.424721645,-1.710784181,-1.255342483,0.536935109,0.543758539,-0.272416682,0.330239829,1.072717262,0.520968134,2.893443345,3.140435179,2.99310061,1.551102342
1346,1346,1346,1346,67.4,-3.71,-8.41,6.26,-0.623,-0.201,-0.558,-0.572,-0.391,1.57,0,0,0,1,30,67400000000,-3.896190143,-8.289239884,6.280042822,-0.677132912,-0.08464263,-0.600270818,-0.593688092,-0.451005557,1.381406688,0.061945141,0.184125995,0.034433791,0.410528232,1.545115726,1.069008053,2.469887053,2.153612227,1.935218631,-1.749495209,-0.698080155,0.514122025,0.785044414,-0.396152177,0.404719974,0.902150079,0.611140052,2.826384745,2.952668021,2.952246653,1.444081624
1347,1347,1347,1347,67.4,-4.35,-8.37,5.55,-0.389,-0.172,-0.3,-1.43,-0.163,1.04,0,0,0,1,30,67400000000,-4.159355608,-8.349451506,5.832603238,-0.458187114,-0.146228932,-0.383377106,-1.054603199,-0.289171444,1.165546111,0.068588565,0.221040042,0.043646217,0.637058357,1.611108468,1.335125583,2.233409543,1.801429633,1.704179693,-2.013679827,-0.311864471,0.449742191,0.072798598,-0.4704368,0.290617706,0.646746297,0.883296198,2.626174475,3.045744407,2.597918221,1.566258186
1348,1348,1348,1348,67.5,-3.63,-8.76,5.31,-0.245,-0.494,-0.0604,-0.865,-0.445,0.902,0,0,0,1,30,67500000000,-3.852380976,-8.655541207,5.512302216,-0.296190967,-0.391404949,-0.150082022,-0.950107521,-0.376733557,0.998914323,0.085020398,0.250454732,0.049819441,1.014924213,1.776828512,1.748779799,1.869000004,1.469723103,1.238856132,-1.98285096,0.250384329,-0.028216575,0.033162251,-0.500151611,0.304961751,0.455975265,1.400910973,2.535747533,3.056757096,2.269759774,1.892704288
1349,1349,1349,1349,67.5,-2.66,-8.93,5.29,0.117,-0.332,0.172,0.0094,-0.598,0.865,0,0,0,1,30,67500000000,-3.160916186,-8.860167597,5.376054244,0.017783666,-0.349524891,0.082566524,-0.4212958,-0.501066079,0.914244576,0.104873402,0.27326688,0.055530222,1.59701697,2.328617462,2.220285584,1.813721334,1.351199151,1.114128416,-1.573870809,0.627971795,-0.677750353,0.403880737,-0.588090017,-0.026435569,0.490527396,2.242774154,2.513947747,3.125765247,1.990252483,2.513580788
1350,1350,1350,1350,67.6,-1.83,-7.77,4.82,0.336,-0.0855,0.228,0.867,0.483,0.265,0,0,0,1,30,67600000000,-2.389114442,-8.047379587,5.035251403,0.259589183,-0.163389301,0.187617051,0.288720428,0.051893613,0.503747943,0.117001245,0.289127324,0.058833171,2.050078738,3.183874281,2.953938864,2.037360137,1.549570038,1.107194036,-0.531039327,0.62947267,-1.317935258,0.389533778,-1.199691723,-0.260171594,0.628529971,2.454643339,2.354371689,3.087530035,2.00273177,2.808627127
1351,1351,1351,1351,67.6,-2.92,-7.62,4.75,0.28,-0.101,0.338,-0.132,0.517,0.0467,0,0,0,1,30,67600000000,-2.696976407,-7.728741341,4.860422204,0.27509891,-0.119405309,0.296242716,0.056849506,0.313243027,0.214771116,0.117407943,0.293186498,0.058259987,2.149301314,2.562030359,2.599662087,2.088406901,1.913185993,1.174805251,-0.500635526,0.65289263,-1.224694939,-0.202687858,-1.327430204,-0.332376356,0.782329869,1.563861359,2.299481746,3.30729108,2.140596244,2.229703848
1352,1352,1352,1352,67.7,-4.15,-9.51,6.37,0.422,0.0244,0.357,-1.23,-1.5,1.52,0,0,0,1,30,67700000000,-3.539588635,-9.056781035,5.785635034,0.386725777,-0.018023632,0.340129338,-0.652369647,-0.705642104,1.04002567,0.104322739,0.277553555,0.053463393,1.127368136,1.729116788,1.758794236,2.283336764,1.9890793,1.200172664,-1.764307157,0.795522861,-0.324657585,0.26503982,-0.294548104,-0.679622216,0.837438881,0.539390519,2.460124915,3.229223889,2.163280605,1.963969935
1353,1353,1353,1353,67.7,-2.92,-7.78,6.22,0.319,-0.0373,0.425,0.172,0.0713,1.23,0,0,0,1,30,67700000000,-3.180287613,-8.104861228,6.051855084,0.335262468,-0.03161333,0.401433718,-0.198036226,-0.269068106,1.160140388,0.073639526,0.24588137,0.044901231,0.541847666,1.51292166,1.423421369,2.321974397,1.871796754,1.271369565,-1.011974032,0.845733566,-0.192372424,0.519644232,-0.637144917,-0.78078775,0.821115993,0.499927471,2.533202708,3.119572429,2.02930467,1.746360954
1354,1354,1354,1354,67.8,-3.39,-7.6,5.45,0.469,-0.174,0.369,-0.206,0.0864,0.257,0,0,0,1,30,67800000000,-3.301900434,-7.728455596,5.682980909,0.436886656,-0.131994874,0.378005959,-0.202425287,-0.069325896,0.589113544,0.047606712,0.204040997,0.035016189,0.450677384,1.369241077,1.230074099,2.297907565,2.18714206,1.344245725,-0.833441459,0.896089245,-0.457351267,-0.003299396,-0.795225813,-0.447609057,0.804915592,0.568100813,2.69040481,3.188329915,2.132026563,1.624962785
1355,1355,1355,1355,67.8,-2.15,-8.36,6.73,0.843,-0.129,0.297,1.13,-0.891,1.29,0,0,0,1,30,67800000000,-2.633910422,-8.199311117,6.324693837,0.745483157,-0.129883505,0.319493161,0.531911955,-0.531035378,1.032261657,0.035531154,0.156276986,0.026042865,0.509138967,1.22610746,0.962944874,2.542481043,2.831936219,1.59578493,-0.513252208,1.103538352,-0.637446141,1.230012218,-0.565628078,-0.50448526,1.028828025,0.586945751,3.023458227,3.352761098,2.608958904,1.486384327
1356,1356,1356,1356,67.9,-3.57,-8.12,6.9,0.894,-0.174,0.32,-0.237,-0.957,1.1,0,0,0,1,30,67900000000,-3.176751172,-8.140179643,6.677296249,0.858337801,-0.160985304,0.319859259,0.108142837,-0.770390517,1.075090465,0.039369399,0.10432096,0.015664579,0.528083532,1.165133667,0.658326414,2.558631098,3.076118538,1.590315911,-0.881237736,1.211764464,-0.1664695,1.030385962,-0.146332309,-0.432757757,1.408855966,0.548046671,2.930301473,3.208812534,2.644267198,1.695926348
1357,1357,1357,1357,67.9,-4.28,-7.44,6.98,0.7,-0.0446,0.651,-0.87,-0.583,0.854,0,0,0,1,30,67900000000,-3.816528168,-7.618152054,6.86282192,0.738020416,-0.078934526,0.559051175,-0.430939336,-0.665093321,0.935302002,0.057516732,0.059331009,0.009240744,0.502837704,1.005433732,0.454218134,2.64579106,3.514200214,1.889705205,-1.050062679,1.260269975,0.355955193,0.330945346,0.051057463,-0.749281532,2.432085344,0.487012309,2.895559662,3.531899427,2.904225784,2.383560309
1358,1358,1358,1358,68,-4.89,-7.66,8.66,1.03,-0.982,0.6,-1.42,-1.16,2.2,0,0,0,1,30,68000000000,-4.439037207,-7.649352196,7.964303544,0.959889192,-0.715588988,0.588629634,-0.976038606,-0.943187881,1.734930213,0.073577583,0.034170566,0.007771717,0.45466439,0.810457311,0.500023047,2.685292496,3.640660283,3.058706321,-1.565965556,2.201524379,1.575188418,0.730582249,0.679070985,-0.226681895,2.98145143,0.456552847,2.732316128,3.522456884,3.431514446,3.382141308
1359,1359,1359,1359,68,-3.48,-6.36,6.29,1.23,-0.873,0.371,-0.121,-0.35,-0.692,0,0,0,1,30,68000000000,-3.882889039,-6.688059747,6.938131009,1.165140407,-0.826562603,0.431429867,-0.504802657,-0.609867797,0.200459713,0.080876183,0.034138203,0.008983434,0.397017208,0.660611629,0.645812723,2.625534691,3.153726788,3.341503541,-0.696184422,2.056631696,0.263132233,-0.05893401,0.325661791,0.509712098,2.390046359,0.43833097,2.429529934,3.553627017,3.043192068,3.050769039
1360,1360,1360,1360,68.1,-1.21,-5.11,6.76,1.42,-0.307,0.0557,2.06,0.381,-0.677,0,0,0,1,30,68100000000,-2.332873733,-5.511517797,6.828955519,1.358802516,-0.460274826,0.160030038,0.908732565,-0.053086129,-0.35433005,0.079515861,0.072221977,0.015748072,0.34474904,0.763011587,0.827465545,2.761654609,3.043504759,3.242234236,1.06325848,1.460900263,-0.770845228,0.63262279,-0.335690256,0.526074726,1.925046377,0.425869296,2.81563234,3.424588607,3.140332522,2.020291911
1361,1361,1361,1361,68.1,-2.93,-5.16,7.59,1.41,-0.00122,-0.12,0.217,-0.168,-0.241,0,0,0,1,30,68100000000,-2.679148852,-5.249439222,7.295396079,1.397706321,-0.136644576,-0.042243218,0.527499188,-0.117657745,-0.282675074,0.068399807,0.112592463,0.022556868,0.310938571,1.14378666,0.932020793,2.668376815,2.592223443,2.751301058,0.915805782,0.976610709,-0.233068938,0.513955645,0.014405835,0.414202111,1.315876866,0.444194295,2.794327158,3.303569897,2.766635726,1.567762005
1362,1362,1362,1362,68.2,-2.67,-4.55,8.53,1.28,0.121,-0.186,0.468,-0.0519,0.398,0,0,0,1,30,68200000000,-2.673843453,-4.727963763,8.052078663,1.308263882,0.04499294,-0.146082627,0.494707501,-0.080707602,0.147694052,0.071975201,0.159879281,0.031387185,0.341348908,1.322334596,0.993557329,2.56156674,2.338350017,2.237906145,1.113184604,0.703331206,0.406976838,0.896341867,0.236751644,0.208492824,1.113969129,0.470404462,2.984191625,3.16693016,2.738541055,1.529010258
1363,1363,1363,1363,68.2,-3.04,-3.81,8.04,1.04,-0.116,-0.38,0.045,0.253,-0.335,0,0,0,1,30,68200000000,-2.886178568,-4.043564432,8.044675686,1.10441609,-0.068505887,-0.315047459,0.246860984,0.106807088,-0.157497997,0.070739501,0.198464884,0.040225809,0.50683669,1.378322141,1.172812859,2.330277103,2.094064715,1.756470636,1.197345795,0.477934296,0.59228176,0.497918956,0.301773837,0.619860519,0.788777322,0.618354048,2.982941692,2.995614728,2.59182267,1.544774899
1364,1364,1364,1364,68.3,-0.318,-2.02,7.48,0.606,-0.249,-0.654,2.6,1.76,-1.09,0,0,0,1,30,68300000000,-1.396885109,-2.534870815,7.698588712,0.725680784,-0.195752898,-0.559882021,1.543742369,1.035757947,-0.747089274,0.085453849,0.229595759,0.04686855,0.813881809,1.66091682,1.547692461,2.11034552,1.568876548,1.159999696,2.997455637,0.038844145,-0.329988816,0.937054148,-0.638889488,1.108350073,0.495409882,1.021153923,2.713036385,3.274451706,2.222120973,1.779737154
1365,1365,1365,1365,68.3,-1.32,-3.28,7.91,0.471,-0.0623,-0.842,1.36,0.384,-0.784,0,0,0,1,30,68300000000,-1.352299264,-3.090411115,7.82816157,0.532154505,-0.101669594,-0.763663461,1.442476763,0.669526577,-0.770426735,0.113162553,0.256222979,0.054602283,1.304285162,2.018515215,2.166610195,2.114952844,1.37986036,1.077011114,2.712088757,-0.368674912,-0.405004785,1.152268811,-0.284894209,1.216841941,0.498630479,1.825047311,2.929492922,3.387733579,2.066027707,2.305999678
1366,1366,1366,1366,68.4,-1.54,-2.72,8.72,0.532,-0.123,-1.03,0.95,0.842,-0.0724,0,0,0,1,30,68400000000,-1.461147388,-2.814246528,8.374765177,0.532037104,-0.116707375,-0.956045514,1.171058889,0.766441669,-0.32908671,0.121999413,0.277221895,0.05712398,2.027052173,2.908976875,2.758821869,1.733354022,1.379164759,0.906348415,2.654606289,-0.465155077,0.253942393,1.371054153,-0.103792469,1.346254449,0.520133943,2.653872267,2.458646211,3.20923237,1.94827374,2.675218222
1367,1367,1367,1367,68.4,-1.99,-2.38,9.51,0.478,0.0892,-1.03,0.295,1.08,0.623,0,0,0,1,30,68400000000,-1.767830403,-2.490488719,9.070545227,0.490975498,0.028455797,-1.009464816,0.688238061,0.942634248,0.272887347,0.138213854,0.289523226,0.058376112,2.353232797,3.269200545,3.083967744,2.00814641,1.631167071,0.993463209,2.508623651,-0.589096452,1.211675355,1.428936553,0.10067333,1.086178398,0.675185543,2.282862262,2.504891643,3.397357081,2.108933732,2.717126759
1368,1368,1368,1368,68.5,-4.34,-2.96,10.7,0.471,-0.0715,-0.683,-2.19,0.375,1.68,0,0,0,1,30,68500000000,-3.259438353,-2.840538716,10.06923003,0.47579655,-0.042012302,-0.773650484,-0.898040336,0.62367309,1.162559736,0.127417662,0.282703176,0.05637885,2.016989656,2.286384897,2.210919202,2.24039752,1.638254473,1.113789376,1.15673672,-0.149691012,3.00359901,0.888238103,1.003899388,0.695620586,0.782549727,1.017936114,2.735871661,3.072675942,2.086672809,2.3002786
1369,1369,1369,1369,68.5,-3.34,-2.51,9.49,0.41,-0.569,-0.272,-1.4,0.66,0.419,0,0,0,1,30,68500000000,-3.306156212,-2.594101463,9.714222616,0.425799211,-0.413534728,-0.411294804,-1.174684485,0.644085674,0.692430646,0.093473125,0.264122782,0.050307382,0.860536896,2.04296606,1.739125662,2.289363981,1.846742218,1.190138772,1.138850748,0.485924325,2.725008619,0.247028956,1.111581085,0.771438714,0.780216573,0.791699701,2.543779841,3.216516338,2.090046353,1.917268814
1370,1370,1370,1370,68.6,-2.8,-1.9,9.11,0.436,-0.414,0.088,-1.08,1.06,-0.0794,0,0,0,1,30,68600000000,-3.012634876,-2.076605476,9.343897299,0.433550556,-0.413862744,-0.050640685,-1.122501212,0.877793378,0.20442676,0.067970703,0.227606849,0.044179254,0.475550236,1.653312928,1.63061431,2.529335148,1.912419931,1.396513987,1.558005634,0.775730908,2.277522917,-0.268654163,0.965024223,0.42840442,0.833092432,0.744920771,2.726137639,3.100854977,2.266920528,1.473839117
1371,1371,1371,1371,68.6,-2.71,-2.57,7.87,0.411,-0.144,0.399,-1.05,0.144,-1.41,0,0,0,1,30,68600000000,-2.837136144,-2.444461843,8.440552732,0.4164149,-0.223611505,0.274146916,-1.082543718,0.465465214,-0.816323734,0.04357301,0.187906714,0.037093795,0.498411873,1.455000782,1.574882995,2.824985174,2.509281336,1.676349356,1.475464256,0.738422862,1.099522076,-0.967480158,1.132668099,0.058430461,0.946287861,0.756891691,2.878703641,3.083113381,2.663802625,1.243802151
1372,1372,1372,1372,68.7,-2.19,-2.14,6.18,-0.168,-0.0452,0.854,-0.487,0.422,-3.13,0,0,0,1,30,68700000000,-2.461860239,-2.217466612,7.055070835,-0.027668994,-0.097832717,0.692990437,-0.754322732,0.441041533,-2.279187468,0.044505329,0.135854368,0.026572391,0.509496981,1.251381324,1.511920258,2.972719164,2.734477253,1.696520521,1.853796441,0.509889741,-0.478071546,-2.007736147,0.856203943,-0.278981656,1.09135102,0.686188096,2.982348701,3.113262863,2.675243312,1.506978089
1373,1373,1373,1373,68.7,-2.15,-1.65,5.48,-1.14,0.458,0.8,-0.282,1.08,-3.75,0,0,0,1,30,68700000000,-2.281011728,-1.794384811,6.089717581,-0.872904596,0.294025232,0.770286343,-0.494012324,0.800080732,-3.209135291,0.061484851,0.094176978,0.018522255,0.436423988,1.017117443,1.398101871,2.777769758,3.102115844,2.323116217,2.260813546,-0.500033892,-1.323232347,-2.785262786,0.33769264,-0.654201561,1.972039894,0.529693911,3.23770893,3.211800566,2.792862638,2.003357555
1374,1374,1374,1374,68.8,-2.89,-3.01,6.43,-1.37,1.08,0.84,-0.513,0.226,-2.52,0,0,0,1,30,68800000000,-2.634165677,-2.700701811,6.298274918,-1.250636351,0.848131649,0.820642381,-0.504476976,0.477497208,-2.773417028,0.075183394,0.060671397,0.013111781,0.363886939,0.919880838,1.264167544,2.671037811,3.461251343,3.116852478,1.774507539,-1.197091859,-1.070159372,-2.505795506,0.409135617,-1.46291093,2.977886106,0.433318413,3.132994851,3.551897922,3.045303457,2.866415592
1375,1375,1375,1375,68.8,-3.88,-4.18,8.62,-1.6,0.794,0.5,-0.886,-0.418,0.0766,0,0,0,1,30,68800000000,-3.356628318,-3.803610826,7.721248876,-1.516110042,0.809969259,0.589033731,-0.714745088,-0.025694471,-0.97144222,0.086264164,0.037240817,0.009811965,0.309335985,0.873166082,1.164714309,2.901486835,3.283346274,3.46654563,0.828584461,-1.293191892,0.53938476,-1.113952103,0.82046023,-1.587536508,2.98512804,0.40497088,3.144711682,3.229550161,3.331197092,3.365164709
1376,1376,1376,1376,68.9,-2.48,-3.39,7.02,-1.61,0.194,0.139,0.768,1.03,-1.11,0,0,0,1,30,68900000000,-2.84826928,-3.495238214,7.291456834,-1.587454946,0.3757155,0.263962213,0.102437652,0.567514136,-1.059047891,0.085356658,0.056148663,0.013969478,0.280682054,0.820892708,1.199839301,2.929405355,3.262373121,3.598289024,1.501243376,-1.247693579,0.118476656,-0.701104682,-0.046223937,-0.6689177,2.538777923,0.430836542,3.148610996,3.290839618,3.428270345,3.187520615
1377,1377,1377,1377,68.9,-3.11,-5.27,6.88,-1.48,0.279,-0.121,0.242,-0.261,-0.854,0,0,0,1,30,68900000000,-3.000047547,-4.818433899,7.039277009,-1.505802335,0.307531799,-0.014106388,0.179354407,0.10196113,-0.929402636,0.074631276,0.091102574,0.020521193,0.286312491,1.11532387,1.336443268,2.80219573,2.892187772,3.441839584,0.859112495,-1.383497022,-0.155552182,-0.315107959,0.018407072,-0.257464471,1.711161589,0.464928869,3.154795952,3.328768579,3.463119244,2.280706542
1378,1378,1378,1378,69,-4.01,-8.15,7.14,-1.43,0.416,-0.305,-0.554,-2.57,-0.146,0,0,0,1,30,69000000000,-3.585721742,-7.302324112,7.101009559,-1.448201785,0.384001083,-0.224226704,-0.22481795,-1.399448972,-0.434082151,0.067125328,0.132153951,0.029360046,0.314182624,1.306211891,1.499203456,2.629027516,2.348952975,3.154046071,-0.834402767,-1.551858212,-0.264062551,0.364261738,0.974929904,-0.202180555,1.202163893,0.467156791,3.119228987,3.152222886,3.068245185,1.797486564
1379,1379,1379,1379,69,-2.97,-6.76,5.92,-1.47,0.654,-0.523,0.543,-0.601,-0.845,0,0,0,1,30,69000000000,-3.228663114,-6.897987803,6.377174582,-1.464765786,0.574348308,-0.440038725,0.198348219,-0.950789988,-0.69389241,0.069972668,0.174544409,0.039421567,0.450895275,1.328644278,1.650686662,2.532413059,2.148749095,2.775674366,-0.416285355,-2.019648471,-0.812309665,0.259638492,0.29835058,-0.086433929,0.907308485,0.516068985,3.206403982,2.867708351,2.843903526,1.600941065
1380,1380,1380,1380,69.1,-3.98,-6.95,5.92,-1.49,0.862,-0.709,-0.437,-0.193,-0.242,0,0,0,1,30,69100000000,-3.664365346,-6.936766001,6.096974548,-1.483940712,0.777140611,-0.634316711,-0.15181015,-0.524977818,-0.408175261,0.083362565,0.204788941,0.047832964,0.716675284,1.57549208,1.852832382,2.367008145,1.561491036,2.256371541,-0.728290822,-2.392885319,-0.403504266,-0.077844092,-0.11550046,-0.115241607,0.589653365,0.811213842,2.919540517,2.851279434,2.414474593,1.663814886
1381,1381,1381,1381,69.1,-5,-9.96,5.78,-1.18,0.445,-0.645,-1.49,-2.68,0.227,0,0,0,1,30,69100000000,-4.438903367,-9.190775697,5.902702515,-1.252982879,0.542983937,-0.642033525,-0.889324413,-1.735913194,-0.006574216,0.107293946,0.237380223,0.055487696,1.115490849,2.148838231,2.167437692,2.511942495,1.415640487,1.90421094,-2.490096748,-1.94968251,-0.415561143,0.073787348,0.69650547,0.089125014,0.530662172,1.519173855,2.919511759,3.158292549,2.42139615,2.092752615
1382,1382,1382,1382,69.2,-4.06,-8.35,6.13,-1.01,0.0947,-0.603,-0.682,-0.674,1.05,0,0,0,1,30,69200000000,-4.219176283,-8.563925215,6.04201211,-1.068345582,0.226947084,-0.613838545,-0.775062058,-1.139210202,0.66146391,0.117748518,0.258104647,0.060913057,1.718718796,2.81044645,2.377591341,2.406680012,1.284464986,1.584750437,-2.153109681,-1.387796757,0.046100186,0.376624155,0.192261833,0.237645163,0.443452748,2.502999635,2.847910504,3.341525868,2.030088361,2.501828339
1383,1383,1383,1383,69.2,-2.33,-8.58,6.14,-0.46,0.0959,-0.685,0.779,-0.595,1.37,0,0,0,1,30,69200000000,-3.123637982,-8.575909914,6.10206833,-0.606077299,0.13455986,-0.665240387,0.081425468,-0.83341134,1.109448669,0.125062848,0.277506433,0.061164331,2.331534386,3.290103603,2.534977628,2.495670765,1.46655387,1.2309687,-1.381597645,-0.97550968,-0.362857927,1.352510906,-0.325071939,0.260746162,0.551040608,2.727337566,2.562814165,3.508571343,2.133599709,2.767545793
1384,1384,1384,1384,69.3,-3.79,-8.93,5.56,-0.191,0.263,-0.599,-0.902,-0.771,0.942,0,0,0,1,30,69300000000,-3.510063033,-8.839906404,5.769837248,-0.290669283,0.225109215,-0.61739315,-0.460568115,-0.798341602,1.003576202,0.121019739,0.284039085,0.060000857,2.450032419,2.956207652,2.556351382,2.511266481,1.668499158,1.223642217,-1.829028887,-0.830691796,-0.29802614,0.753796957,-0.283789048,0.173566786,0.629413063,2.44051223,2.638452268,3.307889955,2.179768621,2.796712302
1385,1385,1385,1385,69.3,-3.72,-8.65,4.84,0.0596,0.152,-0.234,-0.943,-0.42,0.286,0,0,0,1,30,69300000000,-3.631806045,-8.698319041,5.199944608,-0.024507439,0.173567757,-0.340457923,-0.726449976,-0.585746467,0.54987568,0.101192557,0.276131638,0.056230402,1.859558502,2.516179556,2.364519811,2.415123745,1.817180525,1.378458799,-1.849323602,-0.405594508,-0.609801746,-0.026460697,-0.447704988,0.042772426,0.641756208,1.665524806,2.664250052,3.240121208,2.1402615,2.521077166
1386,1386,1386,1386,69.4,-3.78,-8.68,5.9,0.185,-0.0171,-0.0971,-1.08,-0.443,1.31,0,0,0,1,30,69400000000,-3.717744089,-8.68466128,5.629005216,0.13469261,0.039148401,-0.164673922,-0.921301413,-0.505535341,1.030477992,0.082450137,0.253827913,0.0496114,0.922649448,2.159550417,2.204134181,2.524607967,1.949851023,1.445209445,-1.915777184,0.082765324,-0.098550181,0.121918024,-0.366756497,-0.139583226,0.705457365,1.192586583,2.86623991,3.24202472,2.368882925,2.158152181
1387,1387,1387,1387,69.4,-2.65,-8.66,5.39,0.366,-0.11,-0.0671,0.0244,-0.486,0.69,0,0,0,1,30,69400000000,-3.098556561,-8.666274643,5.482519998,0.310457953,-0.066000116,-0.094193646,-0.400098629,-0.494558177,0.815204622,0.060099268,0.217115083,0.04276338,0.574678204,1.749859768,1.947204362,2.726441296,2.023695095,1.708900312,-1.432888955,0.341432142,-0.678089365,0.416429494,-0.518530651,-0.071075787,0.742718512,0.926243339,3.01582405,3.098474666,2.456285946,1.776100243
1388,1388,1388,1388,69.5,-2.7,-8.04,5.35,0.462,-0.0837,0.0196,-0.0654,0.0439,0.469,0,0,0,1,30,69500000000,-2.867432599,-8.199347774,5.401299076,0.425611396,-0.078478404,-0.011997422,-0.215636751,-0.191991437,0.596310496,0.048615838,0.179158973,0.032028193,0.482453246,1.388816317,1.714168192,2.750855766,2.531695121,1.746744377,-0.985294911,0.474822699,-0.829143187,0.269566019,-0.744246958,-0.094133483,0.958676757,0.740387076,3.023059552,2.881515971,2.628216843,1.573992048
1389,1389,1389,1389,69.5,-4.03,-8.12,5.99,0.659,-0.147,0.159,-1.39,-0.179,0.872,0,0,0,1,30,69500000000,-3.54160859,-8.14018897,5.762110873,0.602958194,-0.126785621,0.111518629,-0.86286153,-0.18469138,0.770620158,0.065470343,0.133481964,0.02264605,0.401567007,1.106021297,1.54352793,3.030127607,2.86015474,2.023992221,-1.400655233,0.786106636,-0.11511614,-0.163050417,-0.454894626,-0.178584768,1.567734474,0.541427435,3.380765184,3.10954559,2.730479834,1.704430581
1390,1390,1390,1390,69.6,-3.9,-7.59,5.66,0.65,-0.103,0.338,-1.18,0.138,0.268,0,0,0,1,30,69600000000,-3.749440759,-7.729988862,5.699527521,0.638704199,-0.110016935,0.275112239,-1.037645478,-0.003366847,0.452829477,0.069759636,0.089698497,0.015467,0.320031647,1.019816814,1.386051394,2.797161804,3.198055125,2.559233318,-1.278419147,0.901902815,-0.059567856,-0.677628063,-0.473353201,-0.288717062,2.417822706,0.423438886,3.195309302,3.275989982,2.927644812,2.21366614
1391,1391,1391,1391,69.6,-2.61,-7.27,5.51,0.597,-0.445,0.445,0.219,0.226,-0.142,0,0,0,1,30,69600000000,-3.088676029,-7.387038437,5.583367164,0.607014107,-0.346177508,0.397826751,-0.34507263,0.125517402,0.07673778,0.084741587,0.054211304,0.011713674,0.283222379,0.837702733,1.208716503,2.947787122,3.465894385,3.075768841,-0.540071626,1.182694117,-0.675422346,-0.417173747,-0.718681642,-0.104976884,3.083866077,0.358708931,3.331054793,3.475210355,3.313643475,2.767869632
1392,1392,1392,1392,69.7,-4.22,-7.88,6.36,0.665,-0.318,0.433,-1.36,-0.611,0.43,0,0,0,1,30,69700000000,-3.74473363,-7.75457214,6.05936174,0.651076315,-0.326312566,0.423233337,-0.904427804,-0.288341424,0.300094212,0.086045314,0.041820562,0.012759592,0.288584742,0.758642661,1.15684843,3.071734282,3.428477554,3.501664527,-1.17962381,1.25168964,-0.077476915,-0.521038219,-0.148230636,-0.178676745,3.098796022,0.373715886,3.270033424,3.416052482,3.620750574,2.945339977
1393,1393,1393,1393,69.7,-2.77,-7.32,6.5,0.789,-0.568,0.631,0.182,-0.347,0.276,0,0,0,1,30,69700000000,-3.179483043,-7.43057161,6.32942679,0.755881439,-0.496700429,0.573308795,-0.305666729,-0.321302452,0.284860206,0.074375549,0.063516519,0.015831086,0.298937975,0.881238591,1.229025217,2.884047013,2.971222851,3.387099169,-0.570837095,1.634453826,-0.349848029,-0.006159981,-0.176897767,-0.184875836,2.198020899,0.396816663,3.205102501,3.466060798,3.433157528,2.912220624
1394,1394,1394,1394,69.8,-3.95,-7.49,6.83,0.889,-0.495,0.585,-0.993,-0.867,0.227,0,0,0,1,30,69800000000,-3.626307865,-7.474879014,6.636225633,0.857035274,-0.495501643,0.581753653,-0.68447551,-0.62793708,0.248277043,0.077740325,0.102777512,0.025599529,0.333520267,1.049561107,1.304178778,2.952342064,2.576104887,3.601083965,-0.922806486,1.701536563,-0.020913368,-0.184822042,0.281365336,-0.150078009,1.688541267,0.426470731,3.465906906,3.50255052,3.529738338,2.401653935
1395,1395,1395,1395,69.8,-3.33,-6.12,6.92,0.973,-0.484,0.616,-0.292,0.107,-0.0257,0,0,0,1,30,69800000000,-3.454478117,-6.464732047,6.810149611,0.945154285,-0.487393068,0.606490712,-0.468171159,-0.214966258,0.075050103,0.073514622,0.142038899,0.032923328,0.392291993,1.281911069,1.402563056,2.737998583,2.116712095,3.178083864,-0.271777383,1.742282146,0.086336504,-0.294012641,0.073740926,-0.126760596,1.114851331,0.53397454,3.378268618,3.143413978,2.992739067,1.752318404
