,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Time (s).1,Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Time (s).2,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Sitting,Walking,Running,Biking,RPM,COUNT,Time(m),Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
1628,1628,81.47129292,-3.4280176160000004,0.3176472187,9.632606506,81.51867220000003,0.6168699264999999,0.09525263309,-1.585844517,83.95773336,0.1470614821,0.02160872146,0.1768402755,0,0,0,1,32,,,-3.6967770696090527,-0.418819599301572,8.448658787674862,0.09311614113722837,0.047001897494273984,0.15452077089393246,0.6182901823840299,0.3928865372551567,-0.8947269805308384,0.06947540736188626,0.45047880885111596,0.02939376925291864,0.8443007184023247,1.7014590483480077,0.9975950087949235,2.347177483961458,2.8930852110740735,1.9376250979071128
1629,1629,81.52129293,-2.963510752,-0.04157529399,7.207480907000001,81.56867220000002,0.9407424927,0.5811140537,-1.00171566,84.00926779,0.3190149665,0.05001311749,0.1773747802,0,0,0,1,32,,,-3.287249773026411,-0.16491253273761058,7.818967340221037,0.2589770950607553,0.0491018149643268,0.17063244230305927,0.7862060282903246,0.4847505031511615,-0.95089088729765,0.07795109623561253,0.48069713272914527,0.032067234103136125,0.9380114087368225,1.7284717816610424,1.2627431087116328,2.2005795862381885,2.9081437005541426,1.9938684356427223
1630,1630,81.57129293,-3.55992198,-0.6640082598,8.473882675,81.6186722,0.5708656311,-0.02909857035,-3.101717949,84.06080227,0.3958290219,-0.1521773189,0.212498486,0,0,0,1,32,,,-3.4395364784324207,-0.500832598862636,8.151228003089367,0.3594574366547712,-0.09126307697793397,0.2001472609738684,0.6740683142863401,0.2339677555034435,-2.079971562486713,0.07632314968668197,0.49674389068443725,0.034954918262711014,1.2175355533914276,2.0456947341038454,1.6030595910567458,2.2939573260660397,2.8345370411935025,1.9930695255039563
1631,1631,81.62129292,-2.719442844,-0.3936193287,5.971887112,81.6686722,0.1831283569,1.396044135,-1.017920494,84.11233670000001,0.4618768692,-0.1923405379,0.3226800561,0,0,0,1,32,,,-3.0373660908901785,-0.42867191537230265,7.045574782652028,0.4346565208295751,-0.16175089459904685,0.28653070937851066,0.4184131504157544,0.8011162091656686,-1.5224458744374558,0.07524654775445973,0.48243493783146935,0.033669011519467267,1.7643669424287078,2.5891752738394587,1.9061113342857114,2.337815710337933,2.760397210696774,2.077271308370282
1632,1632,81.67129292,-4.309174538,-0.3502494097,7.626224995,81.7186722,-0.3711829185,-0.7813798189,-2.461334705,84.16387112,0.5381564498,-0.3316137195,0.1014770046,0,0,0,1,32,,,-3.7476677401988514,-0.37588906857096,7.340158241063465,0.5106489343471627,-0.2802071726826378,0.15607112797362782,0.007233922937217252,0.028783003692736894,-2.0153173163379985,0.0677409992517356,0.46139488295198705,0.031994007747609764,2.2996543662868967,2.5802356034141662,2.213665825466705,2.2921273993237343,2.9910915322345635,2.2906767882604187
1633,1633,81.72129292,-4.541278362,-2.368595362,5.890531062999999,81.76867220000003,0.28800916670000004,2.200118542,0.4304227829,84.21540555,0.7269082665000001,-0.1825669706,0.5066977739,0,0,0,1,32,,,-4.190897170858217,-1.7170947601818576,6.604713426497222,0.6694323148158778,-0.21211637682518547,0.4032566977681241,0.15344659087021936,1.0884978506693357,-0.7314214923252527,0.057248519284375694,0.41736081803126746,0.02987239772567165,2.1188069409740087,2.5983745726130514,2.295616145447429,2.5250353664981913,3.1654926471097964,2.768615326724629
1634,1634,81.77129293,-5.067998408999999,-0.2258226424,8.995817184,81.81867220000002,-0.6466579437,-0.9839046001,-2.0544734,84.26693998,0.6513158679,-0.5155550838,0.4052208066,0,0,0,1,32,,,-4.680755889628659,-0.7133830446443565,7.817801099371133,0.6561307353925787,-0.4237237127901013,0.4046413596756248,-0.2632048811522891,0.0770670480238973,-1.4259600575208178,0.04904875406724338,0.35327675085714927,0.02616770127136659,1.8355999524377553,2.5087172751719695,2.3887692565921013,2.765508750291299,3.29870832254408,3.063785945754061
1635,1635,81.82129293,-5.23818779,-3.713959932,6.180361747999999,81.8686722,0.28237819670000003,0.3947155476,0.255194664,84.31847446,0.7447755337,-0.5333459973,0.5965687036999999,0,0,0,1,32,,,-4.992080129657189,-2.7329434855047983,6.987072827569803,0.7212161150126309,-0.5001703857593529,0.5399467348559379,0.02090548527546521,0.2320945991255583,-0.5434347527445397,0.04663942411284769,0.2743925203084713,0.020422873210620744,1.4230761138195234,2.118098375691557,1.8954418327171358,2.907487359908063,3.289905150273259,3.5372589554829448
1636,1636,81.87129292,-4.850251675,-2.900100946,7.985447407,81.9186722,-0.2011585236,-0.4913291931,-1.114947796,84.37000888,0.8606074452,-0.6990383267,0.7043069005,0,0,0,1,32,,,-4.912869313150202,-2.8454500494451116,7.493581962068763,0.8235609544083046,-0.6388537977275995,0.6558177380004466,-0.09473352458351222,-0.12097056278445187,-0.8434515900463253,0.04346209971095203,0.19385931342817664,0.018328785177552476,1.2677467406838774,1.8802584591764453,1.7163631112662108,3.475184716435137,3.4657383721900317,3.7949409786605113
1637,1637,81.92129292,-5.319543839,-4.403690815,6.1875400539999985,81.9686722,-0.9540977478,0.2044620514,-0.4295563698,84.42154331,0.8628217578,-0.6552100182,0.7673768401000001,0,0,0,1,32,,,-5.139995958536488,-3.8942355081054174,6.830982803300832,0.8523872853604564,-0.6502600427211288,0.7344649273672547,-0.5422442599009292,0.03785600588419635,-0.6261765226575778,0.046529237727695766,0.14263946396529512,0.01613360901110382,1.167863654086804,1.6551685763330233,1.5591092508405915,3.4267509551430857,3.5193626091850403,3.7656019529277858
1638,1638,81.97129292,-5.997011662,-4.473083019,6.634998322,82.01867220000003,-0.9061260223,-1.996609688,-0.4939541817,84.47307774,0.9177979827,-0.6409314871,0.6681905389,0,0,0,1,32,,,-5.618636958968684,-4.283833101691552,6.7315532582146655,0.9004135672124819,-0.6437546406025683,0.6877426583412731,-0.7317343395172164,-0.9550598578834034,-0.5567661582910997,0.043915164497019245,0.1104618210866226,0.012348294133111028,1.0833740802275724,1.5095753426073661,1.4280802960187584,3.1861187585598545,3.1706019660830886,3.5750071056152386
1639,1639,82.02129293,-5.863013744,-6.986742972999999,6.276074886,82.06867220000002,-0.8960242271,-0.2248697281,1.20447588,84.52461217,0.9656731486,-0.5459447503,0.7792120576,0,0,0,1,32,,,-5.755120746407872,-6.1030465584021,6.500473700764962,0.9483288957233662,-0.5755455102457793,0.7522269633212488,-0.8172876898078729,-0.5986924019519002,0.3678011325340093,0.040023891454224914,0.14560222067946818,0.012224237449390411,0.996766743743859,1.3710877609442895,1.3143376853565376,3.3418927416337034,3.270965466599586,3.350512974584077
1640,1640,82.07129293,-5.771787167,-5.73948431,7.322336197,82.1186722,0.2386136055,-1.69084549,0.2308249474,84.57614665,0.8562551737,-0.4000285864,0.6229115129,0,0,0,1,32,,,-5.764428897943894,-5.858348301418952,6.91743229553227,0.8807259086552759,-0.4531462651047293,0.6610618631331414,-0.2674310023658469,-1.1317149688376034,0.2958952287985018,0.038452722085906235,0.2017182077092783,0.016464128614924814,0.91243359096652,1.2885824160574335,1.2268221759360676,3.3806843542219296,3.369398100887655,2.9695890604866686
1641,1641,82.12129292,-4.510171413,-7.269395351,6.493821621,82.1686722,-1.054105759,-0.5622305870000001,2.084904671,84.62768107,0.5470136999999999,-0.06696412712000001,0.5522822738000001,0,0,0,1,32,,,-5.063929414568419,-6.8080639424519465,6.702520296947722,0.6357054877824306,-0.18383661030426215,0.5843741809825465,-0.6770889670984201,-0.8537795489173692,1.2350390700897111,0.03662975835467393,0.2568215613675116,0.02148531744344322,0.847384337638201,1.3460402030313705,1.1210843698015325,3.075570094828237,3.2593199563613973,2.5155249131405957
1642,1642,82.17129292,-6.329614162,-7.393822192999999,8.083553314,82.2186722,-0.1982541084,-0.2711210251,0.6411194801,84.6792155,0.4809658527,0.1195733473,0.3190149665,0,0,0,1,32,,,-5.770810994263767,-7.202312860339978,7.403164977673375,0.5220915128602357,0.027750676887725145,0.39730063882338457,-0.4277374885180507,-0.569414522135818,0.9232598742614516,0.03767643438009445,0.3191955838957014,0.024154097980338702,0.8132846832654349,1.4580968571755075,1.0442763210767692,2.651715938916026,3.0383184702381008,2.0720133379436048
1643,1643,82.22129292,-5.070391178,-6.285346985,6.338288307000001,82.26867220000003,-0.2594814301,-0.3683409691,0.2672953606,84.73074998,0.1061347127,0.3062635362,0.2901524603,0,0,0,1,32,,,-5.379628381920211,-6.585142203812747,6.862917086799152,0.21668491519815064,0.2219756153971572,0.3217630724208725,-0.3401187694574377,-0.4712810804037365,0.5789100800628413,0.04542110728870237,0.373549805592789,0.027102167248501032,0.8142492312397688,1.6162301618169745,1.022830835786417,2.5989234415262836,3.036752946585633,1.9652188533948736
1644,1644,82.27129293,-5.479863167,-6.68764019,5.888138294,82.31867220000002,0.1681008339,0.2451844215,0.5569019318,84.78228440000002,-0.0287098214,0.3655920923,0.01893626526,0,0,0,1,32,,,-5.435609243822462,-6.654129230698415,6.368378891572517,0.036509542274877294,0.3221286261344468,0.10827554162522718,-0.07546529395432394,-0.12161189456880415,0.5673568615889577,0.06115452566589358,0.43056808733383545,0.031930380607414315,0.8488499607351934,1.6841385751371767,1.1046422380363097,2.4838176344229814,2.859694443796703,1.85422940226385
1645,1645,82.32129293,-4.936393261,-6.026922226,6.350252151,82.3686722,0.054527282710000013,-0.8180942535,0.6525650024,84.83381883,-0.3423035443,0.4598916173,-0.1864611208,0,0,0,1,32,,,-5.1567984394970106,-6.231982922694863,6.359182584272482,-0.2416251483223892,0.4181996246236617,-0.09950858057783174,-0.007772141273257427,-0.4615283577472719,0.6120870339594907,0.07553181152463237,0.47080345024436443,0.034462239336127694,0.9456325441143195,1.8539229103649761,1.3112050257417334,2.466371867941025,2.644985095634351,1.7015844294480083
1646,1646,82.37129292,-5.199603558,-7.195217609,6.256932259,82.4186722,0.5345573425,0.2156028748,0.0129365921,84.88535331,-0.4069769979,0.5840463638000001,-0.4469874799,0,0,0,1,32,,,-5.180704984586557,-6.880295144431543,6.307307541543389,-0.3630308946935048,0.5338552277519163,-0.3444750448110849,0.2746439280990934,-0.13105616316057864,0.2975618926754793,0.0850224951366234,0.5002585664247099,0.03397055992705736,1.1190888539203891,2.165519322450285,1.5600119994060255,2.390261778121134,2.7102280363005375,1.8614131640284868
1647,1647,82.42129292,-4.471886635,-5.806483269,5.761318684,82.4686722,-0.7606778145,-0.9830107689,1.416528225,84.93688774,-0.7478297353,0.6121453047,-0.6007682681000001,0,0,0,1,32,,,-4.784831813454564,-6.157558128766568,6.0303089584138325,-0.6455604858461832,0.5884519361910475,-0.5251572238901772,-0.2644960335084521,-0.5468504652532188,0.8849653545807696,0.08437121284614894,0.5140927034447562,0.03489737566345638,1.629696782339001,2.851450773880077,1.978690588930402,2.493960011085475,2.698249103232516,2.032340205222457
1648,1648,82.47129292,-6.248258114,-7.264609337,7.575975418,82.51867220000003,-0.252828598,-0.8442130089000001,-0.2608633041,84.98842217,-0.8773293495000001,0.6818582416,-0.8074637055,0,0,0,1,32,,,-5.602151526546263,-6.902667122652294,6.814477743383481,-0.8157313787610907,0.6535901634173791,-0.7241782889669646,-0.25842025970669297,-0.6919775066055354,0.28346046433385785,0.07936420946278241,0.4988911256494078,0.034718761932058355,2.3279811429352217,2.9105888629313568,2.4990598470276995,2.307819821814991,2.6940642798440324,2.106873912378248
1649,1649,82.52129293,-5.384150028,-6.381059647000001,5.73260498,82.56867220000002,-0.349255085,-0.03044748306,0.7530851364,85.03995664,-0.9636115432,0.7588250041,-0.950707376,0,0,0,1,32,,,-5.4803982670832285,-6.5515953575515775,6.265607160939781,-0.9243089470533374,0.7269771894605179,-0.8838772796150333,-0.30572215843286715,-0.36911944280449505,0.5299908113338785,0.06187546423581594,0.45708763990631973,0.030350625587230506,2.533040902076502,2.9193311805046585,2.720991814185921,2.544594579079217,2.82002692727833,2.384586349493787
1650,1650,82.57129293,-5.611468315,-5.921338558,7.549654483999999,82.6186722,-1.030052185,-2.131791115,0.3574104309,85.09149107,-0.8463288546,0.6071057916,-0.9475768209,0,0,0,1,32,,,-5.553600541793107,-6.127396362756717,6.917047724137006,-0.8670538794018273,0.6433831502451752,-0.9287843269753508,-0.6829143361727057,-1.2293869180310384,0.43939441893540737,0.05264777569568742,0.3978234262025476,0.027627383039533025,2.15615983291159,2.6217590105401674,2.583956486605954,2.6187576535872337,3.0173990983620946,2.534922935190319
1651,1651,82.62129292,-5.80797863,-6.819245337999999,6.742974281,82.6686722,0.6520709991,0.1467356682,0.1711301804,85.14302555,-0.9615499377,0.3740676045,-0.9055047035,0,0,0,1,32,,,-5.695670030407733,-6.59305042683858,6.8287343889399335,-0.9364354104973376,0.4555720903528106,-0.9123726051216586,0.012274331105361023,-0.5577737516952809,0.2985686068436189,0.04355369390133849,0.3203699093320225,0.022686583195780353,1.5896002069086508,2.1784875428701924,2.0406561375354073,2.822285741998182,3.171072325992817,3.025370972085741
1652,1652,82.67129292,-4.890929699,-4.824827671,7.1569323539999985,82.7186722,0.0779209137,-0.1109924316,-0.5097899437,85.19455998,-0.9128348827,0.3354314864,-0.9419264793,0,0,0,1,32,,,-5.246224686530509,-5.4029350384022665,6.995240298321947,-0.9191072723740704,0.3717903164060797,-0.9332075625396824,0.04645954577056078,-0.33972325239547324,-0.1257807210615996,0.04028524111490783,0.24382128624484126,0.019206533733133038,1.3482494822491469,1.9228142373019486,1.7886995836556783,3.250417548734961,3.3050058074752853,3.2199463079111155
1653,1653,82.72129292,-4.804787636,-3.848257065,7.018148899,82.76867220000003,-1.410597801,-1.792964697,0.6066775322,85.24609446,-0.8864920734999999,0.31336465480000003,-0.8463288546,0,0,0,1,32,,,-4.999683262785256,-4.356547543179729,7.0068626050026985,-0.8951603218606974,0.3310463429887496,-0.8719596135255051,-0.7122976693059925,-1.0489740835071366,0.2587246043059413,0.04134707712690219,0.17520307816624456,0.013395940936010195,1.2060184364227153,1.7888303962485355,1.6579209076817312,3.2173419824282083,3.1973036587899495,3.582561836454139
1654,1654,82.77129293,-6.497410774,-5.926124572999999,8.038089752000001,82.81867220000002,1.0997715,0.4771385193,-0.774980545,85.29762889,-0.7556180358,0.3964398801,-0.5489225984,0,0,0,1,32,,,-5.8361601114002495,-5.412962958103175,7.530038956524407,-0.7927046466535299,0.37664946437201136,-0.6442242443571536,0.23133063674625745,-0.3041586669039855,-0.2839208406967393,0.03765663774263593,0.11773886651254442,0.014483981093072418,1.0978491992487949,1.6939088651757792,1.5617571765479024,3.296346000718579,3.228738931011307,3.490230879489515
1655,1655,82.82129293,-3.758526087,-2.380559444,7.676474094,82.8686722,0.5520758629,-0.1333324909,-0.389588356,85.34916336,-0.7018635273,0.3161134422,-0.5119663477,0,0,0,1,32,,,-4.67580701099595,-3.3719813715007567,7.604330446398362,-0.7260066694134736,0.3344338007370816,-0.5509847717639755,0.39835752490432974,-0.2207873814572135,-0.3393911998314801,0.036368848001632155,0.10628142702557096,0.012927952192277836,1.0139219301917923,1.59628670634986,1.4796366153034228,3.1189160090940065,3.136924987565203,3.357654226624201
1656,1656,82.87129292,-3.851846218,-3.0747771260000003,8.028517723,82.9186722,-0.466688633,-1.482268095,-1.636404991,85.40069779,-0.286945492,0.3445942104,-0.2996205688,0,0,0,1,32,,,-4.215627090316657,-3.1719458586957567,7.819534974694383,-0.4036362206132068,0.3415193081858697,-0.3737774646088029,-0.05211205683074383,-0.8364498702448513,-1.0202610072492353,0.03407615725277263,0.16018600316554993,0.013313213137903747,0.9582589020072819,1.5251359662340127,1.398647745252476,3.25873173053556,3.1547738658755877,2.9460530364788355
1657,1657,82.92129292,-4.867001057,-2.947957516,7.674081326,82.9686722,0.6851072311,0.8508368134000001,-0.3649311066,85.45223227,-0.07513421029,0.2564031482,-0.2141019702,0,0,0,1,32,,,-4.579417725450359,-3.0211888497513875,7.745741427179817,-0.16244126657273508,0.2821623327688281,-0.2612090716372358,0.3317921560001771,-0.012973848918488629,-0.6762443543354753,0.03819521924540629,0.22099160679410115,0.016962553926997914,0.9170871849000342,1.5893638561056973,1.3355738660615761,3.216171798676422,3.1323817328946553,2.6805373938922634
1658,1658,82.97129292,-4.0193438530000005,-1.628913999,8.622237206,83.01867220000003,1.237625599,0.2726763487,-1.853782654,85.50376675,0.1243074164,0.09704835713,-0.08330429345,0,0,0,1,32,,,-4.266617950964471,-2.084107975828579,8.190417330714796,0.04809727880012393,0.15307044587093485,-0.13578935676049927,0.8035015653028044,0.12643701142181255,-1.2943952796038252,0.04299240417436335,0.286004959426946,0.02158031152392909,0.8869639016019413,1.6809421779312326,1.2957174125027795,2.926072566016419,3.11978018945057,2.144646654049329
1659,1659,83.02129293,-2.843869686,-0.6137589811999999,7.65015316,83.06867220000002,0.16568756099999998,-0.162810564,-0.9053668976,85.55530118,0.2244100124,0.08895463495999999,-0.06956022978,0,0,0,1,32,,,-3.4720168130076834,-1.0944787228859685,7.916323074748392,0.17755079912029256,0.10835836521197398,-0.08909899629095512,0.4713622856661316,-0.014729540132400826,-1.090174105303662,0.05136807654501957,0.34556465693706045,0.02448009436760807,0.8913272025360999,1.7313145278643058,1.3176282557938597,2.6032698964773764,2.9884389524442945,2.0416690116585556
1660,1660,83.07129293,-3.978665829,-1.212263823,7.865806103,83.1186722,1.336821318,1.324251533,-1.15856266,85.60683566,0.4270585775,0.00878092926,-0.03000787087,0,0,0,1,32,,,-3.754978946483593,-1.1737548543498633,7.890694109131516,0.3607460772514892,0.038916611529810984,-0.04744080038423543,0.922046870078453,0.6387568039624719,-1.1260748046834927,0.0638318254384458,0.39530511001973456,0.027960023938596146,0.9198178463059519,1.7756428285985326,1.4420544697623272,2.2258098651458966,2.7007203631569285,1.8271107389172663
1661,1661,83.12129292,-2.863012314,0.4923232496,7.657331467000001,83.1686722,0.9102947712,1.077765942,-0.7107372284000001,85.65837008,0.6231405735,-0.06803311408,0.1098761484,0,0,0,1,32,,,-3.2568179444058996,-0.05238867843568862,7.772301361040943,0.5534031279677474,-0.035666314118613186,0.06346485973119198,0.9159270081258593,0.8530141091955195,-0.9080425698107788,0.07134364174766455,0.4305114465682465,0.031076769462058035,1.0179212131354276,1.8728891062411488,1.572044720878217,2.135118854256819,2.548191283921438,1.6627159360396968
1662,1662,83.17129292,-3.758526087,0.06849455087999999,8.402097702,83.2186722,1.950684786,0.7323975562999999,-1.971413612,85.70990456,0.6084038615,-0.08574768156,0.1866138428,0,0,0,1,32,,,-3.5370206132313364,0.028972672076332737,8.091818310119386,0.5937861362448086,-0.07059127426196074,0.15028270974730815,1.4547732871190682,0.7941475039883077,-1.4662611807493984,0.08102428599303761,0.4641608211756061,0.03200581668983795,1.2179351691678733,2.0499214209239756,1.7127036058637664,1.9922722284016177,2.484083270565804,1.6086118117988648
1663,1663,83.22129292,-2.82233429,-0.1301097274,7.757830143,83.26867220000003,0.06957626343,0.5661325454999999,0.2557821274,85.76143904,0.6821636557999999,-0.3104631305,0.1459924877,0,0,0,1,32,,,-3.137870194205185,-0.0780989120924816,7.922374835698196,0.6586752726494949,-0.2378693548342729,0.14725817923545606,0.7334370691538092,0.6828653770936561,-0.5622713362162034,0.08068204897277952,0.4757282170395555,0.03323815040577291,1.6852828215198135,2.540471941044947,1.8784595242103395,1.9663493067577082,2.4259180171946237,1.5209168890797151
1664,1664,83.27129293,-4.737788677,-1.054337502,8.670093536,83.31867220000002,1.358975887,0.6614593267000001,0.2828531265,85.81297347,0.7314132452,-0.3820849657,0.2522799075,0,0,0,1,32,,,-4.031420429800181,-0.7351635066223565,8.301717779539311,0.7120814357632125,-0.33844018025795425,0.22129663590253865,1.059184091096268,0.6724182080710323,-0.11862167416726105,0.07827959051714496,0.47519376375261096,0.032407458619470156,2.4986385658310497,2.883784768739678,2.145888487079922,2.052590557395582,2.581654810675798,1.7016139413947735
1665,1665,83.32129293,-3.272484064,-1.011266708,9.199206352000001,83.3686722,-0.1952214241,-0.3637127876,-0.08632183075,85.86450795,0.8473978639,-0.5338041186,0.3224509954,0,0,0,1,32,,,-3.6075564794974952,-0.9209968062593366,8.757044036486834,0.8114343731307765,-0.4746800257343231,0.2926086662027993,0.4059570665989394,0.16673708218022665,-0.1016658111574224,0.0699813961481301,0.4590178437573356,0.03154087854372072,2.7386673494014198,2.865887404119736,2.3521929823597603,2.1470934200847314,2.6676918759018555,1.9809224751223045
1666,1666,83.37129292,-5.113461971,-2.612962246,7.547261715,83.4186722,1.485685825,1.145815849,0.8918418884,85.91604243,0.9029849768,-0.5918346643,0.6258893609,0,0,0,1,32,,,-4.448600708473979,-2.05978664474374,8.143280616035128,0.8786532726892659,-0.5563794938852282,0.5275656478545663,0.9682218173481086,0.6445740114392782,0.4198779076622425,0.058740078421347014,0.41863417128510927,0.028712955081973166,2.252719935413331,2.443337636551281,2.104778233524702,2.3092937477847704,2.7831153378581024,2.3577421384556834
1667,1667,83.42129292,-3.842274904,-1.382154226,9.558428764,83.4686722,-0.7177276611,-0.8508834839,0.580950737,85.96757690000003,1.128311276,-0.763559103,0.5008947253,0,0,0,1,32,,,-4.1099693525868535,-1.6037011395380745,8.861233054650342,1.0619588502715087,-0.7008591668895261,0.5087631202687575,0.09026987283185894,-0.08528025708202558,0.5044333896665006,0.04987569806343834,0.36155707204849963,0.02478108279401285,1.8532062323597642,2.1907572144057728,1.7784843547097258,2.553622980857572,3.0079589163840694,2.9435821459438283
1668,1668,83.47129292,-5.800800323,-4.654937267,8.243872643,83.51867220000003,0.4607439041,-1.639389753,-0.4795513153,86.01911133,0.8764131069,-0.5438067913,0.7971556783,0,0,0,1,32,,,-5.054293971898554,-3.6573581561785256,8.548025272182148,0.9257262074446304,-0.5913364394138289,0.7120747612863702,0.2831928520244458,-0.8437594871101156,-0.012111215381006568,0.043002553710709185,0.30193168336312115,0.021529820762983636,1.6193798984639507,1.9917637949898053,1.7618516786922738,3.0565159071724133,3.0720361197312287,3.3930028954582485
1669,1669,83.52129293,-4.459922314,-5.129015446,7.363014221,83.56867220000002,-0.189661026,0.2250132561,-0.15089559560000002,86.07064581,0.9039775729,-0.6887302995,0.7940250634999999,0,0,0,1,32,,,-4.722338974901606,-4.6478679666887315,7.946829153696656,0.9097577788194178,-0.6592554451173863,0.7698482716129833,0.036955946955070616,-0.3221476384755445,-0.0849663344484507,0.042769712878184846,0.23392325288098711,0.017398267871009194,1.464315795094819,1.8873834772237172,1.6923985659628336,3.2963762251194337,3.2142475864331335,3.569975527791331
1670,1670,83.57129293,-5.333900928,-4.348656178,6.903293132999999,83.6186722,0.8766560554999999,-0.4310483932,-0.03020811081,86.12218029,0.9411629438,-0.7540909648,0.6564317346,0,0,0,1,32,,,-5.063894706346226,-4.446481261577717,7.417408094923258,0.9328162901700562,-0.7253903554487554,0.6898916235426559,0.4742266673851179,-0.37529637788498216,-0.05622090287843595,0.03853448391391263,0.18083339812423435,0.013315961400567806,1.3509899706876303,1.7284217291398256,1.5883124713385568,3.2492358752402954,3.239161532892773,3.6477783405737187
1671,1671,83.62129292,-4.050450325,-5.46909523,7.164111137000001,83.6686722,-0.9286117554,-1.734702587,0.5413823128,86.17371477,0.8698465228,-0.4112529159,0.6390989423,0,0,0,1,32,,,-4.497888703340662,-5.1347591476007715,7.288901995705213,0.8865822043274737,-0.5063221047575746,0.6540836836612542,-0.2562962437822124,-1.0387511584930178,0.25749201912553704,0.03891191472888552,0.14678462998026592,0.012163285589082007,1.251022486247193,1.558237493224847,1.5155839533871667,3.231636615325723,3.0500149288195106,3.636472862280641
1672,1672,83.67129292,-5.860620975,-7.506284713999999,7.070790767999999,83.7186722,-0.8821082115000001,-1.728161812,1.956480026,86.22524920000002,0.6690304875,-0.07085828482999999,0.5291464329,0,0,0,1,32,,,-5.258971068327599,-6.73093194941581,7.178246805119913,0.7268499205562141,-0.20264516196701404,0.5660051366380251,-0.5821855073618316,-1.3752162935260657,1.1493789404177932,0.039839019416745114,0.1691787893343989,0.0123038457994521,1.1639637583028581,1.5149807762243321,1.4566148132354455,3.2715741147365667,3.075749464627203,3.4222964176995987
1673,1673,83.72129292,-5.286044121000001,-7.312466145,8.361419677999999,83.76867220000003,0.2980337143,-0.06007480621000001,1.018151283,86.27678368,0.3861318231000001,0.06421531737000001,0.4456894398,0,0,0,1,32,,,-5.274091296427759,-7.122337835512371,7.778510353648373,0.4766855888845944,-0.0165461778311842,0.4811847032016112,-0.12381460887559735,-0.7333647991006899,1.0804907371834591,0.042434778717086695,0.2273670262194103,0.015631834469637333,1.0946650621429286,1.5638156998832144,1.3817442098790234,3.2515614970302256,3.0511268622696233,2.902591898343198
1674,1674,83.77129293,-4.46710062,-5.832804202999999,6.941578388,83.81867220000002,-0.3231987953,0.7386126518,-0.20626211170000006,86.32831816,0.1953184158,0.1372115612,0.2125748396,0,0,0,1,32,,,-4.823389140998477,-6.254407697809894,7.353906508279303,0.27009829182979384,0.0906789875755972,0.2918195110411034,-0.22764318525212765,-0.014969907181015209,0.40500743064257694,0.04169571658660947,0.2841401617454079,0.017769714474817053,1.0425135569810926,1.6476640553544766,1.3331694009195656,3.2106270328170763,3.2785920494420453,2.4434099403917218
1675,1675,83.82129293,-5.182853699,-5.574379444,5.955137252999999,83.8686722,-1.013493538,-1.691848755,1.3960790630000002,86.37985264,-0.17157171670000002,0.2888543904,0.01091889478,0,0,0,1,32,,,-5.024149144498846,-5.796709657992167,6.644263635039137,-0.05418763048453645,0.22887944811195826,0.0937895561430604,-0.6368718448381296,-0.8333664103336823,0.9252723316482864,0.04914357025166869,0.3419705861159205,0.02122332133701314,1.032477526380355,1.719238918113671,1.37092428346957,2.8552753702702147,2.986176051234225,2.1067312885067513
1676,1676,83.87129292,-6.047261238,-8.29890728,7.341478825,83.9186722,0.126033783,0.4712018967,0.5847525597,86.43138711,-0.3213820159,0.3652102947,-0.220210433,0,0,0,1,32,,,-5.59555453920095,-7.48083225231777,6.997984442429058,-0.2503688881181102,0.3239517200495679,-0.12757486988590044,-0.23959156570997536,-0.1966751299607488,0.7465158426069047,0.05614264139849096,0.3818242531554459,0.025388949562665408,1.0539136360848729,1.8181837033556405,1.4849063087212635,2.597268389740684,2.919304852839092,1.8658459514516188
1677,1677,83.92129292,-4.945964336,-6.206383705,6.419643879,83.9686722,-0.3574256897,-1.300983429,0.8653254509,86.48292154,-0.5614449978,0.4680617154,-0.3380275965,0,0,0,1,32,,,-5.232760131285199,-6.623055242716951,6.704572746695434,-0.4787692802515824,0.42444889294942223,-0.2759403114056413,-0.30095324920373195,-0.735630017213371,0.8088851679428941,0.0656620798408404,0.4256142604321755,0.02801275339116111,1.1189320840198247,2.0171079341304607,1.646954241529174,2.5471440466110575,2.7720427759204718,1.7422224881636772
