,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,RPM/SPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
1107,1107,55.4,-2.16,-1.98,6.69,-0.546,0.35200000000000004,0.0294,0.105,1.05,-2.35,0.0,0.0,0.0,1.0,30.0,55400000000.0,-2.0702097203117793,-2.1455279204674977,7.012274188554642,-0.3832795057460471,0.2516868525495678,0.040742659341013385,0.14980049542287868,0.7682041282841474,-2.0532771097546485,0.0956158298644621,0.038628282165163355,0.008006929795776588,0.987482630599891,1.1166305529429954,1.056775563376206,2.8484413916499745,2.9628940496490577,3.2567384465024882
1108,1108,55.5,-3.26,-1.91,9.55,-0.987,0.633,0.0606,-0.774,1.49,0.6890000000000001,0.0,0.0,0.0,1.0,30.0,55500000000.0,-2.760172202602442,-1.9699271283124973,8.567634131546933,-0.8420332848193711,0.5205098071392406,0.05508615370487796,-0.35933206817730823,1.1737907374993934,-0.3194228071468259,0.10796140561792232,0.0567645437646983,0.012271840610191504,0.9840120074108973,1.0999099126055496,1.2269307398810718,2.922844998725809,3.0863405584357686,3.320724449502048
1109,1109,55.5,-4.23,-3.98,8.66,-1.19,0.696,0.0783,-1.48,-0.17,0.0508,0.0,0.0,0.0,1.0,30.0,55500000000.0,-3.612529188731697,-3.4685619448725857,8.624244630252893,-1.1064455026854685,0.6442290784841099,0.07185414119047275,-0.9769638581417434,0.4186970280470037,-0.08534274233804258,0.10801397193384929,0.10592576199826244,0.01767896587032821,0.9959015940433118,1.3110691274192272,1.3884415961204182,2.846778632844507,3.081398448411603,3.2437488030097232
1110,1110,55.6,-3.16,-3.35,8.21,-1.07,0.282,-0.00298,-0.135,0.928,-0.0853,0.0,0.0,0.0,1.0,30.0,55600000000.0,-3.35010638113335,-3.3801665427740977,8.370356131412121,-1.0787514149401334,0.3888602662171242,0.0177994201393989,-0.5129337758498762,0.7048810587301098,-0.08531571678721601,0.11032895807365753,0.1650057693001696,0.02699811610532903,1.018142418841909,1.5545578024547642,1.5190963440969056,2.8127315396493597,3.0024110223656884,2.7427210680428686
1111,1111,55.6,-3.28,-3.45,6.7,-1.34,0.38,-0.0812,-0.131,1.27,-1.3,0.0,0.0,0.0,1.0,30.0,55600000000.0,-3.3094514911879083,-3.432231779960772,7.346602853178247,-1.2772684346518497,0.3826138408330485,-0.0537105369869963,-0.3024392728788355,1.022428821761474,-0.8533217919331721,0.11148391893969868,0.21449965404957372,0.03645958061019263,1.1357780791546899,1.7530648605831045,1.5716583105262287,2.6815225561876064,2.7133456979141273,2.37847878624728
1112,1112,55.7,-2.13,-4.91,6.07,-1.57,0.7140000000000001,-0.16899999999999998,1.2,0.389,-1.48,0.0,0.0,0.0,1.0,30.0,55700000000.0,-2.6254845601607384,-4.534000122224646,6.564179269134097,-1.4997086859666315,0.6162386178338387,-0.1369872291811065,0.5255975119064615,0.6664968259570616,-1.249550434347245,0.1214632060659047,0.26395007146785754,0.04378989349804283,1.4026114198395485,2.092757495138932,1.7090384204032976,2.5391509809317223,2.3579210786301465,1.9034928010755676
1113,1113,55.7,-3.99,-7.1,6.4,-1.6,0.7090000000000001,-0.353,-0.489,-1.19,-0.594,0.0,0.0,0.0,1.0,30.0,55700000000.0,-3.4167706298102782,-6.447113139606946,6.463554650821932,-1.5759178449543183,0.6816346987843738,-0.29301907599144084,-0.03357585635684024,-0.376693216302459,-0.835066805324028,0.13773563940650316,0.30918029661076396,0.05280228361399067,1.889187518014555,2.586772040776508,2.260490361964564,2.3899322535173817,2.2059956252691544,1.8202697396156837
1114,1114,55.8,-4.08,-8.63,6.57,-1.61,0.7959999999999999,-0.54,-0.452,-2.09,0.225,0.0,0.0,0.0,1.0,30.0,55800000000.0,-3.801379027965992,-8.074591643564691,6.528794593622055,-1.6018161280735597,0.7622613913052235,-0.4714200822795514,-0.2641812267848834,-1.3394228081195747,-0.16482040040782342,0.1592109473143207,0.34139010213063037,0.05742163231866034,2.7636851240422913,3.3308007731613536,2.8378592284215305,2.412533709021862,2.100001951440226,1.7502247093261871
1115,1115,55.8,-3.5,-8.41,6.86,-1.32,0.516,-0.782,0.0976,-1.31,1.14,0.0,0.0,0.0,1.0,30.0,55800000000.0,-3.6266085432323343,-8.324659397005874,6.731788860616648,-1.387670354696377,0.5886489162397381,-0.6957603474176685,-0.06479336588221721,-1.322889712688285,0.6601758860259865,0.16992208670005945,0.3640001744927482,0.05733056355558411,3.2253606108104544,3.3605157967536172,2.9550063011127716,2.464736599307067,2.292524757894289,1.744856582619376
1116,1116,55.9,-4.3,-8.79,6.5,-1.08,0.5,-0.826,-0.85,-1.2,1.33,0.0,0.0,0.0,1.0,30.0,55900000000.0,-4.017110116762173,-8.671599836451161,6.589726593561328,-1.1538785217916956,0.5261520872401321,-0.7898359475085701,-0.4975429535364232,-1.2538363918930695,1.0836843228062498,0.16426088021510868,0.3578149259255358,0.05182603150774443,2.2369518107438693,2.2018749345375186,2.827640750088042,2.5527070141510393,2.402923477272635,1.6684201105690724
1117,1117,55.9,-4.59,-8.03,5.69,-0.7709999999999999,0.099,-0.607,-1.34,-0.0798,0.948,0.0,0.0,0.0,1.0,30.0,55900000000.0,-4.349330543432476,-8.193246908155304,6.038288568703827,-0.8629376623845477,0.22501303084825489,-0.6577686005699213,-0.9618448672076744,-0.5941298865949414,0.9978954646412508,0.14039786578168412,0.32213613397752816,0.044878989410396516,1.343000484076026,1.6352539790132001,2.0762484283047398,2.620723057165316,2.4456985659015853,1.6731701658274825
1118,1118,56.0,-3.01,-8.45,5.33,-0.5820000000000001,-0.17600000000000002,-0.35100000000000003,0.0387,-0.267,0.875,0.0,0.0,0.0,1.0,30.0,56000000000.0,-3.5726492609265112,-8.384672223438441,5.604181897786883,-0.6494593887502624,-0.057698183445204776,-0.4361813644396633,-0.4104163049468016,-0.4103112903945401,0.9201925845909013,0.105469905833184,0.27430011491645084,0.03828861001685866,1.0074262509457284,1.4577257827872638,1.7424338878590182,2.7434289398790033,2.7483389557407607,1.9972529530421657
1119,1119,56.0,-3.11,-9.18,5.96,-0.265,-0.00611,-0.123,-0.202,-0.852,1.67,0.0,0.0,0.0,1.0,30.0,56000000000.0,-3.304357686447505,-8.977638955818122,5.822261108084066,-0.3573172317854206,-0.02132889639092845,-0.20996201033063366,-0.29555219106265906,-0.6585019907530102,1.3942718559116574,0.07033438814451856,0.20964871153463852,0.025859629897725316,0.9755213822616576,1.369751476160414,1.4574179532759177,2.8005669501753787,2.9979337039436755,1.982837336476489
1120,1120,56.1,-2.7,-8.63,5.48,0.0565,0.173,-0.0225,0.198,-0.264,1.27,0.0,0.0,0.0,1.0,30.0,56100000000.0,-2.9538891147220867,-8.718452498614946,5.612490948723036,-0.042866713902562865,0.11567153049550817,-0.07455313876306208,-0.023541626023762245,-0.4368261271269892,1.3156987155293765,0.05669535334964263,0.14309001364809856,0.018670784005950652,1.0209724679081293,1.3592504177020281,1.2323531165800097,2.996423407459759,3.074939243003557,2.3762079434132377
1121,1121,56.1,-3.55,-8.97,5.4,0.309,0.0941,0.109,-0.625,-0.636,1.15,0.0,0.0,0.0,1.0,30.0,56100000000.0,-3.2995753449301173,-8.905997062548789,5.482256336602731,0.2245089717951021,0.10046376028031148,0.05803224806903045,-0.3550223396561782,-0.5487445361277477,1.2109326909454596,0.07228935849355808,0.07836819836375551,0.012141928465511412,1.0385691430394601,1.267651343629536,1.1266935982106074,3.0119488085692803,3.012097427718653,2.780213935135405
1122,1122,56.2,-2.98,-8.23,5.31,0.545,0.099,0.245,0.0442,-0.0125,0.901,0.0,0.0,0.0,1.0,30.0,56200000000.0,-3.1142527795683947,-8.401998712784964,5.376681229342642,0.4680429948914779,0.09943181975197428,0.19308410753789634,-0.13499962223897854,-0.2474216709081879,1.0149721565185792,0.09564352352030163,0.04326490545614724,0.010815562282831679,1.0573472242705133,1.2029584520994447,1.098452370675685,3.010694537234563,3.2762642469996743,3.272150470278275
1123,1123,56.2,-3.51,-8.31,5.63,0.531,-0.0055,0.263,-0.371,-0.249,0.998,0.0,0.0,0.0,1.0,30.0,56200000000.0,-3.3437476198261336,-8.333408242339951,5.531939143848317,0.5158826378182552,0.025455664464760427,0.24358625291134786,-0.2650660978846803,-0.248308553667228,1.0042412199032928,0.10095644929358394,0.05658953728850679,0.012501199452953977,1.0733888966130098,1.3202075451531015,1.217252495987182,2.9614102953964587,3.0696369292180306,3.3908895127984175
1124,1124,56.3,-2.81,-7.99,5.49,0.664,0.0855,0.3,0.44,-0.123,0.615,0.0,0.0,0.0,1.0,30.0,56300000000.0,-3.034225949149623,-8.07737579016365,5.506234705968631,0.6284337106876067,0.06778647739196841,0.28433543441928033,0.12351576015718425,-0.17789602939320048,0.7581364253280434,0.10787010989541529,0.111680369509871,0.01737017300924095,1.1036046474829486,1.4859784857378366,1.3653705991784872,3.071735489146334,2.9810522475232752,3.398283476204688
1125,1125,56.3,-3.58,-8.68,6.41,0.845,-0.0733,0.336,-0.221,-1.04,1.27,0.0,0.0,0.0,1.0,30.0,56300000000.0,-3.35072170113342,-8.526669984250269,6.060147972281187,0.7929976431627752,-0.031678441192780696,0.3216541419960578,-0.06635661547564473,-0.6623235799504561,1.0817714152678035,0.10268870212454786,0.16770582059801306,0.025943125682026513,1.1490811701136532,1.7882827591478847,1.530923343725311,2.763312334017151,2.925897331543128,2.728654404187601
1126,1126,56.4,-3.52,-7.74,6.49,1.08,-0.08800000000000001,0.225,-0.0442,-0.406,0.979,0.0,0.0,0.0,1.0,30.0,56400000000.0,-3.4488866172989106,-7.94015823337332,6.323602052335466,1.0110843889972223,-0.07138472243423577,0.2518382409158625,-0.054145477982218665,-0.5182919789223719,1.0167923118853963,0.11365377882916525,0.21268313267106817,0.03542866958840833,1.2879536588504352,2.0588668622885873,1.6927641338228308,2.662627233308751,2.5729688256939576,2.1859274541692955
1127,1127,56.4,-3.28,-6.86,6.5,0.995,-0.057999999999999996,0.235,0.237,0.141,0.606,0.0,0.0,0.0,1.0,30.0,56400000000.0,-3.3509488106446517,-7.13483294229638,6.431715497832638,0.998862222847235,-0.06194859113151052,0.2396755243784545,0.10631302776661206,-0.14782713391164004,0.7570614475484261,0.12169043139906173,0.2588726692600531,0.047431311482903665,1.5577499546906612,2.3631988030795243,1.8532612073318842,2.494024986682181,2.3723354732021096,2.008010683051081
1128,1128,56.5,-4.03,-6.42,7.41,1.14,-0.439,0.233,-0.485,0.222,1.13,0.0,0.0,0.0,1.0,30.0,56500000000.0,-3.7447324889313163,-6.601880418068709,7.03130122493042,1.1061096724864516,-0.32776704756932623,0.2348536094984049,-0.21957630663616184,0.05998360357705905,0.9928585888129264,0.13775188687613324,0.29552570015605634,0.05427048810489573,2.0478262683632575,2.9129957341170516,2.3020433549411967,2.4991355655556977,2.0394227439422163,1.7057007859386688
1129,1129,56.5,-4.62,-6.6,7.79,1.28,-0.607,0.269,-1.18,-0.389,1.02,0.0,0.0,0.0,1.0,30.0,56500000000.0,-4.2523023361519465,-6.600478377913169,7.4963039963858344,1.2382450464509152,-0.5246242050184875,0.2595184649559984,-0.7488929271267564,-0.1923061940203561,1.0100192248214068,0.1505331966568815,0.32818653160784905,0.05810357815996487,2.864710179970214,3.3801390036324563,2.6685118204146097,2.534238476857769,2.2064220736967917,1.571638673909124
1130,1130,56.6,-2.95,-5.35,7.58,1.33,-0.7290000000000001,0.271,0.362,0.36,0.322,0.0,0.0,0.0,1.0,30.0,56600000000.0,-3.4970938408513814,-5.668168616396144,7.547600823794951,1.3079676292942295,-0.6687076064176526,0.2678118862112633,-0.1366484354169556,0.11804193638808608,0.5750066253285926,0.1578659011731129,0.3471164327481222,0.05796270699030212,3.1004966571710524,3.353826714614753,2.6691061780945877,2.496538767955309,2.4156622373803414,1.544163583865258
1131,1131,56.6,-2.91,-4.47,7.82,1.37,-0.647,0.194,0.199,0.703,0.0894,0.0,0.0,0.0,1.0,30.0,56600000000.0,-3.1566366403568336,-4.774858962144159,7.714553061272388,1.3551046529400226,-0.6534039151826601,0.2144955717464514,0.04833690693050438,0.4467375792841444,0.2679730549515939,0.15605531773041104,0.3406881595455876,0.05402594745314756,1.8553000659614762,2.2797873661319072,2.612489110590912,2.5873214583634594,2.470351888071404,1.6914343664338407
1132,1132,56.7,-2.47,-4.04,7.94,1.26,-0.64,0.159,0.452,0.593,-0.189,0.0,0.0,0.0,1.0,30.0,56700000000.0,-2.7584542775005447,-4.2269757046957706,7.852728430269798,1.2828367333298638,-0.6439542442261106,0.17440961764597074,0.2708070450800862,0.5289243563040193,-0.020956420485690963,0.12878537317384894,0.3117894529743304,0.048249902666139446,1.0798113177483806,1.6677731121068315,1.9175020904991624,2.5801574466274495,2.7250976063656704,1.9426710848768116
1133,1133,56.7,-2.15,-2.33,7.28,1.11,-0.789,0.0868,0.4970000000000001,1.8,-1.22,0.0,0.0,0.0,1.0,30.0,56700000000.0,-2.4056101095857665,-2.812661843427697,7.501706085240553,1.1515019513025828,-0.7462104093411105,0.11112682617209843,0.3954683820633054,1.2431584693446975,-0.7790734260986578,0.10553974098052459,0.25026479344583225,0.03877434169850645,1.0302121328605545,1.6797159019330237,1.5164300529326704,2.8306266197110217,2.7181773251521175,2.0930359356503665
1134,1134,56.8,-2.04,-2.82,7.96,0.851,-0.6809999999999999,0.0331,0.294,0.867,-0.8240000000000001,0.0,0.0,0.0,1.0,30.0,56800000000.0,-2.1935918308951696,-2.818132847456706,7.782592223402768,0.9231572045646864,-0.7002375499755884,0.05476594371535256,0.3395462879803139,1.0317900636121629,-0.8074790655355799,0.07770033046675262,0.18899823601384094,0.028702454452525304,1.1817769489085623,1.671884789015002,1.2124216030495987,2.882512832148596,3.0771770262756726,2.2576061076266107
1135,1135,56.8,-2.01,-2.72,7.73,0.636,-0.25,0.0941,0.112,0.605,-1.24,0.0,0.0,0.0,1.0,30.0,56800000000.0,-2.0871264435655297,-2.7449687051778477,7.750358716768421,0.7049528089636836,-0.3828234138125505,0.08317799362920064,0.2141390976547041,0.7919711182465154,-1.080948254403478,0.06914516828637501,0.1278460659502921,0.017659833888340554,1.2811104420196906,1.5717950195055075,1.0716712266051616,2.9120841731228855,3.002416069069016,2.2616922981391645
1136,1136,56.9,-2.24,-2.8,8.86,0.34600000000000003,0.0458,0.15,-0.139,0.29600000000000004,-0.204,0.0,0.0,0.0,1.0,30.0,56900000000.0,-2.1757782233793748,-2.78599793518212,8.430452260183174,0.43219253535526414,-0.0806470831662971,0.13144533757182852,0.01951415818628047,0.5132784188340187,-0.5264818587752572,0.08330737252632221,0.07904435261536462,0.012569501917319465,1.3064493296756103,1.5132088122595366,1.0640315060223529,2.96696328069823,3.1382995448671642,2.875188362896961
1137,1137,56.9,-2.34,-2.67,8.24,0.113,0.0159,0.205,-0.19,0.29,-0.857,0.0,0.0,0.0,1.0,30.0,56900000000.0,-2.271010810387309,-2.6995142903475142,8.31372485451353,0.18964521930753625,-0.012582104358788232,0.18457585519370867,-0.09595501621765813,0.3878153308026004,-0.7354579266740847,0.09704606373958152,0.048693537697824085,0.010635219728564207,1.2741458943341368,1.452462083690723,1.2200664945850568,2.8664234702284435,3.369107648148214,3.2948010572985584
1138,1138,57.0,-1.91,-2.35,8.06,-0.113,0.0489,0.239,0.298,0.583,-1.03,0.0,0.0,0.0,1.0,30.0,57000000000.0,-2.0616596800684657,-2.4389294977618445,8.158218380505758,-0.04032815599897427,0.030762324118962063,0.22388787929713164,0.12116473499572655,0.497492168738806,-0.9216874611580244,0.11088933446766872,0.0670617735597717,0.012681027853146263,1.2734423577391638,1.50524300021542,1.3736188168937846,2.8967040905271553,3.299242005978657,3.567173847823167
1139,1139,57.0,-2.15,-2.63,7.79,-0.448,0.202,0.235,0.131,0.373,-1.26,0.0,0.0,0.0,1.0,30.0,57000000000.0,-2.112888517415154,-2.5813845698604783,7.932539099861437,-0.3501089415217626,0.15148362158465994,0.2319144637176793,0.12658522607970465,0.4275383777184274,-1.1355916761009663,0.11477520855827038,0.11006198624818435,0.017728733642897326,1.283827834678247,1.7464136811207414,1.5393620451837933,3.090145440276667,3.078938181274079,3.5134259342506065
1140,1140,57.1,-2.2,-2.66,7.28,-0.949,0.438,0.156,0.235,0.623,-1.63,0.0,0.0,0.0,1.0,30.0,57100000000.0,-2.163404721126068,-2.6399973444998044,7.532601183017273,-0.8051929490891278,0.3534755405459009,0.17707939893452412,0.1863356726355264,0.5373708512964864,-1.4481902771107698,0.11093142988811566,0.1596197622277832,0.026470636990448722,1.3524646047973718,2.003386481465173,1.7307768505168182,2.8855184375015583,2.7911026264613175,2.7200518103235045
1141,1141,57.1,-1.82,-2.79,7.47,-1.13,0.722,0.03,0.872,0.944,-1.19,0.0,0.0,0.0,1.0,30.0,57100000000.0,-1.964263457684456,-2.7518336594782,7.494233093360294,-1.0520066056243569,0.6132825554584616,0.07083997692460094,0.5642246561901947,0.7658611270588244,-1.284944841285499,0.12173140162912098,0.21619308885458735,0.038042384828209486,1.4895813054367637,2.27588763076908,1.8799090408994712,2.9589526241392536,2.5257369924660322,2.407179166416387
1142,1142,57.2,-2.8,-3.99,7.15,-1.33,0.841,-0.197,0.211,0.276,-1.15,0.0,0.0,0.0,1.0,30.0,57200000000.0,-2.4489092316860037,-3.6749639645629903,7.283254360560037,-1.2632476410804765,0.7738216807726089,-0.12262806881629132,0.3695525597090699,0.4906017061133339,-1.1996235098676913,0.12402995263992793,0.2631179632510519,0.04553893019821677,1.7674275193566873,2.483224767864869,2.0502512299463826,2.690573111147119,2.111576711630515,2.015326838214967
1143,1143,57.2,-3.54,-4.11,8.32,-1.65,0.89,-0.228,-0.231,0.789,0.495,0.0,0.0,0.0,1.0,30.0,57200000000.0,-3.0816355931938415,-3.9993105851508046,7.918670541271948,-1.5571321461357581,0.8557265247817099,-0.19874106021923527,0.0385710625110417,0.6582756221142747,-0.12816714593553313,0.13470978920755503,0.3116399646207682,0.052414533216880395,2.2208861179382784,2.84988830285814,2.394778810692475,2.5571751297401177,2.041951945747793,1.7779688456408125
1144,1144,57.3,-3.55,-5.83,7.28,-1.59,0.696,-0.326,0.0234,-0.307,0.00903,0.0,0.0,0.0,1.0,30.0,57300000000.0,-3.353241307195397,-5.364203765728743,7.527232596638576,-1.5821077232648166,0.7431204943749539,-0.29066363249057275,0.03020986071265882,0.11587453443152496,-0.04142176905097776,0.15197584971949243,0.34819110906509687,0.05597272102628924,2.7496762740195244,3.1094411991715947,2.6165548935393597,2.521306881516412,2.027820044951934,1.7516162673504811
1145,1145,57.3,-4.78,-8.47,7.79,-1.38,0.519,-0.495,-1.11,-2.36,1.05,0.0,0.0,0.0,1.0,30.0,57300000000.0,-4.180622517794643,-7.679768933237005,7.6882814387236,-1.428530551949346,0.5851172023573752,-0.4382613120071308,-0.5981920361018189,-1.2753519061683931,0.6486493523472674,0.16828666275360094,0.3713210908435962,0.056547404418677935,3.028302780542001,3.5314411721424266,2.630502039678763,2.6092805499968614,2.2106360612017384,1.8067468557055264
1146,1146,57.4,-3.7,-6.22,6.06,-1.29,0.354,-0.614,-0.0552,0.422,-0.161,0.0,0.0,0.0,1.0,30.0,57400000000.0,-3.9019082932446425,-6.5914199126800295,6.690315617145082,-1.3232642349475439,0.42218128894552187,-0.5652021281122078,-0.29893377381304925,-0.3215875269665953,0.13673390801810226,0.16295093145292558,0.3696566306139175,0.05279373752989058,1.9386743250238074,2.473302054413388,2.511422586858268,2.6631504459494897,2.353384393176337,1.8582578783608898
1147,1147,57.4,-2.17,-6.79,5.56,-1.44,0.319,-0.8140000000000001,1.33,0.366,-0.153,0.0,0.0,0.0,1.0,30.0,57400000000.0,-2.8975701990066023,-6.7394737354706065,5.99755062938277,-1.4119691922014093,0.34943924891720984,-0.7449155569957016,0.5988177039150429,0.06477695569480207,-0.04645559327601759,0.13626543319989914,0.3403477002110025,0.04629581910486729,1.1876377699484881,1.7838347330879247,2.025812085742642,2.643616733727914,2.5220690920847106,1.991946918023203
1148,1148,57.5,-4.41,-10.4,6.03,-1.26,0.37,-0.649,-1.11,-2.74,0.865,0.0,0.0,0.0,1.0,30.0,57500000000.0,-3.774632098639554,-9.468624285426896,6.0174388196434565,-1.2964911728444104,0.363934429422944,-0.6756331521891873,-0.3429600503102451,-1.5112641502188917,0.529828695028034,0.11417324424431725,0.28451782189321384,0.038956672255015264,1.1580680602852493,1.6950012292460568,1.7680429241827118,3.017435185667548,2.644748197912599,2.1842666554965615
1149,1149,57.5,-3.97,-8.28,6.11,-0.966,0.238,-0.43,-0.7979999999999999,-0.25,1.45,0.0,0.0,0.0,1.0,30.0,57500000000.0,-3.8879264710211623,-8.582430483044991,6.074169199417288,-1.0453582903210061,0.27515159380637816,-0.4982056985468588,-0.593745418857647,-0.8025432177521006,1.1116236737922285,0.08332873215301939,0.21811905927397446,0.029386993860582057,1.2184222373847218,1.711607959925874,1.5246762807142307,3.040995806327522,2.8986173756921514,2.354642630161031
1150,1150,57.6,-3.3,-8.82,6.01,-0.448,-0.055,-0.267,-0.262,-0.562,1.67,0.0,0.0,0.0,1.0,30.0,57600000000.0,-3.546986348693148,-8.759553160412327,6.034840348994449,-0.5914390104477829,0.04239716703325175,-0.3311995716919769,-0.4109111367809977,-0.6673788034511596,1.4646671769864716,0.06508492118711405,0.1538147524683739,0.019677325759130414,1.2760103183046083,1.650895597746227,1.2490697177216379,3.1215790445702116,3.1385357458066676,2.598018777338629
1151,1151,57.6,-3.23,-9.26,6.12,-0.0687,0.172,-0.172,-0.28600000000000003,-0.908,1.91,0.0,0.0,0.0,1.0,30.0,57600000000.0,-3.3631651490049514,-9.13266768979136,6.087034215401863,-0.1942212531496872,0.1337662079467658,-0.21620542631454615,-0.3420690853164482,-0.8025870176485279,1.7462368869550469,0.06830493909062364,0.08841956484526602,0.013312402024242925,1.3221450712175158,1.6326099461208343,1.146060673368007,2.9640096444799457,3.4034954254807457,2.8845289232845874
1152,1152,57.7,-3.1,-8.33,5.0,0.224,0.147,0.0306,-0.159,0.0136,0.765,0.0,0.0,0.0,1.0,30.0,57700000000.0,-3.2105549370919886,-8.53422876455888,5.420796223654305,0.1235757887033937,0.14309593318875782,-0.037931202124492164,-0.2411745337936529,-0.3439607859883718,1.1258321107318991,0.09521616026803002,0.05654783967194562,0.012241460958365799,1.366268999019009,1.592858905412129,1.2404443336985047,3.155690488042877,3.5100857695551837,3.3938845664754864
1153,1153,57.7,-2.53,-8.68,4.99,0.227,0.0519,0.117,0.466,-0.397,0.677,0.0,0.0,0.0,1.0,30.0,57700000000.0,-2.815899336646241,-8.64291054771023,5.1567631699352505,0.2021655471362473,0.0788034756782226,0.07397978792505208,0.1485693390743255,-0.3737642269895149,0.8420498829723184,0.0953900895322881,0.06319674773695799,0.01193242819447294,1.405572908466994,1.6932510297564225,1.4425435258792643,3.1329273281378374,3.1528660540588906,3.482345936244398
1154,1154,57.8,-2.48,-8.85,5.43,0.487,0.161,0.119,0.5720000000000001,-0.6659999999999999,0.98,0.0,0.0,0.0,1.0,30.0,57800000000.0,-2.621110445892637,-8.797308946123595,5.324228590974623,0.4186049096096625,0.13675141509978447,0.1064991047956538,0.3819339617681039,-0.5379753603949959,0.9292713513128228,0.1074250952378736,0.10833824332744085,0.019105973046639642,1.4445109535787228,1.89088739861467,1.61096485492675,3.255603315566094,2.9825254634143117,3.4637709787104125
1155,1155,57.8,-2.68,-8.39,6.05,0.607,0.207,0.0697,0.452,-0.342,1.41,0.0,0.0,0.0,1.0,30.0,57800000000.0,-2.6552606906981344,-8.493634956962591,5.7690504799644895,0.5617621472284094,0.186276148460923,0.07991811962179228,0.4205493319273601,-0.4278542293627369,1.233220712187404,0.11272699738787195,0.1551634055082209,0.026167625976381493,1.5195395605039084,2.047260421426261,1.75899719385913,3.0409372477369896,2.6473735122439357,2.8153411426855435
1156,1156,57.9,-4.27,-8.86,6.31,0.909,0.159,0.277,-1.04,-1.01,1.41,0.0,0.0,0.0,1.0,30.0,57900000000.0,-3.5916522185901827,-8.766782710496594,6.10059577875675,0.8256204596854955,0.16704666198102452,0.2222756909748639,-0.3844006748319963,-0.7549695973585271,1.3449925928078403,0.11851482554107598,0.21152064333747575,0.03455520871890556,1.6592739904109204,2.290893601922158,1.9216990380655934,2.864421804292955,2.55733077820816,2.251472774958833
1157,1157,57.9,-3.35,-7.29,5.46,0.921,0.0525,0.295,0.0427,0.274,0.212,0.0,0.0,0.0,1.0,30.0,57900000000.0,-3.451517411160424,-7.66574898491131,5.707977760207887,0.8980972557549488,0.08629211299833738,0.27480641373092124,-0.14901341837764706,-0.17677803881733667,0.6286375345606146,0.1240257774187457,0.2651469269971872,0.044977436532982286,1.8950399263671267,2.6311033210230375,2.0606405156738923,2.673742682388381,2.4081064531024308,2.098990976724622
1158,1158,58.0,-3.51,-7.04,6.47,0.901,-0.133,0.201,-0.0307,0.235,0.9,0.0,0.0,0.0,1.0,30.0,58000000000.0,-3.4854316115021415,-7.199214026555358,6.1750173618418565,0.900303003994504,-0.06830720248464363,0.2214940516697886,-0.08380754869151877,0.054605462542700316,0.8002113457763059,0.13684863994181887,0.3053521759002222,0.052209376208451286,2.2070430131710155,2.9032370822693023,2.294920908556001,2.738114646557354,2.226394811227501,1.9347960012712992
1159,1159,58.0,-4.3,-7.91,7.65,1.07,-0.332,0.269,-0.8079999999999999,-0.944,1.7,0.0,0.0,0.0,1.0,30.0,58000000000.0,-3.9578020561283473,-7.729149225994765,7.079027116385889,1.029252020127229,-0.2542086616796535,0.2558088765033201,-0.4829304976424382,-0.5065240982334474,1.3691190249902323,0.15180183602718478,0.3377697835026282,0.0591835828314842,2.531582851236758,3.0833839737619155,2.433985732909772,2.6970307635877258,2.3335972449080122,1.992045757888189
1160,1160,58.1,-3.87,-6.63,6.91,1.17,-0.282,0.389,-0.36,-0.0811,0.509,0.0,0.0,0.0,1.0,30.0,58100000000.0,-3.906885348304904,-6.909664950207103,6.975431124064678,1.136203249735135,-0.2738013529404095,0.3520164206132192,-0.4151800329270801,-0.2674726971666279,0.8252932185328882,0.15268081369698125,0.35518940206089755,0.060284397614628074,2.728473431641133,3.2356740540028457,2.6328452949568257,2.5494026812405006,2.447790246855843,1.9377030110854736
1161,1161,58.1,-4.01,-6.19,7.41,1.19,-0.421,0.338,-0.499,-0.0873,0.58,0.0,0.0,0.0,1.0,30.0,58100000000.0,-3.966681936618664,-6.373109848228954,7.241776184245015,1.1770822482761623,-0.3775753109635907,0.3418919811658617,-0.4613755935374931,-0.1662312878282841,0.6702021345024831,0.15623104259882287,0.3516975729586072,0.05764618770011651,2.1794307021920574,2.9425962478708865,2.5631917639899315,2.798082052125677,2.5114719340796463,1.9755268878810932
