,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
1009,1009,50.5,-0.941,-10.0,-0.905,-0.56,0.183,-0.457,0.117,-0.269,-0.457,60.0,50500000000.0,-0.9058135876980508,-9.806618016760432,-0.7868919029996609,-0.5224094676051544,0.2233865562283973,-0.3861161434310385,0.2984740099401697,-0.10223035325270777,-0.6089028174039808,0.7450177652054041,0.016505727323063275,1.8065528264199369,1.948825537996576,1.8414758685267347,1.9069990133046653,3.3353055782351024,2.244624282245584,2.333134405595064
1010,1010,50.5,-0.972,-9.81,-0.273,-0.46,0.293,-0.422,-0.149,-0.0618,0.451,60.0,50500000000.0,-0.9365240152276716,-9.807961141910377,-0.5309297619252996,-0.4770147287852676,0.2694219328713969,-0.41076469663359466,0.07377001964497415,-0.0862225713161695,-0.07927657859538118,0.661067965860092,0.021836991501541746,1.7724848404198115,2.1744815281576835,1.9142792765488679,1.8989414541901588,3.4595384510280445,2.4539159095453895,2.391937123236268
1011,1011,50.6,-1.22,-9.54,-0.524,-0.386,0.509,-0.387,-0.586,0.201,0.402,60.0,50600000000.0,-1.0680565894566083,-9.701555898230797,-0.5274781420360447,-0.4108133939970121,0.427854903714272,-0.3944407635789961,-0.2575407541062081,0.027498826656668404,0.16121406268042007,0.5907430133044669,0.025972789554317498,1.6919131097482059,2.519320093968394,1.9746445844711369,1.7505242746909966,3.4571226556122685,2.503600810912751,2.413376400225814
1012,1012,50.6,-1.3,-10.3,-0.445,-0.262,0.491,-0.385,-0.865,-0.58,0.636,60.0,50600000000.0,-1.1756780676487617,-9.939193345412212,-0.4863969659885302,-0.3025710621074579,0.4696127517944477,-0.3879559127458229,-0.5625830904314673,-0.21303106072461814,0.398461358409097,0.6781785252437883,0.027377455661157825,1.5415345467662631,2.7468514870552805,2.060899936819531,1.7837481876497605,3.2555982236051775,2.3734034700160738,2.0981334103851412
1013,1013,50.7,-1.34,-11.0,0.00239,-0.0913,0.436,-0.228,-1.05,-1.22,1.16,60.0,50700000000.0,-1.2519232881769504,-10.36043119245474,-0.2429392308356289,-0.1488989320881135,0.4473846330995357,-0.2780824711800725,-0.8073448205137461,-0.6117250638535899,0.7789970266297296,0.616149724744586,0.03249871174741864,1.6320457106762336,2.5584543755597715,2.034989464078772,2.1167095188647838,3.1853474667590835,2.6472730579906942,2.061924849755395
1014,1014,50.7,-2.7,-12.1,-0.546,0.17,0.433,-0.0616,-2.52,-2.33,0.618,60.0,50700000000.0,-1.9238293926344685,-11.051200218830175,-0.3938894290436344,0.08305843438780783,0.4378720745568424,-0.12938103343197094,-1.66737341795696,-1.292049785070097,0.6985478917886685,0.5592981715819509,0.02725040317699135,1.810058177682958,2.4643438479861905,2.400349020916369,2.431741737850977,2.9899548619400993,2.4432629529347394,2.429302198586727
1015,1015,50.8,-3.22,-12.2,0.649,0.765,-0.335,0.544,-2.98,-2.49,1.63,60.0,50800000000.0,-2.5252512143805337,-11.507379357663163,0.12555874242438309,0.5790819375365376,-0.07322821077893499,0.33316326181560685,-2.3265232811745054,-1.7663599036279047,1.1639881790923514,0.7514293281080411,0.025260498893655715,1.9028367657546088,2.697614625056877,2.580118755055375,2.6787811253311924,3.0460400508806815,2.444983359222853,2.530805263629487
1016,1016,50.8,0.28,-9.96,1.7,1.71,-0.507,0.962,0.915,-0.183,2.11,60.0,50800000000.0,-1.223617579349935,-10.892927392932213,0.9097652392255441,1.4016773006785836,-0.36008150126861393,0.7651101453970117,-0.6987567558511254,-1.1394527007552775,1.6367038058666814,0.7453369820596751,0.023455962912507764,1.9374992484580293,2.776840765557603,3.120801270492378,2.8297868946083744,3.0653276267943057,2.284249516790023,2.501228532334567
1017,1017,50.9,1.3,-10.3,0.6779999999999999,2.13,0.0452,0.772,1.36,-0.229,1.14,60.0,50900000000.0,-0.05266167959493662,-10.657480738231868,0.7943263043685964,1.931437120729284,-0.0920688556282926,0.7698427848401624,0.33507056586579376,-0.7789728422444484,1.3885042817998436,0.6377303195029806,0.021265495176004165,1.9272821366893471,2.4279222390834216,3.2639254410544507,2.8787812671955306,3.014028284428359,2.2023066358528007,2.4830005886749746
1018,1018,50.9,-1.35,-11.2,-1.48,1.59,-0.418,0.429,-0.0151,-1.59,-3.01,60.0,50900000000.0,-0.6546253167596024,-10.872910726791254,-0.33848282146630115,1.6830861882366523,-0.3076071200215037,0.5357184548149716,0.1592285703753563,-1.1000866876479276,-0.8093984172453594,0.7024715327864969,0.03158572240155163,1.8674701896279209,1.8946278670593437,3.1714095217115537,2.9058533022034,3.200797832067677,2.6315774436141535,2.6030244122944484
1019,1019,51.0,-1.75,-10.9,0.409,0.883,-0.987,0.472,-0.262,-1.41,-1.78,60.0,51000000000.0,-1.1628780260898255,-10.883667509269532,0.03382759123364382,1.1011278882802544,-0.7568896036887058,0.491950359641368,-0.052295979481802916,-1.2227921232247618,-1.2944014190621247,0.7171110144192727,0.029620645033821977,1.6463878847781617,1.753291323896797,3.19454991700241,2.8374164690061896,3.2428752486669405,2.405643111742223,2.6101738339425076
1020,1020,51.0,0.6459999999999999,-8.04,0.575,0.4920000000000001,-1.12,0.461,2.22,1.28,-2.04,60.0,51000000000.0,-0.3235604978219122,-9.75446984615353,0.3033777536169515,0.6580668346014527,-0.9970145010759748,0.4706906076673698,1.0887624156852735,-0.2318497694632057,-1.6669719448970652,0.6832320397429873,0.031953632609969716,1.5074359609075245,1.9131067092862188,2.8659128136275576,2.503402576977256,3.3944462551634147,2.445682021269827,2.455244722541315
1021,1021,51.1,1.03,-8.96,0.627,0.192,-0.979,0.398,2.63,0.29,-2.22,60.0,51100000000.0,0.3044901466242348,-9.438992232945102,0.4645693122241333,0.319064023100202,-0.9851014937632768,0.4207595554592764,1.8627118522244783,-0.025231316533989526,-1.9433163207581725,0.6938686172080868,0.03031059391417936,1.6060411687629148,1.9613444074361677,2.4979952548705624,2.3407148580144153,3.57903014118307,2.445683589427907,2.3153221503146235
1022,1022,51.1,0.596,-8.94,2.14,-0.0669,-0.327,0.392,2.69,0.255,-2.29,60.0,51100000000.0,0.43975042152310895,-9.240846237399053,1.2990772155492385,0.03832555446052688,-0.5498989903932279,0.4010046591835109,2.278143709769304,0.08572199687795763,-2.1165517806580785,0.7211159034753577,0.02797426446315404,1.5076747055864719,1.897485514409263,2.170993532149524,2.1260514532638752,3.5382252697680334,2.6036059643261784,2.2514059894063947
1023,1023,51.2,0.29,-9.28,2.06,0.0199,-0.261,0.163,2.04,-0.0792,-0.835,60.0,51200000000.0,0.37026637842061705,-9.256393777667267,1.6780818467567338,0.024923367438883726,-0.3588501015637337,0.2375196694215991,2.15855721142194,0.02042364800603368,-1.4761690526933282,0.7666014922749735,0.020532958679770636,1.4607664097758055,1.8500372140333297,2.0409799837034974,1.9759241109212888,3.5533138616304245,2.4462296662491205,2.2991897019462244
1024,1024,51.2,-0.63,-8.84,2.17,0.111,-0.146,-0.0671,1.09,0.35100000000000003,-0.768,60.0,51200000000.0,-0.09385617456438483,-9.09104719599558,1.923099219083907,0.08753288793216167,-0.2180923343388288,0.02827693954850949,1.6219694894084755,0.15131031650543186,-1.1223017920798628,0.895747669992057,0.016003634972774676,1.5890293877794515,1.8774704229326673,1.8954092143993666,1.938957505089249,3.4862828779037454,2.3053466839492676,2.315847373574576
1025,1025,51.3,-1.92,-9.04,2.62,0.00275,-0.128,-0.174,-0.29100000000000004,0.16399999999999998,-0.34700000000000003,60.0,51300000000.0,-0.9411849829560368,-9.070776747168088,2.2702153855928087,0.025864398886490773,-0.15851428035225784,-0.1106667392597156,0.6613508474672662,0.1563346049177922,-0.7348887558247204,0.8808596726161121,0.014514041556066358,1.7309060352430146,2.0500021866407168,1.931534312589779,2.0511626383240156,3.33939021781115,2.2425997510453737,2.2840186868391634
1026,1026,51.3,-2.41,-8.45,2.29,-0.127,-0.29100000000000004,-0.0604,-0.8809999999999999,0.775,-0.6579999999999999,60.0,51300000000.0,-1.6227136570831109,-8.824271184929223,2.280069797559704,-0.08532450947011275,-0.2461270884737232,-0.0761386035955777,-0.11315756006263646,0.40128572190703615,-0.6964679631503286,0.7218845227175088,0.02297410392098635,1.7686651544563632,2.1104714489546104,1.9832007499142106,2.0572890866083524,3.3167438621815535,2.4959751940640142,2.3646576385564524
1027,1027,51.4,-2.44,-10.0,2.95,-0.217,-0.536,0.145,-0.944,-0.753,0.0521,60.0,51400000000.0,-2.001933693408698,-9.291143703709498,2.613752388835688,-0.18110124335486769,-0.4378200450363693,0.07576112041387427,-0.5303742185898195,-0.05573611120167049,-0.3224136386171456,0.693307900200646,0.02959293679768707,1.6850848482673157,2.48829547193388,2.042000111322587,1.959434223093416,3.356505616778,2.651220067421505,2.421290524154893
1028,1028,51.4,-2.11,-9.83,3.85,-0.0669,-0.269,0.197,-0.5489999999999999,-0.575,1.02,60.0,51400000000.0,-2.05207629815836,-9.505119203387173,3.2295094388468497,-0.09803473905391427,-0.3261793501974337,0.15903989637417332,-0.5397273717274818,-0.2613307227091406,0.3483813259883959,0.7012057360072226,0.029601387505481785,1.504308295076621,2.796100938420951,1.9790895785936358,2.000266702897473,3.215465355061103,2.455953972795044,2.2184192775540192
1029,1029,51.5,-0.778,-8.5,3.17,-0.0376,-0.224,0.247,0.87,0.742,0.33,60.0,51500000000.0,-1.4609062247631044,-9.105994398292092,3.1998686840098216,-0.0540763511407725,-0.2586081535364584,0.21945953625591247,0.16818271222241732,0.13592276631875672,0.3391963088371013,0.7984597259017516,0.031377297602099105,1.5510572175521016,2.5640300963300997,2.166176963244336,2.2984874520937275,3.407048718766419,2.5658744959046094,2.1752921681459343
1030,1030,51.5,-0.345,-7.4,1.43,-0.421,-0.373,0.063,1.34,1.84,-1.38,60.0,51500000000.0,-0.9431269010504344,-8.428557690930893,2.318322603516159,-0.3209654345799665,-0.3342554755053976,0.11198775030815288,0.7566236491187437,0.8106261672306563,-0.5198744031613289,0.7149834386955878,0.02802214064069673,1.6954562549481604,2.432084641891924,2.2187948489882556,2.430921055065706,3.0638525999651613,2.5358280796583066,2.4464165533801974
1031,1031,51.6,-1.53,-10.8,0.6459999999999999,-1.19,0.168,-0.289,0.0831,-1.49,-1.85,60.0,51600000000.0,-1.215435392926955,-9.370238560561887,1.485362858141377,-0.9530747364012968,-0.0021139460547167643,-0.16345004956005704,0.4184063512373295,-0.10027167507791868,-1.1845291382262402,0.8132830407028897,0.02563508308363461,1.7320953040775746,2.6569410152152466,2.5558435046903507,2.486134668374357,3.1814778707448506,2.472689477569376,2.4344311938424745
1032,1032,51.6,-1.64,-15.8,5.87,-0.7190000000000001,-0.119,-0.366,-0.158,-6.34,3.91,60.0,51600000000.0,-1.4124329206784942,-11.92344553223495,3.669287296308687,-0.7828158930829833,-0.07941069185031226,-0.30258126022693765,0.1289575681288529,-2.570796988643387,1.3611725000623167,0.6990332219878382,0.023797752123290324,1.8055707702376742,2.5738557662916235,3.089692309239276,2.572968638206485,3.1678913749534345,2.416336416458555,2.5149921058899802
1033,1033,51.7,0.7609999999999999,-7.68,0.00239,-0.648,-0.29600000000000004,-0.517,2.04,1.89,-1.71,60.0,51700000000.0,-0.4039623251888562,-10.238407146945269,1.842858662079893,-0.6847549221788304,-0.22264119738247568,-0.4498651376170315,1.0886084934984477,-0.8046124689963394,-0.17347155008217752,0.6459233266060238,0.02280587360024208,1.8086542061976967,2.2457797301640214,3.184202338154133,2.794303095847068,3.173446582130373,2.34009274296303,2.49786051987673
1034,1034,51.7,-0.6729999999999999,-9.33,-0.838,-0.938,-0.0257,-0.877,0.194,0.355,-2.09,60.0,51700000000.0,-0.5287955152183029,-9.877685896470213,0.5075616443936763,-0.8689576914702182,-0.0924039888964002,-0.7432633230478313,0.6393710166337512,-0.3454816041836135,-1.1311477516916129,0.760527853588432,0.024454200916765464,1.7685372143019482,1.9754555693855735,3.175729293026727,3.0846731491721933,3.313663196122774,2.3469022284802974,2.5431747568633267
1035,1035,51.8,-3.47,-10.3,0.682,-0.887,0.0947,-0.6659999999999999,-2.99,-0.5770000000000001,-0.129,60.0,51800000000.0,-1.8935113384866529,-10.045383528571186,0.5944468631167998,-0.8820811345678321,0.031327874152128364,-0.6901912850867423,-1.1831575024676464,-0.4371477902479251,-0.6303813259069705,0.799330175096184,0.03722129206667129,1.7432958645484693,1.6673511132261558,3.1959048290902454,2.726115072748391,3.4292293316089526,2.891775272766233,2.725040773745811
1036,1036,51.8,0.737,-9.32,-2.23,-0.605,-0.648,-0.387,0.973,0.475,-2.67,60.0,51800000000.0,-0.6729568292860748,-9.757339403767158,-0.8123693754336567,-0.6805407748398842,-0.4179116299933458,-0.4819297085016367,-0.10041933837918582,-0.07599678841873947,-1.6495649572081224,0.6048947361895279,0.02943852231977067,1.440929395445237,1.8537587096253976,2.9544040811250705,2.776197553259468,3.2872098020448792,2.4111462740321064,2.3068952002076237
1037,1037,51.9,1.25,-9.49,-0.397,-0.816,-0.537,-0.173,1.38,0.312,-0.429,60.0,51900000000.0,0.21929313172129328,-9.651180971597476,-0.6054798901876137,-0.7790696761808134,-0.4966647658367102,-0.269726417667425,0.6429894881859184,0.07762462423231857,-1.0396569363816934,0.7145732871888594,0.030056850115727177,1.526099289700954,2.2085479594020763,2.5961239574650565,2.555887382995981,3.5602382880347574,2.4443170563601115,2.1257543731747672
1038,1038,51.9,1.3,-10.1,-0.613,-0.505,0.00855,-0.511,1.23,-0.295,-0.303,60.0,51900000000.0,0.7207399680989319,-9.82940357333912,-0.6092255362659739,-0.5797197421715077,-0.16256625603119276,-0.4354568114494114,0.937763272910894,-0.06991040674631746,-0.6715544720641196,0.6842111591978588,0.024740208137969087,1.510469488724167,2.132643494237955,2.337248554488734,2.329649638965892,3.5958712019691883,2.4973097463609677,2.2648711589523445
1039,1039,52.0,-0.838,-9.96,-1.4,-0.334,-0.476,-0.156,-1.13,-0.17600000000000002,-0.838,60.0,52000000000.0,-0.0025137493793691013,-9.881262386091764,-1.0030988748250085,-0.400990683458917,-0.3698399888076208,-0.2434984100055821,-0.1005867606805807,-0.11191496259000427,-0.7547261712149329,0.6170462256841168,0.021275869696774172,1.6020023011962448,1.879826292973312,2.2741604500198807,2.241157519891963,3.594881320831565,2.5886067351262847,2.251382887014195
1040,1040,52.0,0.826,-10.0,-1.19,-0.209,-0.0415,-0.0647,0.53,-0.221,-0.487,60.0,52000000000.0,0.38191575376681,-9.928412143900463,-1.0961916570104893,-0.26134251557010363,-0.15270876297266633,-0.12068208935499668,0.21606929202886174,-0.15510551956464738,-0.6209452168159549,0.8434418535605556,0.015334292174796602,1.6472632200306039,1.6718687321495016,1.9338972021949492,2.1525464107435495,3.486983190727384,2.3361623808338647,2.3299624837124595
1041,1041,52.1,1.14,-9.94,-1.69,-0.236,0.0287,-0.101,0.78,-0.18,-0.848,60.0,52100000000.0,0.7336660458569602,-9.933013422348015,-1.3919590531936452,-0.24290914306475786,-0.03274315365264495,-0.1071624984081021,0.499253275843252,-0.1649621121993827,-0.7344029442369391,0.9324323736543265,0.01394253110191723,1.7677693018013032,2.0616635072410094,1.9959068497432617,2.1640473239628366,3.430980005444645,2.2258412611554017,2.3560303097304085
1042,1042,52.1,1.47,-10.2,-1.03,-0.0522,0.12,-0.0885,1.04,-0.486,-0.0806,60.0,52100000000.0,1.075324245039686,-10.039031583459883,-1.2116724571937854,-0.10419312454307128,0.06826588752141137,-0.09434326068377154,0.7707951627861959,-0.29207216751955234,-0.4077020557494006,0.8365238527636837,0.02108498948960289,1.8824284215653504,2.2745297318724225,2.071778620800223,2.3160891995553023,3.4601638882177648,2.429743597519474,2.470321504088174
1043,1043,52.2,0.215,-10.0,-0.546,0.19,0.407,-0.00481,-0.26,-0.275,0.34700000000000003,60.0,52200000000.0,0.6761346952751133,-10.023532453517406,-0.8801106130414154,0.10979398736676156,0.2922707494536049,-0.0328430176346726,0.25317005623133604,-0.2853127055588234,-0.03058256491363015,0.7820134946177926,0.023324642266066665,1.7228651617769684,2.4835313161511268,2.0125260166028633,2.156136265464201,3.43743601008114,2.337562269177941,2.479096427600258
1044,1044,52.2,-0.239,-10.4,-0.725,0.298,0.08,-0.129,-0.746,-0.606,0.0682,60.0,52200000000.0,0.2515131555995401,-10.173024556895893,-0.8028522666256921,0.24668931134823835,0.1518961079983212,-0.09889307894835216,-0.2485741564735721,-0.4122839506740289,0.01877841140715323,1.004263673288803,0.030572923767983238,1.6040485430932991,2.776617045516172,1.9238409304980801,2.221573614833766,3.5356186997221783,2.5683433300657046,2.296233293017803
1045,1045,52.3,1.08,-10.7,1.28,0.698,0.457,-0.0299,0.532,-0.91,1.88,60.0,52300000000.0,0.6359302062813732,-10.382282219253764,0.234586380005547,0.5749589632320242,0.3536612943087601,-0.051501851210622084,0.14339973121881155,-0.6093470389240497,0.9488181907033614,0.8170192199451062,0.029468425142183514,1.697929494830713,2.5313243561358156,2.0190643835404742,2.345240565847528,3.283133184188983,2.4412507032385045,2.268277267292922
1046,1046,52.3,-0.725,-11.0,0.438,0.7959999999999999,0.32,-0.261,-1.34,-1.2,0.602,60.0,52300000000.0,0.004460000467120029,-10.627573014627352,0.3359037658975818,0.7357374802168128,0.3314010766579101,-0.19540577475577,-0.6015057514977641,-0.8432070882729725,0.7755154963251978,0.850655303087381,0.02727975781844223,1.8462790884144962,2.3226795793319903,2.0177312385919097,2.4934783664919173,3.195224081719492,2.461714571002491,2.504649380630833
1047,1047,52.4,0.14400000000000002,-11.6,1.02,1.29,0.0727,0.0325,-0.5579999999999999,-1.86,0.722,60.0,52400000000.0,0.06920641167878057,-11.013716152627449,0.676642219894384,1.1388911189387099,0.1603220632511481,-0.03885769045582455,-0.5796588747238106,-1.2457907377812525,0.7487741678542066,0.9597068237049464,0.024176475123784198,1.9045989256749005,2.5896781738380703,2.2988066946725603,2.683021527683722,3.2637958645521734,2.396099863594485,2.4493644172076148
1048,1048,52.4,-0.172,-10.7,2.49,1.99,-0.13699999999999998,0.384,-0.8009999999999999,-0.958,1.47,60.0,52400000000.0,-0.042713114204117685,-10.889141899168091,1.5798495702810025,1.7579617895354671,-0.03629700466900704,0.2516025329066108,-0.6908077511045749,-1.1318443866445678,1.1091658300774334,0.9130934925397589,0.02238427303102809,1.9646262787929347,2.563014671609421,2.8836274867079097,2.769148660808107,3.190469966270422,2.296852381883324,2.3692462601993283
1049,1049,52.5,0.979,-9.56,0.867,1.9,0.188,0.813,0.639,0.0363,-1.15,60.0,52500000000.0,0.4313606911715514,-10.36135043703901,1.2247894768352716,1.8612760380578408,0.11203059356149386,0.6372255045752317,-0.023030185452850738,-0.6693354350097793,-0.01972397331043818,0.7977765863161361,0.02197810726681037,2.0276992136504663,2.3905760673235896,3.101284958038545,2.8910768404806455,3.0908694505615086,2.2639706306323903,2.4034329079175656
1050,1050,52.5,0.654,-9.35,0.948,1.11,0.106,0.409,0.627,0.0668,-1.79,60.0,52500000000.0,0.5346650907063711,-9.959751410324863,1.086924639060048,1.3148207525290203,0.10804256139167433,0.4804578039797769,0.3033895979733575,-0.37787383876913694,-0.9043188565775959,0.933008421599549,0.025800775461686774,1.9096357227691307,2.1149375677308977,3.0394631522232047,3.2641066192453096,3.2224004654140104,2.421201047989478,2.391242336257799
1051,1051,52.6,-0.589,-11.9,2.33,0.706,-0.08,0.49,-0.402,-2.62,-0.845,60.0,52600000000.0,0.013285668045330934,-10.730208471861832,1.7060825022182322,0.8719830686473761,-0.016309977656998112,0.4870123285825597,-0.05082954037426785,-1.2656094469393049,-0.8746776412863371,0.994499243712297,0.03084635710184981,1.8785083420049062,1.9045307158116895,2.890552521750462,2.8369787452587842,3.24677247649279,2.542708185376034,2.637475739831745
1052,1052,52.6,1.37,-7.06,2.29,0.675,-0.499,0.522,1.77,2.09,-1.22,60.0,52600000000.0,0.6427997037237586,-9.272797988715393,1.9969233636156096,0.7287035959841839,-0.335512883527643,0.5110453101211873,0.8635200003763033,0.06299289512355699,-1.0472328919259841,0.9681456846300353,0.030246002042736874,1.6772469362794782,1.9127074751002204,2.8833193471271934,2.738862233969504,3.388895938215775,2.430569999426284,2.5126390261070695
1053,1053,52.7,1.12,-7.31,3.15,0.0302,-0.467,-0.279,1.51,1.77,-0.53,60.0,52700000000.0,0.8642201451581292,-8.49338656678141,2.571254246151168,0.2206333668638305,-0.4224653147683913,-0.031635465700343916,1.1881570271409825,0.7388563130770806,-0.7887751158928005,0.7997533507737083,0.029451699623922186,1.3971322585871793,2.067553560538257,2.7532004448440768,2.61123371101097,3.346549974267752,2.435178607751857,2.043208690501331
1054,1054,52.7,0.5529999999999999,-10.6,3.33,-0.0394,-0.0244,-0.321,0.743,-1.51,-0.338,60.0,52700000000.0,0.7198143103631859,-9.329906081446577,2.9491745203276216,0.03149301989095271,-0.15922473369153906,-0.2303994738731476,0.964616522572924,-0.15154403759407442,-0.5635258530515754,1.027758831489532,0.024186286077713864,1.3646414533415696,2.0542411920624644,2.4594504952640133,2.435754552049823,3.657064748493132,2.4634861916938364,2.2736150483258704
1055,1055,52.8,-0.0215,-8.33,3.57,-0.295,0.36,-0.0164,0.0647,0.795,-0.0103,60.0,52800000000.0,0.37584524403068426,-8.932851335127271,3.258398700715313,-0.2059880437942636,0.1841385766485379,-0.08340360299372745,0.5127135577355147,0.22322564267976205,-0.2870826532948473,0.9896448835447281,0.02087291529915002,1.3731009962868546,1.96167905779562,2.3797100912035045,2.285534497169826,3.576672523185254,2.481383519412555,2.246043414171088
1056,1056,52.8,0.182,-8.61,3.65,-0.312,0.443,0.14400000000000002,0.359,0.569,0.207,60.0,52800000000.0,0.28590125148179585,-8.804649513092887,3.4534497050409416,-0.2830979148456513,0.35532362076792545,0.07279953694648797,0.4355246052957633,0.360129727490009,-0.040192907375009385,1.167182267194448,0.01656017215207424,1.4652764434776502,1.8435721921600123,2.116635048599133,2.1364730237354737,3.432845492473611,2.3764638891409438,2.2070509116607795
1057,1057,52.9,-0.488,-8.82,3.57,-0.301,0.249,0.211,-0.185,0.408,0.27,60.0,52900000000.0,-0.07318812371094569,-8.810744947615524,3.5115016920246673,-0.2961193453507467,0.2850118121899977,0.16772919446651735,0.1239213588527564,0.3790832286849508,0.11480838618389537,1.1991263120452484,0.014127719128634376,1.6494511239965182,1.9558045309231642,1.9394339099972246,2.133858323497629,3.315430581560797,2.2406254335758042,2.3000888305556226
1058,1058,52.9,-0.141,-8.95,3.54,-0.259,0.25,0.279,0.308,0.313,0.363,60.0,52900000000.0,-0.1046527647227916,-8.866041940576302,3.525696269029436,-0.2691198671337097,0.2618585018346135,0.2441609292774209,0.2163584692466748,0.3529185797326339,0.2388280520005689,1.0903957881414574,0.020433292555561887,1.7016764551979287,2.27297595658758,2.0094937534458204,2.173207623779432,3.2943190347178857,2.4824903024425353,2.327830209333469
1059,1059,53.0,-0.0742,-7.75,3.59,-0.21,0.0898,0.4,0.546,1.55,0.512,60.0,53000000000.0,-0.09052271224382973,-8.422870602779401,3.5577249868471386,-0.22611787261185265,0.14807621983719133,0.35120652330659724,0.381891586003955,0.8268846896403189,0.3753302304905748,0.9844364239914539,0.029012426861724193,1.7453272464996312,2.4792389177119,1.9542012694189081,2.077834495675263,3.2520296284825623,2.7265114347335313,2.3980693716708728
1060,1060,53.0,-1.16,-8.48,3.58,-0.181,0.0421,0.401,-0.344,0.83,0.594,60.0,53000000000.0,-0.5867590416215042,-8.445556048196416,3.568819811495252,-0.19330050281978808,0.07799414956951614,0.3854095721486796,0.01737714837271298,0.8281181426502705,0.484598019500017,1.1131731018543358,0.030087495364590076,1.5771606774373055,2.845122658905921,1.8147039804803784,2.2138538730919626,3.3200061219954122,2.581920667230008,2.031363152274251
1061,1061,53.1,-1.63,-10.2,3.72,-0.308,-0.0202,0.212,-0.6779999999999999,-0.92,0.8170000000000001,60.0,53100000000.0,-1.0708217548367078,-9.142231648291476,3.6441204962863214,-0.27672942053839605,0.013058361912716782,0.26629483325214265,-0.3318141100121156,0.13597742221377285,0.6506970165798871,1.0330569401069267,0.033815544933699905,1.6982489263540217,2.551905037232913,1.819120664153127,2.22568111194279,3.152275286524175,2.7651337667263003,2.20891455389741
1062,1062,53.1,-1.96,-7.88,3.55,-0.21,0.177,0.35100000000000003,-0.868,1.45,0.738,60.0,53100000000.0,-1.4833995498913852,-8.641009591011862,3.5972404113843286,-0.2281924687611037,0.1214729629921246,0.324478674294161,-0.6010657285389147,0.6562446374495118,0.6943217120595876,1.1293799708581458,0.0272021207653051,1.7845242396261591,2.5303748935860764,1.969999014883882,2.550404038630495,3.0669177517457977,2.5825540576609947,2.4898090073270907
1063,1063,53.2,-2.4,-9.64,3.03,-0.7020000000000001,0.152,0.0373,-1.09,-0.299,0.335,60.0,53200000000.0,-1.9087012459590853,-9.037700837148847,3.3147061328398446,-0.5728256442773022,0.14166048842138196,0.12721613757511513,-0.8465894592657728,0.27803009596692313,0.5147710981382236,1.2076995460324478,0.0255191862178928,1.8233157407573066,2.608192613233835,2.4365407938724464,2.8225665395322133,3.0983402685247663,2.5985515995083257,2.580717269500488
1064,1064,53.2,-1.15,-10.6,3.19,-0.721,-0.132,-0.16899999999999998,0.14800000000000002,-1.15,0.8190000000000001,60.0,53200000000.0,-1.5566646489401808,-9.658077503942078,3.2525918359367982,-0.6806031666569629,-0.039311183923983584,-0.07625421823766987,-0.34714543860351216,-0.2873766287701721,0.6667922161629692,1.1986519768313129,0.025009347622155242,1.8275840692662848,2.5265023958781536,3.0949528675413047,2.8843362568806015,3.0917741137386647,2.6929259557473766,2.5459942117207293
1065,1065,53.3,0.00239,-11.5,2.1,-0.7390000000000001,0.32299999999999995,-0.354,1.19,-1.98,0.0384,60.0,53300000000.0,-0.8332649196412885,-10.389490210775195,2.6785024255090817,-0.7230792599653129,0.20028520032674627,-0.267037320013943,0.4247490532923523,-0.9575450418909428,0.3527888962925519,1.119388529805469,0.023447943099655963,1.7511530132576736,2.2777881769109176,3.340201449920933,3.154558326615005,3.038295273503866,2.6228093920328237,2.428439513056212
1066,1066,53.3,-1.9,-12.2,2.9,-0.222,-0.125,0.0887,-0.8079999999999999,-2.62,1.1,60.0,53300000000.0,-1.3282288720747513,-11.108429106962731,2.78882721891294,-0.3586094780791047,-0.014825892932518932,-0.022681968506251617,-0.1942894361852811,-1.6157686791445716,0.7261652197744981,1.13995014385063,0.02668394457404088,1.6145341680838434,2.0754401026319216,3.147243152609292,3.134595534182483,3.1120390946824346,2.730828481147978,2.447197445638282
