,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
10,10,0.7170000000000001,-0.29,2.19,11.4,-1.6,1.98,0.915,3.35,-1.51,0.461,90.0,717000000.0,2.0307374285084494,2.0859931883779064,10.255804991912044,-1.5057380791449082,1.3043232669144729,0.7393709951513625,3.227647726999036,-0.8223360101455659,0.8520490502545599,,,,,,,,,
11,11,0.767,-0.836,-0.304,12.8,0.601,2.97,0.317,4.16,-2.05,6.06,90.0,767000000.0,0.9050439789641718,1.0629276758924924,11.455268217999222,0.1541983032482963,2.4151108037717304,0.4330178941714199,3.6386915878438617,-1.334055190686584,3.597329313516412,,,,,,,,,
12,12,0.8170000000000001,-0.836,-0.304,12.8,2.81,-0.713,0.836,4.22,-4.67,3.79,90.0,817000000.0,0.2213708735642601,0.477795124157014,12.089243880915713,2.246751614249919,0.32907191903594324,0.7253079126796547,3.8949722247252634,-2.7245647976931866,3.6988922847283527,,,,,,,,,
13,13,0.867,-1.97,-0.342,16.8,-0.5589999999999999,-0.431,0.831,2.79,-1.83,-1.21,90.0,867000000.0,-0.6391413558760616,0.1268698111624207,14.310136204654706,0.03605004121642885,-0.1777961767817563,0.8019682187666897,3.407824053458155,-2.351685813259254,1.1112552883070674,,,,,,,,,
14,14,0.917,-1.24,1.11,7.24,-1.1,3.95,-0.276,4.19,-4.45,-2.21,90.0,917000000.0,-0.8750883042611474,0.5477132950572103,10.97691010308174,-0.8590639950565953,2.5749015292771484,0.020098939022497042,3.7526614040653317,-3.2263209903198797,-0.6394865538853372,,,,,,,,,
15,15,0.967,-1.44,-2.02,5.73,2.13,0.997,0.117,4.44,-3.64,0.236,90.0,967000000.0,-1.0969196849941514,-0.5514346778113222,8.503246671915125,1.496072738810743,1.5226485251103663,0.09038297977120956,4.055687907050744,-3.3987539066446586,-0.17798907920961615,,,,,,,,,
16,16,1.02,-1.44,-2.02,5.73,-0.509,2.0,0.155,4.35,-3.35,-2.64,90.0,1020000000.0,-1.2316416366089673,-1.1800759960180192,7.1957954760195815,-0.08375970911361262,1.8409792368166444,0.13725084047624467,4.185441031280426,-3.3784318859958726,-1.475795269709049,,,,,,,,,
17,17,1.07,-1.44,-2.02,5.73,-1.42,3.01,-0.447,5.48,-6.89,-1.49,90.0,1070000000.0,-1.3134605286623922,-1.5396180121541494,6.504744060249643,-1.1366071483067608,2.620562474919712,-0.2865165548764365,4.7561723499591375,-4.842150888651076,-1.4832830506698846,,,,,,,,,
18,18,1.12,-1.44,-2.02,5.73,-0.184,-0.35600000000000004,0.395,11.7,5.81,4.35,90.0,1120000000.0,-1.3631505022621149,-1.7452526953129075,6.139489846791574,-0.3860310465928513,0.6355864082347562,0.2077993817389716,7.8174927298036945,-0.4020387106783172,1.59163036429599,,,,,,,,,
19,19,1.27,2.95,5.79,9.11,-1.25,1.21,0.489,11.0,5.1,3.66,90.0,1270000000.0,0.3305521880568065,1.480324857929137,7.5399410495489825,-1.066767539538851,1.0186448237681307,0.4117591243984969,9.22056249641558,1.8913637329113144,2.681935403945726,,,,,,,,,
20,20,1.32,1.86,5.02,7.17,0.19,0.16399999999999998,0.0777,10.5,5.76,1.01,90.0,1320000000.0,0.9311409876734168,2.9955357139771737,7.365531835603466,-0.07653806159616637,0.4487090261944995,0.16946017084322065,9.784627218840562,3.5039188282620533,1.80060379852218,,,,,,,,,
21,21,1.37,1.19,5.62,4.53,-0.402,1.24,0.35700000000000004,10.0,5.51,4.26,90.0,1370000000.0,1.0327906520008034,4.118976839694153,6.028716295477469,-0.3329753149017653,0.9763961396622772,0.3054860984302916,9.879578467097195,4.340109250638547,3.0970317507403005,,,,,,,,,
22,22,1.42,0.539,5.62,7.57,-1.06,2.52,0.982,10.6,2.59,4.65,90.0,1420000000.0,0.8388872407129524,4.761512195573281,6.7553568374799875,-0.905810939972726,2.0057770785099014,0.796173510101437,10.19719037550297,3.6106150910199055,3.9156519398369154,,,,,,,,,
23,23,1.47,1.23,3.22,6.85,-0.715,0.622,1.42,10.1,3.54,7.38,90.0,1470000000.0,0.9924707436676172,4.101644866060567,6.799976450177714,-0.7554675885900797,1.0829795758404457,1.248645790290405,10.154342290419445,3.5811807446982487,5.7418226841425755,,,,,,,,,
24,24,1.52,0.737,4.68,9.03,-0.838,1.3,1.33,10.7,1.63,7.95,90.0,1520000000.0,0.8921516141297424,4.349218354386174,7.851324194696176,-0.8204963419398412,1.2277036513537574,1.3076534587954656,10.39490594130332,2.7678744377571944,6.905824759252923,,,,,,,,,
25,25,1.57,1.24,3.28,9.59,-0.923,1.52,0.669,9.8,1.01,11.0,90.0,1570000000.0,1.0287459112904662,3.891523440144908,8.671025522876125,-0.9012607785497576,1.4226268966281983,0.8444269079296574,10.132630256746808,2.03514356431384,9.063997861345218,,,,,,,,,
26,26,1.62,0.175,2.7,11.0,-0.289,1.38,-0.156,7.97,4.58,10.3,90.0,1620000000.0,0.6934940468145367,3.3814740380750834,9.769023952963442,-0.4188496335300221,1.394200354398407,0.11879969568378425,9.179192866846543,3.095910347675029,9.715534941356822,,,,,,,,,
27,27,1.67,-1.82,6.75,10.7,1.06,0.206,0.691,6.63,1.66,9.73,90.0,1670000000.0,-0.29351340944045196,4.823421937384032,10.207933884656137,0.7463622299305797,0.6018268428745299,0.533826616659395,8.055332030798121,2.49738303571706,9.723159703540905,,,,,,,,,
28,28,1.72,-3.02,4.06,10.4,0.375,2.13,2.19,5.76,0.78,14.7,90.0,1720000000.0,-1.3641594778858783,4.496627739016855,10.298483556341592,0.4537593290756274,1.6209176192478785,1.7350783055914467,7.0433906954574095,1.7815300948532076,12.34661420121118,,,,,,,,,
29,29,1.77,-3.26,4.26,13.2,0.166,0.614,0.767,5.54,1.21,11.9,90.0,1770000000.0,-2.108624612033057,4.395335795592748,11.666407645624542,0.2270286346266113,0.9494358870406878,1.0329141193747022,6.380591868188787,1.5433004998469635,12.111189110035006,,,,,,,,,
30,30,1.82,-3.45,4.7,10.3,1.03,0.0935,0.8220000000000001,6.54,-0.0569,8.23,90.0,1820000000.0,-2.6353605041182195,4.525751781538999,11.022212848702047,0.8597040213620898,0.37863911903026537,0.8799344230237178,6.4508700035904045,0.8762925058874858,10.065287692338023,,,,,,,,,
31,31,1.87,-2.04,3.88,6.2,0.256,0.486,1.07,6.99,-3.55,4.56,90.0,1870000000.0,-2.401572290909832,4.249328126096741,8.748773444854628,0.3840349034135352,0.4502347208073126,1.0177923627582277,6.688555769290379,-0.9687090777109582,7.163271231946527,,,,,,,,,
32,32,1.92,-2.1,0.194,2.54,-0.73,1.57,0.495,8.03,-6.78,8.79,90.0,1920000000.0,-2.283149815223916,2.513384294794959,5.8216380880419685,-0.4937330107719203,1.196971064397562,0.6386018820901314,7.279957236720326,-3.3910165602631466,8.020772922236741,,,,,,,,,
33,33,1.97,0.455,-2.01,6.4,-1.34,2.49,1.36,7.33,-5.61,10.0,90.0,1970000000.0,-1.2079237792018094,0.5770820244188941,6.0943077039193145,-1.1605218378394628,2.059251472053452,1.1618446195307848,7.3020195213321175,-4.315950519165834,9.064087971297017,,,,,,,,,
34,34,2.02,-0.611,0.11,7.41,-1.2,1.94,0.527,4.34,-4.93,12.6,90.0,2020000000.0,-0.9735217093303438,0.3771405804792816,6.714592692966225,-1.1916274209870767,1.979726447511433,0.7013806725098729,5.996156102017441,-4.571903319060825,10.927982554763016,,,,,,,,,
35,35,2.07,-2.73,0.804,8.96,-1.41,2.55,-0.017,3.27,-4.26,12.6,90.0,2070000000.0,-1.6632616172049326,0.5598641453600468,7.773193276240834,-1.3636870306345832,2.3600239435938195,0.1803265509282068,4.794277548676742,-4.441893451718482,11.80935760288108,,,,,,,,,
36,36,2.12,-3.69,1.75,9.18,-1.89,-0.524,0.0893,3.22,-4.29,13.3,90.0,2120000000.0,-2.4591281970243113,1.069319591121218,8.43643451154795,-1.7783783616215136,0.4367589295636079,0.1143033939627098,4.100226913155119,-4.378580028128351,12.595123855854721,,,,,,,,,
37,37,2.17,-3.88,1.86,10.5,-1.26,-0.057999999999999996,-0.6579999999999999,1.22,-7.78,9.54,90.0,2170000000.0,-3.01708103935906,1.407782167370251,9.40930548499925,-1.3699388303053508,0.10681973397159232,-0.44586181849628814,2.8304232894710384,-5.796386393374728,10.984668556830735,,,,,,,,,
38,38,2.22,-6.09,-1.7,7.11,-1.22,0.0208,-0.4920000000000001,0.379,-7.29,15.3,90.0,2220000000.0,-4.223765422711601,0.07744952717100229,8.325294607671175,-1.25179938371998,0.04945587409398863,-0.4793266618653815,1.7496660121316132,-6.4189659958632825,13.259420396031556,,,,,,,,,
39,39,2.27,-7.26,-1.52,13.1,-2.24,1.86,-2.4,-4.33,-8.65,12.1,90.0,2270000000.0,-5.4160444869487945,-0.6063626175147719,10.576336641516894,-2.0304202192172145,1.2568509174680451,-1.8724248419084355,-0.9306720812110528,-7.348922749907594,12.648252348178726,,,,,,,,,
40,40,2.32,-12.5,-4.02,9.2,-0.833,2.95,-2.95,-4.95,-7.83,11.5,90.0,2320000000.0,-8.197796357072452,-2.0676211266704683,9.927460625086676,-1.0869515511862455,2.3859589144026643,-2.654009067441204,-2.7026703016441047,-7.5494490720773255,12.042971140967513,,,,,,,,,
41,41,2.37,-13.2,-3.71,8.18,-1.53,1.03,-1.18,-3.18,-7.01,13.2,90.0,2370000000.0,-10.162078710658632,-2.7706659741917945,9.103617896560282,-1.4360372753725443,1.4817124669111477,-1.5848843602044929,-2.9131103432551515,-7.324591817532079,12.65287863232686,,,,,,,,,
42,42,2.42,-11.3,-2.7,9.87,-2.28,1.16,0.085,1.4,-6.95,12.8,90.0,2420000000.0,-10.608921607882381,-2.7404163678557256,9.464929808319427,-2.101010482567496,1.2671725009338353,-0.3736878997593174,-1.0115923960655149,-7.168451468700204,12.730431196988485,,,,,,,,,
43,43,2.47,-6.66,-2.19,8.92,-0.924,1.58,0.269,-1.5,-6.83,6.76,90.0,2470000000.0,-9.058245510055118,-2.5048024370631428,9.208021887623453,-1.173623024922513,1.4757873671669886,0.092464918953989,-1.226916316774235,-7.027375468326981,9.583222598043553,,,,,,,,,
44,44,2.52,-9.0,-2.23,2.44,-0.512,2.49,-0.667,1.07,-6.62,6.71,90.0,2520000000.0,-9.03537346403173,-2.3871691535960875,6.017228077913543,-0.6523185043060138,2.1521339362054834,-0.458388324480374,-0.21427639434544066,-6.857570015473755,8.068653416104464,,,,,,,,,
45,45,2.57,-6.12,-1.73,2.19,-1.63,0.458,0.773,4.72,-6.74,8.27,90.0,2570000000.0,-7.890554599897968,-2.105858080525375,4.212875819190309,-1.4226511264752264,1.0223692059370566,0.4347592593278482,1.9610945158435635,-6.808563473527326,8.174789998918508,,,,,,,,,
46,46,2.62,-2.06,-0.898,4.26,-1.91,0.0177,1.67,0.44,-6.84,7.42,90.0,2620000000.0,-5.600992463120591,-1.5888163718334396,4.235092691194843,-1.8066419388465416,0.35238685485350274,1.3307010357611728,1.2904906333592203,-6.821667154135307,7.776915649885657,,,,,,,,,
47,47,2.67,-6.08,-0.5579999999999999,3.64,-0.41,0.301,-0.0421,-1.62,-8.6,8.03,90.0,2670000000.0,-5.7890907504167055,-1.1475600246439996,3.954535419347589,-0.7062029311289144,0.3181185740542685,0.3349843289587973,0.007344649678500792,-7.56292581509808,7.9103245121265475,,,,,,,,,
48,48,2.72,-8.06,-2.11,4.48,-0.204,-0.418,0.78,-5.71,-8.25,5.68,90.0,2720000000.0,-6.680839323306611,-1.5595468001938322,4.202266474896985,-0.310508313478,-0.17277580027561024,0.6577619915991846,-2.5132571270106516,-7.849317410584312,6.734647737576642,,,,,,,,,
49,49,2.77,-11.9,-1.52,2.12,0.0761,-0.069,0.92,-3.46,-11.9,9.19,90.0,2770000000.0,-8.730317031765594,-1.5426181929598597,3.2205788400287125,-0.005892753032609943,-0.10357097605775872,0.8479678376940175,-2.9306470158797966,-9.537754213819676,8.028943655977816,,,,,,,,,
50,50,2.82,-10.1,-5.24,6.25,0.425,-0.183,1.52,-1.72,-15.5,5.43,90.0,2820000000.0,-9.26816897232297,-3.1253376553691607,4.648803885169419,0.3336153143505092,-0.15653969726311992,1.3354045561582257,-2.396909920484265,-12.022983787142975,6.65895572609228,,,,,,,,,
51,51,2.87,-7.02,-8.15,1.68,0.5489999999999999,-0.0941,0.87,-9.09,-11.4,6.81,90.0,2870000000.0,-8.385350286540817,-5.276219330147258,3.249156918333164,0.5033207555522132,-0.1149006224936889,0.9978384596965352,-5.347687956747417,-11.763306689775208,6.738576051679897,,,,,,,,,
52,52,2.92,-14.8,-4.35,3.52,0.546,-0.527,0.7290000000000001,-5.41,-11.7,6.49,90.0,2920000000.0,-10.904276941896756,-4.879737257568246,3.37684627708251,0.5369484937587776,-0.3897167657836176,0.8028451823780471,-5.375159356653169,-11.736918624391668,6.607543398952362,,,,,,,,,
53,53,2.97,-10.4,-4.22,2.56,0.174,0.277,0.202,-8.29,-11.0,1.5,90.0,2970000000.0,-10.706255598488932,-4.5973267712213985,2.991742875779954,0.25097492121854503,0.05489571979654606,0.3670416221996029,-6.660223107292079,-11.429750482696493,3.915190938881148,,,,,,,,,
54,54,3.02,-13.1,-3.31,-2.17,-1.52,0.0452,0.8740000000000001,-2.06,-11.6,3.3,90.0,3020000000.0,-11.64623948381792,-4.046267276066059,0.5582315970773459,-1.1444076781530372,0.04842994963634109,0.7347474482333259,-4.632125919741356,-11.500715367147794,3.5909037352851327,,,,,,,,,
55,55,3.07,-6.83,-3.78,-0.129,-0.534,2.11,-1.75,-0.828,-7.49,5.12,90.0,3070000000.0,-9.75498206716397,-3.9322875754574067,0.2342352567789485,-0.6634566041446983,1.4232262213397475,-1.0674835232697084,-2.9550035748823738,-9.828937757350953,4.3969401133059085,,,,,,,,,
56,56,3.12,-5.9,-0.113,1.36,0.0571,1.23,-0.7759999999999999,4.11,-5.23,6.22,90.0,3120000000.0,-8.241194566722832,-2.297384427500847,0.7649787013949039,-0.09571724856625097,1.2943697335663693,-0.8560654202173409,0.15973969704609647,-7.9119728278722725,5.357934239548034,,,,,,,,,
57,57,3.17,-0.989,2.24,2.44,0.0834,-0.585,-0.8909999999999999,-10.0,-11.5,4.89,90.0,3170000000.0,-5.393378018613287,-0.35508918284568725,1.5546699741521963,0.0454124177176187,0.041077077137255065,-0.8814040648837788,-4.319377678123681,-9.407562167501302,5.111270792552173,,,,,,,,,
58,58,3.22,-15.5,-4.34,1.07,0.329,-0.6940000000000001,-0.00725,4.11,-4.49,7.74,90.0,3220000000.0,-9.362080891684554,-2.060889900044282,1.3261716293380204,0.2688561107436631,-0.4491227509866187,-0.2473647660025445,-0.6031237440828114,-7.357785634557756,6.496959445487425,,,,,,,,,
59,59,3.27,-1.38,2.46,3.54,1.06,0.511,-0.905,-9.85,-17.4,5.47,90.0,3270000000.0,-6.22765007541557,-0.12565537222208345,2.369884240815913,0.8922123963047299,0.19115295274595068,-0.7243591325496603,-4.679787816944176,-11.54365922475035,5.955615566765496,,,,,,,,,
60,60,3.32,-15.7,-11.1,0.74,0.594,1.02,-1.48,-3.71,-8.16,7.16,90.0,3320000000.0,-9.947284753817438,-4.823387825896075,1.6014729315693372,0.6572455351139953,0.7438850134091238,-1.2724387412018503,-4.2522381532947415,-10.133256055846275,6.5904857435974975,,,,,,,,,
61,61,3.37,-9.71,-2.08,2.35,-0.524,-0.21,-0.647,-2.02,-10.9,7.87,90.0,3370000000.0,-9.854106980417818,-3.649039619212696,1.9543670699011635,-0.2734788065937656,0.10776905045426743,-0.8187970464160116,-3.26811286253766,-10.452856059850523,7.2649593170404145,,,,,,,,,
62,62,3.42,-8.46,-5.1,3.26,0.192,-0.484,-1.22,-2.26,-7.59,5.3,90.0,3420000000.0,-9.306664300029789,-4.270144862037234,2.569909623556748,0.0932802189798137,-0.2868631483999499,-1.1097966169695104,-2.8236668416663164,-9.259538236324417,6.22916536984982,,,,,,,,,
63,63,3.47,-9.21,-2.33,0.804,0.368,-0.858,-1.27,-5.0,-11.5,6.31,90.0,3470000000.0,-9.26870584718925,-3.4396368149556573,1.7373689532329968,0.3097368173610119,-0.6677363703169746,-1.2259949309943698,-3.783145327762248,-10.193424901294293,6.2717759057349936,,,,,,,,,
64,64,3.52,-12.5,-6.59,2.23,0.355,-2.04,-0.526,0.939,-10.6,7.03,90.0,3520000000.0,-10.537581482551523,-4.788196941285626,1.969620591118307,0.3454004749313649,-1.5828558760088414,-0.7182763279708059,-1.7012963962592031,-10.362896849173758,6.6714606290750655,,,,,,,,,
65,65,3.57,-6.95,-5.79,3.69,0.841,-2.68,-0.0836,-0.736,-4.18,11.8,90.0,3570000000.0,-9.128797645541335,-5.217033701743073,2.780696011432654,0.7358921647406828,-2.314506890947224,-0.2579344381829805,-1.2757268459366655,-7.7856937153130055,9.37488085027955,,,,,,,,,
66,66,3.62,-9.0,0.35200000000000004,9.05,0.588,-1.21,-0.311,-3.45,-11.8,5.18,90.0,3620000000.0,-9.07822094574529,-2.8331255664259407,5.736368653717089,0.6193652994090749,-1.5779459478441216,-0.2964238147144603,-2.234297160404738,-9.458968103333998,7.1636224512916336,,,,,,,,,
67,67,3.67,-11.9,-7.38,3.0,-0.174,-1.76,0.0526,1.58,-11.3,3.06,90.0,3670000000.0,-10.186286642323012,-4.779483194967326,4.4463036420850495,-0.005741315830570803,-1.6993520731092704,-0.04327071087911677,-0.5526906048332625,-10.226361389878956,5.00046938669656,,,,,,,,,
68,68,3.72,-7.0,-6.63,2.12,-2.19,-2.48,0.403,2.42,-13.4,1.52,90.0,3720000000.0,-8.93508471005475,-5.571624628588965,3.3495643271372453,-1.7267575970715086,-2.21994167909779,0.2804172728782053,0.7578774685508864,-11.54922191319974,3.1658006164322385,,,,,,,,,
69,69,3.77,-5.99,-8.34,1.92,-1.77,-1.44,0.998,4.98,-11.9,-0.669,90.0,3770000000.0,-7.77859868731416,-6.756669160366273,2.67559411001192,-1.7608290398195314,-1.6998230984671063,0.8008926486593684,2.619281701342434,-11.695435799411971,1.144352310139209,,,,,,,,,
70,70,3.82,-3.07,-6.44,0.625,-2.34,-0.6459999999999999,1.45,4.99,-10.1,0.5529999999999999,90.0,3820000000.0,-5.92961003038818,-6.6211142163882615,1.7088385119342997,-2.2171680648117174,-0.9970615783080254,1.271701647451267,3.66445852817086,-11.03041402319002,0.8326312351519201,,,,,,,,,
71,71,3.87,-2.59,-4.56,2.94,-1.86,-2.22,0.218,1.62,-13.4,0.765,90.0,3870000000.0,-4.618200512194531,-5.738823436783348,2.289271426586712,-1.9357490101855208,-1.812600835514011,0.5074333293315582,2.7631195206716317,-12.018123086058633,0.7969806010543837,,,,,,,,,
72,72,3.92,-5.79,-8.01,4.21,-1.49,-0.831,0.17600000000000002,-0.314,-11.5,2.36,90.0,3920000000.0,-5.078346726338865,-6.711034617977451,3.194801745116176,-1.5845354506713782,-1.158002036874085,0.2670389128876901,1.40651197279228,-11.802154999154356,1.6208989729108845,,,,,,,,,
73,73,3.97,-7.49,-6.27,6.51,-0.902,-1.81,0.273,-2.22,-10.2,1.59,90.0,3970000000.0,-6.025362889137252,-6.522243147878539,4.757756928333912,-1.0467536468780367,-1.5927989702361822,0.2713625954666797,-0.192305851395328,-11.134332235424088,1.6046111356150918,,,,,,,,,
74,74,4.02,-8.82,-4.81,6.46,-0.0058,-0.934,0.672,-0.77,-9.23,-3.37,90.0,4020000000.0,-7.122770424547889,-5.789291844962668,5.560281936898999,-0.2265677684956945,-1.1534666307733297,0.561951936036432,-0.4469934605541568,-10.34055349897441,-1.0176683389955128,,,,,,,,,
75,75,4.07,-6.96,-3.63,1.78,-0.545,-0.991,1.06,0.34,-24.1,-3.13,90.0,4070000000.0,-7.058853192722068,-4.864974737119408,3.7780624646862986,-0.477466196062307,-1.045122733277054,0.9231949040837406,-0.10003219929698333,-16.075872962692042,-2.1311472089496197,,,,,,,,,
76,76,4.12,-6.13,-19.5,3.19,-2.26,2.37,-0.316,6.56,-10.9,-4.94,90.0,4120000000.0,-6.6941079902969065,-11.129716102534731,3.5008195809479368,-1.8819562520682809,1.2323153202445534,0.024385061792863368,2.836171539804464,-13.918425255235595,-3.611785019598708,,,,,,,,,
77,77,4.17,0.103,-5.89,0.467,-0.117,-0.139,0.00313,0.812,-13.0,-6.1,90.0,4170000000.0,-4.024996386061481,-8.886777231067807,2.070520897389293,-0.4913158530231416,0.3178281878590836,0.008968392167543054,1.9437764303556404,-13.535600110641756,-4.923404117789988,,,,,,,,,
78,78,4.22,-5.92,-8.46,-0.634,-1.38,0.516,-1.57,-0.746,-14.0,-4.2,90.0,4220000000.0,-4.769132913949539,-8.70408887308538,0.7954705555736208,-1.1915258824669197,0.4499827294605047,-1.1362851570182149,0.7579365695448181,-13.729174877645882,-4.5420741480666775,,,,,,,,,
79,79,4.27,-8.13,-10.3,1.08,-0.575,1.63,-1.64,5.92,-6.76,-6.13,90.0,4270000000.0,-6.088889736670933,-9.387242572353085,0.9296123993264868,-0.7057541733089882,1.236899196253589,-1.5016383705578444,3.0337319180744986,-10.824229399063155,-5.3791216380313385,,,,,,,,,
80,80,4.32,-1.82,-3.89,-0.845,-1.13,-0.397,-1.59,6.87,-7.79,-4.63,90.0,4320000000.0,-4.412567540611212,-7.034065747377353,0.09296876968299528,-1.0400249961478192,0.14730311021337128,-1.5657286367707357,4.725024709164743,-9.559478330416981,-4.984235286728937,,,,,,,,,
81,81,4.37,-1.09,-6.09,0.836,-2.28,-0.157,-1.73,4.66,-8.75,-7.07,90.0,4370000000.0,-3.107850372381078,-6.6299443552302755,0.4432719439584226,-2.017023316120117,-0.055627083604012806,-1.6848775559609457,4.696357243582046,-9.222065288777603,-6.083709883504728,,,,,,,,,
82,82,4.42,-3.42,-8.4,-1.51,-1.45,0.213,-2.35,8.37,-8.12,-3.49,90.0,4420000000.0,-3.2304263853188218,-7.387642973981001,-0.4776009718225966,-1.5702556057157442,0.12351188433407992,-2.1673024790520734,6.315953520505174,-8.762693832108793,-4.716480941050502,,,,,,,,,
83,83,4.47,0.256,-9.31,1.88,-1.74,0.677,-3.06,3.66,-7.02,-6.23,90.0,4470000000.0,-1.8613645478516785,-8.210536818881524,0.6338934588912581,-1.7040002382035535,0.4926157221711167,-2.8147916306983514,5.145025176706056,-8.036290652581117,-5.5143061369980755,,,,,,,,,
84,84,4.52,-4.41,-9.87,-1.44,-1.03,1.15,-2.91,6.3,-10.7,-2.77,90.0,4520000000.0,-2.8621713707846657,-8.920894794454131,-0.3438466783347417,-1.1729434495700113,0.9310046419593584,-2.8838479956462075,5.654218207973137,-9.146598581561047,-4.067692989862923,,,,,,,,,
