,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
355,355,18.1,-3.67,-12.9,4.3,1.87,0.972,0.728,7.08,-8.42,-7.75,90.0,18100000000.0,-2.258441343774836,-11.787186744540426,3.0876374194955085,1.516425684067281,0.8609550487305445,0.5176313702363065,5.470208370054672,-6.937603120246132,-4.437335636492302,2.0746291148470135,0.11153139090035025,1.9883506356944871,0.9468384434325444,1.094372530801713,1.021581358084693,0.10948899197378635,0.11001508635225683,0.24484072472990823
356,356,18.1,0.0527,-13.4,-3.01,3.28,-0.674,1.17,10.5,-13.4,-6.97,90.0,18100000000.0,-1.350894458679458,-12.477575407687144,0.2128973271761705,2.9059772074955754,-0.1626582984486823,0.9908057658432754,7.687689108239516,-9.631309396042884,-5.77238539175141,1.9840602745223348,0.0728542620995349,1.6703384305993747,0.8124666067924959,0.8313336317179126,0.750014182595381,0.13887480415994763,0.05217682342737875,0.2925862844221222
357,357,18.2,3.44,-17.2,-1.25,2.54,-1.29,1.14,3.68,-12.7,-4.97,90.0,18200000000.0,0.5304103793614465,-14.499080183847136,-0.4767877614307259,2.617617231463729,-0.9144470598233421,1.0990189542608677,5.920822027461837,-10.910424756229913,-5.349421810330202,2.0763784857222864,0.039998911984042325,1.6868359669710498,0.5782765579053881,0.6033731894548798,0.462209567664546,0.10970293172797417,0.08640109373306012,0.25799828859521684
358,358,18.2,-3.13,-15.3,1.59,2.25,-0.396,1.44,6.59,-7.39,-7.75,90.0,18200000000.0,-0.9069721278826228,-14.841925966987978,0.4976023730746356,2.327965081457356,-0.5687109913282922,1.3463385379424904,6.2158421221407485,-9.44301392473834,-6.614844752380287,2.2436274332233617,0.08198126884122743,1.7948122155729476,1.0415161827174066,0.9351133541285045,0.6747032435093072,0.08192886010396207,0.14635798533751554,0.19249226893293256
359,359,18.3,-0.0383,-8.9,-0.68,1.59,-1.32,1.43,7.38,-2.85,-7.95,90.0,18300000000.0,-0.5658589868634458,-12.298395558478978,-0.05757999472586073,1.7465093048756266,-1.0697220787664825,1.4070196279332243,6.729083646652494,-6.694862639516157,-7.318648464105531,2.123898108194372,0.12317763758037222,1.99545861940327,1.3718607408697232,1.1670100794264506,1.0068477698683695,0.07903467810264735,0.15891129776779805,0.146700409952781
360,360,18.3,1.19,-3.6,-0.383,0.7509999999999999,-1.26,0.935,6.16,-2.5,-9.03,90.0,18300000000.0,0.12363774565487352,-8.574917253073263,-0.21099972667140984,0.962129821113092,-1.1966124441234198,1.0646555019828836,6.478192067821361,-4.946327429525523,-8.22075745053559,2.0538018480965277,0.11690185424332643,1.8478372326034722,1.6054996214136499,1.3333653271262331,1.3347772176438775,0.08509165367291456,0.14318880193391656,0.23415437341143672
361,361,18.4,0.426,-2.91,-1.09,0.0205,-1.3,0.6,6.46,-4.64,-9.5,90.0,18400000000.0,0.2423703890596593,-6.1499647660223005,-0.6254057093435157,0.2202029507497797,-1.265558327389377,0.7276327215068571,6.470171760349523,-4.818641596687926,-8.895087858728447,2.1753753194398944,0.09524601940627189,1.9405690582752784,2.077791558184287,1.707640409253592,1.7842913398727096,0.12152398813100586,0.12562632897210022,0.32046857433023757
362,362,18.4,1.24,-5.14,-1.21,-1.03,-1.1,0.48,4.28,-9.06,-1.48,90.0,18400000000.0,0.6341229992136954,-5.717634191247486,-0.9010135623144216,-0.764854150355396,-1.1551526926118771,0.5480203508772381,5.504592351904272,-6.586557706797025,-4.986353575465358,2.1357000683144545,0.0850278200992719,1.8861836855746463,3.003894730679878,2.5558738572803223,2.898432558335893,0.11214949500803915,0.10488097650436931,0.3247119990797913
363,363,18.5,-0.879,-9.73,6.33,-1.78,0.1,0.00191,-1.24,-11.3,-0.535,90.0,18500000000.0,0.039944683499459566,-7.435187166796732,2.5080583418979763,-1.5647055840377233,-0.3181307676122341,0.15191692035597082,2.531108607694644,-8.551251393258621,-2.639900154942405,2.1350868165214894,0.09071757036360292,1.9452158799758628,2.0057738343836773,2.865854467898963,2.9531804490814455,0.08511151046898309,0.13570147472976365,0.24608870217221937
364,364,18.5,-6.09,-12.9,7.85,-0.163,-0.897,-0.0439,3.18,-8.85,-3.27,90.0,18500000000.0,-2.36718301233727,-9.774481838699014,5.0265245196571415,-0.4602768450725567,-0.7041604944063503,0.009887466982681087,2.8171849340134587,-8.67577826570383,-2.972046293324064,2.1875316856319733,0.11946963012307046,1.9916211468009934,1.4049040899965741,2.527293144263084,1.8500043892213716,0.0903023241269081,0.15073975915439894,0.19588718768920374
365,365,18.6,-1.27,-10.6,5.21,0.3670000000000001,-0.4920000000000001,0.67,4.46,-8.23,-9.69,90.0,18600000000.0,-1.936337428415722,-10.127857392886146,5.1130243217116815,0.1915492943279018,-0.5626773307272712,0.4886786948819084,3.5414516865617727,-8.489965317621813,-6.5132982507264,2.096567024771648,0.13020221718746375,1.9720781525661635,1.0447632376039522,1.8032035407262381,1.1838622322762256,0.09326417034216644,0.15044289142421152,0.2201205260683282
366,366,18.6,-0.314,-9.38,-1.2,-0.1,1.13,-0.027999999999999997,8.29,-10.6,-8.71,90.0,18600000000.0,-1.299272424553002,-9.807725903971956,2.136739731740846,-0.03816757729503542,0.5661160347612444,0.1139225608322999,5.63494086255646,-9.369486513071127,-7.671251301623182,2.2052643283203794,0.11911148332423639,2.0189525553661767,0.9819091573180937,1.2374226883254054,1.1134487678662286,0.09774913193013977,0.12837829243610446,0.23089608243968113
367,367,18.7,3.13,-11.6,-0.438,1.22,-0.0629,0.21,8.59,-4.61,-12.2,90.0,18700000000.0,0.4400294592509988,-10.574935789549453,0.9228749152581894,0.9531650396984308,0.14664499018093818,0.18360921041010486,6.937735796809054,-7.385600452600343,-10.0585021251981,1.8952443316122158,0.08844583691843283,1.7397715185915847,0.9541516176772309,0.9986906065857543,0.9399270198552135,0.14002667543566374,0.06655782306464617,0.2908836353125083
368,368,18.7,3.45,-5.87,-3.94,-1.35,1.25,-0.831,3.66,-13.9,-8.99,90.0,18700000000.0,1.6219950006725734,-8.560917634479003,-1.3697346165071966,-0.8615396459817645,0.8824378053630768,-0.5523046511746879,5.4926827332422565,-10.100982884020297,-9.49525973704941,2.1487288092321193,0.045901633305415114,1.7319385660215627,0.6275905025333643,0.6993575124874792,0.580026595396132,0.11540906545054919,0.07101081895178778,0.27278873729291386
369,369,18.8,-1.76,-16.2,-1.31,-1.42,1.9,-1.02,4.49,-6.34,-7.89,90.0,18800000000.0,0.29394164488734265,-11.830941376091108,-1.3415726170439213,-1.301560450121193,1.5610180697468223,-0.8915322894223374,5.050630592994756,-8.533300865513292,-8.64907498168295,2.241527316686336,0.06608599409016577,1.8486225420363984,0.9564151567409516,0.9095903377251936,0.700598152240565,0.0738032695854775,0.13788128170302857,0.20544145981069933
370,370,18.8,-1.65,-9.3,-0.836,-1.82,0.7440000000000001,-0.787,5.15,-5.11,-6.76,90.0,18800000000.0,-0.4694119969857333,-10.747534162743142,-1.1032196777940773,-1.7100482265664847,1.0161743818474036,-0.8157131840264822,5.094439556404404,-7.106374079424969,-7.653282159050112,2.0938931294802674,0.11756282540516716,2.046379771710934,1.458927248152656,1.1405306441544065,1.0243376546917224,0.0771414554591914,0.16309539364045988,0.14694957944446319
371,371,18.9,-0.955,-8.98,-0.127,-1.73,0.151,-0.855,5.74,-3.8,-6.27,90.0,18900000000.0,-0.6600943476273236,-9.990914542825028,-0.6429794820699726,-1.725768598468323,0.4392167449443593,-0.8442086156021877,5.3790472393437065,-5.728185548484558,-6.924109074391126,2.068998396903166,0.12448408496717467,1.9359134242759026,1.648875163422339,1.3526217963436744,1.3150259850007673,0.07943322223752575,0.14740985645215426,0.20628250209159477
372,372,18.9,-0.141,-8.49,0.012,-1.49,0.047,-1.02,5.09,-3.66,-5.67,90.0,18900000000.0,-0.4562546055048415,-9.348425535298427,-0.3341884454009528,-1.5400023371424068,0.17765971068061798,-0.9717131808390144,5.251615251208557,-4.86610842868209,-6.263027379634119,2.24136706238442,0.09994036302467957,1.9776538508824468,1.9234103930030475,1.52694080333133,1.7013995449692252,0.11098195823879772,0.1309251341797449,0.3054390437555568
373,373,19.0,-0.584,-9.1,0.192,-1.26,0.343,-1.12,3.87,-4.42,-4.57,90.0,19000000000.0,-0.506418100392116,-9.242083434110008,-0.08611613096051887,-1.3193835119597042,0.2879199551162695,-1.0792682190547975,4.642503445727816,-4.680158082114472,-5.370577602450067,2.2100506269862703,0.08930841014558771,1.9266665178831717,3.0787919668028536,2.3463048872619403,2.5453216246446027,0.13205914073952296,0.11134124585686944,0.34101425253737194
374,374,19.0,-1.57,-10.5,0.895,-0.965,0.0654,-0.8390000000000001,4.17,-4.62,-4.05,90.0,19000000000.0,-0.9240690975958318,-9.780553426680497,0.3764324977027245,-1.0401584240777848,0.1395283812290167,-0.9049974495169556,4.434191213823602,-4.655082475620056,-4.674458242235684,2.330591330615293,0.09209259723664803,1.9918717411872418,2.182100450680714,2.947952226203307,2.9760476870919046,0.08954489338449924,0.12223910755523655,0.2638109404314796
375,375,19.1,-1.13,-11.1,1.12,-0.509,0.33,-0.49,3.42,-5.08,-3.32,90.0,19100000000.0,-1.00493474653437,-10.345362422132302,0.7269884885224562,-0.6216492645677015,0.2665479324967912,-0.6039925164165763,3.9870654722878167,-4.832199864952126,-3.9604791576861764,2.2164840509005317,0.10950881671008135,1.9336786532801133,1.5851209867903462,2.777818298826227,2.176459981898603,0.09330701008744868,0.14409854022949647,0.19569688783167713
376,376,19.1,-1.84,-11.7,1.67,-0.0614,0.365,-0.275,1.0,-6.97,-1.73,90.0,19100000000.0,-1.3328510383680192,-10.925235208265011,1.1715726272521851,-0.1802189122045565,0.33220253167936475,-0.3653684694704323,2.670159994720897,-5.723294225464443,-2.7847209649680944,2.263931405438166,0.1253195376932504,1.9442779128631817,1.2283575165947571,1.9094283973309736,1.380032988184163,0.09833631105382075,0.15839047240868584,0.2195804149466593
377,377,19.2,-4.37,-13.5,3.26,0.895,0.6729999999999999,0.257,3.68,-7.63,-2.24,90.0,19200000000.0,-2.5254890313582754,-12.027401771510306,2.1561647679908758,0.6669651626083661,0.5594696490185544,0.08604631349875858,3.115367485038352,-6.518062175805817,-2.4975808097402874,2.3663860569644193,0.12357860777270509,2.0106085087295162,1.1194628201849202,1.3878097191176595,1.2487584324452374,0.0971484596370474,0.14139464430087645,0.23845686028318638
378,378,19.2,-2.0,-13.4,3.28,2.56,-0.491,1.22,7.78,-11.4,-13.4,90.0,19200000000.0,-2.319138201935755,-12.614962801016413,2.6859985214859874,2.158520909139044,-0.14105557720535455,0.9085228622030824,5.171860870629474,-8.55298923900995,-8.244600816774039,2.101848313443322,0.09405887347923911,1.8255959429907,1.0689467720306556,1.0621742709048778,1.0631087176796388,0.13699597586168968,0.08222924524367746,0.27443231180922956
379,379,19.3,2.24,-15.9,-6.71,2.9,-2.14,1.07,4.38,-12.2,-6.97,90.0,19300000000.0,-0.528840221866526,-14.021171923851963,-1.7437587682204665,2.74274553762254,-1.4740889239879482,1.025645104813679,4.822753769707344,-10.073164496532742,-7.572717106450153,2.088746265715425,0.050123156013986696,1.6298679539659788,0.7529679702837034,0.7886626993979612,0.7117547702661446,0.1312124675471503,0.05945132635057966,0.31242522233790176
380,380,19.3,-0.84,-15.5,0.622,2.48,-0.88,1.07,3.72,-9.69,-9.07,90.0,19300000000.0,-0.6510274970662384,-14.654206391136414,-0.6284183400839023,2.535723674013892,-1.0779096693799164,1.0578165274788562,4.336583494723069,-9.913450721686068,-8.361983519939184,2.249904157714226,0.055078017374187486,1.9645316655465954,0.8160969607547693,0.837413774398009,0.6718808503919238,0.09036139358159813,0.12266170571370272,0.2178770392631626
381,381,19.4,-1.2,-12.3,-0.685,1.87,-1.42,1.31,4.7,-5.58,-9.46,90.0,19400000000.0,-0.8665999151190117,-13.646453230383079,-0.6550938476893633,2.011188163697037,-1.3060389420045226,1.2407295884732257,4.496802592596099,-8.107148119628988,-8.940783785170789,2.093905275678276,0.10606576674022805,1.971945081859768,1.4555734759798415,1.1482872262776447,0.9846458218663648,0.09235723839227532,0.1672177110902322,0.1382110196037846
382,382,19.4,0.388,-6.85,-0.745,1.37,-1.68,1.16,4.65,-3.44,-10.2,90.0,19400000000.0,-0.3739393266181237,-10.737129773597792,-0.6974802371915121,1.5059846180067682,-1.555421795744623,1.1821749756402244,4.564342669109595,-6.161751233331382,-9.604557559648537,2.1089585244394136,0.12653037669634706,1.943109794725677,1.7442915977299873,1.3378404269141901,1.2565352805884489,0.0925875104346231,0.15557802687646227,0.16858246285985165
383,383,19.5,1.11,-4.05,-1.04,0.862,-1.8,0.892,4.12,-3.55,-10.5,90.0,19500000000.0,0.20877904719973966,-7.874603979405339,-0.8589616633068928,0.9985776834928638,-1.7185232896014655,0.9717059827485796,4.36844557512095,-5.073100789435137,-10.076574431326405,2.2683006262271688,0.0985724309336836,1.8891414594637712,2.0709056516212874,1.5042321206078142,1.660982229462719,0.11530106279861566,0.15085979996584153,0.2938760660635854
384,384,19.5,1.29,-3.78,-1.07,0.00275,-1.62,0.794,3.38,-4.38,-9.45,90.0,19500000000.0,0.6333565725402569,-6.121847517202859,-0.9584560211221574,0.21394735369193416,-1.6528212041772812,0.8428127333048169,3.9326703122343565,-4.784197185565176,-9.7462865427358,2.258025481245713,0.09153277047335925,2.0019159914716647,2.7219085502066385,2.1526115321681916,2.3034277959740606,0.14071491353312407,0.11675997334268584,0.35185095957862955
385,385,19.6,1.22,-4.89,0.103,-1.07,-1.03,0.461,0.698,-10.8,-0.8290000000000001,90.0,19600000000.0,0.8637217305387662,-5.594536713516611,-0.4580310244648114,-0.7976976260712499,-1.2374812780885027,0.5658772475960197,2.506603467160684,-7.291750894670639,-5.045694399810556,2.4108119068402467,0.08567583960176896,2.085541915484468,2.4938649798092194,2.883853961890723,3.0313765192901143,0.10786859514743012,0.11267295285667007,0.3005681556147357
386,386,19.6,-1.18,-12.1,8.71,-1.7,-0.815,-0.362,-5.4,-14.1,-2.53,90.0,19600000000.0,0.061186114729798735,-8.379297696827043,3.8642506547105633,-1.5086377398830648,-0.955741776337628,-0.10712841096079706,-0.9791753472114606,-10.129618297986127,-3.719589939389245,2.2936828710923245,0.09874373832428762,2.0747791007665675,1.7367737499030784,2.9713937191527147,2.556401996369627,0.09701092322098734,0.1395941441710319,0.2154217551208243
387,387,19.7,-6.47,-15.5,7.1,0.713,-2.08,0.23,-0.0352,-2.79,-8.17,90.0,19700000000.0,-2.5035022958154447,-11.427420776097724,5.389749380208889,0.24183011819883735,-1.705474237677814,0.1373967505636232,-0.5630055922412199,-7.0702616058914725,-6.065546056547046,2.112578437650724,0.12028207669239974,2.078739703881632,1.3532013873896045,2.199975557872022,1.5414185281800066,0.12898610813652175,0.15616786895600365,0.21274907799999532
388,388,19.7,-0.29,-3.82,1.58,0.536,-0.846,1.02,0.7,-7.62,-8.03,90.0,19700000000.0,-1.6342966432988266,-8.170950549207568,3.5936374723873907,0.4736118066110897,-1.1323178630645097,0.7775643774343525,-0.006185200337498364,-7.299407783223603,-7.101073564644451,2.3139295365710395,0.12954264607268012,2.0613826198107157,1.156513437895897,1.7330102456323013,1.2536836021827873,0.11973892399708155,0.1543205101243389,0.23340872456896833
389,389,19.8,0.0622,-9.02,1.66,-1.67,1.23,-0.0873,-0.16699999999999998,-13.4,-11.0,90.0,19800000000.0,-0.9681105418055709,-8.534399056325933,2.6820212367681178,-1.2153779985218278,0.4430377653460281,0.15026305032735865,-0.07708350734234204,-9.842303830719802,-9.156324662857216,2.0655853120385377,0.10990048550161653,2.100632126432976,1.1190439155902443,1.3175415341707284,1.2204627615829644,0.157870703734671,0.10377083471831382,0.25697632933301057
390,390,19.8,-1.06,-15.0,-1.36,0.557,-0.353,0.477,4.09,0.498,-12.8,90.0,19800000000.0,-1.0041939859397064,-11.302096204539168,0.7764043948271064,0.18111011076837213,-0.08781481815277714,0.3872510980324324,1.7600557680277062,-5.532178118233294,-11.077024695126125,1.996353537613037,0.06592706738857707,1.7581951943055794,0.9026813504014366,1.1242680628192254,0.9395271447482194,0.17795525767463347,0.05275881018790761,0.316632521904623
391,391,19.9,3.29,-1.38,-3.22,-1.45,0.404,-0.638,0.401,-16.4,-10.8,90.0,19900000000.0,0.6820647748526816,-7.054794581375126,-1.1077063268786875,-1.1040705713550614,0.2401610524660917,-0.3563815413250188,1.160889793614334,-10.062187842545585,-10.930996057160797,2.237373546403827,0.043823229802689226,2.0112888429573887,0.7087295020035639,0.9999701805502843,0.7315834566280278,0.1394946691856016,0.1048335193116751,0.2458188792062193
392,392,19.9,-0.843,-19.0,-1.4,-1.35,1.16,-0.8809999999999999,1.52,-4.0,-8.73,90.0,19900000000.0,0.08319712709581062,-12.168118348177636,-1.2455085961545935,-1.2978427576561793,0.8535727451101525,-0.7368965121007272,1.3192104521699977,-7.535299645441059,-9.770779115532743,2.18425233760188,0.08989774794682823,2.018185690860244,1.3816732324050633,1.2720491824982258,1.0565040841803313,0.13145597120035932,0.16506513340151555,0.16392145609868405
393,393,20.0,-0.211,-7.66,0.39,-1.66,0.282,-0.665,0.5820000000000001,-4.24,-8.64,90.0,20000000000.0,-0.032329204820703485,-10.2383508250855,-0.4744456785897994,-1.5831928588998234,0.4724088299568944,-0.6847487244970333,0.9941970003448176,-6.161727170515898,-9.17470879926674,2.151185885956015,0.12839576144562195,2.0792242683105964,1.7287128632823718,1.4719634199059377,1.319825109384794,0.12761489995169242,0.16477015459643932,0.15932397333196346
394,394,20.0,-0.522,-8.48,0.134,-1.71,-0.643,-0.754,1.83,-3.98,-8.02,90.0,20000000000.0,-0.22461481260651045,-9.485662270147666,-0.18759307023704225,-1.6831064890605585,-0.27142230388599536,-0.7349778969731239,1.3626769065067703,-5.252322722572012,-8.566024427725576,2.210062065253794,0.11310846760305787,1.9665635865745374,1.9584853631036359,1.640071125684725,1.6518147697258967,0.1409204510232735,0.1500107110052797,0.260903809880997
395,395,20.1,1.12,-8.96,0.4,-1.61,-0.213,-0.815,1.13,-3.77,-8.16,90.0,20100000000.0,0.3033931309692812,-9.26064469280164,0.0894285465871118,-1.6255045983439906,-0.2324623033295057,-0.7930193322447567,1.2600967984360552,-4.634449450174238,-8.351995648668982,2.1503055053554054,0.09596111948663966,1.994241435831511,2.382153762560275,2.082532746550201,2.2133951323888676,0.19816446709492727,0.1334456052794768,0.3708404741799188
396,396,20.1,0.639,-9.39,-0.136,-1.31,0.195,-0.93,-0.222,-3.75,-6.6,90.0,20100000000.0,0.4351803831412121,-9.316017312944993,-0.01685007552577064,-1.3769128730394065,0.0525988814108766,-0.892373821970364,0.6066858122959865,-4.265786364399185,-7.4284616357307325,2.453037479695655,0.09345526928206846,2.171169434977127,2.70506890964397,2.8510104268779237,2.927016476424825,0.1821700056854435,0.10148596440352525,0.32132229404420753
397,397,20.2,-0.68,-9.91,1.01,-1.22,0.698,-0.705,-3.08,-5.79,-5.23,90.0,20200000000.0,-0.002732465197492595,-9.570280417187693,0.4672598928167676,-1.2532784542403763,0.4829966336456854,-0.7564682853646374,-1.0186607644197971,-4.901120908512395,-6.269580921531934,2.4776777826087057,0.08887748967637163,2.080240680933516,1.8925021560927757,2.9723593859047046,2.9137046192128557,0.16293037208886355,0.12947229270665464,0.2331258607546022
398,398,20.2,-3.59,-12.3,2.09,-0.407,0.458,-0.479,-2.74,-6.95,-5.21,90.0,20200000000.0,-1.4113929115295405,-10.738777777059495,1.2323030538244084,-0.5864806241182738,0.4663271663220437,-0.5552156655129212,-1.7775464003979136,-5.755150517306997,-5.711041331127068,2.33411584825215,0.1152851074109383,2.0186178881020838,1.6084581351935299,2.653716029873487,2.024922723774121,0.19303656837552838,0.16158746255578343,0.20496533433031314
399,399,20.3,-3.27,-13.5,2.08,0.16399999999999998,0.299,-0.0708,-3.85,-7.52,-3.96,90.0,20300000000.0,-2.1412370899119053,-11.920760231372974,1.6319509853334841,0.004836400822492926,0.35474192915644936,-0.20386047325727732,-2.691227535628953,-6.4907887712040875,-4.788010440423674,2.413307269798213,0.13402535322638343,1.9568266453866656,1.3378799059789122,1.8815814614190214,1.37867077050712,0.1927278993137851,0.16687346302594705,0.23843748769806894
400,400,20.3,-4.65,-13.7,3.6,1.65,-0.0318,1.01,3.03,-7.46,-4.85,90.0,20300000000.0,-3.1263867240768253,-12.682390333295407,2.5597905322889467,1.3010900198674404,0.09696925120855332,0.6765738438624052,-0.16891394314217803,-6.894782935447982,-4.82068710578408,2.365132500620449,0.11972795325528643,2.0953757968870548,1.2864266058930154,1.5156648657896727,1.3556339341458579,0.21706121336762718,0.12559062129424953,0.25218954204247684
401,401,20.4,2.16,-12.6,3.48,3.13,-1.29,1.43,0.491,-15.1,-10.8,90.0,20400000000.0,-1.0505102779917848,-12.647122082641545,2.9936246432958864,2.742120786984337,-0.8279569717818966,1.2230470316168862,0.12202185659624047,-10.314945368145247,-7.972577757776443,1.984582970661827,0.07643329447676647,1.7090637867337124,1.101196812853078,1.187505737177357,1.0945812376783632,0.2795800351875919,0.05155546882038997,0.3311901832160344
402,402,20.4,0.369,-18.7,-2.78,2.56,-1.31,1.21,-1.88,-11.6,-9.92,90.0,20400000000.0,-0.4930921336564436,-15.238147295592842,0.27164085811196426,2.5986245371625993,-1.1494162949486832,1.2135838180684853,-0.7606081250162791,-10.850591974641045,-8.999127482470632,2.345824352455771,0.03656565626917447,1.9936277306883912,0.6824112687185262,0.9720731836459248,0.7321937565849326,0.24842678225513815,0.08532730909902154,0.28281461892115106
403,403,20.5,-2.1,-14.3,-0.5,2.06,-1.05,1.73,-1.8,-8.79,-10.1,90.0,20500000000.0,-1.124098171002907,-14.836559401545598,-0.0921503551968576,2.1742326467493864,-1.08311865731653,1.5881495600713134,-1.2188440771265978,-9.991680015559377,-9.579433439039477,2.2303152309066365,0.07633001823488345,2.088429541704006,1.2169775232824749,1.3149788377909024,0.9834224981048719,0.23158624227259697,0.16334451525765822,0.18294545352430375
404,404,20.5,-1.57,-10.6,-0.503,1.61,-1.44,1.74,-0.0182,-3.1,-11.0,90.0,20500000000.0,-1.2991964462994798,-13.023036974125569,-0.2858460321841823,1.7296637280387193,-1.3211116582859248,1.6982893584873795,-0.6895169580995761,-7.119036411825645,-10.328260336111262,2.1876948489567734,0.12692231669768775,2.1282225478407137,1.7221896440093865,1.4866945093947026,1.2751926056077687,0.24056580785610093,0.17725165115026173,0.13429047681855671
405,405,20.6,0.85,-4.67,-1.24,0.895,-2.29,1.25,-0.0593,-2.51,-11.0,90.0,20600000000.0,-0.4552426285398658,-9.447394647534443,-0.7356833230112065,1.0720173279480325,-1.9672328487770911,1.373137212084887,-0.4116736467882676,-5.197862070867746,-10.682356189113552,2.1668885344803948,0.1182941031342412,1.7899716402026653,1.9731011676995924,1.7312744597547005,1.6029140369456916,0.21942447143772673,0.16936332117480754,0.2484974696985966
406,406,20.6,1.98,-3.73,-1.46,-0.00214,-1.99,0.868,-0.884,-1.96,-11.2,90.0,20600000000.0,0.5010367801496342,-6.99997839864218,-1.077163499765749,0.22566967921155026,-1.9824155534913208,1.0067522977762011,-0.6199078391452844,-3.848231282967351,-10.955222999103096,2.0607765508400986,0.09971393183929433,2.1212543962571067,2.2828311571728133,1.8627350789153578,2.022521566630877,0.2703441694240856,0.1420089637586487,0.351304455150313
407,407,20.7,1.99,-3.45,-1.99,-0.65,-1.8,0.5579999999999999,-1.38,-5.73,-5.04,90.0,20700000000.0,1.0857279516656078,-5.480357091394709,-1.5075216099553932,-0.4642860047569708,-1.860768316176712,0.6812643937811365,-0.9550091394321863,-4.632604735662972,-7.837116298438195,2.338211428829729,0.08889483069625055,2.2601160336877464,3.1656577590208195,2.663725453375839,2.6370838849438973,0.2852182836663408,0.10963464318876899,0.34309637687703953
408,408,20.7,1.86,-7.88,3.96,-1.84,-0.044000000000000004,-0.0824,-11.8,-17.3,4.4,90.0,20700000000.0,1.3897717523732511,-6.507560163386463,1.070149483073745,-1.5482355372573278,-0.6492225651060588,0.12736519322358275,-5.7362328026303535,-9.912726448322953,-1.3865337279996863,2.4524979934224063,0.08972630854931833,2.222503898382067,1.9593455858986515,3.19451627376617,2.9741815529102573,0.2642546002228201,0.13083938208884016,0.2542644952594733
409,409,20.8,-8.1,-19.7,13.2,0.569,-1.7,-0.314,-5.52,-5.5,-6.3,90.0,20800000000.0,-2.3367044136232855,-12.154781596233976,6.7887851942730775,0.11997197481190458,-1.3499530780917242,-0.19276474209144595,-5.6409023888937435,-8.073379554275531,-3.976581914596768,2.258100010247576,0.11479946281998515,2.0492699237330805,1.6878864197004457,2.9011604951897967,2.2812471120899827,0.29302496621490687,0.1633650829891786,0.20310361608286456
410,410,20.8,-1.27,-7.63,2.27,0.841,-1.16,1.05,1.05,-2.42,-6.82,90.0,20800000000.0,-1.9178272700476957,-10.217881234992321,4.658397283674928,0.6880827862068114,-1.2232793118083976,0.7086343212800019,-2.6910889265673963,-5.716894033255124,-5.475440277893214,2.221310793286288,0.1379559279316865,2.019036811789794,1.3532728242129277,2.1823756223675277,1.5328809930882465,0.29682866788300977,0.1756652546476506,0.22442666216508167
411,411,20.9,5.0,-5.02,2.06,-0.457,1.01,0.109,-6.56,-20.3,-4.85,90.0,20900000000.0,0.7986887936392948,-7.992850453019245,3.433379049653952,-0.2141482816334289,0.2660245389766136,0.273709012922434,-4.396773035850236,-11.79553715249503,-5.14575028878386,2.2850594282987133,0.13156229996373414,2.0962973459855148,1.2757058147102873,1.8104328564653296,1.499997880592069,0.31246336878995495,0.15795197300080985,0.24041301357110725
412,412,20.9,-2.74,-22.7,3.87,-0.414,0.946,-0.276,2.31,-1.5,-9.37,90.0,20900000000.0,-0.5908956239766603,-14.28846602312881,3.6392245825596135,-0.3716150058916132,0.7194788121097697,-0.1250045853737205,-1.4399626966410601,-7.504071432659045,-7.372489819996736,1.9743912707588795,0.09989895354871271,1.8799655070573966,1.2102114417138095,1.4213048781157576,1.297320897242468,0.38259403664471114,0.0775247255861826,0.315782208765658
413,413,21.0,5.89,-4.14,-0.622,-1.06,0.647,0.0434,-2.29,-7.44,-11.2,90.0,21000000000.0,1.954044574681395,-9.9442633596531,1.6302640186632362,-0.9140057317226,0.6711449777117221,-0.0028577808255725173,-1.8147180346404888,-7.47736470456465,-9.39009498369787,2.3068578852104964,0.04391537146382468,1.8819231233744533,0.7102629588377072,1.2031351661575957,0.9110876553367788,0.3723588081877095,0.06384691355660144,0.3223271807009338
