,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
2042,2042,102.0,-5.97,-2.36,6.74,0.397,-0.866,0.657,-0.027999999999999997,-0.302,0.000475,102000000000.0,-6.133079332608545,-2.4984627615590336,6.690591576890139,0.3367785474824385,-0.700188476802801,0.5416383822979327,-0.12087573408677735,-0.4526425895536814,-0.29386838050401337,0.022185728617948985,0.05274384333633286,0.003827585676992439,2.3943330936983545,3.305807001968869,1.8055032472960308,3.092846335777569,3.0052829246568504,3.7513340289595325
2043,2043,102.0,-6.28,-1.67,8.21,0.197,-0.463,0.626,-0.565,0.115,0.6409999999999999,102000000000.0,-6.227038866474402,-1.9641792737960209,7.630603939685616,0.2436755166839177,-0.5436773328918446,0.5984584305337229,-0.3836799891277556,-0.08761295905592759,0.2699551536047217,0.022584987244260855,0.05406360098410406,0.003930784984080553,2.406003913719297,3.280121751102302,1.7924861891155206,3.121857272310066,3.1825900034411796,3.692125784959257
2044,2044,102.0,-6.22,-0.931,8.54,-0.0438,-0.0502,0.333,-0.0345,0.693,0.742,102000000000.0,-6.222537203137107,-1.2978721976495966,8.193219934865267,0.052195194548233716,-0.2180514732910122,0.4196642905392725,-0.17705766587098953,0.4143699276952194,0.5546476276466876,0.024343369864926294,0.05692411550901643,0.004062474537713766,2.5020557009075315,3.2154265161499587,1.7740729152194474,3.1140120631467445,3.0356041361935913,3.709638450474238
2045,2045,102.0,-6.22,-0.931,8.54,-0.0841,0.0359,0.0679,0.635,0.845,0.289,102000000000.0,-6.220914464816152,-1.0612728484427674,8.407762318201344,-0.03858765943797488,-0.050479101673007336,0.18274058711810792,0.3034659734534164,0.6912919714835609,0.3944342872756438,0.026268814185990502,0.06160687114057983,0.004062408387126204,2.547131907388928,3.182206603557542,1.7583610617181096,3.1212791223287355,3.285358754011746,3.5914412378159084
2046,2046,103.0,-4.97,-0.5720000000000001,7.79,-0.015,0.0163,-0.102,0.338,-0.0152,-0.0489,103000000000.0,-5.420923599162411,-0.7457361843282083,8.025571309631648,-0.02287650343305131,-0.006414256064815521,-0.009040660043460965,0.32390099522572285,0.23697351971125905,0.12705727726355764,0.02584237309279629,0.0670643517859001,0.004100118663004043,2.645819320829575,3.1139396425049126,1.8174534083423308,3.0217244548980218,3.2030864030420583,3.787846045126276
2047,2047,103.0,-5.56,-1.53,7.98,-0.000993,0.0536,-0.0946,0.0112,-0.358,0.0758,103000000000.0,-5.509866359831218,-1.2515153082845685,7.997377721399434,-0.008300443757473314,0.03318673854471919,-0.06666741814235748,0.13886460123810435,-0.14563161069486424,0.0961437714221545,0.025096797128665787,0.06788611101098573,0.0041798658034697435,2.7055681449626277,3.15012201884859,1.9850286657619336,3.1148405055797497,3.1987233822309973,3.752719055423161
2048,2048,103.0,-5.79,-1.61,7.96,-0.0828,0.0524,-0.0115,-0.34700000000000003,-0.435,0.0421,103000000000.0,-5.689018725157333,-1.48270548122646,7.9742532718219294,-0.05792275372420519,0.04586479788674633,-0.029510522359807632,-0.14863891031616308,-0.3317135549530232,0.06354971745050313,0.025088749599858108,0.06974541924262832,0.004219182114819618,2.7752121822904376,3.153217876603562,2.2283028667838494,2.953348296024678,3.361994788444046,3.6121446146311875
2049,2049,103.0,-5.87,-1.78,7.79,-0.0444,-0.00199,0.0105,-0.13699999999999998,-0.442,-0.0592,103000000000.0,-5.80476065233576,-1.674433505996331,7.860261285023668,-0.04891558176051878,0.014287339960734788,-0.002562246458353696,-0.14175174641310692,-0.4026346265683828,-0.0104812188495359,0.025745310343196444,0.06661059280419512,0.0043009698157837695,2.8078209327130312,3.177151319396216,2.330463894126648,3.111140700377756,3.5362830454838625,3.5802829447792037
2050,2050,103.0,-5.5,-1.66,7.86,-0.0218,-0.016,-0.0372,-0.084,-0.151,0.0102,103000000000.0,-5.609858679383472,-1.6651251801229732,7.860099718431451,-0.03085456443899583,-0.0056980589784726655,-0.025891803059729927,-0.10757796615072213,-0.24081784496429584,0.001991722466188313,0.02624214723949787,0.06616518547473849,0.004288928344559371,2.7432282172473106,3.285700519977459,2.325431269519317,2.98661663750363,3.4841073324171257,3.676099002751428
2051,2051,103.0,-5.83,-1.5,7.84,-0.00466,-0.00321,-0.1,0.0123,-0.0947,-0.0965,103000000000.0,-5.750644448536416,-1.5586343917893053,7.84766472095609,-0.013407013860738188,-0.004056288846805505,-0.0758058773366955,-0.03664187445148813,-0.14685494769197746,-0.057409103206943785,0.026815439173407535,0.06623368144618119,0.004425293111355085,2.5848232801634143,3.2945957979758105,2.2207239170455297,3.1824132969723733,3.601225440689556,3.6327276858738533
2052,2052,103.0,-5.6,-1.41,7.82,0.0265,0.0188,-0.206,0.0335,0.016,0.106,103000000000.0,-5.654303537738621,-1.4627786470878357,7.830549495517182,0.013174059529650374,0.011025657424594848,-0.1634954887235571,0.004863588761054707,-0.042129047039584464,0.041143700556626674,0.02722394833287393,0.06908618121516709,0.0044616982297252085,2.498372073790374,3.2014022823178543,2.0448294913942227,3.2223315140315254,3.559560192744481,3.603655031542037
2053,2053,103.0,-5.6,-1.41,7.82,0.0595,-0.00932,-0.241,-0.0878,-0.14300000000000002,0.0126,103000000000.0,-5.619575021607258,-1.4287411775396062,7.824022945812841,0.044030622085651734,-0.002399624371825131,-0.2156970783989564,-0.04996878216878645,-0.10699537255184352,0.02392885949594715,0.027508214264789214,0.07053049670550277,0.004549491162609936,2.467199788311514,3.186982997126598,1.8736933208336235,3.225782233365883,3.3801788409468143,3.6561655535756135
2054,2054,103.0,-5.83,-1.71,7.71,0.0558,-0.0851,-0.243,-0.215,-0.124,-0.036000000000000004,103000000000.0,-5.754146949653151,-1.610127673346012,7.753480398775066,0.051869912131262436,-0.05697028035289513,-0.2340864080728404,-0.14762367464385867,-0.11793040848081968,-0.012214518726441536,0.027282552742465462,0.07016216006542261,0.004697846904083006,2.4823132779376147,3.3132859777194312,1.7662246113150915,3.0272213032686817,3.6001437034231336,3.7485142506075175
2055,2055,103.0,-5.91,-1.77,7.96,0.0503,-0.0454,-0.238,-0.218,-0.162,0.0324,103000000000.0,-5.853818731527691,-1.71323083456159,7.881247894560282,0.050824231457100896,-0.04933551807162463,-0.23672233224843156,-0.1892678672675968,-0.1462699078760653,0.014692709446708948,0.02736845612299161,0.06813873427877729,0.004680658506141006,2.620054585723498,3.3620755603972183,1.6922464976324412,3.1296084328458083,3.47724330907639,3.7758624912219503
2056,2056,103.0,-5.69,-1.82,7.9,0.0876,-0.0411,-0.257,0.000592,-0.14400000000000002,0.0404,103000000000.0,-5.749052638581638,-1.7820873116564868,7.892849317770578,0.07531966023285562,-0.04390123007527126,-0.25037994368753363,-0.07692097455396478,-0.14481021139055955,0.03019689725386332,0.027002258556613614,0.06867520334591758,0.004629461382060554,2.725165406635504,3.3155081949616845,1.7603767297993804,3.1669750691709417,3.3658954482479717,3.6744610448204384
2057,2057,103.0,-5.69,-1.82,7.9,0.127,-0.0502,-0.243,0.0168,-0.17,-0.0836,103000000000.0,-5.711287052614394,-1.8065375962963388,7.897273289017312,0.10974265734039304,-0.04805753547801957,-0.2454093327500127,-0.021462913005539368,-0.16100881948756868,-0.03843455047535033,0.02581198844846763,0.07085080745471338,0.004630526538665105,2.6599456194566375,3.1688575149067497,1.8886811062701763,3.0918249874131347,3.2490711989055083,3.56938620000628
2058,2058,103.0,-5.44,-1.87,7.99,0.127,0.017,-0.214,0.147,-0.0599,0.223,103000000000.0,-5.537792310975886,-1.847465102947396,7.954640377430938,0.12123734859171058,-0.005128681770323669,-0.2242542146426164,0.0782226343935854,-0.0959895356832945,0.1192378687681976,0.02569860664649132,0.07154186081404398,0.004777102938575434,2.718650185664221,3.1801664347484624,2.042960733413289,2.968362068204,3.1727083234178335,3.7644950144466707
2059,2059,103.0,-5.3,-1.88,8.07,0.16899999999999998,0.0689,-0.198,0.299,-0.193,0.0437,103000000000.0,-5.385718370221809,-1.8684471622863692,8.026009721013262,0.15305086765007708,0.043719867971664834,-0.20657122003389,0.20886451673808445,-0.15837332402906584,0.0736806211902099,0.027478376537286152,0.07559507394476542,0.0047919056845528805,2.9609149240363277,3.1730920223804837,2.126853717727718,3.0043381659699766,3.184715441964045,3.7528780347626927
2060,2060,103.0,-5.18,-1.98,7.91,0.212,0.055999999999999994,-0.223,0.256,-0.101,0.00158,103000000000.0,-5.254156275907457,-1.9403886532890495,7.954237897851755,0.1923154231115554,0.051823034717835635,-0.21763649492702766,0.23675627987154044,-0.12147869650196973,0.03019639489917812,0.028093753468825398,0.07630680620773114,0.004750611078114564,3.051827802759849,3.137357350857076,2.2641832275467655,3.2056414778138054,3.0994508209505316,3.748492127008853
2061,2061,103.0,-5.67,-1.66,8.02,0.21,0.102,-0.293,-0.17800000000000002,0.0778,0.0839,103000000000.0,-5.520098668779129,-1.7595633408755025,7.994923217765759,0.20409467743504436,0.08493279631266988,-0.26839606404867944,-0.008669887804226922,0.006669947333356102,0.06258529192591654,0.026712863111085318,0.07303914215976014,0.004649211600128468,2.8859590748126784,3.1288374436426607,2.41148076772261,3.104210934388035,3.003936950852036,3.6362413975561996
2062,2062,103.0,-5.66,-1.54,7.74,0.21600000000000005,0.0383,-0.34,-0.177,0.0194,-0.119,103000000000.0,-5.609568931836177,-1.617964843881316,7.837209740761062,0.21202452168123406,0.05416168821396372,-0.3166234455233652,-0.1082768529067776,0.014856166440998244,-0.04692965979715295,0.026826534547827074,0.07500571199852304,0.004712543874835743,2.8747929636107514,3.17672188460942,2.468709364627481,3.2186721225567845,3.1650797491728375,3.565269969965084
2063,2063,103.0,-5.58,-1.81,7.85,0.262,0.0383,-0.377,-0.118,-0.0257,0.0339,103000000000.0,-5.5906588199873095,-1.7418100930079254,7.845122630854783,0.2453119464482764,0.04369519770533658,-0.3572888521972625,-0.11403038818124332,-0.011223980416055584,0.0018190911611602398,0.027376835441660318,0.08023313857457234,0.004766179862829915,2.768515825819922,3.1504025979199137,2.416351574143379,3.064272058399084,3.3172231408148787,3.7454048143411605
2064,2064,103.0,-5.73,-1.65,7.91,0.179,0.00412,-0.364,-0.272,0.197,-0.114,103000000000.0,-5.679770962277624,-1.6826008814687865,7.885260215436351,0.2011432046095841,0.017581115320641032,-0.36180900473221417,-0.2075066817483172,0.12267703867604515,-0.06803195160560807,0.026786774738965652,0.07709786553829637,0.004601608569801766,2.5946545614678165,3.1593440906440393,2.4148484846644274,3.117647903716105,3.3691421576190534,3.7480652463809583
2065,2065,103.0,-5.89,-1.56,7.76,0.15,-0.013000000000000001,-0.285,-0.362,0.175,-0.151,103000000000.0,-5.814217544825916,-1.6035343780939386,7.807765625319719,0.1670779865976504,-0.00259813384770316,-0.3100758547292287,-0.2989259122172053,0.15632396797989234,-0.1180703705970457,0.026553592814126854,0.0753979299618688,0.0047925862518991115,2.4189666626500395,3.111842109692035,2.3294910070366868,3.0421817452303626,3.555621988918137,3.4912020277185483
2066,2066,104.0,-5.83,-1.67,7.81,0.14400000000000002,-0.0136,-0.253,-0.00543,0.0631,0.0185,104000000000.0,-5.824310766368934,-1.6463986577786238,7.809147930399754,0.15170630714354802,-0.009857823292231777,-0.271633564226532,-0.12525385480594664,0.0963751373272469,-0.0357041327570522,0.02701477780842789,0.07481335475078103,0.005066082479057867,2.3777559255698333,3.079250391716883,2.090654636496167,3.1112386583037694,3.2551487473533696,3.6606539035735186
2067,2067,104.0,-5.45,-1.58,7.95,0.123,-0.0197,-0.253,0.0623,0.222,0.053,104000000000.0,-5.584929653754651,-1.6035775638922256,7.896288755814737,0.13258574915623586,-0.016352280200801195,-0.25908329895409016,-0.014271512184161813,0.17715976998606495,0.01779374968855691,0.02853884574256078,0.06876277823844708,0.005034229362557479,2.4204907071511252,3.042676888202142,1.9138294019088593,3.1958392135097724,3.6160068881269223,3.879604636846197
2068,2068,104.0,-5.53,-1.5,7.93,0.0717,0.00901,-0.17,-0.0674,0.246,-0.0415,104000000000.0,-5.5498009161165935,-1.536779414607243,7.9171447835015485,0.09203125905036096,0.0003832693339229088,-0.19908305059081208,-0.04570954443886762,0.2214283406955393,-0.017966590781318494,0.02900832800415434,0.0656989656306906,0.00504661203500759,2.386889492233446,3.042534213155225,1.8212950114500375,3.2032719212380747,3.600682375365298,3.6238115239624715
2069,2069,104.0,-5.68,-1.24,7.92,-0.00405,0.0231,-0.0922,-0.14800000000000002,0.45,-0.00339,104000000000.0,-5.633066339896951,-1.3453835730789074,7.918911267362008,0.028033911867489214,0.015373126866852856,-0.12709414165466693,-0.10623847672281038,0.3684141821660315,-0.009175379785810294,0.027878223750369496,0.06116566490125009,0.005016237650686403,2.383220612266513,3.0669254846845364,1.7738136383167469,3.2413581893962693,3.3852805262672545,3.6790496120020757
2070,2070,104.0,-5.77,-1.51,7.9,-0.0102,0.0108,-0.000535,-0.04,-0.0164,-0.196,104000000000.0,-5.720638789278634,-1.4515462555169725,7.907211493454503,0.0025672498253116946,0.012355504419317565,-0.04185279817560399,-0.06704279390460616,0.12095463486543287,-0.12185019048291346,0.027713074818892083,0.0674588170019712,0.004942048756859351,2.3923774560797026,3.0377811918547737,1.7214645362512018,3.1898268158118452,3.3644721822435564,3.6443261385198196
2071,2071,104.0,-5.54,-1.5,7.8,-0.0566,-0.0105,0.0807,0.0165,0.307,0.0694,104000000000.0,-5.605115792503282,-1.4827945329987775,7.840883081735309,-0.03684259042453713,-0.002725924325452739,0.04069015565214351,-0.0176075265805771,0.24059342867952024,-0.00650629574532266,0.026656498445111594,0.0704382307046203,0.00485116719135969,2.4412891299875876,3.086712763482514,1.640899320983507,3.075042698530144,3.3469540928203942,3.506488047264657
2072,2072,104.0,-5.66,-1.44,8.02,-0.109,0.031,0.0709,0.00599,0.0731,0.0939,104000000000.0,-5.640215502729545,-1.4551959713586609,7.9516976205189565,-0.0849048521514395,0.019528457408753776,0.06103738413897684,-0.0036440238026932094,0.1328846960088726,0.054049218562362715,0.025545285824461427,0.06984425290351079,0.004662504038966745,2.573727391985572,3.0709758939306657,1.631005334432907,3.081714534235604,3.3004322717596373,3.570491571992447
2073,2073,104.0,-5.66,-1.44,8.02,-0.0987,-0.0209,0.0948,-0.0272,-0.0477,-0.135,104000000000.0,-5.652868080359387,-1.4453959827995404,7.993954533693527,-0.09409345970666667,-0.007148656802046581,0.08377751134440509,-0.017582939956191833,0.016757461219028408,-0.0599672642674247,0.025116049131665086,0.06808886569057661,0.00430625910102146,2.5922249102937105,3.0938322812168293,1.646314709685033,3.0616859337955957,3.252229827451547,3.761798825651016
2074,2074,104.0,-5.61,-1.84,7.83,-0.0822,-0.00687,0.125,0.0205,-0.213,0.0639,104000000000.0,-5.625452968360952,-1.699879862208653,7.8925207426785375,-0.08617151954952383,-0.006964782481102522,0.11154208266331972,0.004952101777942822,-0.13099093228424966,0.01473767061544484,0.025169761655016047,0.06489647554965002,0.004262460491227581,2.4889697129662736,3.068750500795567,1.6236898247528533,3.0927330777842745,3.162535129954286,3.6024268675651143
2075,2075,104.0,-5.56,-1.97,7.85,-0.0529,-0.00626,0.212,0.122,-0.26,-0.0203,104000000000.0,-5.5835941400517815,-1.8740829089123907,7.8662143777616444,-0.06401018531424624,-0.006499724957663291,0.17920347410043375,0.07421354183576348,-0.21395181212574169,-0.006393715118075544,0.024640121851420456,0.0711165633834253,0.004375165605247815,2.5031248433778983,3.0892046751266227,1.627288923498667,3.2475737989381717,3.1909657996852494,3.6930342840766137
2076,2076,104.0,-5.59,-2.06,7.82,-0.055999999999999994,-0.0325,0.232,-0.113,-0.3720000000000001,0.0675,104000000000.0,-5.587690943469401,-1.9939825601129264,7.8376230370005855,-0.058674800407350625,-0.02365626075978898,0.2147634990088757,-0.03656742403144005,-0.31558667126134504,0.038171936259939976,0.023828203248425592,0.07533308270808818,0.00447556421501242,2.5993836747681174,3.106789732662273,1.7740141422439706,3.107846337202699,3.344647109375754,3.6534152550072685
2077,2077,104.0,-5.48,-1.71,7.94,-0.0462,0.00596,0.243,0.133,-0.0273,0.0791,104000000000.0,-5.518819934456415,-1.8108395493703136,7.900960623388145,-0.05036564463914872,-0.00411368037638931,0.23378162214970255,0.06377170300097107,-0.13020034090454846,0.06285584417456791,0.02494443195286185,0.07144856652868581,0.004497100517135724,2.6438614199635815,3.121174060957439,1.9772813251876853,3.0560825343249056,3.3536005957421455,3.5665275694479255
2078,2078,104.0,-5.47,-1.71,7.87,-0.0615,0.0432,0.271,0.188,0.217,0.0626,104000000000.0,-5.48759824502869,-1.745807196113481,7.881806145140398,-0.05778196412396764,0.02710671657821032,0.2588493043863581,0.1372820379164027,0.09307115309758546,0.06270154436139268,0.024448360360762273,0.07169446943148935,0.004239536922753517,2.573351241929818,3.12390438512911,2.10024809282644,3.1080847364148494,3.2576699105327482,3.633313899047358
2079,2079,104.0,-5.55,-1.31,7.98,-0.104,0.0915,0.268,0.0386,0.239,0.118,104000000000.0,-5.527505832313926,-1.4647509820672684,7.942555744607239,-0.08856665461816587,0.06959725588902885,0.26501257435421016,0.07888833777394744,0.186912508820984,0.09605230544055952,0.02346918841302915,0.07620469817612559,0.004216266282469099,2.4290175999047237,3.146777144385275,2.1361187108571507,3.212520737569539,3.162840381997719,3.622979559365946
2080,2080,104.0,-5.58,-1.46,7.86,-0.112,0.0487,0.284,0.11,-0.0565,-0.0386,104000000000.0,-5.561077101774892,-1.4616870534585331,7.8914810684920305,-0.10417502793137247,0.055807997276693326,0.2778011761311086,0.09729822376574526,0.030383067402972974,0.014842861034592812,0.023039832953446648,0.07080064276557739,0.004412789723165863,2.2645829664093133,3.1256357386568245,2.1029487306931234,2.99647401331726,3.2483998867339188,3.6851846252161407
2081,2081,104.0,-5.78,-1.52,7.86,-0.146,0.031,0.252,-0.039,-0.00157,0.0545,104000000000.0,-5.701083842650216,-1.4992936111712007,7.872004759898322,-0.13203360456322993,0.0394381965353518,0.2604233198775466,0.01664567601478879,0.009835249910046369,0.038760268683772026,0.025025411663706726,0.07026508478607923,0.004445615816763246,2.31558585934064,3.0571594904520363,2.152247273353362,3.1687046068615463,3.377369696910838,3.6592900571928935
2082,2082,104.0,-5.93,-1.51,7.9,-0.17,0.0365,0.223,-0.258,-0.0173,0.0119,104000000000.0,-5.847481275878682,-1.5061982563026168,7.889324632804519,-0.15732208148207588,0.03749939836936805,0.2352176049409719,-0.14587201248141884,-0.0076144103959713124,0.022560713518649037,0.02683101087719145,0.07176798086019426,0.0046758739819180075,2.3108924499529877,3.2989025891301726,2.400768293990021,3.195413039388926,3.5518088347810886,3.5396495958592924
2083,2083,104.0,-5.89,-1.48,7.64,-0.115,-0.0472,0.166,-0.0938,0.024,-0.066,104000000000.0,-5.874672965924377,-1.4893027656608815,7.735074891101084,-0.1291323925415901,-0.01839033184601955,0.18859748648127855,-0.11505913565840947,0.012715629652748032,-0.03085067226639942,0.02656382056898904,0.0700483431824913,0.004945984070147363,2.410736888917372,3.138229283235549,2.398766103399156,3.2060295211138388,3.1409634715455947,3.507720799117296
2084,2084,104.0,-5.97,-1.58,7.81,-0.0938,-0.0399,0.118,-0.14,-0.0766,-0.0571,104000000000.0,-5.935636827179335,-1.5477942964337903,7.7814287693745925,-0.10559836147251686,-0.032583698171043236,0.14104798152870054,-0.12981753993456946,-0.04471989732447254,-0.04668176725355752,0.025921713358019603,0.07517662236169594,0.0049171666099165675,2.552791682384262,3.130155461592837,2.2290153073552172,3.231276769169794,3.254945855890202,3.7041096230867883
2085,2085,104.0,-5.69,-1.55,7.72,-0.103,-0.0741,0.122,0.0842,-0.0318,-0.0555,104000000000.0,-5.778546038956888,-1.5492167447456988,7.743424505650731,-0.10386765732588192,-0.0599786390169268,0.12821860075087224,-0.0031756845822044355,-0.036411597811632924,-0.05200008564276273,0.024280781103287234,0.08575661425061586,0.004465731729234501,2.6123755886135873,3.2214302269231783,2.141246335931,3.1219410184498435,3.4470519974842033,3.6263205804595486
2086,2086,105.0,-5.52,-1.83,7.86,-0.0877,-0.024,0.131,0.34700000000000003,-0.335,0.258,105000000000.0,-5.613199441806152,-1.7302965458441435,7.815546343975794,-0.09309878245047896,-0.03623778119435658,0.13009195396684847,0.20403582856666685,-0.22842258989189745,0.13496242686213922,0.023729564945220875,0.08022417595582962,0.004500249217067003,2.6988369336264095,3.155198749253829,1.9569415747446932,3.0631860451376474,3.2181781030954215,3.6877058035368173
2087,2087,105.0,-5.36,-1.84,8.02,-0.0945,0.00412,0.14800000000000002,0.299,-0.214,0.128,105000000000.0,-5.451272223321768,-1.8010453611477628,7.942035961143005,-0.09403209728883294,-0.009607303188574437,0.14215355651541453,0.2602295316870626,-0.2191479650295223,0.13076335789423285,0.02353366115949049,0.08068050472316605,0.004639667172751542,2.5433757273313757,3.17150237611337,1.640163708753727,3.146499499174533,3.157028176041059,3.57304229858257
2088,2088,105.0,-5.4,-1.78,7.86,-0.0755,0.000458,0.123,0.159,-0.149,-0.0146,105000000000.0,-5.418482429694628,-1.7874729905108384,7.891282859439691,-0.0816883239464679,-0.002965614127047378,0.12925306921109553,0.20032838392219715,-0.1740384459482799,0.043094027682681633,0.026014352675473723,0.09373954558680278,0.004660898204177629,2.4257263875947888,3.1818949031549737,1.3728701457481165,3.2904853773714864,3.176113507959766,3.6363053197496
2089,2089,105.0,-5.58,-1.73,7.87,-0.059000000000000004,0.0029,0.0654,0.083,-0.0876,0.0322,105000000000.0,-5.521776860940476,-1.7504081283760384,7.878115722968517,-0.06657619350109463,0.0009048688809021483,0.08624612720144174,0.13090096935800788,-0.11845312804573482,0.03652378867365132,0.02528053452289272,0.09594152129052552,0.004666737899319243,2.494223661688045,3.0771513807035387,1.2468764896978317,3.1658379450748435,3.2951937870352737,3.5516149541893434
2090,2090,105.0,-5.65,-1.67,7.87,-0.0444,0.00596,0.00374,0.0488,0.0317,-0.0205,105000000000.0,-5.603778789918513,-1.6985521392233784,7.8730946982119505,-0.05180517961239885,0.00424054688903256,0.030675798344116687,0.08231888071839549,-0.021895290919388133,0.0021324711547914613,0.022962427593594237,0.08473201578968627,0.0045414513488030266,2.5955369051145563,3.215912250461614,1.2367490904606537,3.1986187565816366,3.301541787923371,3.6595858916644692
2091,2091,105.0,-5.62,-1.64,7.85,-0.026000000000000002,0.00351,-0.0494,-0.0194,0.0156,0.0379,105000000000.0,-5.614152581677929,-1.6607913023647018,7.858806643331125,-0.03461698891884317,0.0037584883244299455,-0.02325763303127081,0.02212817055821956,0.002216522106643696,0.023704037787868476,0.02319461831747781,0.08136961568505148,0.004475256771202854,2.4857362526667637,3.217759876901933,1.3551975146889297,3.2546991123137707,3.3956911002717534,3.590011720295302
2092,2092,105.0,-5.69,-1.71,7.87,-0.0071,0.00412,-0.07200000000000001,-0.0333,-0.0866,0.0163,105000000000.0,-5.662658917759671,-1.6925264808665792,7.86573156598513,-0.016288604114251017,0.00399703546429567,-0.05608706381134691,-0.010670666561546534,-0.05489804621221064,0.019238627662219256,0.023242278846831128,0.08415224620685459,0.004437398579038496,2.4183324848119003,3.1843395679310462,1.5556158148154773,3.253716826143311,3.2783082911898185,3.66140368280158
2093,2093,105.0,-5.56,-1.76,7.86,0.00267,0.00351,-0.094,0.0818,-0.0287,0.0309,105000000000.0,-5.597005964822547,-1.7360407845193502,7.862185700922255,-0.00366074739139936,0.003675660302521365,-0.08162255100983729,0.0440475425974341,-0.03805106646117033,0.026271656377747792,0.021551038016389506,0.08318354284821236,0.004420200243198589,2.341036692110564,3.209021716623624,1.8971769327189165,3.186595122847732,3.258726615835064,3.6633669902548323
2094,2094,105.0,-5.61,-1.81,7.89,0.0186,0.007790000000000002,-0.117,0.00706,-0.109,-0.00929,105000000000.0,-5.605316057006387,-1.7837377442547264,7.8793934894511874,0.011166585183831929,0.006390547837204996,-0.10545031350538424,0.022160687224114014,-0.08367565915028333,0.0048242526387005545,0.020147483106594078,0.07717715582897378,0.004433084715946821,2.3416351457590565,3.204592159656467,2.154875243580776,3.10243061710791,3.074165674202802,3.759170563146958
2095,2095,105.0,-5.6,-1.9,7.84,0.0503,0.0108,-0.14400000000000002,0.0342,-0.106,-0.0335,105000000000.0,-5.601916246111409,-1.8587163557518105,7.855022015547037,0.03723238253411158,0.009300168295079788,-0.1314146689530741,0.029284781270314107,-0.0980316034620549,-0.018289286244590284,0.020763061322088713,0.0713614481652025,0.004288457683178314,2.3449158363134606,3.174280105096074,2.262566296141491,3.1274217679372898,3.1992718085609555,3.73894136187455
2096,2096,105.0,-5.59,-1.87,7.82,0.0705,0.00657,-0.165,-0.0199,-0.0531,-0.0363,105000000000.0,-5.594295609655168,-1.8659932875811,7.833355053002165,0.059391119498492,0.0074986400914256405,-0.15403539204796388,0.00018038236729401092,-0.06913777755553585,-0.02915163294226682,0.021542222867956432,0.07240687152623755,0.00406439129279046,2.218875268079591,3.2228491699673816,2.2250110675353474,3.261270065951909,3.2315181081194058,3.5643417145435228
2097,2097,105.0,-5.7,-1.79,7.84,0.0796,0.00535,-0.183,-0.0961,0.0384,0.000595,105000000000.0,-5.661896059042013,-1.8169844740321737,7.837466176457027,0.07285175357063478,0.006080838994160232,-0.17354391526184396,-0.05679217442617548,1.5729333410319235e-05,-0.011211297655156948,0.0222207224328197,0.07166503841065952,0.00415664690576314,2.282010518106417,3.1848191566433415,2.0142052955576917,3.2461486673385442,3.2116856524439,3.620564448260032
2098,2098,105.0,-5.77,-1.79,7.8,0.0858,-0.0111,-0.187,-0.183,0.0787,-0.0608,105000000000.0,-5.731031190161092,-1.7995819072484966,7.814287096794657,0.08147625953236129,-0.005256106034749821,-0.18260699260868204,-0.13147387021580492,0.05061462755545108,-0.04111847965200928,0.022020496057836045,0.06641897975322547,0.004355541272942442,2.2692522090601015,3.1899294340430133,1.8558546151189321,3.210803027046991,3.302422703215201,3.704865928376378
2099,2099,105.0,-5.77,-1.75,7.79,0.0809,-0.0246,-0.183,-0.229,0.0576,-0.0579,105000000000.0,-5.755952695432638,-1.7676060669432991,7.7992613761381255,0.0810924263607428,-0.01802036372570257,-0.18287169364357456,-0.18918358020827916,0.055106657573464335,-0.05123949431859436,0.021865638273492402,0.06421148800220908,0.004242314139072134,2.282838456892559,3.1476761688297974,2.058892988108111,3.213936772480916,3.4025180015316048,3.575800749005686
2100,2100,105.0,-5.77,-1.8,7.79,0.0583,-0.0301,-0.16899999999999998,-0.14400000000000002,0.0278,-0.0347,105000000000.0,-5.764936281851674,-1.788497189593343,7.793531617388616,0.06591095542678951,-0.025991229686251158,-0.173528695521396,-0.16244683164277868,0.03754677127988152,-0.04126444619040333,0.021268036624903338,0.0650420445854747,0.004139940016862579,2.327210950153003,3.1100763145630372,2.1468660372970323,3.1450346763455093,3.2443221643404754,3.624274996726528
