,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
1856,1856,92.8,-1.73,-10.2,-1.01,-1.39,0.519,-1.1,-1.6,-0.41200000000000003,-0.308,0,1,0,0,92800000000.0,-0.606841321,-9.368307208,-0.603177183,-1.4355746759999999,0.750140063,-1.097836407,-0.016528393,0.32382140600000003,-0.793362885,2.7073716464687765,0.10496973641414875,2.576113860684533,1.2912640440525491,1.0966526207890386,0.8696507084854573,2.9375044050866235,2.1247101632931176,2.7817495439888034
1857,1857,92.9,0.745,-9.19,0.266,-1.12,0.633,-1.13,0.32299999999999995,0.517,1.62,0,1,0,0,92900000000.0,-0.141524418,-9.284077506000001,-0.23294119100000002,-1.188918399,0.680686364,-1.122520267,0.114112269,0.41341494700000003,0.398762176,2.39135263467085,0.2201655712092839,2.7904477071572042,1.800055229720966,1.552755212880989,1.2550930552597601,2.848634884830563,2.3416751309373955,3.1948099000587393
1858,1858,92.9,-4.32,-9.29,0.706,-1.15,0.511,-1.17,-5.4,0.289,2.53,0,1,0,0,92900000000.0,-1.579796322,-9.28687518,0.167011566,-1.158499376,0.580077329,-1.1589584290000001,-2.007557898,0.35571303600000004,1.451526348,2.3435563571943265,0.2409846041441847,2.779862201098936,2.1583395405006773,1.6791824377632703,1.62581894904532,2.26113881329021,2.390486809321327,3.239410187073731
1859,1859,93.0,-2.86,-13.4,1.59,-0.45799999999999996,0.43200000000000005,-0.742,-4.41,-3.95,3.79,0,1,0,0,93000000000.0,-2.020454816,-11.22985009,0.7731498259999999,-0.610982154,0.49228056200000003,-0.8389647790000001,-2.931947732,-1.641216506,2.606658471,2.2270643394119265,0.17346077245976937,2.3640974846877416,2.9202672162402346,2.0104674722909115,2.007085243838303,1.677829512797877,2.337455483851969,2.959390620766101
1860,1860,93.0,-3.06,-13.2,2.89,0.13699999999999998,0.83,-0.214,-4.96,-3.87,5.15,0,1,0,0,93000000000.0,-2.378276337,-12.16051765,1.674846483,-0.026351925,0.6925183420000001,-0.359337222,-3.712283313,-2.674895083,3.862988922,2.364961499716339,0.16107310406705153,2.698278821542672,3.439690354294071,2.483873607108407,2.575656134673134,1.8040724816846307,2.48165183368289,2.9218851621454918
1861,1861,93.1,-7.9,-13.9,-0.175,1.55,0.662,0.91,-9.83,-4.49,1.69,0,1,0,0,93100000000.0,-4.27890724,-12.98222141,0.886883157,1.2057402590000001,0.674423662,0.6148122739999999,-6.06620285,-3.516715265,2.78960104,2.146371200587286,0.14775146431522454,2.6980636309297097,2.8129040523556874,2.8756888929244093,3.197310357277768,1.6162417766156933,2.2528935630743976,2.8614514178240222
1862,1862,93.1,0.256,-12.2,4.23,2.65,-1.01,2.05,-0.9570000000000001,-2.54,5.15,0,1,0,0,93100000000.0,-2.717948155,-12.6127123,2.31092213,2.334588,-0.324290748,1.716243241,-4.100330102,-3.06372836,3.9555636389999997,2.198518450511656,0.18317639055091714,2.454318937086511,2.2807320578006784,2.9304792645600006,2.000744966560287,1.6464238617225182,2.277957843590675,2.735080335451088
1863,1863,93.2,6.39,-20.5,-7.15,1.94,-1.9,1.43,6.19,-10.7,-7.52,0,1,0,0,93200000000.0,0.41709594299999997,-16.33854223,-1.71906621,2.02617417,-1.258547109,1.4965665869999998,-0.14091015099999998,-6.605324317000001,-1.713002425,2.3594684557582957,0.23046386539798766,2.7196403095122013,1.7353607658142964,2.5483575099883407,1.5746048360433387,1.8095029155284397,2.2385226158420988,3.2166063354514884
1864,1864,93.2,-1.17,-13.9,1.36,2.01,-0.276,1.81,-0.672,-4.21,0.0399,0,1,0,0,93200000000.0,-0.12919786800000002,-15.18661328,-0.407502634,2.013532272,-0.675983476,1.737110182,-0.345258085,-5.494406399,-0.8471239779999999,2.5342869699535675,0.23670954435178387,2.6128220476362762,1.52145704288195,2.0715410316644296,1.413630611884772,2.082030948347489,2.393245814903266,3.137656449746344
1865,1865,93.3,-1.42,-9.34,-1.3,1.41,-0.6659999999999999,1.84,-0.0482,0.11,-3.54,0,1,0,0,93300000000.0,-0.5735044739999999,-12.42476574,-0.7876721040000001,1.541805466,-0.6700641620000001,1.816072725,-0.230958768,-2.895161051,-2.1773196809999997,2.441305047123897,0.17268614481821098,2.6373750679315338,1.3904874857807732,1.6274396394423036,1.2034771506829096,2.5974889705004287,2.4302279744299122,2.8319077112547295
1866,1866,93.3,1.42,-4.49,-0.905,1.14,-1.83,1.21,3.38,4.67,-3.82,0,1,0,0,93300000000.0,0.11267909699999999,-8.676507826,-0.837649255,1.227750337,-1.357803661,1.3509438530000002,1.158433255,0.613454932,-2.9887518539999998,2.5356281143410735,0.09279622360587861,2.3901303170863666,0.9589746101294402,1.2019026222108415,0.82187003243398,2.893691500133902,2.048237806316813,2.455866871067943
1867,1867,93.4,1.14,-2.59,-1.49,0.53,-2.47,0.722,3.2,6.31,-5.06,0,1,0,0,93400000000.0,0.46629291700000003,-5.801337781,-1.115525541,0.682381765,-2.017237846,0.868262568,1.943968818,3.2554328810000004,-4.011883006000001,2.677296446798014,0.11824706384968527,2.4360422161099646,1.351178880663286,1.0768226934996181,0.9098312992342433,2.883024756215448,2.2384988048220307,2.672908005494794
1868,1868,93.4,1.77,-3.33,-2.14,-0.611,-1.54,0.389,3.67,5.5,-5.97,0,1,0,0,93400000000.0,0.91504154,-4.633916875,-1.5519122330000001,-0.328538188,-1.734277944,0.500453783,2.608095478,4.296431736000001,-4.979130866,2.322910745365796,0.2293554532984078,2.767797450371868,1.845089548349969,1.448965804514758,1.3558289452931278,2.6910263378933164,2.3885849417083693,3.1608659652467996
1869,1869,93.5,1.44,-4.04,-0.0192,-1.69,-0.244,-0.157,3.26,4.96,-3.48,0,1,0,0,93500000000.0,1.0957373559999999,-4.353359921,-0.899035877,-1.392670221,-0.850674788,-0.004107378,2.8589293860000002,4.604185439,-4.238607566000001,2.374015153460793,0.25246480769893687,2.7754486142856334,2.229956117784481,1.5809835465362267,1.7173584310473906,2.092257716786014,2.451726585818728,3.0177223305823357
1870,1870,93.5,-4.24,-17.0,19.2,-0.47200000000000003,-1.03,-0.6659999999999999,-2.69,-7.66,16.5,0,1,0,0,93500000000.0,-0.7408751440000001,-10.32743262,7.662379317999999,-0.673065293,-0.9569987790000001,-0.5120751170000001,0.723862619,-1.083772266,6.0056097070000005,2.338540468254569,0.18340963332921856,2.4043301698267596,2.960586337015017,1.8804145074428507,2.0610572470599533,1.6903431437004666,2.442087007005248,2.8350682921551686
1871,1871,93.6,-6.36,-14.8,4.61,1.26,-1.55,1.1,-4.98,-5.62,1.49,0,1,0,0,93600000000.0,-2.675032496,-12.44020278,6.362183393,0.83783761,-1.3085960840000002,0.725107663,-1.4708179380000002,-3.187611227,3.775041106,2.4117902191339695,0.1662761979373451,2.63562594379857,3.482880669890796,2.4834774164856546,2.5647278218926686,1.8222162192898008,2.5163081316405345,2.8237999112029515
1872,1872,93.6,11.6,-2.45,-1.52,-0.5589999999999999,0.862,-0.506,13.2,6.53,-5.14,0,1,0,0,93600000000.0,2.238572353,-7.72098906,3.004676975,-0.253944463,-0.021624381,-0.219702626,4.174086315,1.319281122,-0.6287076229999999,2.1934936741015174,0.1538504137619682,2.6082829085767774,2.7013821453108338,3.043118629867274,2.846524616833896,1.6254122969352212,2.3709881188748736,2.784474048329373
1873,1873,93.7,2.11,-23.0,2.97,0.34299999999999997,1.99,-0.563,3.53,-13.9,-0.19399999999999998,0,1,0,0,93700000000.0,2.194316465,-14.93855211,2.989905932,0.212633216,1.1710911590000002,-0.483165301,3.9262606110000005,-5.7392085470000005,-0.41397578700000004,2.245080773796024,0.1793871603676589,2.382658859480749,2.236713111617679,2.936065976747979,1.8507399848534458,1.6588355573425537,2.213251892837642,2.7546102701353785
1874,1874,93.7,2.71,-5.31,-4.06,-1.53,1.91,-0.32299999999999995,4.32,3.94,-6.89,0,1,0,0,93700000000.0,2.371819755,-10.39017639,-0.013082338999999998,-1.1494260809999999,1.609198801,-0.360246877,4.07776015,-1.250126894,-3.612927188,2.4042812939664584,0.22629676984621877,2.7113615564253037,1.7439563008534638,2.3869997333076776,1.5321812166019126,1.7944982574622887,2.2281118671985607,3.325948363159481
1875,1875,93.8,0.0023899999999999998,-9.46,-2.65,-1.69,2.28,-1.01,1.48,0.0544,-4.51,0,1,0,0,93800000000.0,1.556239039,-9.950775799,-1.136307703,-1.5719440359999999,2.006924631,-0.858898176,3.078217557,-0.645105555,-4.056052943,2.5664411732925987,0.23107746996248035,2.707416509842455,1.657367043680499,1.9237680049976047,1.4030767443988763,1.995449718671029,2.4117011767357472,3.126147757107595
1876,1876,93.8,-4.07,-13.1,-0.318,-1.85,1.6,-0.784,-2.92,-3.35,-1.16,0,1,0,0,93800000000.0,-0.38036709700000004,-11.43841967,-0.787740146,-1.78927534,1.76565429,-0.801417754,0.770277753,-1.899597745,-2.625494222,2.598137825885359,0.1623909288186301,2.652355443823704,1.4489000990208136,1.49856727247551,1.1609305673876704,2.536762723023765,2.4693745432686973,2.716725004592069
1877,1877,93.9,0.0646,-7.28,-0.57,-1.73,1.4,-0.85,0.858,2.5,-0.433,0,1,0,0,93900000000.0,-0.227205105,-9.474048105,-0.69499123,-1.742945164,1.548853587,-0.838702088,0.8040307170000001,0.140874191,-1.542471308,2.6607866916452556,0.08227405403792769,2.410586717445455,0.9715202512149735,1.1280768171557907,0.7843993238144709,2.8771311975250144,1.9478591781751646,2.4394598556332494
1878,1878,93.9,-1.28,-8.99,-1.17,-1.39,0.8079999999999999,-0.946,-0.9520000000000001,0.762,-0.22,0,1,0,0,93900000000.0,-0.589587315,-9.24539133,-0.8973266459999999,-1.46707973,1.10959288,-0.92104757,0.12836112800000002,0.42894367,-0.889212241,2.711633461774449,0.1183325314000222,2.5943848294713003,1.308372972990384,1.145935015672852,0.8481661026155202,2.829944591280194,2.1612126300664984,2.7855495758418978
1879,1879,94.0,-1.47,-8.85,0.0168,-1.15,0.5720000000000001,-1.05,-1.66,0.82,1.62,0,1,0,0,94000000000.0,-0.892633915,-9.058614901,-0.507943916,-1.219247065,0.790847813,-1.020011733,-0.559748241,0.610310126,0.350259375,2.3770169723690953,0.21947256046498648,2.9551771282321666,1.7828706441735769,1.5047323588894415,1.2543012680948127,2.629763487242648,2.3068353542021245,3.2557113371951627
1880,1880,94.0,-0.5429999999999999,-9.62,0.532,-1.27,0.0855,-1.26,-2.28,0.69,2.13,0,1,0,0,94000000000.0,-0.772286522,-9.323804286,-0.064967875,-1.258916045,0.37263887700000004,-1.204190083,-1.221651107,0.647269175,1.229395101,2.3549023145939905,0.23325274297251408,2.8189373597057004,2.1834993682523116,1.6446984630112174,1.6392764312044201,2.0805165346294983,2.3254796291295072,3.0955354734275664
1881,1881,94.1,-2.41,-11.5,0.5579999999999999,-0.545,0.779,-0.7340000000000001,-3.72,-2.18,3.14,0,1,0,0,94100000000.0,-1.336003424,-10.35180471,0.20039244899999997,-0.7009122320000001,0.613575112,-0.843343975,-2.182943156,-0.663978779,2.173173642,2.297292282404553,0.16905488349191183,2.3793611563995443,3.0057129724616107,1.949369310954255,2.0026270092807064,1.6515769017433888,2.3334699178293503,2.6952266869505084
1882,1882,94.1,-2.85,-13.2,1.7,-0.126,0.96,-0.307,-4.58,-3.91,4.33,0,1,0,0,94100000000.0,-1.857135705,-11.69724702,0.8391675059999999,-0.251555159,0.8189744520000001,-0.431728226,-3.1052609280000003,-2.169438088,3.238577719,2.383397765722067,0.1573216250820948,2.687366976002729,3.428511444433732,2.497200366361201,2.5127149018740824,1.7808190185831008,2.486400468878327,2.7859883790120974
1883,1883,94.2,-7.22,-14.8,1.11,1.09,0.992,0.49700000000000005,-9.07,-5.48,3.56,0,1,0,0,94200000000.0,-3.703085568,-13.16293853,0.95453172,0.797017619,0.9215633059999999,0.281021788,-5.400319037,-3.7048304360000004,3.397350148,2.0873774679506494,0.15001552708371407,2.681312770616822,2.7656630830820594,2.8574795735805587,3.0726274811939485,1.5038511793160212,2.2400877388794296,2.7904507366746234
1884,1884,94.2,-2.65,-11.5,2.42,2.52,0.0483,1.94,-4.03,-1.91,4.03,0,1,0,0,94200000000.0,-3.3406033280000003,-12.37739268,1.578764775,2.143717637,0.40379531799999996,1.554200249,-4.8730601810000005,-2.872413153,3.7098593010000003,2.116473003175914,0.17814405176593115,2.5389936842740632,2.1841439584097535,3.0075449573017314,1.9145272771048272,1.493352184043804,2.173325125526915,2.7918614151474324
1885,1885,94.3,6.75,-20.6,-9.4,2.47,-2.85,1.79,6.41,-10.8,-9.14,0,1,0,0,94300000000.0,0.132680262,-16.26162247,-3.097765846,2.3987431740000003,-1.5254177819999999,1.7351641119999999,-0.531666631,-6.549117207,-2.637565602,2.3012317473210167,0.23157604895669737,2.681754562488122,1.6717083330352533,2.4024651478072063,1.5511014033964579,1.658375078621526,2.2336502578561044,3.1829745991868257
1886,1886,94.3,1.55,-16.4,1.16,2.42,0.0305,1.46,1.86,-6.67,0.332,0,1,0,0,94300000000.0,0.620535454,-16.32698965,-1.284121661,2.4153577790000003,-0.602896,1.523990175,0.388577179,-6.605180992,-1.170693971,2.6645646475504794,0.23687725633832118,2.656199531578307,1.5133483913408439,1.9098233081982636,1.3735798761864526,2.0343202277860497,2.4056461658282706,3.136442141874949
1887,1887,94.4,-0.409,-10.5,-1.88,1.84,0.00733,1.55,0.628,-0.91,-3.8,0,1,0,0,94400000000.0,0.266159356,-13.57441192,-1.537942872,1.9656524869999998,-0.241085894,1.543951309,0.48070013,-3.963835669,-2.4694881,2.546978180511339,0.16404333895230389,2.6029757902955146,1.3789267873066562,1.4835740828925839,1.1784123454553048,2.486377641450639,2.382455380480467,2.6564295538360456
1888,1888,94.4,0.187,-4.64,-0.9890000000000001,1.33,-1.21,1.14,1.84,4.64,-3.67,0,1,0,0,94400000000.0,0.23891194,-9.353937016,-1.304114369,1.468820264,-0.81556638,1.23393994,1.0037192240000001,0.026502986,-3.062503108,2.6918654360196697,0.08679506221097961,2.4081293519148046,0.9052165388797437,1.1017099737633744,0.7621939290183801,2.840686803302082,1.9428231822568973,2.433497444203748
1889,1889,94.5,1.25,-1.68,-1.84,0.8640000000000001,-2.19,0.682,3.08,7.34,-5.21,0,1,0,0,94500000000.0,0.586938262,-5.728890551,-1.532381014,0.9960867940000001,-1.630484122,0.810355086,1.8026116890000001,3.4184007419999998,-4.12329878,2.809471495909124,0.12838754962235374,2.548485198541059,1.3799219691015503,1.0501172025635372,0.9023607681521659,2.8655894602116216,2.2464314264844756,2.704794438221371
1890,1890,94.5,1.36,-2.7,-2.39,-0.32,-1.77,0.354,3.03,6.2,-6.15,0,1,0,0,94500000000.0,0.85303362,-4.298090596000001,-1.897693703,-0.032579627,-1.7132047,0.46012659,2.274875025,4.708467508,-5.124425232,2.388188961582033,0.22648834871135798,2.9439835868402944,1.8898777638427378,1.3125008738982058,1.2933657839970467,2.5596392353027855,2.327508625509855,3.1338197014252502
1891,1891,94.6,1.95,-4.1,-0.927,-1.45,-0.392,-0.107,3.5,4.93,-4.43,0,1,0,0,94600000000.0,1.23062011,-4.204515687,-1.48421558,-1.140449416,-0.9298470329999999,0.024886796,2.7462675069999998,4.8112111010000005,-4.781401011,2.4305004406777075,0.24560915152791654,2.853420104673483,2.2182991776496555,1.385822895453454,1.6802458378798346,2.0062683252690126,2.341588290780477,2.7931955096085543
1892,1892,94.6,-3.24,-16.1,16.7,-0.5589999999999999,-1.18,-0.602,-1.94,-6.77,13.8,0,1,0,0,94600000000.0,-0.308210721,-9.823754463,6.261559946,-0.6859828259999999,-1.078165611,-0.45621580700000003,0.9431279570000001,-0.559992714,4.397224436,2.3707901277134087,0.1794944134257341,2.4652235618455864,2.844343878315908,1.5663870349680937,2.063648664066659,1.6535949967280317,2.4026343394892606,2.520858485503122
1893,1893,94.7,-5.94,-16.7,6.7,1.23,-0.845,0.8270000000000001,-4.85,-7.46,3.54,0,1,0,0,94700000000.0,-2.246727264,-13.07198443,6.448318435,0.8115682740000001,-0.93991902,0.528584769,-1.285899264,-3.760119661,3.973782615,2.496293972583501,0.1606603844269693,2.6614420319391376,3.4113201533998128,2.178410750283437,2.572423173514047,1.8447138254833828,2.476675324156257,2.686823782677312
1894,1894,94.7,9.72,-4.15,0.177,0.0431,0.337,-0.21100000000000002,11.0,4.83,-3.56,0,1,0,0,94700000000.0,1.872336484,-8.857380181,3.776978415,0.210925887,-0.182818848,-0.039007592,3.4413576760000004,0.223857728,0.25233192600000004,2.2679120970793267,0.16088940266934068,2.651106566775869,2.576797862138516,2.970526840915509,2.9515021917852877,1.6314984859871635,2.4177493042487765,2.6905326308092334
1895,1895,94.8,0.39,-15.3,-1.05,0.53,2.05,-0.205,1.51,-6.26,-4.67,0,1,0,0,94800000000.0,1.3621018759999999,-11.90077195,1.7208716130000001,0.46031734,1.141045435,-0.166398023,2.698227375,-2.78326496,-2.17914465,2.3109176409966223,0.17810536112914682,2.6308899183539536,2.006233185747022,2.9417196462975923,1.9001099063672644,1.6524719052749421,2.153809857568675,2.835765797333025
1896,1896,94.8,2.51,-6.77,-5.7,-1.68,2.1,-0.512,3.89,2.37,-8.98,0,1,0,0,94800000000.0,1.7572195469999998,-9.477076442000001,-1.4401336869999999,-1.212575774,1.7096207140000002,-0.43162936,3.156786882,-0.393252758,-5.538552216,2.422518503667501,0.224175447040617,2.7704056197762297,1.6023231205991446,2.388439910574982,1.5615143084337926,1.724422290054514,2.1840500390837776,3.064775101603202
1897,1897,94.9,-1.86,-12.7,-2.75,-1.86,2.28,-1.06,-0.607,-3.2,-5.03,0,1,0,0,94900000000.0,0.51213747,-10.99953445,-1.9980862680000002,-1.71860895,2.047805221,-0.913870693,1.708591089,-1.6949829180000002,-5.287343583,2.5290112974479375,0.22408272863961587,2.8823258883740985,1.4968551055274666,1.8102662927986841,1.4546042798643029,1.8061558075760034,2.366869211667609,2.9815295278277016
1898,1898,94.9,-1.54,-10.6,0.19399999999999998,-2.09,1.46,-0.912,-0.534,-0.9,-1.03,0,1,0,0,94900000000.0,-0.194228149,-10.81080088,-1.064341976,-2.008891793,1.6992886790000001,-0.912435035,0.845707228,-1.3262809420000001,-3.184350274,2.6106752392559596,0.1547627675179541,2.6527625384571207,1.402891215708014,1.3895294361254613,1.2313984531651132,2.373398101896322,2.4519759946873547,2.4027621344498913
1899,1899,95.0,-1.78,-8.21,-0.247,-1.84,1.15,-1.14,-1.25,1.58,-0.414,0,1,0,0,95000000000.0,-0.740066199,-9.582223707999999,-0.7161857840000001,-1.876884327,1.3736090069999998,-1.087079151,0.03934,0.021611553999999998,-1.81588472,2.685941388770957,0.07754178437560318,2.301420808263699,0.9020945755781206,0.9675799636939567,0.7879536990870549,2.841909504059685,1.8863234364518058,2.223870837462698
1900,1900,95.0,-1.25,-7.72,-1.13,-1.68,0.6629999999999999,-0.8859999999999999,-1.19,2.06,-0.414,0,1,0,0,95000000000.0,-0.915590362,-8.70253859,-0.8924546940000001,-1.7229975530000001,0.95228064,-0.9327614740000001,-0.433674323,0.966987596,-1.1233979379999999,2.7777725725827516,0.12339311641220317,2.473207855823669,1.3517177488299128,1.019314065484665,0.8742031380836953,2.9133548940073366,2.144346582907688,2.542213358146743
1901,1901,95.1,-0.52,-9.79,1.98,-1.14,0.436,-0.988,-0.945,-0.109,3.45,0,1,0,0,95100000000.0,-0.779424314,-9.216238138,0.33110033899999997,-1.267320901,0.646171827,-0.975154115,-0.630417579,0.46795959,1.135716252,2.4380113013193307,0.21595857874049557,3.017534409352286,1.8503652199010274,1.3282772238743943,1.2683708030483565,2.6674212984902845,2.2315752654597945,3.0790762170677723
1902,1902,95.1,-2.92,-9.31,-1.14,-1.15,0.191,-1.16,-3.97,0.259,0.746,0,1,0,0,95100000000.0,-1.516231265,-9.260529956000001,-0.295531718,-1.175621708,0.37629514700000005,-1.117013572,-1.915391839,0.371047055,0.9432087259999999,2.439959238836939,0.22588251123181805,2.8872169447091927,2.2033487928631104,1.412733385057869,1.5862142807095785,2.1054043533647384,2.261716968401502,2.809499635390994
1903,1903,95.2,-1.58,-12.2,1.07,-0.47600000000000003,0.71,-0.7190000000000001,-3.08,-2.75,3.39,0,1,0,0,95200000000.0,-1.5381810969999998,-10.64908901,0.286132202,-0.628790485,0.57415263,-0.811559101,-2.36349918,-1.076450943,2.151846405,2.2702674883251466,0.16017238277401116,2.3680775623253743,2.909386750867785,1.6394985412418221,1.979414331486958,1.5992932923504701,2.267295732577307,2.389119856074698
1904,1904,95.2,-4.27,-12.8,2.0,0.0638,0.8420000000000001,-0.264,-6.17,-3.42,4.35,0,1,0,0,95200000000.0,-2.478499668,-11.66514542,1.016173849,-0.08745492699999999,0.732962461,-0.39133632399999996,-3.828130087,-2.1633562719999997,3.2376648219999997,2.4337666053618956,0.1517682044726819,2.6429617851616403,3.379248876596438,2.214057042203553,2.48255784180058,1.7920003262101312,2.458105452662525,2.640368981406826
1905,1905,95.3,-7.47,-14.4,1.28,1.28,0.556,0.872,-9.4,-5.01,3.32,0,1,0,0,95300000000.0,-4.19662245,-12.95704728,1.128553612,0.9813613170000001,0.628039353,0.578207763,-5.972023533,-3.483589948,3.2783357669999997,2.080969015345889,0.1634483571026664,2.6340152185578534,2.6159231968610572,2.8884886864831483,3.1021481428614726,1.4716319937366928,2.4073477625149677,2.6527931491893364
1906,1906,95.3,-1.04,-12.7,5.71,2.68,-0.368,2.05,-2.32,-3.0,6.84,0,1,0,0,95300000000.0,-3.1100823560000004,-12.83562212,3.080073267,2.309034127,0.037476014,1.707730765,-4.566831,-3.25930769,5.037685507,2.15671603509626,0.17761994021829006,2.518881865084728,1.995332989535553,2.8566373238312313,2.0563874151396377,1.5401246188586417,2.11264099425318,2.581040753814475
1907,1907,95.4,5.86,-21.2,-7.72,1.93,-2.56,1.34,5.57,-11.4,-7.87,0,1,0,0,95400000000.0,-0.022492913,-16.78682226,-1.52034173,2.0127772719999997,-1.502597746,1.4255167930000001,-0.6664729979999999,-7.034846814,-1.33830349,2.296694598812111,0.22608692897959248,2.879980488442227,1.5351097787170231,2.1823649166757533,1.6480056180034057,1.6345940958463916,2.17630954004247,2.9891930252741252
1908,1908,95.4,0.11699999999999999,-15.0,0.41700000000000004,1.99,-0.11,1.59,0.466,-5.22,-0.746,0,1,0,0,95400000000.0,0.025521901,-15.94275569,-0.6951088000000001,1.994974339,-0.676910316,1.5517490180000002,-0.230730308,-6.193146133,-1.045724265,2.6655828468597975,0.2278432451781421,2.968732476570771,1.4076524924661469,1.710427514954705,1.4272914914997032,1.9613020121573352,2.3551549899014796,3.040147076441166
1909,1909,95.5,-0.19399999999999998,-9.38,-0.986,1.45,-0.133,1.5,0.9229999999999999,0.142,-3.04,0,1,0,0,95500000000.0,-0.05003967,-12.84261378,-0.8190172440000001,1.569017055,-0.35441955299999994,1.5120343719999998,0.213191572,-3.2549939080000003,-2.030833486,2.623143357842072,0.15681369391955083,2.597168437019451,1.2682767357748266,1.290663192183515,1.188867856998482,2.4782519274670705,2.3583110672721648,2.4146738354320734
1910,1910,95.5,1.45,-4.5,-0.862,1.22,-1.55,0.85,3.07,4.79,-3.56,0,1,0,0,95500000000.0,0.46628855799999996,-8.901695018,-0.8373262370000001,1.296221903,-1.063293102,1.003957872,1.312408395,0.47616179399999997,-2.786193429,2.768772547456242,0.08137370661540226,2.2789749585789867,0.7664461120382248,0.8862419430655911,0.7481326565142907,2.8798614813454546,1.871747464492503,2.2219170778388615
1911,1911,95.6,0.9309999999999999,-1.77,-1.88,0.7240000000000001,-2.25,0.536,2.59,7.3,-5.23,0,1,0,0,95600000000.0,0.626246744,-5.53279511,-1.2814650840000001,0.8489675990000001,-1.766905449,0.644824858,1.8039884780000002,3.6409626569999998,-3.993356716,2.8740041643061867,0.13452595973953085,2.389625843399283,1.426805277575053,0.8726830640444404,0.9474185818745166,2.978376752577812,2.2469210215468367,2.406828461530281
1912,1912,95.6,1.05,-2.28,-1.97,-0.21100000000000002,-1.77,0.207,2.51,6.68,-5.68,0,1,0,0,95600000000.0,0.772106711,-3.9962261480000003,-1.5747544409999998,0.020486466000000002,-1.7687402330000002,0.30881733699999997,2.075641187,5.050425617,-4.8265051539999995,2.516526908612767,0.2284183985092233,2.862287784749261,1.9102818773724508,1.1722350948763072,1.329861278372472,2.6032000943064437,2.3004265226259006,2.753933178259717
1913,1913,95.7,1.32,-6.65,2.05,-1.49,-0.715,-0.252,2.56,2.43,-1.43,0,1,0,0,95700000000.0,0.960696916,-5.2498269760000005,-0.030748731,-1.16012467,-1.143965355,-0.12158044,2.262008358,3.835108876,-3.1487388339999995,2.553820768564871,0.23352893022913998,3.0355378548570693,2.18336635934622,1.165499030533501,1.6721052169125115,2.074947628546063,2.2482038281876813,2.6005271371952343
1914,1914,95.7,-6.79,-21.4,18.7,-0.0547,-0.7070000000000001,-0.24100000000000002,-5.82,-12.1,15.8,0,1,0,0,95700000000.0,-1.707168166,-12.87891303,7.94782886,-0.296113837,-0.884883515,-0.213228661,-0.847713616,-3.555372053,6.211339897999999,2.323280173452835,0.16545563858929124,2.6278992307582905,2.732968292753642,1.4316172229225979,2.011385352914642,1.631391942904736,2.3170409316277483,2.2996646830773666
1915,1915,95.8,-2.49,-8.28,3.6,1.21,-1.78,1.02,-1.4,0.868,0.254,0,1,0,0,95800000000.0,-1.976626484,-10.70645914,6.095821246,0.881079631,-1.4156084919999998,0.733209381,-1.060217355,-1.503873939,3.268602108,2.4706039644507007,0.1638460219636323,2.6732105583009913,3.227074044664002,2.037033892169409,2.431356301765578,1.838273669231651,2.56633873738288,2.5303745653844074
1916,1916,95.8,7.94,-5.84,-2.42,-0.982,0.982,-0.797,9.16,3.18,-6.06,0,1,0,0,95800000000.0,1.436772608,-8.407620907,2.468409476,-0.57512179,0.005961515,-0.441145733,2.872225168,0.668441352,-1.339432735,2.182022308738107,0.16903090885541272,2.561235695671435,2.5340097125342163,2.799834682042417,2.916759581756396,1.5655962291025685,2.495004812714998,2.4610242596012957
1917,1917,95.9,-2.34,-11.7,-4.05,0.807,1.69,0.389,-1.04,-2.58,-7.46,0,1,0,0,95900000000.0,0.136770854,-9.962888612999999,-0.308181888,0.505158226,1.004447589,0.19594740100000002,1.3669146490000001,-0.8381403040000001,-4.362799713,2.3022151424368538,0.1809944746065714,2.422352259615535,1.9031076175518293,2.733245949193493,2.0450256116190366,1.6598556680065324,2.164270330148206,2.349823956225969
