,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
4001,4001,200.0,-4.79,-7.41,13.3,-1.6,-0.387,-1.1,-1.23,1.42,10.9,0,0,1,0,200000000000.0,-1.090447972,-3.564183913,1.686709726,-1.680247094,-7.62e-05,-1.132043946,2.7405245089999997,4.812158995,-0.33296011,1.3727325137070563,0.3955522940510426,3.291837590336674,2.0431052837314563,2.2847153253378534,1.946919229598064,2.2755569903980013,2.5483264636997878,2.593044491146935
4002,4002,200.0,-5.3,-6.97,-1.24,0.258,2.92,1.88,-1.54,1.83,-3.4,0,0,1,0,200000000000.0,-2.539416697,-5.173037451,0.44004414399999997,-0.165294048,1.7312710530000002,1.179541167,1.093503109,3.429075358,-1.8479810140000001,1.4902394834557458,0.7998225743080608,3.2238991640257724,1.7722215341103826,1.9003224724459264,1.4897052519168728,2.875960731764019,2.4746545127614534,3.011391150022948
4003,4003,200.0,11.3,-20.2,-16.8,1.83,-0.40399999999999997,-1.04,15.7,-11.7,-18.8,0,0,1,0,200000000000.0,2.224244901,-12.27153718,-6.90355008,1.394247505,0.46524395799999996,-0.52383977,6.713658493,-3.587578227,-10.22174272,1.3210531119665878,0.6365946287177228,3.135625040078704,1.7830751264088027,2.1841101459024617,1.725640037756053,3.6466314728339118,2.1842587746596878,2.9344813588656176
4004,4004,200.0,6.8,-12.6,-6.04,-0.856,0.9990000000000001,-1.96,11.2,-4.09,-8.17,0,0,1,0,200000000000.0,3.799264277,-12.426698,-6.535711002,-0.364568157,0.781714142,-1.6260171490000002,8.439872233,-3.820594493,-9.208246642999999,1.2032087002374456,0.37810818192094975,3.2957487754040615,2.445222671281441,2.6660100632930757,2.125945975144606,3.609736212578568,2.373509473305784,2.919433915500531
4005,4005,200.0,-0.373,-21.7,-6.18,-3.04,1.55,-4.52,2.77,-12.4,-7.22,0,0,1,0,200000000000.0,2.363130424,-16.80725952,-6.384191747000001,-2.455712059,1.237239751,-3.846996578,6.258270189,-7.799602665,-8.226115481,1.6311128991628077,0.4813260206463336,3.295197007745675,2.3577261961848075,3.2580528356415797,2.4865956135784444,2.9180301780932627,2.392718380163569,2.673886624857594
4006,4006,200.0,-16.8,-25.8,4.36,-3.56,-0.11900000000000001,-3.91,-15.8,-16.0,4.83,0,0,1,0,200000000000.0,-4.233004773999999,-21.05528749,-1.8075799780000001,-3.318834367,0.433109398,-3.895348453,-2.229111117,-11.60283232,-1.776806745,1.500416227337257,0.6961004061456532,3.108935457968784,2.3512335512854228,3.6913855298721567,2.658239730363934,2.2644356745469834,2.3278150530372974,2.368162408380876
4007,4007,200.0,-5.71,-9.16,9.89,-2.08,0.31,-1.68,-6.26,0.435,11.8,0,0,1,0,200000000000.0,-4.741400878,-15.4361418,3.175138532,-2.35054914,0.360116403,-2.1951851330000003,-3.780080087,-6.019853958,4.929707165,1.6980660381354857,0.7697638922532253,2.8261728225729397,2.4267814582575657,3.1611995446395236,3.058653587690311,2.114541659561881,2.3380910744920222,2.4248021982923915
4008,4008,200.0,-15.9,2.79,0.883,0.193,0.943,0.307,-17.0,12.2,3.26,0,0,1,0,200000000000.0,-8.582298853,-6.826400779,2.19877584,-0.36248602799999996,0.70571489,-0.274889798,-8.866721025,2.430259538,4.104924545,1.6699843837811217,0.3935625085455673,2.8842382822969315,2.4196168404972447,2.5674101104079066,2.3645769671215175,2.0139909998224637,2.2797627367865463,2.4269345672824305
4009,4009,200.0,3.54,0.44799999999999995,8.4,0.5670000000000001,-0.39799999999999996,2.23,3.05,9.99,10.6,0,0,1,0,200000000000.0,-4.40968596,-3.39008893,4.8402582380000005,0.36400940200000004,0.051309470999999995,1.6474812319999999,-4.281513159,5.936361387000001,7.313286913,1.7202020479112554,0.41815937673833153,3.3979473773527356,2.0644415147420143,2.127704334630944,1.8837735637649098,2.5113027801543466,2.5824654338294617,2.7013903458102675
4010,4010,201.0,-2.81,-1.36,2.89,2.46,-1.18,1.78,-2.28,8.31,4.43,0,0,1,0,201000000000.0,-3.8590585089999996,-2.431107044,4.009523416,2.0022563680000003,-0.67874823,1.749182386,-3.51138906,7.037221991,5.889034139,1.6696226157023975,0.7949665888148466,3.247128931645461,1.7598551610336362,1.975067712819613,1.4018347021316064,2.849609334456206,2.429551423507387,3.0055068808748833
4011,4011,201.0,-16.0,-31.1,11.8,2.91,-1.6,3.07,-14.4,-21.4,12.0,0,0,1,0,201000000000.0,-8.038088392,-15.973838699999998,7.327966356,2.7117578160000004,-1.224969153,2.762840301,-7.701009919,-6.15156389,8.907658308,1.3578841423996646,0.5953704488137265,3.2324903727867804,1.8842574311511453,2.2175317946203763,1.691033819946658,3.783201766741232,2.1523572685456265,3.0294659626227642
4012,4012,201.0,-7.11,-29.8,-2.39,3.78,-1.61,2.89,-3.99,-20.7,-3.97,0,0,1,0,201000000000.0,-7.718631407,-22.5050982,3.1884870760000004,3.5467064269999997,-1.453258437,2.860428754,-6.273121167999999,-12.89892555,2.546501729,1.2828825910443187,0.3411394437964325,3.3451514065150008,2.365430509829945,2.637740066228189,1.950853888674578,3.5934199843158954,2.2536308239009375,2.993909337448589
4013,4013,201.0,-6.12,-18.5,-1.46,1.68,-0.7859999999999999,3.15,-1.68,-10.4,-4.68,0,0,1,0,201000000000.0,-7.168366923,-20.61315317,1.208410671,2.0876702209999998,-1.0576331429999999,3.08265951,-4.505821624,-11.73995863,-1.023161849,1.6280200454603126,0.4854181928250979,3.301750127309455,2.267024917607759,3.4040050993128688,2.3241060765907666,2.9365433636929974,2.437678128889059,2.6156783342792145
4014,4014,201.0,1.75,-0.491,-8.86,0.341,-4.68,0.9129999999999999,6.64,6.87,-13.1,0,0,1,0,201000000000.0,-4.09857848,-11.10776636,-3.080344194,0.7224555309999999,-3.205376558,1.417560079,-0.21723347399999998,-3.108920007,-6.988738732000001,1.5007383120131856,0.6945270028322083,3.1405746339406293,2.3481041089985144,3.545298878736126,2.6007182308872596,2.2792126937753756,2.209065185954116,2.3805578391713285
4015,4015,201.0,16.8,11.0,-8.91,-2.35,0.867,-1.89,20.9,18.6,-13.6,0,0,1,0,201000000000.0,3.094914782,-0.6644072879999999,-5.563552887,-1.6790059590000002,-0.790817056,-1.120818098,7.908064035,6.959373817,-10.25449322,1.725260891882344,0.7105649163187858,3.0490866456367773,2.432327539639216,2.976626332743409,2.719056084392692,2.1998531895786333,2.2326721971698302,2.491328623028464
4016,4016,201.0,-0.625,-3.0,10.2,-2.52,2.03,-2.46,3.07,5.61,7.32,0,0,1,0,201000000000.0,1.814484014,-1.767704335,1.1511131940000001,-2.336335186,0.881678227,-2.148569717,6.04651759,6.333553165,-1.573248437,1.6336685561887483,0.2883284218418141,2.8036770799124264,2.2914483916903032,2.433818635444543,2.1758323645030866,2.171911488283819,2.064049040424764,2.2748742036524887
4017,4017,201.0,-11.9,-11.5,4.39,1.03,1.67,1.64,-8.7,-2.57,1.9,0,0,1,0,201000000000.0,-2.906174345,-6.365086836000001,2.530754123,0.294825595,1.349083366,0.758958027,0.372486311,2.204209694,0.142426604,1.4339791761084313,0.507485156291379,3.3144922700963306,1.9188579629590723,1.970041477718372,1.7236158551875351,2.465740980340404,2.5224800704086023,2.735620753319127
4018,4018,201.0,21.9,-19.6,11.4,2.34,2.67,-0.284,26.2,-11.1,9.29,0,0,1,0,201000000000.0,5.632351466,-12.61705061,6.308710972999999,1.893354026,2.132270275,-0.041457345,10.31016318,-3.96609697,4.661038989,1.544524460864157,0.7848419269097447,3.4307113744570787,1.7895632584819436,1.8349774942049326,1.3832701848242654,3.008783581794955,2.300109544759668,3.1559815494277705
4019,4019,201.0,8.59,-16.2,7.25,-0.353,-0.528,0.217,13.0,-7.76,4.8,0,0,1,0,201000000000.0,6.650402846,-14.30957958,6.709663831,0.137581562,0.554965034,0.15689505199999998,11.34513421,-5.725656269,4.729681435,1.2661753633162438,0.4709980099792114,3.3796361899623384,2.0266504953210704,2.1496908937103782,1.7232804030857818,3.8667030812903533,1.8413661886159174,3.075234531233548
4020,4020,201.0,9.23,-11.6,-7.54,-2.31,1.26,-3.88,12.9,-2.7,-9.41,0,0,1,0,201000000000.0,7.538325062999999,-13.02961723,0.639856093,-1.7754722969999999,0.9729884740000001,-2.941209409,11.94340122,-4.322399207,-2.254874629,1.4876402191839553,0.3354111861189715,3.337520839567593,2.4086946437202132,2.6478149456933,2.0290551875535066,3.6415039473059445,2.1832159095558987,2.76647305702663
4021,4021,201.0,-25.3,-37.1,-2.39,-2.91,-0.0812,-4.29,-23.7,-27.5,-2.8,0,0,1,0,201000000000.0,-3.764944842,-24.40008452,-0.650745907,-2.662230413,0.347947843,-3.976335132,-1.7711438640000001,-15.07184647,-2.524149325,1.7034362971716213,0.5476191307282863,2.883914085536929,2.3422482785983427,3.245234465158757,2.5891652029541916,2.863442028181593,2.4875757709170223,2.1079252536889754
4022,4022,201.0,-7.59,-10.7,7.49,-2.42,-0.313,-2.79,-7.64,-0.97,8.51,0,0,1,0,201000000000.0,-5.0815660000000005,-17.92838125,2.81689809,-2.472900791,-0.043935830999999995,-3.06588536,-4.029309072,-8.531607211,2.926372128,1.6742564905986181,0.7220804157420183,2.953095135058625,2.653133110079633,3.6017957771208566,2.8834347082075698,2.311978126903573,2.20333253003015,2.2199488638621863
4023,4023,201.0,-10.5,-1.18,1.75,-1.02,0.26899999999999996,-0.9079999999999999,-11.5,8.37,3.73,0,0,1,0,201000000000.0,-6.9466435660000005,-10.01671089,2.362440611,-1.33729918,0.141607466,-1.4098219730000001,-6.903813801,-0.6928780940000001,3.32333893,1.8764368811304033,0.6625560461274057,2.943939865265539,2.559183955595691,2.845643960924838,2.620826933034039,2.1972363754083406,2.212468025587368,2.426145507768955
4024,4024,201.0,5.35,-2.49,2.84,0.8079999999999999,-0.6629999999999999,1.84,4.64,7.06,4.98,0,0,1,0,201000000000.0,-2.71401955,-6.461211747999999,2.5658624740000002,0.33948785299999995,-0.335453668,1.084245284,-2.46208983,2.902798368,4.141677196,1.650467817715359,0.2829453270336547,3.079166159719287,2.2501702969077013,2.3267577893588927,2.139519471532412,2.0171311042677424,2.1878350443878456,2.435445406830915
4025,4025,201.0,1.18,-2.13,6.74,2.28,0.0635,1.47,1.3,7.56,8.25,0,0,1,0,201000000000.0,-1.37366025,-4.415215895,4.343884134,1.856211275,-0.098909389,1.3802917369999999,-1.014547029,5.062743359,6.171058932,1.6455726788526586,0.5862108241509897,3.341170450725083,1.7993060541074106,1.8841858748172984,1.5478619974237153,2.515943998146525,2.6846886436706634,2.8308567518598813
4026,4026,201.0,-7.36,-12.0,1.11,3.03,0.596,2.39,-6.47,-2.24,1.28,0,0,1,0,201000000000.0,-3.4342165319999998,-7.99814791,2.9663741000000003,2.7736561039999996,0.31311049399999996,2.155189739,-3.113646686,1.675833064,3.7550302510000004,1.5921086543522072,0.7555668947289056,3.3002944637449967,1.6966560494914174,2.0287310084279158,1.3337212494789787,2.9702782488971264,2.2408926462540286,3.0288561387219226
4027,4027,201.0,-2.7,-32.3,-4.32,3.28,-2.03,3.16,-0.225,-22.9,-5.65,0,0,1,0,201000000000.0,-3.181492093,-19.47795801,-0.13734059699999998,3.169419468,-1.0761470020000001,2.9263287680000003,-2.002179399,-9.722094607999999,-0.890757757,1.3085639311889892,0.46731233011270973,3.310403459322055,2.1201600842798958,2.3754978063074277,1.755678270813284,3.898211460494602,1.945613454762391,2.9822911183631535
4028,4028,201.0,-4.68,-23.5,-2.72,1.98,-0.69,3.47,-0.972,-14.9,-5.65,0,0,1,0,201000000000.0,-3.697292998,-21.37790701,-1.237454005,2.239757489,-0.8471959440000001,3.343567831,-1.60579631,-12.12353457,-3.2416731889999997,1.502019557539886,0.34668989839178066,3.294204726686776,2.1361103661685843,2.7913398185019243,1.9770217093446538,3.4503538723687077,2.199952969434089,2.6460730214523998
4029,4029,201.0,-3.54,-8.12,-2.92,0.52,-2.99,2.02,1.2,-0.38,-6.63,0,0,1,0,201000000000.0,-3.643151208,-15.11508143,-1.954153803,0.895578049,-2.117689442,2.327799204,-0.526207424,-6.67704739,-4.915399697,1.686915783326593,0.5485666145912549,2.7786427702749927,2.0888143388757148,3.4943335209928006,2.470804359843294,2.7554169576503567,2.4121986501899713,1.9085370173892755
4030,4030,202.0,14.0,5.07,-8.86,-1.68,-2.37,-0.985,18.2,12.7,-13.4,0,0,1,0,202000000000.0,2.429792656,-5.579968224,-4.895778055,-1.1175191309999999,-2.2672872440000003,-0.21459974699999998,6.6790931989999995,2.309756244,-9.106524139,1.6572249362894726,0.7190929789800196,2.809098580960358,2.8247317588165037,3.44136594281078,2.9027775426808975,2.1568380265515605,2.1418257756395884,2.074874851093047
4031,4031,202.0,5.66,4.7,-1.29,-2.92,3.62,-2.49,9.23,13.2,-4.69,0,0,1,0,202000000000.0,3.5416613189999997,-0.72387396,-3.3598555180000003,-2.5263560259999998,1.223353892,-1.960849628,7.660607816000001,7.3604989839999995,-6.924900704,1.8795387148211318,0.5979260964423916,2.8134259473927297,2.418574889809046,2.647240197962271,2.4937432687439665,2.120384699866712,2.1615023436938143,2.2973828105508027
4032,4032,202.0,-12.4,-13.7,11.9,0.35,-0.179,0.11699999999999999,-9.4,-4.67,9.46,0,0,1,0,202000000000.0,-1.945613082,-6.853590521,3.14025481,-0.278167775,0.391881927,-0.366209457,1.096181952,1.780921685,1.168722875,1.5127560205340345,0.23845557894777683,2.9945014294868204,2.0237541871839566,2.2071595821429084,2.0385248941859064,1.7970131487514573,2.0117031603214697,2.3667099070031994
4033,4033,202.0,5.11,-1.74,-2.1,-0.5329999999999999,2.86,1.34,8.93,7.02,-4.26,0,0,1,0,202000000000.0,0.482997458,-4.438011264,0.9081082079999999,-0.477347151,1.855257828,0.943216479,4.11040756,4.210732965,-1.512894915,1.6598363246622503,0.6408402026864399,3.5754854637649673,1.61667221234896,1.7245607167923884,1.4113279678220643,2.6784954654827837,2.591087517617985,3.078661484201635
4034,4034,202.0,-19.3,-23.9,-9.28,1.15,1.65,0.626,-15.2,-15.2,-11.6,0,0,1,0,202000000000.0,-6.326501989,-13.63154666,-3.431633228,0.7946034240000001,1.733558056,0.699769526,-3.319675928,-4.791693568,-6.495606494,1.6519755876714879,0.6989555215234122,3.211369663706304,1.6263650236781289,1.9198589413388585,1.3258988171703106,3.331173115049193,2.0946672609031163,3.004047132274774
4035,4035,202.0,14.2,-8.23,-7.3,-2.06,0.775,-2.52,18.0,0.505,-9.56,0,0,1,0,202000000000.0,0.73891913,-11.07994126,-5.079408507,-1.436582739,1.1652178020000001,-1.771234021,4.883515701,-2.335161132,-8.009320329,1.228084344734881,0.4146937123233776,3.1527330833566407,2.132575358626788,2.3071984042879823,1.7015881459315223,3.793269354779761,1.887130674329845,2.820620690230989
4036,4036,202.0,-7.91,-41.7,-7.48,-2.98,1.93,-4.52,-5.59,-32.2,-8.25,0,0,1,0,202000000000.0,-2.238122716,-25.54437294,-6.101967997000001,-2.642932917,1.6186660469999998,-3.8807671480000003,0.853611219,-16.1860563,-8.128208486,1.513560689951232,0.3790814476643276,3.397039758983328,2.113630468422076,2.8024488083291685,2.115305241215486,3.090076765522352,2.159257380333037,2.666335831952033
4037,4037,202.0,-5.77,-17.4,8.81,-3.01,-0.19399999999999998,-3.8,-5.53,-7.61,9.66,0,0,1,0,202000000000.0,-3.4538291460000003,-21.69709983,0.24995599300000002,-2.9298361639999997,0.543915224,-3.818782578,-1.602616915,-12.20860133,0.658604731,1.6579403522708682,0.6111606353190646,3.1647768551898765,2.1371764677982754,3.2366831350637324,2.655981983654213,2.533405116180663,2.449089971978401,2.23911329719422
4038,4038,202.0,-6.57,-6.35,7.7,-0.9840000000000001,0.778,-1.36,-7.76,3.18,9.67,0,0,1,0,202000000000.0,-4.526445454,-14.44737263,3.4233876089999997,-1.408951436,0.682706813,-1.9317964380000001,-3.9717990469999997,-5.071583105,5.109949478,1.6244832681854482,0.7402020171153553,2.936635948978567,2.878140323840003,3.1027532665809314,3.1675667294001504,2.0575745231575966,2.1897170267706163,2.243805057784385
4039,4039,202.0,-13.3,4.48,2.36,-0.0156,1.29,1.38,-14.7,14.0,4.4,0,0,1,0,202000000000.0,-7.546388137999999,-5.506381231000001,2.970425415,-0.319894203,1.042777997,0.609832928,-8.099698879,3.7735505519999997,4.7592569010000005,1.7165116028373724,0.5568061142639852,2.758589243268515,2.3093635291029964,2.45375924001045,2.2946236771417348,1.944082405001444,2.217824819923172,2.2813111613460935
4040,4040,202.0,3.26,-0.249,-0.359,1.01,-1.1,1.69,2.69,9.35,1.56,0,0,1,0,202000000000.0,-3.826724473,-3.022877512,1.5522184719999998,0.719564223,-0.22770005899999998,1.4388043190000002,-3.9481363369999998,6.359830034,3.178924987,1.4683524381076467,0.2518220445687193,3.1479114658928626,1.8264094518806662,1.9968032662326556,1.888235135633564,1.7976582378889394,2.045925995485261,2.4632592162349907
4041,4041,202.0,-0.0023899999999999998,-7.81,-1.8,2.4,-0.5539999999999999,1.81,0.313,1.93,-0.72,0,0,1,0,202000000000.0,-2.510351434,-5.284238413,0.12430258400000001,2.033009485,-0.42116710799999996,1.723677413,-2.308574929,4.305336761,1.252979146,1.5827360829328068,0.6703519024086206,3.487119428807912,1.5786360644740522,1.7677417525665846,1.3065452492715592,2.638328240450467,2.4757865452423324,3.040803403075091
4042,4042,202.0,-6.96,-42.0,0.39,2.91,-1.09,3.7,-5.39,-32.3,0.168,0,0,1,0,202000000000.0,-4.041963665,-22.62818332,0.23747944,2.718473993,-0.817725942,3.2404009639999996,-3.494217682,-12.6717064,0.717033707,1.580367980050062,0.6646629957580402,3.0838152350667354,1.5709853177993898,1.9800636058706889,1.3369089886336194,3.327387400765413,2.011817923147098,2.807090774804588
4043,4043,202.0,-8.26,-32.5,-3.6,3.39,-1.65,3.76,-5.11,-23.4,-5.51,0,0,1,0,202000000000.0,-5.493852785,-27.29147334,-1.397138903,3.2433454289999997,-1.311190914,3.639165855,-4.1159238060000005,-17.64733883,-2.3589244259999997,1.1797057388125596,0.41715454618577597,3.1444427763163705,2.0368565435038177,2.403568193548636,1.6855322105700687,3.7341687501160385,2.060193692775498,2.788322923021993
4044,4044,202.0,-4.55,-13.9,-2.41,1.95,-1.79,2.5,-0.0795,-5.89,-5.78,0,0,1,0,202000000000.0,-5.168969562,-20.96555302,-1.828578742,2.232453915,-1.595082378,2.7649160489999995,-2.562825245,-12.19444937,-4.048827835,1.5171916043736564,0.39963174892362296,3.272998322428961,1.8941400309045207,2.7841900191897055,1.9756352154782855,3.1052818299504428,2.2076581904851382,2.5351048203069575
4045,4045,202.0,8.7,2.62,-11.0,-0.18100000000000002,-3.94,0.48,13.2,10.0,-15.6,0,0,1,0,202000000000.0,-0.39513571299999994,-9.824110962999999,-5.7352508239999995,0.34607452200000005,-2.985411392,1.011363295,3.50225168,-1.9009739890000001,-9.754742321,1.402206690549453,0.5935256763505933,3.0449372280881826,2.0331580002354745,3.6413640135497025,2.6046449365350948,2.2111595565819564,2.18538573098916,2.082019072908839
4046,4046,202.0,12.7,16.0,-5.78,-2.93,3.39,-2.44,16.6,24.0,-9.78,0,0,1,0,202000000000.0,4.112337016000001,2.3747905030000003,-5.754312337999999,-2.214537707,0.794644369,-1.6373763319999999,8.541884687000001,10.1115357,-9.767218685,1.6572692230420272,0.7364014197357166,2.786208990754265,2.725263452722994,3.0584262492972063,3.1373138186733276,2.0819328102891954,2.127973992551302,2.112910479675518
4047,4047,202.0,-7.03,-6.49,10.7,-0.787,-1.43,-1.73,-3.85,2.42,8.07,0,0,1,0,202000000000.0,0.277036412,-1.812796176,1.254590654,-1.098760148,-0.524373167,-1.708460134,3.773847673,6.54430899,-0.956196053,1.6216540475738657,0.479103924312704,2.7418869788042026,2.0937976439802064,2.4100738146325926,2.1256372581733673,1.7401971199304809,2.1620716359899377,2.2475829459872045
4048,4048,202.0,-4.27,-10.8,1.53,0.309,4.11,2.23,-0.9279999999999999,-2.0,-1.28,0,0,1,0,202000000000.0,-1.288097641,-6.05820917,1.371904412,0.001559065,2.2234007609999997,1.314100638,1.964713361,2.581577915,-1.116144964,1.4760409029177128,0.33607933699878867,3.414381464875016,1.7128639755435682,1.8603721359261074,1.6719546846806186,1.8773378740080757,2.2610756575142044,2.608526569745696
4049,4049,202.0,1.6,-24.7,-11.4,1.16,0.565,-0.953,5.87,-16.2,-13.5,0,0,1,0,202000000000.0,-0.293986397,-14.86429659,-4.068434605,0.9070079059999999,1.240115625,-0.425779725,3.467354106,-6.1290557429999994,-7.2333783060000005,1.5232047471091938,0.7144178969616389,3.4637316136255896,1.4704939461757864,1.7464617633700203,1.135272548338208,2.542310763370036,2.296156041204472,3.0798142868134972
4050,4050,203.0,16.0,-6.73,-9.99,-0.7020000000000001,-1.02,-0.315,20.3,1.68,-12.5,0,0,1,0,203000000000.0,5.314561846,-11.02178358,-6.590793209,-0.350608569,-0.09993325199999999,-0.34076211799999995,9.944066702,-2.50732487,-9.834923117999999,1.4571919090915082,0.5864005898097421,2.773529253800884,1.401904271121838,2.1165203463779227,1.3688279407620199,3.3710076850068798,1.7992594364107708,2.6103283239086474
4051,4051,203.0,6.35,-19.5,-10.8,-2.86,2.56,-4.56,9.67,-10.4,-12.5,0,0,1,0,203000000000.0,5.670969674,-15.02675889,-8.383753203,-2.311973594,1.477172132,-3.578804967,9.83861383,-6.167837092999999,-11.15138694,1.3320582696869336,0.42939537994380905,3.030223390504985,1.881374583970988,2.5039687455838826,1.7282549794677153,3.85820920044938,2.318522557282256,2.5975301083115707
4052,4052,203.0,-20.6,-24.2,0.498,-3.67,0.28,-4.11,-19.4,-14.4,0.415,0,0,1,0,203000000000.0,-3.371753167,-19.36005322,-4.600468553,-3.373420495,0.767354827,-3.986469285,-1.4115547880000001,-9.985799001,-5.43795703,1.5835467510141001,0.4591173248495263,2.9014566439647327,1.7764193914061077,3.086742103861493,2.1874010701283604,2.5902479015689166,2.3129227595503976,2.1592808936241186
4053,4053,203.0,-8.6,-12.9,10.5,-3.0,-0.604,-2.93,-9.21,-3.24,12.1,0,0,1,0,203000000000.0,-5.171366596,-16.3084261,1.831749232,-3.0815513510000003,-0.045737412000000005,-3.1756847930000003,-4.412169854,-6.857191723,3.225240134,1.4095542016076124,0.6147745848593362,2.772398014383739,1.973957725383342,3.636005064632255,2.4181786688629257,1.7893545315105566,2.0026147803395355,1.906734676039624
4054,4054,203.0,-12.9,-0.14400000000000002,0.785,0.39299999999999996,1.28,-0.10300000000000001,-14.3,9.26,3.19,0,0,1,0,203000000000.0,-7.831637085,-8.67260694,1.385874401,-0.36580772,0.74030773,-0.8175610190000001,-8.216719572,0.617736615,3.2078326489999998,1.6251466449779015,0.6916158845262478,2.7127207530368906,2.44990625262656,2.90680378570657,2.7265620981772023,1.655081833204755,2.033368691730276,2.1426160839482726
4055,4055,203.0,2.18,2.57,6.34,0.5920000000000001,0.203,2.36,1.18,12.1,8.4,0,0,1,0,203000000000.0,-4.385534419,-3.361777318,3.496141089,0.38282425200000003,0.42173171299999995,1.621049655,-4.601135022,5.943050048,5.772599177999999,1.6301950526971687,0.39407453603821696,2.77509920545986,1.9179735475144033,2.2342746635123913,2.014325926703193,1.6570643641210319,2.1433942195035836,2.19991415659788
4056,4056,203.0,-0.0982,0.0359,1.63,2.08,-1.18,1.6,-0.107,9.73,3.11,0,0,1,0,203000000000.0,-2.9097923060000004,-1.756768306,2.701236885,1.709353506,-0.527953652,1.604895172,-2.87192249,7.699384289,4.45735921,1.5689964424682152,0.4037320300512649,3.2708247400169763,1.5031411311438772,1.8697971756720995,1.516567656195793,1.9469353149526885,2.415691165921259,2.3115907869838126
4057,4057,203.0,-10.6,-26.1,9.07,2.4,-1.16,2.41,-9.71,-16.3,9.31,0,0,1,0,203000000000.0,-5.556836555,-13.25612601,5.414084455,2.249169696,-0.9027012759999999,2.222770797,-5.503015978,-3.431194322,6.854410735,1.6485896264043196,0.7145181485569106,3.071545020078093,1.4596331590734457,1.8150014810615378,1.0417057535730736,2.656678538567096,2.1475456634822647,2.693053495040485
4058,4058,203.0,-4.12,-28.9,-1.45,3.65,-1.59,3.06,-8.38,-16.6,7.83,0,0,1,0,203000000000.0,-5.06226343,-20.64604441,2.4902489290000003,3.3440725610000004,-1.310208718,2.865300079,-6.609995852999999,-9.538702496,7.336320988,1.3467082238086046,0.5443474328905377,2.8105174337092644,1.5261170894754146,2.138120181199176,1.3973982959641833,3.554940916347545,1.7634056425214581,2.594476886468197
4059,4059,203.0,-6.92,-23.7,-4.44,2.22,-0.409,3.5,-3.33,-15.1,-7.45,0,0,1,0,203000000000.0,-5.701714412,-22.08868508,-0.46177011799999995,2.465486376,-0.7758715740000001,3.3523988460000003,-5.347948754,-12.11795472,0.032345423,1.3441878679806585,0.4141524315380289,3.023005185334857,1.7405987461623214,2.733836274588034,1.6264443357703027,3.7029356067255534,2.406009253092608,2.5777933035651177
4060,4060,203.0,-0.235,-5.98,-4.94,0.532,-3.77,1.76,4.36,1.79,-8.76,0,0,1,0,203000000000.0,-3.820018259,-14.479197099999999,-2.369323526,0.954254348,-2.5511251930000003,2.130316579,-1.612612189,-5.667639746,-4.310795692,1.558472519979538,0.48003903184008345,2.9847171201610636,1.7222988564678634,3.2444582822229973,2.1965557954419785,2.469501947049668,2.333432092414358,2.2363050215465177
4061,4061,203.0,20.2,10.7,-9.3,-2.18,-1.19,-0.878,24.3,18.4,-13.9,0,0,1,0,203000000000.0,4.447905391,-2.584942832,-5.321524747,-1.4955098340000001,-1.7440982409999999,-0.178407996,8.357807523,5.4945949689999996,-9.047559632999999,1.4271137669681517,0.6434308875706226,2.741680699889759,2.441562430829468,3.5453239926349256,2.549256941049839,1.6927974298721316,1.893187097202917,1.9695320117396518
4062,4062,203.0,5.28,1.99,6.73,-2.88,2.27,-2.94,8.77,10.6,3.7,0,0,1,0,203000000000.0,4.734320503,-0.423812212,-0.18803954,-2.5776411,0.635907366,-2.29778448,8.516407382999999,7.862410635,-2.7506676810000004,1.6809237897075293,0.6559739870249065,2.6036749750975057,2.0097920931358604,2.583048270702432,2.2426598969571208,1.6728394898936496,1.961576061818562,2.152354021427977
4063,4063,203.0,-15.9,-15.6,10.3,1.45,-0.978,0.66,-13.3,-6.55,7.7,0,0,1,0,203000000000.0,-2.368212729,-7.592803407000001,4.279461282,0.570402969,-0.320997107,-0.027840626,0.122087855,1.178135954,2.411632057,1.5977379589349379,0.30097762561361957,2.8346355987023517,1.6769384752948189,2.113337054255182,1.83105541232586,1.570037859702301,2.111358215440029,2.3008618598058646
