Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,SPM/RPM,Timestamps
4.23E+01,-1.55E+01,-2.87E+01,-3.22E+00,1.22E+00,1.00E+00,2.40E+00,-9.79E+00,-2.07E+01,-3.08E+00,,,,,150,4.23E+10
4.24E+01,-2.71E+00,-6.68E+00,-3.61E+00,-9.77E-01,-2.32E+00,1.80E+00,3.95E+00,5.13E-01,-3.80E+00,,,,,150,4.24E+10
4.24E+01,5.60E+00,-5.50E+00,-4.36E+00,-1.27E+00,-1.48E+00,-1.13E+00,1.24E+01,1.50E+00,-4.90E+00,,,,,150,4.24E+10
4.25E+01,1.09E+01,-4.21E-01,1.50E+00,-7.94E-01,1.39E+00,-4.76E+00,1.68E+01,7.42E+00,1.36E+00,,,,,150,4.25E+10
4.25E+01,-1.19E+01,8.10E+00,4.77E+00,1.82E+00,-7.94E+00,-3.09E+00,-8.13E+00,1.71E+01,3.81E+00,,,,,150,4.25E+10
4.26E+01,-5.02E+00,-4.89E+00,-3.00E+00,-3.18E-01,7.81E+00,3.93E+00,-1.07E+00,3.96E+00,-4.53E+00,,,,,150,4.26E+10
4.26E+01,5.44E+00,-4.02E+00,-1.46E+01,1.43E+00,-3.54E-01,7.05E-01,1.10E+01,4.07E+00,-1.51E+01,,,,,150,4.26E+10
4.27E+01,1.99E-01,-3.59E+01,-1.11E+01,-2.03E+00,-3.87E-01,-1.19E+00,5.70E+00,-2.78E+01,-1.17E+01,,,,,150,4.27E+10
4.27E+01,1.69E+00,-2.32E+01,-5.81E+00,-1.44E+00,-1.17E+00,-3.61E+00,6.22E+00,-1.45E+01,-5.72E+00,,,,,150,4.27E+10
4.28E+01,-1.01E+01,-1.92E+01,-3.35E+00,-2.45E+00,-9.09E-01,-3.51E+00,-7.25E+00,-9.79E+00,-2.69E+00,,,,,150,4.28E+10
4.28E+01,-1.02E+01,-1.20E+01,5.53E+00,-1.51E+00,9.97E-01,-1.66E+00,-8.79E+00,-2.46E+00,7.50E+00,,,,,150,4.28E+10
4.29E+01,-9.17E+00,-3.87E+00,3.95E+00,-2.59E-01,9.88E-01,-1.04E+00,-8.72E+00,5.57E+00,6.56E+00,,,,,150,4.29E+10
4.29E+01,-7.47E+00,2.29E+00,3.40E+00,4.85E-01,6.54E-02,1.06E+00,-7.11E+00,1.17E+01,5.98E+00,,,,,150,4.29E+10
4.30E+01,1.01E+00,4.56E+00,3.21E+00,1.32E+00,-3.73E-01,2.32E+00,2.19E+00,1.40E+01,5.48E+00,,,,,150,4.30E+10
4.30E+01,4.31E-01,-5.51E-01,-1.75E+00,1.97E+00,-7.78E-01,1.52E+00,2.62E+00,8.91E+00,-3.59E-01,,,,,150,4.30E+10
4.31E+01,-2.60E+01,-2.66E+01,-4.75E+00,3.14E+00,8.09E-01,5.22E+00,-2.29E+01,-1.73E+01,-4.48E+00,,,,,150,4.31E+10
4.31E+01,-1.32E+01,-3.01E+01,-1.79E+00,9.80E-01,1.07E+00,2.73E+00,-7.63E+00,-2.21E+01,-1.84E+00,,,,,150,4.31E+10
4.32E+01,-5.46E-01,-6.62E+00,-3.18E+00,-1.10E+00,-1.42E+00,1.38E+00,5.91E+00,7.56E-01,-3.43E+00,,,,,150,4.32E+10
4.32E+01,7.64E+00,-4.87E+00,-5.12E+00,-1.12E+00,-2.00E+00,-1.02E+00,1.42E+01,2.37E+00,-5.60E+00,,,,,150,4.32E+10
4.33E+01,7.58E+00,8.67E-01,7.85E+00,-1.49E-01,3.88E-01,-4.37E+00,1.32E+01,8.91E+00,7.76E+00,,,,,150,4.33E+10
4.33E+01,-9.20E+00,6.93E+00,1.56E+00,8.44E-01,-4.42E+00,-2.39E+00,-5.46E+00,1.59E+01,4.41E-01,,,,,150,4.33E+10
4.34E+01,-3.92E+00,-4.43E+00,-4.19E+00,-3.44E-01,5.55E+00,3.12E+00,8.46E-02,4.45E+00,-5.39E+00,,,,,150,4.34E+10
4.34E+01,3.57E-01,-5.33E+00,-6.66E+00,-1.35E-01,2.69E-01,1.21E+00,5.64E+00,2.92E+00,-7.20E+00,,,,,150,4.34E+10
4.35E+01,6.32E+00,-4.09E+01,-5.33E+00,-6.06E-01,1.61E+00,-1.45E+00,1.19E+01,-3.28E+01,-5.77E+00,,,,,150,4.35E+10
4.35E+01,-3.08E+00,-2.40E+01,-4.38E+00,-1.26E+00,-2.12E+00,-4.77E+00,1.01E+00,-1.51E+01,-4.38E+00,,,,,150,4.35E+10
4.36E+01,-1.32E+01,-2.07E+01,-3.33E+00,-2.63E+00,1.00E+00,-3.39E+00,-1.10E+01,-1.12E+01,-2.82E+00,,,,,150,4.36E+10
4.36E+01,-1.29E+01,-8.98E+00,2.79E+00,-1.27E+00,5.60E-01,-2.47E+00,-1.23E+01,6.32E-01,4.62E+00,,,,,150,4.36E+10
4.37E+01,-1.14E+01,-2.90E+00,2.02E+00,8.83E-02,2.28E-01,-5.03E-01,-1.18E+01,6.61E+00,4.38E+00,,,,,150,4.37E+10
4.37E+01,-5.64E+00,3.73E+00,3.66E+00,1.39E-01,6.41E-02,1.72E+00,-5.74E+00,1.33E+01,5.96E+00,,,,,150,4.37E+10
4.38E+01,2.21E+00,4.66E+00,2.78E+00,1.48E+00,-6.16E-01,2.28E+00,3.12E+00,1.42E+01,4.79E+00,,,,,150,4.38E+10
4.38E+01,8.76E-01,-2.04E+00,-1.79E+00,1.83E+00,-5.13E-01,1.63E+00,2.80E+00,7.51E+00,-6.86E-01,,,,,150,4.38E+10
4.39E+01,-3.15E+01,-4.25E+01,-2.57E+00,2.64E+00,1.62E+00,6.78E+00,-2.84E+01,-3.32E+01,-2.62E+00,,,,,150,4.39E+10
4.39E+01,-1.17E+01,-2.40E+01,-6.17E+00,1.03E+00,4.61E-01,2.58E+00,-6.13E+00,-1.59E+01,-6.64E+00,,,,,150,4.39E+10
4.40E+01,-2.18E-01,-5.56E+00,-3.58E+00,-1.28E+00,-2.16E+00,1.21E+00,6.25E+00,1.79E+00,-4.14E+00,,,,,150,4.40E+10
4.40E+01,9.63E+00,-4.42E+00,-5.84E+00,-1.16E+00,-1.23E+00,-1.30E+00,1.61E+01,2.88E+00,-6.66E+00,,,,,150,4.40E+10
4.41E+01,7.67E+00,2.48E+00,1.34E+01,-8.04E-01,1.55E+00,-4.82E+00,1.50E+01,3.80E+00,-5.89E+00,,,,,150,4.41E+10
4.41E+01,-1.57E+01,7.24E+00,-6.90E-01,5.80E-01,-4.10E+00,-1.36E+00,-1.23E+01,1.64E+01,-1.78E+00,,,,,150,4.41E+10
4.42E+01,-3.35E+00,-5.21E+00,2.04E+00,-3.06E-01,5.72E+00,3.60E+00,8.24E-01,3.62E+00,1.20E+00,,,,,150,4.42E+10
4.42E+01,1.45E+00,-8.35E+00,-3.81E+00,-8.29E-01,-3.43E-01,1.54E+00,6.94E+00,-2.32E-01,-4.24E+00,,,,,150,4.42E+10
4.43E+01,9.53E+00,-3.50E+01,-8.45E+00,3.33E-02,1.51E+00,-2.78E+00,1.52E+01,-2.70E+01,-8.74E+00,,,,,150,4.43E+10
4.43E+01,-7.26E+00,-2.55E+01,-6.64E+00,-1.62E+00,-2.32E+00,-4.54E+00,-3.45E+00,-1.65E+01,-6.49E+00,,,,,150,4.43E+10
4.44E+01,-1.76E+01,-2.03E+01,1.07E+00,-2.89E+00,2.24E+00,-2.74E+00,-1.54E+01,-1.07E+01,1.94E+00,,,,,150,4.44E+10
4.44E+01,-9.99E+00,-6.10E+00,4.85E+00,-1.75E+00,5.12E-01,-2.65E+00,-9.31E+00,3.46E+00,6.93E+00,,,,,150,4.44E+10
4.45E+01,-9.40E+00,-3.66E+00,3.78E-01,4.68E-01,6.44E-01,-1.98E-01,-9.63E+00,5.81E+00,2.92E+00,,,,,150,4.45E+10
4.45E+01,-7.30E+00,4.15E+00,3.55E+00,3.20E-01,7.11E-01,1.92E+00,-7.20E+00,1.37E+01,5.86E+00,,,,,150,4.45E+10
4.46E+01,1.06E+00,5.04E+00,3.10E+00,1.66E+00,-5.33E-01,2.52E+00,2.28E+00,1.46E+01,5.04E+00,,,,,150,4.46E+10
4.46E+01,-5.66E+00,-8.29E+00,3.41E+00,1.27E+00,-1.35E+00,2.86E+00,-3.15E+00,1.13E+00,4.44E+00,,,,,150,4.46E+10
4.47E+01,-2.42E+01,-6.90E+01,-2.80E+00,2.50E+00,2.39E+00,6.40E+00,-1.96E+01,-6.03E+01,-3.04E+00,,,,,150,4.47E+10
4.47E+01,-7.10E+00,-1.49E+01,-6.49E+00,4.14E-01,-8.83E-01,2.73E+00,-1.01E+00,-7.22E+00,-7.03E+00,,,,,150,4.47E+10
4.48E+01,4.48E-01,-5.90E+00,-4.80E+00,-1.36E+00,-2.30E+00,7.92E-01,7.26E+00,1.11E+00,-5.63E+00,,,,,150,4.48E+10
4.48E+01,1.47E+01,-3.89E+00,-6.91E+00,-1.25E+00,7.23E-01,-2.60E+00,2.13E+01,3.34E+00,-7.86E+00,,,,,150,4.48E+10
4.49E+01,3.65E+00,3.37E+00,1.04E+01,6.39E-01,-2.13E+00,-5.38E+00,8.57E+00,1.19E+01,1.03E+01,,,,,150,4.49E+10
4.49E+01,-1.65E+01,-7.35E-01,-2.80E-01,-1.08E-01,-2.33E-01,1.38E+00,-1.34E+01,8.45E+00,-1.78E+00,,,,,150,4.49E+10
4.50E+01,1.93E+00,-3.78E+00,6.29E+00,-4.57E-01,5.17E+00,3.12E+00,6.55E+00,4.86E+00,5.96E+00,,,,,150,4.50E+10
4.50E+01,-3.42E+00,-1.10E+01,-5.93E+00,-7.58E-01,-5.97E-01,3.32E-01,1.86E+00,-2.76E+00,-6.04E+00,,,,,150,4.50E+10
4.51E+01,7.94E+00,-2.88E+01,-1.11E+01,9.29E-01,2.75E+00,-1.73E+00,1.34E+01,-2.07E+01,-1.11E+01,,,,,150,4.51E+10
4.51E+01,-5.78E+00,-2.26E+01,-6.26E+00,-1.66E+00,-2.84E+00,-4.52E+00,-1.87E+00,-1.36E+01,-5.75E+00,,,,,150,4.51E+10
4.52E+01,-1.94E+01,-1.76E+01,5.40E+00,-2.39E+00,4.01E+00,-2.44E+00,-1.71E+01,-8.13E+00,6.54E+00,,,,,150,4.52E+10
4.52E+01,-8.82E+00,-6.92E+00,4.65E+00,-1.73E+00,-2.68E-01,-2.39E+00,-7.84E+00,2.59E+00,6.84E+00,,,,,150,4.52E+10
4.53E+01,-8.43E+00,-3.59E+00,2.32E+00,1.79E-01,3.46E-01,-2.02E-01,-8.28E+00,5.86E+00,4.94E+00,,,,,150,4.53E+10
4.53E+01,-6.40E+00,5.52E+00,4.61E+00,6.29E-01,4.37E-01,1.80E+00,-5.94E+00,1.50E+01,7.01E+00,,,,,150,4.53E+10
4.54E+01,1.77E+00,4.41E+00,7.81E-01,1.91E+00,-7.30E-01,2.33E+00,3.30E+00,1.39E+01,2.64E+00,,,,,150,4.54E+10
4.54E+01,-4.69E+00,-5.80E+00,3.39E+00,1.62E+00,-1.30E+00,2.45E+00,-2.01E+00,3.60E+00,4.22E+00,,,,,150,4.54E+10
4.55E+01,-2.89E+01,-6.45E+01,-3.05E+00,1.95E+00,2.30E+00,7.36E+00,-2.42E+01,-5.59E+01,-3.38E+00,,,,,150,4.55E+10
4.55E+01,-7.31E+00,-1.50E+01,-5.95E+00,-8.86E-03,-1.43E+00,2.30E+00,-8.91E-01,-7.59E+00,-6.52E+00,,,,,150,4.55E+10
4.56E+01,1.05E+00,-5.53E+00,-3.28E+00,-1.64E+00,-2.27E+00,6.79E-01,8.03E+00,1.32E+00,-4.09E+00,,,,,150,4.56E+10
4.56E+01,1.28E+01,-4.97E+00,-6.71E+00,-1.40E+00,1.74E-01,-2.65E+00,1.95E+01,2.13E+00,-7.66E+00,,,,,150,4.56E+10
4.57E+01,4.84E+00,1.88E+00,1.02E+01,1.08E+00,-1.99E+00,-5.52E+00,9.93E+00,1.03E+01,9.92E+00,,,,,150,4.57E+10
4.57E+01,-1.71E+01,2.04E-01,7.66E-02,-1.42E-01,1.88E-01,1.08E+00,-1.41E+01,9.39E+00,-1.55E+00,,,,,150,4.57E+10
4.58E+01,4.02E-01,-3.96E+00,1.30E+01,-7.82E-01,6.09E+00,3.47E+00,5.05E+00,4.67E+00,1.26E+01,,,,,150,4.58E+10
4.58E+01,-1.16E+00,-1.13E+01,-4.99E+00,-6.08E-01,-1.58E+00,5.58E-01,4.38E+00,-3.21E+00,-5.05E+00,,,,,150,4.58E+10
4.59E+01,5.39E+00,-2.93E+01,-8.02E+00,-2.99E-01,2.56E+00,-2.30E+00,1.10E+01,-2.13E+01,-7.95E+00,,,,,150,4.59E+10
4.59E+01,-7.83E+00,-2.24E+01,-6.86E+00,-1.30E+00,-2.36E+00,-4.28E+00,-3.88E+00,-1.35E+01,-6.29E+00,,,,,150,4.59E+10
4.60E+01,-1.98E+01,-1.60E+01,6.27E+00,-2.69E+00,3.08E+00,-2.68E+00,-1.74E+01,-6.53E+00,7.55E+00,,,,,150,4.60E+10
4.60E+01,-9.96E+00,-5.56E+00,5.44E+00,-1.50E+00,2.02E-01,-2.13E+00,-9.01E+00,3.92E+00,7.79E+00,,,,,150,4.60E+10
4.61E+01,-7.22E+00,-2.33E+00,2.72E+00,-1.55E-01,-4.41E-01,2.99E-01,-6.86E+00,7.07E+00,5.48E+00,,,,,150,4.61E+10
4.61E+01,-4.66E+00,4.77E+00,4.66E+00,3.72E-01,-3.62E-01,1.86E+00,-3.78E+00,1.42E+01,7.36E+00,,,,,150,4.61E+10
4.62E+01,1.99E+00,2.03E+00,6.66E-01,1.80E+00,-3.09E-01,2.45E+00,3.99E+00,1.14E+01,2.90E+00,,,,,150,4.62E+10
4.62E+01,-1.16E+01,-9.80E+00,6.03E+00,1.79E+00,-1.90E+00,2.66E+00,-8.43E+00,-6.06E-01,7.33E+00,,,,,150,4.62E+10
4.63E+01,-2.41E+01,-6.66E+01,-1.36E+00,1.70E+00,2.60E+00,4.95E+00,-1.89E+01,-5.83E+01,-1.24E+00,,,,,150,4.63E+10
4.63E+01,-5.06E+00,-1.23E+01,-6.63E+00,1.54E-01,-4.39E-01,2.22E+00,1.41E+00,-4.95E+00,-6.69E+00,,,,,150,4.63E+10
4.64E+01,1.11E+00,-4.70E+00,-3.31E+00,-1.23E+00,-2.19E+00,4.90E-01,8.17E+00,2.09E+00,-3.52E+00,,,,,150,4.64E+10
4.64E+01,1.17E+01,-2.98E+00,-5.27E+00,-1.29E+00,6.58E-01,-2.96E+00,1.85E+01,4.12E+00,-5.59E+00,,,,,150,4.64E+10
4.65E+01,2.02E+00,3.74E+00,1.00E+01,1.01E+00,-3.02E+00,-4.55E+00,7.24E+00,1.20E+01,1.02E+01,,,,,150,4.65E+10
4.65E+01,-1.36E+01,-1.90E+00,1.06E+00,3.97E-01,1.63E+00,1.81E+00,-9.82E+00,7.04E+00,-2.10E-01,,,,,150,4.65E+10
4.66E+01,1.32E+00,-6.86E+00,1.32E+01,1.96E+00,4.42E+00,3.23E+00,6.63E+00,1.38E+00,1.30E+01,,,,,150,4.66E+10
4.66E+01,4.75E+00,-1.81E+01,-1.08E+01,-1.02E+00,-7.08E-01,4.34E-02,1.08E+01,-1.04E+01,-1.08E+01,,,,,150,4.66E+10
4.67E+01,2.56E+00,-2.78E+01,-2.22E+00,-3.82E-02,5.19E-02,-4.75E+00,7.80E+00,-1.95E+01,-1.61E+00,,,,,150,4.67E+10
4.67E+01,-9.89E+00,-2.22E+01,-5.31E+00,-2.44E+00,-1.30E+00,-3.00E+00,-6.46E+00,-1.30E+01,-4.55E+00,,,,,150,4.67E+10
4.68E+01,-1.50E+01,-1.32E+01,1.10E+01,-2.08E+00,2.28E+00,-2.78E+00,-1.30E+01,-3.82E+00,1.30E+01,,,,,150,4.68E+10
4.68E+01,-8.41E+00,-3.31E+00,7.40E+00,-8.81E-01,1.23E+00,-1.37E+00,-7.67E+00,6.07E+00,1.02E+01,,,,,150,4.68E+10
4.69E+01,-7.88E+00,7.28E-01,3.91E+00,-5.28E-02,-8.31E-01,7.59E-01,-7.47E+00,1.01E+01,6.92E+00,,,,,150,4.69E+10
4.69E+01,-1.85E+00,4.74E+00,4.04E+00,4.01E-01,-4.94E-01,2.32E+00,-7.27E-01,1.40E+01,7.06E+00,,,,,150,4.69E+10
4.70E+01,6.66E-01,8.83E-01,-8.74E-01,1.60E+00,-3.63E-01,2.29E+00,2.95E+00,1.01E+01,1.63E+00,,,,,150,4.70E+10
4.70E+01,-2.04E+01,-1.68E+01,6.39E+00,2.56E+00,-2.22E+00,3.94E+00,-1.68E+01,-7.78E+00,8.09E+00,,,,,150,4.70E+10
4.71E+01,-1.65E+01,-4.41E+01,-2.49E+00,2.05E+00,2.10E+00,3.13E+00,-1.08E+01,-3.61E+01,-1.78E+00,,,,,150,4.71E+10
4.71E+01,-2.45E+00,-9.52E+00,-4.21E+00,1.86E-02,-8.36E-01,2.12E+00,4.24E+00,-2.35E+00,-3.96E+00,,,,,150,4.71E+10
4.72E+01,2.42E+00,-5.12E+00,-3.89E+00,-8.82E-01,-2.15E+00,-3.78E-02,9.60E+00,1.56E+00,-4.02E+00,,,,,150,4.72E+10
4.72E+01,1.27E+01,-1.61E+00,-2.93E+00,-1.29E+00,2.29E+00,-4.33E+00,1.93E+01,5.60E+00,-2.98E+00,,,,,150,4.72E+10
4.73E+01,-6.66E+00,7.02E+00,8.78E+00,1.89E+00,-5.95E+00,-4.21E+00,-1.94E+00,1.56E+01,8.63E+00,,,,,150,4.73E+10
4.73E+01,-7.51E+00,-5.16E+00,1.39E-01,5.22E-02,5.23E+00,3.17E+00,-3.38E+00,3.66E+00,-1.02E+00,,,,,150,4.73E+10
4.74E+01,4.50E+00,-4.71E+00,-9.07E+00,4.73E-01,5.61E-01,1.00E+00,1.00E+01,3.39E+00,-9.36E+00,,,,,150,4.74E+10
4.74E+01,1.20E+00,-3.22E+01,-1.36E+01,-1.43E+00,-3.90E-01,-5.38E-01,6.90E+00,-2.42E+01,-1.37E+01,,,,,150,4.74E+10
4.75E+01,-2.61E-01,-2.12E+01,-7.51E+00,-7.05E-01,-1.01E+00,-4.03E+00,4.53E+00,-1.27E+01,-7.12E+00,,,,,150,4.75E+10
4.75E+01,-1.03E+01,-2.15E+01,-3.30E+00,-2.72E+00,-2.37E+00,-3.49E+00,-7.26E+00,-1.22E+01,-2.42E+00,,,,,150,4.75E+10
4.76E+01,-1.10E+01,-1.11E+01,8.51E+00,-1.65E+00,1.31E+00,-2.66E+00,-8.83E+00,-1.21E+01,-1.15E+00,,,,,150,4.76E+10
4.76E+01,-8.45E+00,-3.64E+00,4.29E+00,-3.43E-01,1.12E+00,-6.90E-01,-8.04E+00,5.75E+00,7.07E+00,,,,,150,4.76E+10
4.77E+01,-7.69E+00,1.88E+00,3.35E+00,4.58E-01,6.14E-01,1.48E+00,-7.22E+00,1.13E+01,6.11E+00,,,,,150,4.77E+10
4.77E+01,4.21E-01,5.67E+00,4.58E+00,1.28E+00,-8.93E-01,2.37E+00,1.86E+00,1.50E+01,7.09E+00,,,,,150,4.77E+10
4.78E+01,6.18E-01,-1.40E+00,-1.49E+00,2.12E+00,1.95E-01,2.06E+00,3.11E+00,7.94E+00,1.49E-01,,,,,150,4.78E+10
4.78E+01,-2.93E+01,-3.39E+01,-4.39E+00,2.98E+00,1.53E-02,5.75E+00,-2.56E+01,-2.48E+01,-3.84E+00,,,,,150,4.78E+10
4.79E+01,-1.18E+01,-2.62E+01,-4.06E+00,1.01E+00,8.93E-01,2.58E+00,-6.00E+00,-1.83E+01,-3.95E+00,,,,,150,4.79E+10
4.79E+01,-1.50E+00,-6.48E+00,-3.10E+00,-8.46E-01,-1.55E+00,1.73E+00,5.27E+00,6.15E-01,-3.19E+00,,,,,150,4.79E+10
4.80E+01,5.78E+00,-4.84E+00,-4.55E+00,-1.41E+00,-1.35E+00,-9.97E-01,1.28E+01,2.02E+00,-4.85E+00,,,,,150,4.80E+10
4.80E+01,7.47E+00,3.81E-01,2.60E+00,-5.94E-01,7.70E-01,-4.51E+00,1.36E+01,8.06E+00,2.83E+00,,,,,150,4.80E+10
4.81E+01,-1.04E+01,7.31E+00,4.78E+00,8.79E-01,-5.12E+00,-2.50E+00,-6.07E+00,1.61E+01,4.39E+00,,,,,150,4.81E+10
4.81E+01,-4.05E+00,-4.91E+00,8.02E-01,2.05E-01,5.29E+00,3.07E+00,4.84E-01,3.75E+00,1.37E-02,,,,,150,4.81E+10
4.82E+01,2.98E+00,-4.72E+00,-8.53E+00,-5.54E-01,1.23E+00,6.65E-01,8.61E+00,3.31E+00,-8.69E+00,,,,,150,4.82E+10
4.82E+01,5.56E+00,-4.15E+01,-4.53E+00,-1.23E+00,4.68E-01,-1.78E+00,1.13E+01,-3.35E+01,-4.23E+00,,,,,150,4.82E+10
4.83E+01,-2.40E+00,-1.86E+01,-4.54E+00,-1.06E+00,-2.25E+00,-3.82E+00,1.90E+00,-9.83E+00,-4.19E+00,,,,,150,4.83E+10
4.83E+01,-1.07E+01,-1.97E+01,-4.63E+00,-2.51E+00,1.65E-01,-2.81E+00,-7.91E+00,-1.03E+01,-3.72E+00,,,,,150,4.83E+10
4.84E+01,-1.42E+01,-1.11E+01,6.57E+00,-1.13E+00,1.71E+00,-2.11E+00,-1.28E+01,-1.64E+00,8.86E+00,,,,,150,4.84E+10
4.84E+01,-9.91E+00,-3.99E+00,4.70E+00,-4.55E-01,1.10E+00,-1.07E+00,-9.56E+00,5.38E+00,7.59E+00,,,,,150,4.84E+10
4.85E+01,-6.05E+00,3.45E+00,5.96E+00,2.04E-01,-3.13E-01,1.11E+00,-5.65E+00,1.28E+01,8.85E+00,,,,,150,4.85E+10
4.85E+01,1.32E+00,4.05E+00,3.36E+00,1.19E+00,-8.27E-01,2.25E+00,2.51E+00,1.34E+01,6.02E+00,,,,,150,4.85E+10
4.86E+01,3.09E-01,-9.62E-01,-1.78E+00,2.20E+00,-6.60E-01,1.55E+00,2.54E+00,8.43E+00,-6.33E-02,,,,,150,4.86E+10
4.86E+01,-2.74E+01,-2.92E+01,-6.46E+00,3.20E+00,3.24E-01,4.94E+00,-2.42E+01,-2.00E+01,-5.99E+00,,,,,150,4.86E+10
4.87E+01,-1.26E+01,-2.64E+01,-2.99E+00,1.14E+00,5.86E-01,2.88E+00,-6.99E+00,-1.84E+01,-2.80E+00,,,,,150,4.87E+10
4.87E+01,-7.23E-01,-6.23E+00,-3.11E+00,-1.05E+00,-2.15E+00,1.40E+00,5.82E+00,1.07E+00,-3.25E+00,,,,,150,4.87E+10
4.88E+01,1.00E+01,-4.55E+00,-5.33E+00,-1.36E+00,-1.11E+00,-1.65E+00,1.66E+01,2.71E+00,-5.78E+00,,,,,150,4.88E+10
4.88E+01,7.67E+00,2.07E+00,9.78E+00,9.62E-02,1.01E-01,-4.75E+00,1.30E+01,1.03E+01,9.98E+00,,,,,150,4.88E+10
4.89E+01,-1.63E+01,7.39E+00,4.91E+00,9.45E-01,-3.55E+00,-1.11E+00,-1.29E+01,1.65E+01,3.89E+00,,,,,150,4.89E+10
4.89E+01,-2.97E+00,-4.24E+00,1.08E+00,-3.52E-01,5.43E+00,3.81E+00,1.55E+00,4.43E+00,2.41E-01,,,,,150,4.89E+10
4.90E+01,3.35E+00,-4.89E+00,-6.81E+00,-8.99E-01,-3.47E-01,6.36E-02,8.99E+00,3.12E+00,-7.26E+00,,,,,150,4.90E+10
4.90E+01,9.44E+00,-4.17E+01,-3.50E+00,-1.85E+00,1.34E+00,-3.14E+00,1.47E+01,-3.35E+01,-3.47E+00,,,,,150,4.90E+10
4.91E+01,-8.14E+00,-2.45E+01,-7.14E+00,-1.59E+00,-2.13E+00,-3.82E+00,-4.90E+00,-1.52E+01,-6.91E+00,,,,,150,4.91E+10
4.91E+01,-1.60E+01,-1.86E+01,2.18E+00,-2.48E+00,1.86E+00,-1.98E+00,-1.40E+01,-9.10E+00,3.33E+00,,,,,150,4.91E+10
4.92E+01,-1.14E+01,-6.75E+00,5.72E+00,-1.27E+00,5.11E-01,-2.21E+00,-1.06E+01,2.78E+00,7.94E+00,,,,,150,4.92E+10
4.92E+01,-9.30E+00,-3.08E+00,4.19E-01,9.25E-02,4.38E-01,-1.17E-01,-9.38E+00,6.39E+00,2.99E+00,,,,,150,4.92E+10
4.93E+01,-5.72E+00,4.86E+00,4.77E+00,2.28E-01,2.71E-01,1.77E+00,-5.44E+00,1.43E+01,7.29E+00,,,,,150,4.93E+10
4.93E+01,1.96E+00,3.98E+00,1.57E+00,1.34E+00,-1.10E+00,2.32E+00,3.30E+00,1.34E+01,3.76E+00,,,,,150,4.93E+10
4.94E+01,-1.78E+00,-4.70E+00,8.36E-01,1.86E+00,-7.23E-01,2.13E+00,6.75E-01,4.71E+00,2.13E+00,,,,,150,4.94E+10
4.94E+01,-3.17E+01,-6.18E+01,-6.03E-01,2.41E+00,2.39E+00,7.40E+00,-2.75E+01,-5.29E+01,-5.72E-01,,,,,150,4.94E+10
4.95E+01,-6.69E+00,-1.84E+01,-6.88E+00,4.39E-01,-6.57E-01,2.83E+00,-6.25E-01,-1.07E+01,-7.25E+00,,,,,150,4.95E+10
4.95E+01,8.24E-01,-7.20E+00,-3.76E+00,-1.34E+00,-2.29E+00,1.37E+00,7.72E+00,-2.52E-01,-4.38E+00,,,,,150,4.95E+10
4.96E+01,1.17E+01,-4.95E+00,-5.42E+00,-1.40E+00,-1.34E-02,-2.12E+00,1.85E+01,2.04E+00,-6.17E+00,,,,,150,4.96E+10
4.96E+01,5.14E+00,2.33E+00,1.00E+01,6.39E-01,-1.51E+00,-5.65E+00,1.05E+01,1.05E+01,1.01E+01,,,,,150,4.96E+10
4.97E+01,-1.87E+01,5.61E+00,4.68E+00,1.45E-01,-9.53E-01,-2.26E-01,-1.55E+01,1.48E+01,3.45E+00,,,,,150,4.97E+10
4.97E+01,9.31E-01,-3.76E+00,9.58E-01,-9.02E-01,5.48E+00,3.54E+00,5.51E+00,4.89E+00,4.86E-01,,,,,150,4.97E+10
4.98E+01,1.35E+00,-7.19E+00,-6.93E+00,-7.08E-01,-6.58E-01,2.52E-03,6.80E+00,9.57E-01,-7.14E+00,,,,,150,4.98E+10
4.98E+01,4.44E+00,-3.94E+01,-5.13E+00,-9.19E-02,2.36E+00,-1.84E+00,9.72E+00,-3.12E+01,-5.07E+00,,,,,150,4.98E+10
4.99E+01,-5.30E+00,-2.04E+01,-4.27E+00,-1.95E+00,-2.01E+00,-4.27E+00,-1.48E+00,-1.14E+01,-3.61E+00,,,,,150,4.99E+10
4.99E+01,-2.04E+01,-1.95E+01,5.47E+00,-2.48E+00,2.71E+00,-2.39E+00,-1.82E+01,-1.00E+01,6.87E+00,,,,,150,4.99E+10
5.00E+01,-8.57E+00,-6.29E+00,4.77E+00,-1.38E+00,-4.95E-02,-2.32E+00,-7.61E+00,3.16E+00,7.20E+00,,,,,150,5.00E+10
5.00E+01,-8.73E+00,-2.48E+00,2.63E+00,-2.05E-02,-7.51E-02,-2.62E-02,-8.55E+00,6.91E+00,5.44E+00,,,,,150,5.00E+10
5.01E+01,-5.50E+00,5.91E+00,6.56E+00,4.79E-01,6.67E-01,2.16E+00,-4.86E+00,1.53E+01,9.25E+00,,,,,150,5.01E+10
5.01E+01,3.34E+00,2.83E+00,1.75E+00,1.87E+00,-1.00E+00,2.29E+00,5.12E+00,1.22E+01,3.91E+00,,,,,150,5.01E+10
